지역,측정소명,날짜,아황산가스 농도
춘천시,중앙로,2018-08-01,0.001
춘천시,석사동,2018-08-01,0.002
원주시,중앙동,2018-08-01,0.002
원주시,반곡동,2018-08-01,0.001
강릉시,옥천동,2018-08-01,0.002
동해시,천곡동,2018-08-01,0.002
삼척시,남양동,2018-08-01,0.001
평창군,평창읍,2018-08-01,0.001
춘천시,중앙로,2018-08-02,0.001
춘천시,석사동,2018-08-02,0.002
원주시,중앙동,2018-08-02,0.002
원주시,반곡동,2018-08-02,0.002
강릉시,옥천동,2018-08-02,0.002
동해시,천곡동,2018-08-02,0.002
삼척시,남양동,2018-08-02,0.001
평창군,평창읍,2018-08-02,0.001
춘천시,중앙로,2018-08-03,0.001
춘천시,석사동,2018-08-03,0.003
원주시,중앙동,2018-08-03,0.002
원주시,반곡동,2018-08-03,0.002
강릉시,옥천동,2018-08-03,0.002
동해시,천곡동,2018-08-03,0.002
삼척시,남양동,2018-08-03,0.002
평창군,평창읍,2018-08-03,0.001
춘천시,중앙로,2018-08-04,0.002
춘천시,석사동,2018-08-04,0.003
원주시,중앙동,2018-08-04,0.004
원주시,반곡동,2018-08-04,0.003
강릉시,옥천동,2018-08-04,0.002
동해시,천곡동,2018-08-04,0.002
삼척시,남양동,2018-08-04,0.002
평창군,평창읍,2018-08-04,0.001
춘천시,중앙로,2018-08-05,0.001
춘천시,석사동,2018-08-05,0.003
원주시,중앙동,2018-08-05,0.003
원주시,반곡동,2018-08-05,0.002
강릉시,옥천동,2018-08-05,0.002
동해시,천곡동,2018-08-05,0.001
삼척시,남양동,2018-08-05,0.001
평창군,평창읍,2018-08-05,0.001
춘천시,중앙로,2018-08-06,0.001
춘천시,석사동,2018-08-06,0.003
원주시,중앙동,2018-08-06,0.002
원주시,반곡동,2018-08-06,0.001
강릉시,옥천동,2018-08-06,0.002
동해시,천곡동,2018-08-06,0.001
삼척시,남양동,2018-08-06,0.001
평창군,평창읍,2018-08-06,0.001
춘천시,중앙로,2018-08-07,0.001
춘천시,석사동,2018-08-07,0.003
원주시,중앙동,2018-08-07,0.001
원주시,반곡동,2018-08-07,0.001
강릉시,옥천동,2018-08-07,0.002
동해시,천곡동,2018-08-07,0.012
삼척시,남양동,2018-08-07,0.001
평창군,평창읍,2018-08-07,0.001
춘천시,중앙로,2018-08-08,0.001
춘천시,석사동,2018-08-08,0.003
원주시,중앙동,2018-08-08,0.002
원주시,반곡동,2018-08-08,0.001
강릉시,옥천동,2018-08-08,0.002
동해시,천곡동,2018-08-08,0.002
삼척시,남양동,2018-08-08,0.001
평창군,평창읍,2018-08-08,0.001
춘천시,중앙로,2018-08-09,0.001
춘천시,석사동,2018-08-09,0.003
원주시,중앙동,2018-08-09,0.002
원주시,반곡동,2018-08-09,0.001
강릉시,옥천동,2018-08-09,0.002
동해시,천곡동,2018-08-09,0.002
삼척시,남양동,2018-08-09,0.001
평창군,평창읍,2018-08-09,0.001
춘천시,중앙로,2018-08-10,0.001
춘천시,석사동,2018-08-10,0.003
원주시,중앙동,2018-08-10,0.002
원주시,반곡동,2018-08-10,0.001
강릉시,옥천동,2018-08-10,0.002
동해시,천곡동,2018-08-10,0.001
삼척시,남양동,2018-08-10,0.001
평창군,평창읍,2018-08-10,0.001
춘천시,중앙로,2018-08-11,0.001
춘천시,석사동,2018-08-11,0.003
원주시,중앙동,2018-08-11,0.002
원주시,반곡동,2018-08-11,0.001
강릉시,옥천동,2018-08-11,0.002
동해시,천곡동,2018-08-11,0.001
삼척시,남양동,2018-08-11,0.001
평창군,평창읍,2018-08-11,0.001
춘천시,중앙로,2018-08-12,0.001
춘천시,석사동,2018-08-12,0.003
원주시,중앙동,2018-08-12,0.002
원주시,반곡동,2018-08-12,0.001
강릉시,옥천동,2018-08-12,0.002
동해시,천곡동,2018-08-12,0.002
삼척시,남양동,2018-08-12,0.001
평창군,평창읍,2018-08-12,0.001
춘천시,중앙로,2018-08-13,0.002
춘천시,석사동,2018-08-13,0.003
원주시,중앙동,2018-08-13,0.002
원주시,반곡동,2018-08-13,0.001
강릉시,옥천동,2018-08-13,0.002
동해시,천곡동,2018-08-13,0.002
삼척시,남양동,2018-08-13,0.001
평창군,평창읍,2018-08-13,0.001
춘천시,중앙로,2018-08-14,0.001
춘천시,석사동,2018-08-14,0.003
원주시,중앙동,2018-08-14,0.002
원주시,반곡동,2018-08-14,0.001
강릉시,옥천동,2018-08-14,0.002
동해시,천곡동,2018-08-14,0.001
삼척시,남양동,2018-08-14,0.001
평창군,평창읍,2018-08-14,0.001
춘천시,중앙로,2018-08-15,0.001
춘천시,석사동,2018-08-15,0.002
원주시,중앙동,2018-08-15,0.002
원주시,반곡동,2018-08-15,0.001
강릉시,옥천동,2018-08-15,0.002
동해시,천곡동,2018-08-15,0.002
삼척시,남양동,2018-08-15,0.002
평창군,평창읍,2018-08-15,0.001
춘천시,중앙로,2018-08-16,0.001
춘천시,석사동,2018-08-16,0.002
원주시,중앙동,2018-08-16,0.002
원주시,반곡동,2018-08-16,0.001
강릉시,옥천동,2018-08-16,0.002
동해시,천곡동,2018-08-16,0.001
삼척시,남양동,2018-08-16,0.001
평창군,평창읍,2018-08-16,0.001
춘천시,중앙로,2018-08-17,0.001
춘천시,석사동,2018-08-17,0.002
원주시,중앙동,2018-08-17,0.002
