지역,측정소명,날짜,아황산가스 농도
춘천시,중앙로,2017-05-01,0.003
춘천시,석사동,2017-05-01,0.002
원주시,중앙동,2017-05-01,0.003
원주시,반곡동,2017-05-01,0.003
강릉시,옥천동,2017-05-01,0.002
동해시,천곡동,2017-05-01,0.002
삼척시,남양동,2017-05-01,0.002
춘천시,중앙로,2017-05-02,0.003
춘천시,석사동,2017-05-02,0.002
원주시,중앙동,2017-05-02,0.002
원주시,반곡동,2017-05-02,0.002
강릉시,옥천동,2017-05-02,0.002
동해시,천곡동,2017-05-02,0.003
삼척시,남양동,2017-05-02,0.002
춘천시,중앙로,2017-05-03,0.003
춘천시,석사동,2017-05-03,0.002
원주시,중앙동,2017-05-03,0.003
원주시,반곡동,2017-05-03,0.003
강릉시,옥천동,2017-05-03,0.003
동해시,천곡동,2017-05-03,0.003
삼척시,남양동,2017-05-03,0.003
춘천시,중앙로,2017-05-04,0.003
춘천시,석사동,2017-05-04,0.002
원주시,중앙동,2017-05-04,0.003
원주시,반곡동,2017-05-04,0.003
강릉시,옥천동,2017-05-04,0.004
동해시,천곡동,2017-05-04,0.004
삼척시,남양동,2017-05-04,0.004
춘천시,중앙로,2017-05-05,0.002
춘천시,석사동,2017-05-05,0.002
원주시,중앙동,2017-05-05,0.003
원주시,반곡동,2017-05-05,0.003
강릉시,옥천동,2017-05-05,0.003
동해시,천곡동,2017-05-05,0.003
삼척시,남양동,2017-05-05,0.003
춘천시,중앙로,2017-05-06,0.003
춘천시,석사동,2017-05-06,0.002
원주시,중앙동,2017-05-06,0.002
원주시,반곡동,2017-05-06,0.003
강릉시,옥천동,2017-05-06,0.006
동해시,천곡동,2017-05-06,0.002
삼척시,남양동,2017-05-06,0.002
춘천시,중앙로,2017-05-07,0.003
춘천시,석사동,2017-05-07,0.003
원주시,중앙동,2017-05-07,0.003
원주시,반곡동,2017-05-07,0.003
강릉시,옥천동,2017-05-07,0.005
동해시,천곡동,2017-05-07,0.003
삼척시,남양동,2017-05-07,0.003
춘천시,중앙로,2017-05-08,0.004
춘천시,석사동,2017-05-08,0.004
원주시,중앙동,2017-05-08,0.003
원주시,반곡동,2017-05-08,0.004
강릉시,옥천동,2017-05-08,0.005
동해시,천곡동,2017-05-08,0.003
삼척시,남양동,2017-05-08,0.004
춘천시,중앙로,2017-05-09,0.003
춘천시,석사동,2017-05-09,0.002
원주시,중앙동,2017-05-09,0.002
원주시,반곡동,2017-05-09,0.003
강릉시,옥천동,2017-05-09,0.002
동해시,천곡동,2017-05-09,0.002
삼척시,남양동,2017-05-09,0.002
춘천시,중앙로,2017-05-10,0.002
춘천시,석사동,2017-05-10,0.001
원주시,중앙동,2017-05-10,0.001
원주시,반곡동,2017-05-10,0.002
강릉시,옥천동,2017-05-10,0.002
동해시,천곡동,2017-05-10,0.002
삼척시,남양동,2017-05-10,0.002
춘천시,중앙로,2017-05-11,0.002
춘천시,석사동,2017-05-11,0.002
원주시,중앙동,2017-05-11,0.001
원주시,반곡동,2017-05-11,0.002
강릉시,옥천동,2017-05-11,0.003
동해시,천곡동,2017-05-11,0.003
삼척시,남양동,2017-05-11,0.002
춘천시,중앙로,2017-05-12,0.003
춘천시,석사동,2017-05-12,0.002
원주시,중앙동,2017-05-12,0.001
원주시,반곡동,2017-05-12,0.002
강릉시,옥천동,2017-05-12,0.004
동해시,천곡동,2017-05-12,0.003
삼척시,남양동,2017-05-12,0.003
춘천시,중앙로,2017-05-13,0.002
춘천시,석사동,2017-05-13,0.002
원주시,중앙동,2017-05-13,0.001
원주시,반곡동,2017-05-13,0.001
강릉시,옥천동,2017-05-13,0.003
동해시,천곡동,2017-05-13,0.002
삼척시,남양동,2017-05-13,0.002
춘천시,중앙로,2017-05-14,0.002
춘천시,석사동,2017-05-14,0.002
원주시,중앙동,2017-05-14,0.002
원주시,반곡동,2017-05-14,0.003
강릉시,옥천동,2017-05-14,0.003
동해시,천곡동,2017-05-14,0.002
삼척시,남양동,2017-05-14,0.002
춘천시,중앙로,2017-05-15,0.001
춘천시,석사동,2017-05-15,0.002
원주시,중앙동,2017-05-15,0.002
원주시,반곡동,2017-05-15,0.003
강릉시,옥천동,2017-05-15,0.002
동해시,천곡동,2017-05-15,0.002
삼척시,남양동,2017-05-15,0.001
춘천시,중앙로,2017-05-16,0.001
춘천시,석사동,2017-05-16,0.002
원주시,중앙동,2017-05-16,0.001
원주시,반곡동,2017-05-16,0.003
강릉시,옥천동,2017-05-16,0.003
동해시,천곡동,2017-05-16,0.002
삼척시,남양동,2017-05-16,0.001
춘천시,중앙로,2017-05-17,0.002
춘천시,석사동,2017-05-17,0.002
원주시,중앙동,2017-05-17,0.001
원주시,반곡동,2017-05-17,0.001
강릉시,옥천동,2017-05-17,0.004
동해시,천곡동,2017-05-17,0.001
삼척시,남양동,2017-05-17,0.002
춘천시,중앙로,2017-05-18,0.003
춘천시,석사동,2017-05-18,0.003
원주시,중앙동,2017-05-18,0.003
원주시,반곡동,2017-05-18,0.001
강릉시,옥천동,2017-05-18,0.002
동해시,천곡동,2017-05-18,0.001
삼척시,남양동,2017-05-18,0.003
춘천시,중앙로,2017-05-19,0.003
춘천시,석사동,2017-05-19,0.003
원주시,중앙동,2017-05-19,0.003
원주시,반곡동,2017-05-19,0.003
강릉시,옥천동,2017-05-19,0.001
동해시,천곡동,2017-05-19,0.003
삼척시,남양동,2017-05-19,0.003
춘천시,중앙로,2017-05-20,0.003
춘천시,석사동,2017-05-20,0.002
원주시,중앙동,2017-05-20,0.002
원주시,반곡동,2017-05-20,0.002
강릉시,옥천동,2017-05-20,0.002
동해시,천곡동,2017-05-20,0.004
삼척시,남양동,2017-05-20,0.003
춘천시,중앙로,2017-05-21,0.003
춘천시,석사동,2017-05-21,0.002
원주시,중앙동,2017-05-21,0.002
원주시,반곡동,2017-05-21,0.002
강릉시,옥천동,2017-05-21,0.002
동해시,천곡동,2017-05-21,0.004
삼척시,남양동,2017-05-21,0.003
춘천시,중앙로,2017-05-22,0.003
춘천시,석사동,2017-05-22,0.003
원주시,중앙동,2017-05-22,0.002
원주시,반곡동,2017-05-22,0.002
강릉시,옥천동,2017-05-22,0.001
동해시,천곡동,2017-05-22,0.002
삼척시,남양동,2017-05-22,0.002
춘천시,중앙로,2017-05-23,0.003
춘천시,석사동,2017-05-23,0.003
원주시,중앙동,2017-05-23,0.003
원주시,반곡동,2017-05-23,0.003
강릉시,옥천동,2017-05-23,0.001
동해시,천곡동,2017-05-23,0.002
삼척시,남양동,2017-05-23,0.002
춘천시,중앙로,2017-05-24,0.002
춘천시,석사동,2017-05-24,0.002
원주시,중앙동,2017-05-24,0.002
원주시,반곡동,2017-05-24,0.001
강릉시,옥천동,2017-05-24,0.001
동해시,천곡동,2017-05-24,0.002
삼척시,남양동,2017-05-24,0.002
춘천시,중앙로,2017-05-25,0.002
춘천시,석사동,2017-05-25,0.002
원주시,중앙동,2017-05-25,0.002
원주시,반곡동,2017-05-25,0.002
강릉시,옥천동,2017-05-25,0.001
동해시,천곡동,2017-05-25,0.002
삼척시,남양동,2017-05-25,0.003
춘천시,중앙로,2017-05-26,0.002
춘천시,석사동,2017-05-26,0.002
원주시,중앙동,2017-05-26,0.002
원주시,반곡동,2017-05-26,0.001
강릉시,옥천동,2017-05-26,0.001
동해시,천곡동,2017-05-26,0.002
삼척시,남양동,2017-05-26,0.002
춘천시,중앙로,2017-05-27,0.003
춘천시,석사동,2017-05-27,0.001
원주시,중앙동,2017-05-27,0.003
원주시,반곡동,2017-05-27,0.002
강릉시,옥천동,2017-05-27,0.001
동해시,천곡동,2017-05-27,0.003
삼척시,남양동,2017-05-27,0.003
춘천시,중앙로,2017-05-28,0.004
춘천시,석사동,2017-05-28,0.003
원주시,중앙동,2017-05-28,0.003
원주시,반곡동,2017-05-28,0.002
강릉시,옥천동,2017-05-28,0.002
동해시,천곡동,2017-05-28,0.003
삼척시,남양동,2017-05-28,0.003
춘천시,중앙로,2017-05-29,0.005
춘천시,석사동,2017-05-29,0.004
원주시,중앙동,2017-05-29,0.004
원주시,반곡동,2017-05-29,0.003
강릉시,옥천동,2017-05-29,0.002
동해시,천곡동,2017-05-29,0.003
삼척시,남양동,2017-05-29,0.004
춘천시,중앙로,2017-05-30,0.005
춘천시,석사동,2017-05-30,0.003
원주시,중앙동,2017-05-30,0.003
원주시,반곡동,2017-05-30,0.003
강릉시,옥천동,2017-05-30,0.003
동해시,천곡동,2017-05-30,0.004
삼척시,남양동,2017-05-30,0.006
춘천시,중앙로,2017-05-31,0.003
춘천시,석사동,2017-05-31,0.002
원주시,중앙동,2017-05-31,0.003
원주시,반곡동,2017-05-31,0.002
강릉시,옥천동,2017-05-31,0.003
동해시,천곡동,2017-05-31,0.005
삼척시,남양동,2017-05-31,0.003
