지역,측정소명,날짜,아황산가스 농도
춘천시,중앙로,2017-03-01,0.007
춘천시,석사동,2017-03-01,0.004
원주시,중앙동,2017-03-01,0.005
원주시,반곡동,2017-03-01,0.008
강릉시,옥천동,2017-03-01,0.007
동해시,천곡동,2017-03-01,0.006
삼척시,남양동,2017-03-01,0.007
춘천시,중앙로,2017-03-02,0.003
춘천시,석사동,2017-03-02,0.002
원주시,중앙동,2017-03-02,0.003
원주시,반곡동,2017-03-02,0.002
강릉시,옥천동,2017-03-02,0.005
동해시,천곡동,2017-03-02,0.002
삼척시,남양동,2017-03-02,0.001
춘천시,중앙로,2017-03-03,0.005
춘천시,석사동,2017-03-03,0.003
원주시,중앙동,2017-03-03,0.006
원주시,반곡동,2017-03-03,0.006
강릉시,옥천동,2017-03-03,0.005
동해시,천곡동,2017-03-03,0.004
삼척시,남양동,2017-03-03,0.004
춘천시,중앙로,2017-03-04,0.005
춘천시,석사동,2017-03-04,0.002
원주시,중앙동,2017-03-04,0.005
원주시,반곡동,2017-03-04,0.007
강릉시,옥천동,2017-03-04,0.005
동해시,천곡동,2017-03-04,0.004
삼척시,남양동,2017-03-04,0.004
춘천시,중앙로,2017-03-05,0.004
춘천시,석사동,2017-03-05,0.002
원주시,중앙동,2017-03-05,0.005
원주시,반곡동,2017-03-05,0.007
강릉시,옥천동,2017-03-05,0.005
동해시,천곡동,2017-03-05,0.004
삼척시,남양동,2017-03-05,0.003
춘천시,중앙로,2017-03-06,0.004
춘천시,석사동,2017-03-06,0.002
원주시,중앙동,2017-03-06,0.003
원주시,반곡동,2017-03-06,0.003
강릉시,옥천동,2017-03-06,0.004
동해시,천곡동,2017-03-06,0.003
삼척시,남양동,2017-03-06,0.002
춘천시,중앙로,2017-03-07,0.004
춘천시,석사동,2017-03-07,0.002
원주시,중앙동,2017-03-07,0.003
원주시,반곡동,2017-03-07,0.003
강릉시,옥천동,2017-03-07,0.004
동해시,천곡동,2017-03-07,0.002
삼척시,남양동,2017-03-07,0.002
춘천시,중앙로,2017-03-08,0.004
춘천시,석사동,2017-03-08,0.003
원주시,중앙동,2017-03-08,0.004
원주시,반곡동,2017-03-08,0.004
강릉시,옥천동,2017-03-08,0.003
동해시,천곡동,2017-03-08,0.002
삼척시,남양동,2017-03-08,0.002
춘천시,중앙로,2017-03-09,0.004
춘천시,석사동,2017-03-09,0.003
원주시,중앙동,2017-03-09,0.005
원주시,반곡동,2017-03-09,0.005
강릉시,옥천동,2017-03-09,0.004
동해시,천곡동,2017-03-09,0.003
삼척시,남양동,2017-03-09,0.003
춘천시,중앙로,2017-03-10,0.005
춘천시,석사동,2017-03-10,0.003
원주시,중앙동,2017-03-10,0.007
원주시,반곡동,2017-03-10,0.006
강릉시,옥천동,2017-03-10,0.004
동해시,천곡동,2017-03-10,0.003
삼척시,남양동,2017-03-10,0.003
춘천시,중앙로,2017-03-11,0.005
춘천시,석사동,2017-03-11,0.004
원주시,중앙동,2017-03-11,0.006
원주시,반곡동,2017-03-11,0.008
강릉시,옥천동,2017-03-11,0.005
동해시,천곡동,2017-03-11,0.004
삼척시,남양동,2017-03-11,0.003
춘천시,중앙로,2017-03-12,0.006
춘천시,석사동,2017-03-12,0.005
원주시,중앙동,2017-03-12,0.007
원주시,반곡동,2017-03-12,0.009
강릉시,옥천동,2017-03-12,0.007
동해시,천곡동,2017-03-12,0.005
삼척시,남양동,2017-03-12,0.005
춘천시,중앙로,2017-03-13,0.004
춘천시,석사동,2017-03-13,0.003
원주시,중앙동,2017-03-13,0.004
원주시,반곡동,2017-03-13,0.004
강릉시,옥천동,2017-03-13,0.005
동해시,천곡동,2017-03-13,0.003
삼척시,남양동,2017-03-13,0.003
춘천시,중앙로,2017-03-14,0.004
춘천시,석사동,2017-03-14,0.002
원주시,중앙동,2017-03-14,0.003
원주시,반곡동,2017-03-14,0.004
강릉시,옥천동,2017-03-14,0.004
동해시,천곡동,2017-03-14,0.003
삼척시,남양동,2017-03-14,0.002
춘천시,중앙로,2017-03-15,0.004
