지역,측정소명,날짜,아황산가스 농도
춘천시,중앙로,2018-10-01,0.003
춘천시,석사동,2018-10-01,0.004
원주시,중앙동,2018-10-01,0.003
원주시,반곡동,2018-10-01,0.002
원주시,문막읍,2018-10-01,0.002
강릉시,옥천동,2018-10-01,0.003
동해시,천곡동,2018-10-01,0.002
삼척시,남양동,2018-10-01,0.002
평창군,평창읍,2018-10-01,0.001
정선군,정선읍,2018-10-01,0
춘천시,중앙로,2018-10-02,0.003
춘천시,석사동,2018-10-02,0.002
원주시,중앙동,2018-10-02,0.002
원주시,반곡동,2018-10-02,0.002
원주시,문막읍,2018-10-02,0.002
강릉시,옥천동,2018-10-02,0.003
동해시,천곡동,2018-10-02,0.002
삼척시,남양동,2018-10-02,0.002
평창군,평창읍,2018-10-02,0.001
정선군,정선읍,2018-10-02,0
춘천시,중앙로,2018-10-03,0.003
춘천시,석사동,2018-10-03,0.002
원주시,중앙동,2018-10-03,0.002
원주시,반곡동,2018-10-03,0.002
원주시,문막읍,2018-10-03,0.002
강릉시,옥천동,2018-10-03,0.003
동해시,천곡동,2018-10-03,0.002
삼척시,남양동,2018-10-03,0.002
평창군,평창읍,2018-10-03,0.001
정선군,정선읍,2018-10-03,0
춘천시,중앙로,2018-10-04,0.003
춘천시,석사동,2018-10-04,0.003
원주시,중앙동,2018-10-04,0.002
원주시,반곡동,2018-10-04,0.002
원주시,문막읍,2018-10-04,0.002
강릉시,옥천동,2018-10-04,0.003
동해시,천곡동,2018-10-04,0.002
삼척시,남양동,2018-10-04,0.002
평창군,평창읍,2018-10-04,0.001
정선군,정선읍,2018-10-04,0
춘천시,중앙로,2018-10-05,0.003
춘천시,석사동,2018-10-05,0.002
원주시,중앙동,2018-10-05,0
원주시,반곡동,2018-10-05,0.002
원주시,문막읍,2018-10-05,0.002
강릉시,옥천동,2018-10-05,0
동해시,천곡동,2018-10-05,0.001
삼척시,남양동,2018-10-05,0.002
평창군,평창읍,2018-10-05,0.001
정선군,정선읍,2018-10-05,0
춘천시,중앙로,2018-10-06,0.002
춘천시,석사동,2018-10-06,0.004
원주시,중앙동,2018-10-06,0
원주시,반곡동,2018-10-06,0.001
원주시,문막읍,2018-10-06,0.002
강릉시,옥천동,2018-10-06,0
동해시,천곡동,2018-10-06,0.001
삼척시,남양동,2018-10-06,0.002
평창군,평창읍,2018-10-06,0.001
정선군,정선읍,2018-10-06,0
춘천시,중앙로,2018-10-07,0.003
춘천시,석사동,2018-10-07,0.004
원주시,중앙동,2018-10-07,0
원주시,반곡동,2018-10-07,0.002
원주시,문막읍,2018-10-07,0.002
강릉시,옥천동,2018-10-07,0
동해시,천곡동,2018-10-07,0.002
삼척시,남양동,2018-10-07,0.002
평창군,평창읍,2018-10-07,0.001
정선군,정선읍,2018-10-07,0
춘천시,중앙로,2018-10-08,0.003
춘천시,석사동,2018-10-08,0.004
원주시,중앙동,2018-10-08,0
원주시,반곡동,2018-10-08,0.002
원주시,문막읍,2018-10-08,0.002
강릉시,옥천동,2018-10-08,0
동해시,천곡동,2018-10-08,0.002
삼척시,남양동,2018-10-08,0.003
평창군,평창읍,2018-10-08,0.001
정선군,정선읍,2018-10-08,0
춘천시,중앙로,2018-10-09,0.003
춘천시,석사동,2018-10-09,0.004
원주시,중앙동,2018-10-09,0
원주시,반곡동,2018-10-09,0.002
원주시,문막읍,2018-10-09,0.002
강릉시,옥천동,2018-10-09,0
동해시,천곡동,2018-10-09,0.003
삼척시,남양동,2018-10-09,0.002
평창군,평창읍,2018-10-09,0.001
정선군,정선읍,2018-10-09,0
춘천시,중앙로,2018-10-10,0.003
춘천시,석사동,2018-10-10,0.003
원주시,중앙동,2018-10-10,25.462
원주시,반곡동,2018-10-10,0.002
원주시,문막읍,2018-10-10,0.002
강릉시,옥천동,2018-10-10,0
동해시,천곡동,2018-10-10,0.007
삼척시,남양동,2018-10-10,0.002
평창군,평창읍,2018-10-10,1.168
정선군,정선읍,2018-10-10,0
춘천시,중앙로,2018-10-11,0.003
춘천시,석사동,2018-10-11,0.002
원주시,중앙동,2018-10-11,28.008
원주시,반곡동,2018-10-11,0.002
원주시,문막읍,2018-10-11,0.002
강릉시,옥천동,2018-10-11,0
동해시,천곡동,2018-10-11,0.002
삼척시,남양동,2018-10-11,0.008
평창군,평창읍,2018-10-11,0.001
정선군,정선읍,2018-10-11,0
춘천시,중앙로,2018-10-12,0.003
춘천시,석사동,2018-10-12,0.002
원주시,중앙동,2018-10-12,28.008
원주시,반곡동,2018-10-12,0.002
원주시,문막읍,2018-10-12,0.006
