지역,측정소명,날짜,아황산가스 농도
춘천시,중앙로,2018-02-01,0.003
춘천시,석사동,2018-02-01,0.004
원주시,중앙동,2018-02-01,0.006
원주시,반곡동,2018-02-01,0.006
강릉시,옥천동,2018-02-01,0.006
동해시,천곡동,2018-02-01,0.003
삼척시,남양동,2018-02-01,0.005
평창군,평창읍,2018-02-01,0.003
춘천시,중앙로,2018-02-02,0.004
춘천시,석사동,2018-02-02,0.004
원주시,중앙동,2018-02-02,0.006
원주시,반곡동,2018-02-02,0.006
강릉시,옥천동,2018-02-02,0.006
동해시,천곡동,2018-02-02,0.003
삼척시,남양동,2018-02-02,0.003
평창군,평창읍,2018-02-02,0.002
춘천시,중앙로,2018-02-03,0.003
춘천시,석사동,2018-02-03,0.004
원주시,중앙동,2018-02-03,0.007
원주시,반곡동,2018-02-03,0.004
강릉시,옥천동,2018-02-03,0.005
동해시,천곡동,2018-02-03,0.003
삼척시,남양동,2018-02-03,0.003
평창군,평창읍,2018-02-03,0.002
춘천시,중앙로,2018-02-04,0.003
춘천시,석사동,2018-02-04,0.004
원주시,중앙동,2018-02-04,0.006
원주시,반곡동,2018-02-04,0.003
강릉시,옥천동,2018-02-04,0.004
동해시,천곡동,2018-02-04,0.002
삼척시,남양동,2018-02-04,0.003
평창군,평창읍,2018-02-04,0.002
춘천시,중앙로,2018-02-05,0.003
춘천시,석사동,2018-02-05,0.004
원주시,중앙동,2018-02-05,0.006
원주시,반곡동,2018-02-05,0.004
강릉시,옥천동,2018-02-05,0.004
동해시,천곡동,2018-02-05,0.002
삼척시,남양동,2018-02-05,0.003
평창군,평창읍,2018-02-05,0.001
춘천시,중앙로,2018-02-06,0.003
춘천시,석사동,2018-02-06,0.004
원주시,중앙동,2018-02-06,0.006
원주시,반곡동,2018-02-06,0.003
강릉시,옥천동,2018-02-06,0.004
동해시,천곡동,2018-02-06,0.002
삼척시,남양동,2018-02-06,0.003
평창군,평창읍,2018-02-06,0.002
춘천시,중앙로,2018-02-07,0.004
춘천시,석사동,2018-02-07,0.004
원주시,중앙동,2018-02-07,0.006
원주시,반곡동,2018-02-07,0.005
강릉시,옥천동,2018-02-07,0.003
동해시,천곡동,2018-02-07,0.010
삼척시,남양동,2018-02-07,0.016
평창군,평창읍,2018-02-07,0.003
춘천시,중앙로,2018-02-08,0.006
춘천시,석사동,2018-02-08,0.005
원주시,중앙동,2018-02-08,0.008
원주시,반곡동,2018-02-08,0.007
강릉시,옥천동,2018-02-08,0.004
동해시,천곡동,2018-02-08,0.005
