지역,측정소명,날짜,아황산가스 농도
춘천시,중앙로,2021-02-01,0.006
춘천시,석사동,2021-02-01,0.004
춘천시,신사우동,2021-02-01,0.003
양구군,양구읍,2021-02-01,0.002
원주시,중앙동,2021-02-01,0.003
원주시,반곡동,2021-02-01,0.003
원주시,문막읍,2021-02-01,0.005
강릉시,옥천동,2021-02-01,0.004
동해시,천곡동,2021-02-01,0.003
삼척시,남양동,2021-02-01,0.004
평창군,평창읍,2021-02-01,0.002
정선군,정선읍,2021-02-01,0.003
횡성군,횡성읍,2021-02-01,0.002
고성군,상리,2021-02-01,0.003
양양군,양양읍,2021-02-01,0.003
속초시,금호동,2021-02-01,0.004
철원군,갈말읍,2021-02-01,0.004
홍천군,홍천읍,2021-02-01,0.005
영월군,영월읍,2021-02-01,0.002
화천군,화천읍,2021-02-01,0.002
태백시,황지동,2021-02-01,0.003
인제군,인제읍,2021-02-01,0.002
춘천시,중앙로,2021-02-02,0.004
춘천시,석사동,2021-02-02,0.004
춘천시,신사우동,2021-02-02,0.006
양구군,양구읍,2021-02-02,0.012
원주시,중앙동,2021-02-02,0.001
원주시,반곡동,2021-02-02,0.003
원주시,문막읍,2021-02-02,0.004
강릉시,옥천동,2021-02-02,0.012
동해시,천곡동,2021-02-02,0.002
삼척시,남양동,2021-02-02,0.003
평창군,평창읍,2021-02-02,0.002
정선군,정선읍,2021-02-02,0.003
횡성군,횡성읍,2021-02-02,0.002
고성군,상리,2021-02-02,0.002
양양군,양양읍,2021-02-02,0.002
속초시,금호동,2021-02-02,0.003
철원군,갈말읍,2021-02-02,0.004
홍천군,홍천읍,2021-02-02,0.004
영월군,영월읍,2021-02-02,0.003
화천군,화천읍,2021-02-02,0.006
태백시,황지동,2021-02-02,8.171
인제군,인제읍,2021-02-02,0.002
춘천시,중앙로,2021-02-03,0.006
춘천시,석사동,2021-02-03,0.004
춘천시,신사우동,2021-02-03,0.002
양구군,양구읍,2021-02-03,0.002
