"		¡ˆ¡°π¯»£",¡ˆ¡°∏Ì,¿œΩ√,∆Ú±’«≥º”(m/s),√÷¥Î«≥º”(m/s),√÷¥Î«≥º”«≥«‚(deg),"	√÷¥Î«≥º”Ω√∞¢",√÷¥Îº¯∞£«≥º”(m/s),√÷¥Îº¯∞£«≥º”«≥«‚(deg),"	√÷¥Îº¯∞£«≥º”Ω√∞¢"
"		101",√·√µ,2023-08-11,1.1,4.3,160,9:38,9.1,140,8:11
"		101",√·√µ,2023-08-12,1.1,3,230,12:55,5.3,160,11:49
"		101",√·√µ,2023-08-13,0.7,2.4,320,23:27,3.2,340,22:28
"		101",√·√µ,2023-08-14,1.5,4.2,50,21:42,7.5,70,21:38
"		101",√·√µ,2023-08-15,1.9,3.6,50,19:46,6.3,50,22:14
"		101",√·√µ,2023-08-16,1.7,3.8,50,22:16,7,50,22:15
"		101",√·√µ,2023-08-17,1.5,3.1,290,21:19,4.1,320,5:52
"		101",√·√µ,2023-08-18,1.5,2.9,320,1:34,4,340,1:31
"		101",√·√µ,2023-08-19,1.2,2.5,200,12:59,4.6,230,17:13
"		101",√·√µ,2023-08-20,1.3,2.7,200,16:37,4.5,200,16:37
"		101",√·√µ,2023-08-21,1.6,3.8,230,13:56,5.6,160,17:19
"		101",√·√µ,2023-08-22,1.8,4.7,180,12:12,9.9,200,12:02
"		101",√·√µ,2023-08-23,1.3,4.3,250,12:57,6.8,270,12:47
"		101",√·√µ,2023-08-24,1.8,3.1,320,4:10,4.5,320,4:03
"		101",√·√µ,2023-08-25,1.5,4,200,16:05,7.1,230,13:52
"		101",√·√µ,2023-08-26,1.4,3,320,23:54,4.3,320,23:49
"		101",√·√µ,2023-08-27,1.7,3.4,50,17:27,5,50,17:20
"		101",√·√µ,2023-08-28,2.2,3.6,320,15:37,5.6,320,15:32
"		101",√·√µ,2023-08-29,1.1,3.4,160,16:03,5.7,140,15:58
"		101",√·√µ,2023-08-30,0.7,2,250,10:55,2.9,250,13:54
"		101",√·√µ,2023-08-31,0.9,2.6,290,22:03,3.9,290,21:58
"		101",√·√µ,2023-09-01,1.3,2.7,320,2:34,4.2,340,17:33
"		101",√·√µ,2023-09-02,1.5,3.1,320,23:46,4.3,290,22:55
"		101",√·√µ,2023-09-03,1.6,3.4,320,2:49,4.6,320,2:47
"		101",√·√µ,2023-09-04,1.2,3,320,10:46,4.4,320,10:44
"		101",√·√µ,2023-09-05,1.6,3.1,70,12:19,5.8,50,12:15
"		101",√·√µ,2023-09-06,2.1,4.4,50,14:14,7.4,50,16:07
"		101",√·√µ,2023-09-07,2.2,3.7,50,13:54,7.3,20,14:01
"		101",√·√µ,2023-09-08,1.6,3.6,320,1:31,4.8,320,1:25
"		101",√·√µ,2023-09-09,1.3,3.2,340,2:59,4.5,320,2:57
"		101",√·√µ,2023-09-10,1.2,2.9,250,15:42,5.1,230,15:42
"		101",√·√µ,2023-09-11,1.4,3.4,270,14:49,4.9,290,14:40
"		101",√·√µ,2023-09-12,1.4,2.7,250,16:24,3.7,250,15:26
"		101",√·√µ,2023-09-13,1.4,2.7,320,2:45,4.4,340,2:38
"		101",√·√µ,2023-09-14,1.7,4.1,70,13:55,6.3,50,16:33
"		101",√·√µ,2023-09-15,1.6,3,320,0:32,4.6,290,5:48
"		101",√·√µ,2023-09-16,0.7,2.4,320,0:50,3.9,90,18:52
"		101",√·√µ,2023-09-17,1,2.7,290,18:03,5,250,15:19
"		101",√·√µ,2023-09-18,1.1,3.8,270,14:32,5.7,290,14:27
