"		瘤痢锅龋",瘤痢疙,老矫,乞闭浅加(m/s),弥措浅加(m/s),弥措浅加浅氢(deg),"	弥措浅加矫阿",弥措鉴埃浅加(m/s),弥措鉴埃浅加浅氢(deg),"	弥措鉴埃浅加矫阿"
"		114",盔林,2017-04-20,1,3.2,250,14:32,6,290,16:02
"		114",盔林,2017-04-21,1.2,3.7,230,14:37,6.9,290,15:32
"		114",盔林,2017-04-22,0.9,2.6,340,16:19,5.1,50,12:35
"		114",盔林,2017-04-23,1.2,4,270,18:11,8.8,290,18:01
"		114",盔林,2017-04-24,1.4,4.4,230,16:23,9.7,250,15:49
"		114",盔林,2017-04-25,1.6,4.3,250,12:15,8.5,290,15:13
"		114",盔林,2017-04-26,1.8,4.5,250,15:43,9.6,230,19:14
"		114",盔林,2017-04-27,1.6,4.3,250,14:13,8.9,250,16:09
"		114",盔林,2017-04-28,1.9,6.2,250,15:04,13.4,250,14:57
"		114",盔林,2017-04-29,1.3,4.6,270,14:42,11.2,270,14:30
"		114",盔林,2017-04-30,1.4,4.2,250,15:34,9.1,230,15:30
"		114",盔林,2017-05-01,1.2,3.2,160,22:08,5.7,160,22:53
"		114",盔林,2017-05-02,0.9,2.8,160,0:01,5.4,180,0:15
"		114",盔林,2017-05-03,0.8,2.7,230,13:50,5.3,250,15:38
"		114",盔林,2017-05-04,0.9,3,290,15:32,5.7,290,15:36
"		114",盔林,2017-05-05,1.4,3.6,250,18:10,8.2,230,23:53
"		114",盔林,2017-05-06,2.1,4.9,250,14:39,9.7,250,15:16
"		114",盔林,2017-05-07,1.6,4.2,250,14:26,10.2,250,15:16
"		114",盔林,2017-05-08,0.9,2.6,230,13:05,5.4,250,13:57
"		114",盔林,2017-05-09,1,3.6,180,13:51,8.6,200,13:44
"		114",盔林,2017-05-10,1,3.4,230,19:13,6.7,250,19:31
"		114",盔林,2017-05-11,0.7,2.3,20,6:13,4.2,230,14:56
"		114",盔林,2017-05-12,1,4.8,200,14:20,8.7,180,13:42
"		114",盔林,2017-05-13,1.8,6.3,180,15:40,13.2,180,15:37
"		114",盔林,2017-05-14,2.6,5.3,250,16:08,10,230,12:55
"		114",盔林,2017-05-15,1.5,2.9,230,12:21,6.2,320,13:15
"		114",盔林,2017-05-16,1,2.8,250,13:19,4.9,230,13:17
"		114",盔林,2017-05-17,1.2,3.4,70,18:03,6.2,70,17:54
"		114",盔林,2017-05-18,1.3,2.9,250,16:12,7,250,16:38
"		114",盔林,2017-05-19,1.4,3.7,290,17:40,7.7,250,16:37
"		114",盔林,2017-05-20,1.1,3.3,230,18:11,5.7,230,18:10
"		114",盔林,2017-05-21,1.2,3.3,250,16:21,5.9,200,14:57
"		114",盔林,2017-05-22,1.2,3.2,290,14:25,6.2,290,13:46
"		114",盔林,2017-05-23,1.2,2.7,250,16:45,5.6,320,12:00
"		114",盔林,2017-05-24,0.9,2.7,250,18:06,5,250,17:07
"		114",盔林,2017-05-25,2.1,5.4,200,14:39,12,230,14:37
"		114",盔林,2017-05-26,1.2,3.2,20,0:51,5.9,20,0:58
"		114",盔林,2017-05-27,1,2.7,250,12:51,5.1,230,16:45
"		114",盔林,2017-05-28,1.3,4,200,12:55,7.3,250,15:13
"		114",盔林,2017-05-29,1.3,3.5,230,16:07,6.3,200,16:04
"		114",盔林,2017-05-30,1.2,3.6,250,15:15,7.1,250,15:06
"		114",盔林,2017-05-31,0.9,3,250,14:48,5.8,230,16:32
"		114",盔林,2017-06-01,1.4,4,230,19:27,7.6,230,19:19
"		114",盔林,2017-06-02,1.4,3.5,290,15:48,6.5,250,18:13
"		114",盔林,2017-06-03,1.8,3.5,230,18:26,7,200,18:17
"		114",盔林,2017-06-04,1.1,2.9,250,16:07,6.1,230,13:57
"		114",盔林,2017-06-05,1.3,4.2,160,23:27,7.1,140,23:54
