강수분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 동해
기간 : 20170101~20240101

날짜,지점,강수량(mm)
2020-06-06,106,
2020-06-07,106,
2020-06-08,106,
2020-06-09,106,
2020-06-10,106,2
2020-06-11,106,1.8
2020-06-12,106,
2020-06-13,106,
2020-06-14,106,
2020-06-15,106,
2020-06-16,106,
2020-06-17,106,
2020-06-18,106,
2020-06-19,106,1
2020-06-20,106,
2020-06-21,106,
2020-06-22,106,
2020-06-23,106,
2020-06-24,106,1
2020-06-25,106,0
2020-06-26,106,
2020-06-27,106,2.9
2020-06-28,106,
2020-06-29,106,11.2
2020-06-30,106,100.5
2020-07-01,106,2.1
2020-07-02,106,
2020-07-03,106,0.1
2020-07-04,106,0.8
2020-07-05,106,
2020-07-06,106,
2020-07-07,106,
2020-07-08,106,
2020-07-09,106,
2020-07-10,106,28.7
2020-07-11,106,2.4
2020-07-12,106,2.7
2020-07-13,106,57.9
2020-07-14,106,30.4
2020-07-15,106,0.4
2020-07-16,106,
2020-07-17,106,
2020-07-18,106,
2020-07-19,106,
2020-07-20,106,0.3
2020-07-21,106,
2020-07-22,106,
2020-07-23,106,34.1
2020-07-24,106,99.9
2020-07-25,106,31.5
2020-07-26,106,1.3
2020-07-27,106,1.7
2020-07-28,106,8
2020-07-29,106,33.4
2020-07-30,106,10.4
2020-07-31,106,
2020-08-01,106,3.6
2020-08-02,106,9.4
2020-08-03,106,11.1
2020-08-04,106,4.6
2020-08-05,106,6.2
2020-08-06,106,2.5
2020-08-07,106,2.9
2020-08-08,106,9.7
2020-08-09,106,5.9
2020-08-10,106,50.3
2020-08-11,106,13.1
2020-08-12,106,
2020-08-13,106,
2020-08-14,106,0
2020-08-15,106,11.1
2020-08-16,106,
2020-08-17,106,
2020-08-18,106,
2020-08-19,106,
2020-08-20,106,1
2020-08-21,106,0.1
2020-08-22,106,23.1
2020-08-23,106,8.4
2020-08-24,106,
2020-08-25,106,
2020-08-26,106,0
2020-08-27,106,0
2020-08-28,106,0.4
2020-08-29,106,2.1
2020-08-30,106,3.4
2020-08-31,106,3
2020-09-01,106,0
2020-09-02,106,62.4
2020-09-03,106,52
2020-09-04,106,
2020-09-05,106,0.3
2020-09-06,106,22.8
2020-09-07,106,83.8
2020-09-08,106,
2020-09-09,106,0
2020-09-10,106,
2020-09-11,106,0
2020-09-12,106,27.3
2020-09-13,106,10.5
2020-09-14,106,
2020-09-15,106,
2020-09-16,106,10
2020-09-17,106,0
2020-09-18,106,
2020-09-19,106,
2020-09-20,106,
2020-09-21,106,
2020-09-22,106,0
2020-09-23,106,0.2
2020-09-24,106,2.5
2020-09-25,106,28.8
2020-09-26,106,3
2020-09-27,106,0
2020-09-28,106,
2020-09-29,106,
2020-09-30,106,0.4
2020-10-01,106,0
2020-10-02,106,
2020-10-03,106,5.1
2020-10-04,106,0
2020-10-05,106,
2020-10-06,106,
2020-10-07,106,
2020-10-08,106,
2020-10-09,106,
2020-10-10,106,
2020-10-11,106,0
2020-10-12,106,0
2020-10-13,106,
2020-10-14,106,
2020-10-15,106,
2020-10-16,106,
2020-10-17,106,
2020-10-18,106,
2020-10-19,106,
2020-10-20,106,
2020-10-21,106,
2020-10-22,106,
2020-10-23,106,
2020-10-24,106,
2020-10-25,106,
2020-10-26,106,
2020-10-27,106,
2020-10-28,106,
2020-10-29,106,
2020-10-30,106,0
2020-10-31,106,
2020-11-01,106,
2020-11-02,106,
2020-11-03,106,0
2020-11-04,106,
2020-11-05,106,
2020-11-06,106,
2020-11-07,106,
2020-11-08,106,
2020-11-09,106,
2020-11-10,106,
2020-11-11,106,
2020-11-12,106,
2020-11-13,106,
2020-11-14,106,
2020-11-15,106,
2020-11-16,106,0
2020-11-17,106,0
2020-11-18,106,0
2020-11-19,106,11.5
2020-11-20,106,
2020-11-21,106,
2020-11-22,106,0
2020-11-23,106,
2020-11-24,106,
2020-11-25,106,
2020-11-26,106,
2020-11-27,106,
2020-11-28,106,
2020-11-29,106,
2020-11-30,106,
2020-12-01,106,
2020-12-02,106,0
2020-12-03,106,
2020-12-04,106,
2020-12-05,106,
2020-12-06,106,
2020-12-07,106,
2020-12-08,106,
2020-12-09,106,
2020-12-10,106,
2020-12-11,106,
2020-12-12,106,
2020-12-13,106,0.7
2020-12-14,106,
2020-12-15,106,
2020-12-16,106,
2020-12-17,106,
2020-12-18,106,
2020-12-19,106,
2020-12-20,106,
2020-12-21,106,
2020-12-22,106,
2020-12-23,106,
2020-12-24,106,
2020-12-25,106,
2020-12-26,106,
2020-12-27,106,
2020-12-28,106,
2020-12-29,106,1.6
2020-12-30,106,
2020-12-31,106,
2021-01-01,106,
2021-01-02,106,
2021-01-03,106,
2021-01-04,106,
2021-01-05,106,
2021-01-06,106,
2021-01-07,106,0
2021-01-08,106,
2021-01-09,106,
2021-01-10,106,
2021-01-11,106,
2021-01-12,106,
2021-01-13,106,
2021-01-14,106,
2021-01-15,106,
2021-01-16,106,
2021-01-17,106,
2021-01-18,106,0.1
2021-01-19,106,
2021-01-20,106,
2021-01-21,106,
2021-01-22,106,1.5
2021-01-23,106,0.4
2021-01-24,106,0.3
2021-01-25,106,
2021-01-26,106,0.4
2021-01-27,106,
2021-01-28,106,0
2021-01-29,106,
2021-01-30,106,0
2021-01-31,106,
2021-02-01,106,0
2021-02-02,106,
2021-02-03,106,
2021-02-04,106,
2021-02-05,106,
2021-02-06,106,
2021-02-07,106,
2021-02-08,106,
2021-02-09,106,
2021-02-10,106,
2021-02-11,106,
2021-02-12,106,
2021-02-13,106,
2021-02-14,106,0
2021-02-15,106,0
2021-02-16,106,
2021-02-17,106,
2021-02-18,106,
2021-02-19,106,
2021-02-20,106,
2021-02-21,106,
2021-02-22,106,
2021-02-23,106,
2021-02-24,106,
2021-02-25,106,
2021-02-26,106,
2021-02-27,106,0.9
2021-02-28,106,0
2021-03-01,106,67.3
2021-03-02,106,6.6
2021-03-03,106,
2021-03-04,106,
2021-03-05,106,
2021-03-06,106,3.8
2021-03-07,106,0.2
2021-03-08,106,
2021-03-09,106,
2021-03-10,106,
2021-03-11,106,
2021-03-12,106,9.3
2021-03-13,106,
2021-03-14,106,
2021-03-15,106,
2021-03-16,106,
2021-03-17,106,
2021-03-18,106,
2021-03-19,106,
2021-03-20,106,1.9
2021-03-21,106,
2021-03-22,106,
2021-03-23,106,
2021-03-24,106,
2021-03-25,106,
2021-03-26,106,
2021-03-27,106,8.8
2021-03-28,106,1.9
2021-03-29,106,
2021-03-30,106,
2021-03-31,106,
2021-04-01,106,
2021-04-02,106,0
2021-04-03,106,34.8
2021-04-04,106,18.8
2021-04-05,106,
2021-04-06,106,
2021-04-07,106,
2021-04-08,106,1.3
2021-04-09,106,1.6
2021-04-10,106,
2021-04-11,106,
2021-04-12,106,1.5
2021-04-13,106,0.5
2021-04-14,106,
2021-04-15,106,
2021-04-16,106,
2021-04-17,106,1.6
2021-04-18,106,
2021-04-19,106,
2021-04-20,106,
2021-04-21,106,
2021-04-22,106,
2021-04-23,106,
2021-04-24,106,
2021-04-25,106,
2021-04-26,106,
2021-04-27,106,
2021-04-28,106,
2021-04-29,106,4.6
2021-04-30,106,15.6
2021-05-01,106,16.4
2021-05-02,106,7.1
2021-05-03,106,
2021-05-04,106,0
2021-05-05,106,0.3
2021-05-06,106,
2021-05-07,106,0.9
2021-05-08,106,
2021-05-09,106,
2021-05-10,106,
2021-05-11,106,
2021-05-12,106,
2021-05-13,106,
2021-05-14,106,
2021-05-15,106,4.8
2021-05-16,106,49.6
2021-05-17,106,9.9
2021-05-18,106,
2021-05-19,106,
2021-05-20,106,4.4
2021-05-21,106,4.2
2021-05-22,106,
2021-05-23,106,
2021-05-24,106,
2021-05-25,106,0.2
2021-05-26,106,
2021-05-27,106,0.4
2021-05-28,106,11.7
2021-05-29,106,0.2
2021-05-30,106,0
2021-05-31,106,6.8
2021-06-01,106,
2021-06-02,106,
2021-06-03,106,14.6
2021-06-04,106,0.4
2021-06-05,106,
2021-06-06,106,
2021-06-07,106,
2021-06-08,106,0
2021-06-09,106,
2021-06-10,106,
2021-06-11,106,2.2
2021-06-12,106,
2021-06-13,106,
2021-06-14,106,
2021-06-15,106,0.8
2021-06-16,106,14.2
2021-06-17,106,0
2021-06-18,106,
2021-06-19,106,0
2021-06-20,106,0
2021-06-21,106,
2021-06-22,106,3.2
2021-06-23,106,0.2
2021-06-24,106,0
2021-06-25,106,0
2021-06-26,106,0.3
2021-06-27,106,0
2021-06-28,106,0.3
2021-06-29,106,
2021-06-30,106,4.4
2021-07-01,106,
2021-07-02,106,
2021-07-03,106,51
2021-07-04,106,28.9
2021-07-05,106,
2021-07-06,106,
2021-07-07,106,3
2021-07-08,106,5
2021-07-09,106,2.8
2021-07-10,106,4.6
2021-07-11,106,
2021-07-12,106,
2021-07-13,106,
2021-07-14,106,
2021-07-15,106,
2021-07-16,106,
2021-07-17,106,14.1
2021-07-18,106,
2021-07-19,106,
2021-07-20,106,
2021-07-21,106,
2021-07-22,106,
2021-07-23,106,
2021-07-24,106,
2021-07-25,106,
2021-07-26,106,
2021-07-27,106,0
2021-07-28,106,
2021-07-29,106,
2021-07-30,106,
2021-07-31,106,1.4
2021-08-01,106,0
2021-08-02,106,14.5
2021-08-03,106,
2021-08-04,106,
2021-08-05,106,0
2021-08-06,106,0.5
2021-08-07,106,0.5
2021-08-08,106,38.7
2021-08-09,106,21.1
2021-08-10,106,1
2021-08-11,106,
2021-08-12,106,
2021-08-13,106,29.9
2021-08-14,106,43
2021-08-15,106,0
2021-08-16,106,0
2021-08-17,106,61.8
2021-08-18,106,85.5
2021-08-19,106,39.8
2021-08-20,106,
2021-08-21,106,2.7
2021-08-22,106,
2021-08-23,106,6.3
2021-08-24,106,25.4
2021-08-25,106,8.4
2021-08-26,106,
2021-08-27,106,1.8
2021-08-28,106,
2021-08-29,106,1.1
2021-08-30,106,0
2021-08-31,106,41.3
2021-09-01,106,103.5
2021-09-02,106,
2021-09-03,106,
2021-09-04,106,0.5
2021-09-05,106,2.6
2021-09-06,106,2.1
2021-09-07,106,10.6
2021-09-08,106,
2021-09-09,106,
2021-09-10,106,
2021-09-11,106,
2021-09-12,106,0
2021-09-13,106,0.2
2021-09-14,106,1
2021-09-15,106,0
2021-09-16,106,
2021-09-17,106,17.9
2021-09-18,106,1.7
2021-09-19,106,
2021-09-20,106,
2021-09-21,106,0.2
2021-09-22,106,0.6
2021-09-23,106,
2021-09-24,106,9.2
2021-09-25,106,23.6
2021-09-26,106,0
2021-09-27,106,0
2021-09-28,106,
2021-09-29,106,3.1
2021-09-30,106,
2021-10-01,106,
2021-10-02,106,1.8
2021-10-03,106,
2021-10-04,106,
2021-10-05,106,
2021-10-06,106,43.4
2021-10-07,106,
2021-10-08,106,2.9
2021-10-09,106,12.2
2021-10-10,106,
2021-10-11,106,16
2021-10-12,106,0.2
2021-10-13,106,2.6
2021-10-14,106,
2021-10-15,106,25.4
2021-10-16,106,11.5
2021-10-17,106,
2021-10-18,106,
2021-10-19,106,20.5
2021-10-20,106,4.6
2021-10-21,106,0.4
2021-10-22,106,9
2021-10-23,106,
2021-10-24,106,
2021-10-25,106,
2021-10-26,106,
2021-10-27,106,
2021-10-28,106,
2021-10-29,106,
2021-10-30,106,
2021-10-31,106,
2021-11-01,106,
2021-11-02,106,2.2
2021-11-03,106,0.3
2021-11-04,106,
2021-11-05,106,
2021-11-06,106,
2021-11-07,106,0.3
2021-11-08,106,1.7
2021-11-09,106,0
2021-11-10,106,
2021-11-11,106,
2021-11-12,106,
2021-11-13,106,
2021-11-14,106,
2021-11-15,106,
2021-11-16,106,
2021-11-17,106,
2021-11-18,106,
2021-11-19,106,
2021-11-20,106,
2021-11-21,106,
2021-11-22,106,
2021-11-23,106,
2021-11-24,106,
2021-11-25,106,
2021-11-26,106,
2021-11-27,106,
2021-11-28,106,
2021-11-29,106,
2021-11-30,106,3.1
2021-12-01,106,
2021-12-02,106,
2021-12-03,106,0
2021-12-04,106,
2021-12-05,106,
2021-12-06,106,
2021-12-07,106,1.5
2021-12-08,106,
2021-12-09,106,
2021-12-10,106,0
2021-12-11,106,
2021-12-12,106,
2021-12-13,106,
2021-12-14,106,
2021-12-15,106,0
2021-12-16,106,
2021-12-17,106,
2021-12-18,106,
2021-12-19,106,
2021-12-20,106,
2021-12-21,106,
2021-12-22,106,
2021-12-23,106,
2021-12-24,106,11.6
2021-12-25,106,21.3
2021-12-26,106,
2021-12-27,106,
2021-12-28,106,
2021-12-29,106,
2021-12-30,106,
2021-12-31,106,
2022-01-01,106,
2022-01-02,106,
2022-01-03,106,
2022-01-04,106,
2022-01-05,106,0
2022-01-06,106,
2022-01-07,106,
2022-01-08,106,
2022-01-09,106,
2022-01-10,106,
2022-01-11,106,
2022-01-12,106,
2022-01-13,106,
2022-01-14,106,
2022-01-15,106,
2022-01-16,106,
2022-01-17,106,
2022-01-18,106,
2022-01-19,106,0.2
2022-01-20,106,7.8
2022-01-21,106,
2022-01-22,106,
2022-01-23,106,1.3
2022-01-24,106,1.5
2022-01-25,106,
2022-01-26,106,
2022-01-27,106,
2022-01-28,106,
2022-01-29,106,
2022-01-30,106,
2022-01-31,106,
2022-02-01,106,
2022-02-02,106,
2022-02-03,106,
2022-02-04,106,
2022-02-05,106,
2022-02-06,106,
2022-02-07,106,
2022-02-08,106,
2022-02-09,106,
2022-02-10,106,
2022-02-11,106,
2022-02-12,106,0
2022-02-13,106,
2022-02-14,106,0
2022-02-15,106,
2022-02-16,106,
2022-02-17,106,
2022-02-18,106,
2022-02-19,106,
2022-02-20,106,
2022-02-21,106,
2022-02-22,106,
2022-02-23,106,
2022-02-24,106,
2022-02-25,106,
2022-02-26,106,0.3
2022-02-27,106,0.5
2022-02-28,106,
2022-03-01,106,
2022-03-02,106,
2022-03-03,106,
2022-03-04,106,0
2022-03-05,106,0
2022-03-06,106,
2022-03-07,106,
2022-03-08,106,
2022-03-09,106,
2022-03-10,106,
2022-03-11,106,
2022-03-12,106,0
2022-03-13,106,10.7
2022-03-14,106,1.3
2022-03-15,106,
2022-03-16,106,
2022-03-17,106,15.4
2022-03-18,106,11.2
2022-03-19,106,30.5
2022-03-20,106,
2022-03-21,106,
2022-03-22,106,
2022-03-23,106,0
2022-03-24,106,
2022-03-25,106,4.2
2022-03-26,106,6.6
2022-03-27,106,
2022-03-28,106,
2022-03-29,106,
2022-03-30,106,3.3
2022-03-31,106,11.2
2022-04-01,106,0.1
2022-04-02,106,
2022-04-03,106,
2022-04-04,106,
2022-04-05,106,
2022-04-06,106,
2022-04-07,106,
2022-04-08,106,
2022-04-09,106,
2022-04-10,106,
2022-04-11,106,
2022-04-12,106,0
2022-04-13,106,11.6
2022-04-14,106,2.3
2022-04-15,106,
2022-04-16,106,
2022-04-17,106,
2022-04-18,106,
2022-04-19,106,
2022-04-20,106,
2022-04-21,106,
2022-04-22,106,
2022-04-23,106,
2022-04-24,106,
2022-04-25,106,
2022-04-26,106,14.9
2022-04-27,106,
2022-04-28,106,
2022-04-29,106,13.8
2022-04-30,106,
2022-05-01,106,
2022-05-02,106,1.4
2022-05-03,106,
2022-05-04,106,
2022-05-05,106,
2022-05-06,106,
2022-05-07,106,2.3
2022-05-08,106,
2022-05-09,106,0
2022-05-10,106,
2022-05-11,106,
2022-05-12,106,
2022-05-13,106,0.7
2022-05-14,106,
2022-05-15,106,
2022-05-16,106,
2022-05-17,106,0
2022-05-18,106,
2022-05-19,106,
2022-05-20,106,
2022-05-21,106,
2022-05-22,106,
2022-05-23,106,
2022-05-24,106,0
2022-05-25,106,0
2022-05-26,106,0
2022-05-27,106,
2022-05-28,106,
2022-05-29,106,
2022-05-30,106,0
2022-05-31,106,
2022-06-01,106,
2022-06-02,106,
2022-06-03,106,
2022-06-04,106,
2022-06-05,106,2.3
2022-06-06,106,66.1
2022-06-07,106,0.4
2022-06-08,106,
2022-06-09,106,0.3
2022-06-10,106,0
2022-06-11,106,
2022-06-12,106,
2022-06-13,106,0
2022-06-14,106,3.6
2022-06-15,106,6.7
2022-06-16,106,0
2022-06-17,106,
2022-06-18,106,
2022-06-19,106,
2022-06-20,106,
2022-06-21,106,
2022-06-22,106,
2022-06-23,106,3
2022-06-24,106,15.9
2022-06-25,106,
2022-06-26,106,
2022-06-27,106,9.1
2022-06-28,106,
2022-06-29,106,0.8
2022-06-30,106,9.8
2022-07-01,106,
2022-07-02,106,
2022-07-03,106,6.6
2022-07-04,106,
2022-07-05,106,
2022-07-06,106,0
2022-07-07,106,0
2022-07-08,106,0.5
2022-07-09,106,0
2022-07-10,106,4.7
2022-07-11,106,34
2022-07-12,106,0.1
2022-07-13,106,19.1
2022-07-14,106,0.4
2022-07-15,106,16.6
2022-07-16,106,3.1
2022-07-17,106,0
2022-07-18,106,
2022-07-19,106,0.1
2022-07-20,106,0
2022-07-21,106,37.5
2022-07-22,106,5.6
2022-07-23,106,8.2
2022-07-24,106,13.5
2022-07-25,106,
2022-07-26,106,
2022-07-27,106,
2022-07-28,106,0.4
2022-07-29,106,
2022-07-30,106,0.1
2022-07-31,106,9.2
2022-08-01,106,2
2022-08-02,106,0.8
2022-08-03,106,0
2022-08-04,106,
2022-08-05,106,
2022-08-06,106,
2022-08-07,106,
2022-08-08,106,6
2022-08-09,106,28.9
2022-08-10,106,64.8
2022-08-11,106,21.1
2022-08-12,106,
2022-08-13,106,0.6
2022-08-14,106,0.8
2022-08-15,106,0
2022-08-16,106,3.5
2022-08-17,106,4.1
2022-08-18,106,
2022-08-19,106,0.1
2022-08-20,106,1.8
2022-08-21,106,
2022-08-22,106,0
2022-08-23,106,0.8
2022-08-24,106,
2022-08-25,106,0.3
2022-08-26,106,
2022-08-27,106,
2022-08-28,106,
2022-08-29,106,0.6
2022-08-30,106,72
2022-08-31,106,29
2022-09-01,106,
2022-09-02,106,0.2
2022-09-03,106,0
2022-09-04,106,2.9
2022-09-05,106,31.8
2022-09-06,106,65.6
2022-09-07,106,
2022-09-08,106,
2022-09-09,106,
2022-09-10,106,
2022-09-11,106,
2022-09-12,106,0
2022-09-13,106,0
2022-09-14,106,0
2022-09-15,106,
2022-09-16,106,
2022-09-17,106,0.5
2022-09-18,106,1.2
2022-09-19,106,14.7
2022-09-20,106,0
2022-09-21,106,
2022-09-22,106,
2022-09-23,106,
2022-09-24,106,
2022-09-25,106,
2022-09-26,106,
2022-09-27,106,
2022-09-28,106,
2022-09-29,106,
2022-09-30,106,
2022-10-01,106,
2022-10-02,106,1.4
2022-10-03,106,0
2022-10-04,106,90.3
2022-10-05,106,40.7
2022-10-06,106,43.2
2022-10-07,106,30.3
2022-10-08,106,1.4
2022-10-09,106,0.3
2022-10-10,106,
2022-10-11,106,
2022-10-12,106,
2022-10-13,106,
2022-10-14,106,
2022-10-15,106,
2022-10-16,106,
2022-10-17,106,0
2022-10-18,106,
2022-10-19,106,
2022-10-20,106,
2022-10-21,106,
2022-10-22,106,
2022-10-23,106,30
2022-10-24,106,11.4
2022-10-25,106,0.9
2022-10-26,106,
2022-10-27,106,
2022-10-28,106,5.7
2022-10-29,106,
2022-10-30,106,4.8
2022-10-31,106,
2022-11-01,106,
2022-11-02,106,
2022-11-03,106,
2022-11-04,106,
2022-11-05,106,
2022-11-06,106,
2022-11-07,106,
2022-11-08,106,
2022-11-09,106,
2022-11-10,106,0
2022-11-11,106,
2022-11-12,106,0.6
2022-11-13,106,15.8
2022-11-14,106,0
2022-11-15,106,
2022-11-16,106,
2022-11-17,106,
2022-11-18,106,
2022-11-19,106,0
2022-11-20,106,
2022-11-21,106,
2022-11-22,106,10.6
2022-11-23,106,24.8
2022-11-24,106,
2022-11-25,106,
2022-11-26,106,
2022-11-27,106,
2022-11-28,106,0.5
2022-11-29,106,3.4
2022-11-30,106,
2022-12-01,106,
2022-12-02,106,
2022-12-03,106,
2022-12-04,106,
2022-12-05,106,
2022-12-06,106,
2022-12-07,106,
2022-12-08,106,
2022-12-09,106,
2022-12-10,106,
2022-12-11,106,
2022-12-12,106,
2022-12-13,106,0.4
2022-12-14,106,
2022-12-15,106,
2022-12-16,106,
2022-12-17,106,
2022-12-18,106,
2022-12-19,106,
2022-12-20,106,
2022-12-21,106,0
2022-12-22,106,
2022-12-23,106,
2022-12-24,106,
2022-12-25,106,
2022-12-26,106,
2022-12-27,106,
2022-12-28,106,
2022-12-29,106,
2022-12-30,106,
2022-12-31,106,
2023-01-01,106,
2023-01-02,106,
2023-01-03,106,
2023-01-04,106,
2023-01-05,106,
2023-01-06,106,
2023-01-07,106,
2023-01-08,106,
2023-01-09,106,
2023-01-10,106,0
2023-01-11,106,
2023-01-12,106,
2023-01-13,106,4.9
2023-01-14,106,33.2
2023-01-15,106,25.5
2023-01-16,106,
2023-01-17,106,
2023-01-18,106,
2023-01-19,106,
2023-01-20,106,
2023-01-21,106,
2023-01-22,106,
2023-01-23,106,
2023-01-24,106,
2023-01-25,106,
2023-01-26,106,
2023-01-27,106,
2023-01-28,106,
2023-01-29,106,0.1
2023-01-30,106,
2023-01-31,106,
2023-02-01,106,
2023-02-02,106,
2023-02-03,106,
2023-02-04,106,
2023-02-05,106,
2023-02-06,106,
2023-02-07,106,
2023-02-08,106,
2023-02-09,106,0.1
2023-02-10,106,5.6
2023-02-11,106,
2023-02-12,106,0.2
2023-02-13,106,15.1
2023-02-14,106,7.4
2023-02-15,106,23.4
2023-02-16,106,
2023-02-17,106,
2023-02-18,106,
2023-02-19,106,
2023-02-20,106,
2023-02-21,106,
2023-02-22,106,
2023-02-23,106,
2023-02-24,106,6.9
2023-02-25,106,12
2023-02-26,106,
2023-02-27,106,
2023-02-28,106,
2023-03-01,106,
2023-03-02,106,
2023-03-03,106,
2023-03-04,106,
2023-03-05,106,
2023-03-06,106,
2023-03-07,106,
2023-03-08,106,
2023-03-09,106,0
2023-03-10,106,
2023-03-11,106,
2023-03-12,106,0.5
2023-03-13,106,
2023-03-14,106,
2023-03-15,106,
2023-03-16,106,
2023-03-17,106,
2023-03-18,106,
2023-03-19,106,
2023-03-20,106,
2023-03-21,106,
2023-03-22,106,0
2023-03-23,106,8.9
2023-03-24,106,0
2023-03-25,106,
2023-03-26,106,
2023-03-27,106,
2023-03-28,106,
2023-03-29,106,
2023-03-30,106,
2023-03-31,106,
2023-04-01,106,
2023-04-02,106,
2023-04-03,106,
2023-04-04,106,0
2023-04-05,106,9.4
2023-04-06,106,0
2023-04-07,106,0.3
2023-04-08,106,
2023-04-09,106,
2023-04-10,106,
2023-04-11,106,0
2023-04-12,106,
2023-04-13,106,
2023-04-14,106,
2023-04-15,106,0.4
2023-04-16,106,0.4
2023-04-17,106,
2023-04-18,106,0.6
2023-04-19,106,
2023-04-20,106,
2023-04-21,106,
2023-04-22,106,
2023-04-23,106,
2023-04-24,106,
2023-04-25,106,0
2023-04-26,106,
2023-04-27,106,
2023-04-28,106,
2023-04-29,106,0.3
2023-04-30,106,
2023-05-01,106,1.1
2023-05-02,106,
2023-05-03,106,
2023-05-04,106,
2023-05-05,106,7
2023-05-06,106,40.9
2023-05-07,106,0.2
2023-05-08,106,
2023-05-09,106,
2023-05-10,106,
2023-05-11,106,
2023-05-12,106,
2023-05-13,106,
2023-05-14,106,
2023-05-15,106,
2023-05-16,106,
2023-05-17,106,
2023-05-18,106,0.2
2023-05-19,106,0.5
2023-05-20,106,
2023-05-21,106,
2023-05-22,106,
2023-05-23,106,
2023-05-24,106,
2023-05-25,106,
2023-05-26,106,0.5
2023-05-27,106,2.1
2023-05-28,106,4.3
2023-05-29,106,16.8
2023-05-30,106,0
2023-05-31,106,
2023-06-01,106,
2023-06-02,106,
2023-06-03,106,
2023-06-04,106,
2023-06-05,106,
2023-06-06,106,0
2023-06-07,106,
2023-06-08,106,1.1
2023-06-09,106,6
2023-06-10,106,1.4
2023-06-11,106,16.3
2023-06-12,106,
2023-06-13,106,2.2
2023-06-14,106,1.9
2023-06-15,106,
2023-06-16,106,
2023-06-17,106,
2023-06-18,106,
2023-06-19,106,
2023-06-20,106,
2023-06-21,106,38.5
2023-06-22,106,0.4
2023-06-23,106,
2023-06-24,106,
2023-06-25,106,
2023-06-26,106,22.6
2023-06-27,106,3.1
2023-06-28,106,
2023-06-29,106,9
2023-06-30,106,9.1
2023-07-01,106,
2023-07-02,106,
2023-07-03,106,
2023-07-04,106,1.1
2023-07-05,106,4.5
2023-07-06,106,
2023-07-07,106,0
2023-07-08,106,
2023-07-09,106,7.7
2023-07-10,106,1.4
2023-07-11,106,8.6
2023-07-12,106,
2023-07-13,106,3.5
2023-07-14,106,15.5
2023-07-15,106,17.2
2023-07-16,106,0
2023-07-17,106,0.5
2023-07-18,106,11
2023-07-19,106,0.5
2023-07-20,106,
2023-07-21,106,
2023-07-22,106,
2023-07-23,106,2.9
2023-07-24,106,1
2023-07-25,106,0
2023-07-26,106,
2023-07-27,106,
2023-07-28,106,
2023-07-29,106,
2023-07-30,106,
2023-07-31,106,
2023-08-01,106,
2023-08-02,106,
2023-08-03,106,
2023-08-04,106,
2023-08-05,106,
2023-08-06,106,0.5
2023-08-07,106,
2023-08-08,106,2.4
2023-08-09,106,60.5
2023-08-10,106,203.5
2023-08-11,106,
2023-08-12,106,0
2023-08-13,106,0
2023-08-14,106,0
2023-08-15,106,1.3
2023-08-16,106,
2023-08-17,106,
2023-08-18,106,
2023-08-19,106,
2023-08-20,106,5.5
2023-08-21,106,
2023-08-22,106,
2023-08-23,106,3.2
2023-08-24,106,16
2023-08-25,106,29
2023-08-26,106,
2023-08-27,106,
2023-08-28,106,2.2
2023-08-29,106,0.6
2023-08-30,106,60.8
2023-08-31,106,7.3
2023-09-01,106,
2023-09-02,106,
2023-09-03,106,0.1
2023-09-04,106,0.1
2023-09-05,106,
2023-09-06,106,
2023-09-07,106,
2023-09-08,106,
2023-09-09,106,
2023-09-10,106,
2023-09-11,106,
2023-09-12,106,0
2023-09-13,106,20.5
2023-09-14,106,31.7
2023-09-15,106,19.9
2023-09-16,106,5.8
2023-09-17,106,0.9
2023-09-18,106,2.7
2023-09-19,106,
2023-09-20,106,140.8
2023-09-21,106,13.6
2023-09-22,106,
2023-09-23,106,
2023-09-24,106,
2023-09-25,106,2.6
2023-09-26,106,21.1
2023-09-27,106,0.9
2023-09-28,106,
2023-09-29,106,
2023-09-30,106,0.5
2023-10-01,106,
2023-10-02,106,
2023-10-03,106,
2023-10-04,106,
2023-10-05,106,
2023-10-06,106,
2023-10-07,106,0.4
2023-10-08,106,2.6
2023-10-09,106,8.4
2023-10-10,106,0
2023-10-11,106,
2023-10-12,106,
2023-10-13,106,
2023-10-14,106,0
2023-10-15,106,
2023-10-16,106,
2023-10-17,106,
2023-10-18,106,
2023-10-19,106,0.1
2023-10-20,106,0.2
2023-10-21,106,
2023-10-22,106,
2023-10-23,106,
2023-10-24,106,
2023-10-25,106,
2023-10-26,106,1.6
2023-10-27,106,17.9
2023-10-28,106,0
2023-10-29,106,
2023-10-30,106,
2023-10-31,106,
2023-11-01,106,
2023-11-02,106,
2023-11-03,106,
2023-11-04,106,73.2
2023-11-05,106,1
2023-11-06,106,0.4
2023-11-07,106,
2023-11-08,106,
2023-11-09,106,
2023-11-10,106,
2023-11-11,106,
2023-11-12,106,
2023-11-13,106,
2023-11-14,106,
2023-11-15,106,
2023-11-16,106,
2023-11-17,106,0
2023-11-18,106,
2023-11-19,106,
2023-11-20,106,
2023-11-21,106,
2023-11-22,106,
2023-11-23,106,0
2023-11-24,106,
2023-11-25,106,
2023-11-26,106,
2023-11-27,106,0
2023-11-28,106,0
2023-11-29,106,0
2023-11-30,106,
2023-12-01,106,
2023-12-02,106,
2023-12-03,106,
2023-12-04,106,
2023-12-05,106,
2023-12-06,106,2
2023-12-07,106,
2023-12-08,106,
