지역,측정소명,날짜,일산화탄소 농도
춘천시,중앙로,2018-05-01,0.5
춘천시,석사동,2018-05-01,0.5
원주시,중앙동,2018-05-01,0.5
원주시,반곡동,2018-05-01,0.4
강릉시,옥천동,2018-05-01,0.4
동해시,천곡동,2018-05-01,0.4
삼척시,남양동,2018-05-01,0.4
평창군,평창읍,2018-05-01,0.4
춘천시,중앙로,2018-05-02,0.4
춘천시,석사동,2018-05-02,0.4
원주시,중앙동,2018-05-02,0.4
원주시,반곡동,2018-05-02,0.3
강릉시,옥천동,2018-05-02,0.4
동해시,천곡동,2018-05-02,0.3
삼척시,남양동,2018-05-02,0.4
평창군,평창읍,2018-05-02,0.4
춘천시,중앙로,2018-05-03,0.3
춘천시,석사동,2018-05-03,0.3
원주시,중앙동,2018-05-03,0.3
원주시,반곡동,2018-05-03,0.2
강릉시,옥천동,2018-05-03,0.3
동해시,천곡동,2018-05-03,0.3
삼척시,남양동,2018-05-03,0.3
평창군,평창읍,2018-05-03,0.3
춘천시,중앙로,2018-05-04,0.3
춘천시,석사동,2018-05-04,0.3
원주시,중앙동,2018-05-04,0.2
원주시,반곡동,2018-05-04,0.3
강릉시,옥천동,2018-05-04,0.3
동해시,천곡동,2018-05-04,0.2
삼척시,남양동,2018-05-04,0.2
평창군,평창읍,2018-05-04,0.4
춘천시,중앙로,2018-05-05,0.3
춘천시,석사동,2018-05-05,0.3
원주시,중앙동,2018-05-05,0.3
원주시,반곡동,2018-05-05,0.2
강릉시,옥천동,2018-05-05,0.3
동해시,천곡동,2018-05-05,0.3
삼척시,남양동,2018-05-05,0.3
평창군,평창읍,2018-05-05,0.4
춘천시,중앙로,2018-05-06,0.3
춘천시,석사동,2018-05-06,0.3
원주시,중앙동,2018-05-06,0.3
원주시,반곡동,2018-05-06,0.2
강릉시,옥천동,2018-05-06,0.3
동해시,천곡동,2018-05-06,0.2
삼척시,남양동,2018-05-06,0.2
평창군,평창읍,2018-05-06,0.3
춘천시,중앙로,2018-05-07,0.2
춘천시,석사동,2018-05-07,0.4
원주시,중앙동,2018-05-07,0.2
원주시,반곡동,2018-05-07,0.2
강릉시,옥천동,2018-05-07,0.3
동해시,천곡동,2018-05-07,0.2
삼척시,남양동,2018-05-07,0.2
평창군,평창읍,2018-05-07,0.4
춘천시,중앙로,2018-05-08,0.2
춘천시,석사동,2018-05-08,0.3
원주시,중앙동,2018-05-08,0.2
원주시,반곡동,2018-05-08,0.2
강릉시,옥천동,2018-05-08,0.3
동해시,천곡동,2018-05-08,1.0
삼척시,남양동,2018-05-08,1.2
평창군,평창읍,2018-05-08,129.8
춘천시,중앙로,2018-05-09,0.1
춘천시,석사동,2018-05-09,0.3
원주시,중앙동,2018-05-09,0.2
원주시,반곡동,2018-05-09,0.3
강릉시,옥천동,2018-05-09,0.2
동해시,천곡동,2018-05-09,0.2
삼척시,남양동,2018-05-09,0.2
평창군,평창읍,2018-05-09,0.3
춘천시,중앙로,2018-05-10,0.3
춘천시,석사동,2018-05-10,0.4
원주시,중앙동,2018-05-10,0.3
원주시,반곡동,2018-05-10,0.4
강릉시,옥천동,2018-05-10,0.3
