지역,측정소명,날짜,일산화탄소 농도
춘천시,중앙로,2018-10-01,0.2
춘천시,석사동,2018-10-01,0.7
원주시,중앙동,2018-10-01,0.2
원주시,반곡동,2018-10-01,0.3
원주시,문막읍,2018-10-01,0.3
강릉시,옥천동,2018-10-01,0.2
동해시,천곡동,2018-10-01,0.1
삼척시,남양동,2018-10-01,0.2
평창군,평창읍,2018-10-01,0.3
정선군,정선읍,2018-10-01,0
춘천시,중앙로,2018-10-02,0.3
춘천시,석사동,2018-10-02,0.9
원주시,중앙동,2018-10-02,0.3
원주시,반곡동,2018-10-02,0.4
원주시,문막읍,2018-10-02,0.4
강릉시,옥천동,2018-10-02,0.2
동해시,천곡동,2018-10-02,0.2
삼척시,남양동,2018-10-02,0.3
평창군,평창읍,2018-10-02,0.4
정선군,정선읍,2018-10-02,0
춘천시,중앙로,2018-10-03,0.3
춘천시,석사동,2018-10-03,0.9
원주시,중앙동,2018-10-03,0.3
원주시,반곡동,2018-10-03,0.4
원주시,문막읍,2018-10-03,0.4
강릉시,옥천동,2018-10-03,0.3
동해시,천곡동,2018-10-03,0.2
삼척시,남양동,2018-10-03,0.2
평창군,평창읍,2018-10-03,0.4
정선군,정선읍,2018-10-03,0
춘천시,중앙로,2018-10-04,0.3
춘천시,석사동,2018-10-04,0.8
원주시,중앙동,2018-10-04,0.3
원주시,반곡동,2018-10-04,0.3
원주시,문막읍,2018-10-04,0.4
강릉시,옥천동,2018-10-04,0.3
동해시,천곡동,2018-10-04,0.2
삼척시,남양동,2018-10-04,0.3
평창군,평창읍,2018-10-04,0.3
정선군,정선읍,2018-10-04,0
춘천시,중앙로,2018-10-05,0.2
춘천시,석사동,2018-10-05,0.8
원주시,중앙동,2018-10-05,0
원주시,반곡동,2018-10-05,0.2
원주시,문막읍,2018-10-05,0.3
강릉시,옥천동,2018-10-05,0
동해시,천곡동,2018-10-05,0.1
삼척시,남양동,2018-10-05,0.4
평창군,평창읍,2018-10-05,0.3
정선군,정선읍,2018-10-05,0
춘천시,중앙로,2018-10-06,0.2
춘천시,석사동,2018-10-06,0.8
원주시,중앙동,2018-10-06,0
원주시,반곡동,2018-10-06,0.3
원주시,문막읍,2018-10-06,0.3
강릉시,옥천동,2018-10-06,0
동해시,천곡동,2018-10-06,0.1
삼척시,남양동,2018-10-06,0.7
평창군,평창읍,2018-10-06,0.2
정선군,정선읍,2018-10-06,0
춘천시,중앙로,2018-10-07,0.3
춘천시,석사동,2018-10-07,0.9
원주시,중앙동,2018-10-07,0
원주시,반곡동,2018-10-07,0.4
원주시,문막읍,2018-10-07,0.4
강릉시,옥천동,2018-10-07,0
동해시,천곡동,2018-10-07,0.4
삼척시,남양동,2018-10-07,0.2
평창군,평창읍,2018-10-07,0.4
정선군,정선읍,2018-10-07,0
춘천시,중앙로,2018-10-08,0.3
춘천시,석사동,2018-10-08,0.9
원주시,중앙동,2018-10-08,0
원주시,반곡동,2018-10-08,0.3
원주시,문막읍,2018-10-08,0.3
강릉시,옥천동,2018-10-08,0
동해시,천곡동,2018-10-08,0.2
삼척시,남양동,2018-10-08,0.6
평창군,평창읍,2018-10-08,0.3
정선군,정선읍,2018-10-08,0
춘천시,중앙로,2018-10-09,0.3
춘천시,석사동,2018-10-09,0.9
원주시,중앙동,2018-10-09,0
원주시,반곡동,2018-10-09,0.4
원주시,문막읍,2018-10-09,0.4
강릉시,옥천동,2018-10-09,0
동해시,천곡동,2018-10-09,0.2
삼척시,남양동,2018-10-09,0.3
평창군,평창읍,2018-10-09,0.3
정선군,정선읍,2018-10-09,0
춘천시,중앙로,2018-10-10,0.3
춘천시,석사동,2018-10-10,0.7
원주시,중앙동,2018-10-10,2825.7
원주시,반곡동,2018-10-10,0.3
원주시,문막읍,2018-10-10,0.4
강릉시,옥천동,2018-10-10,0
동해시,천곡동,2018-10-10,0.6
삼척시,남양동,2018-10-10,0.3
평창군,평창읍,2018-10-10,129.9
정선군,정선읍,2018-10-10,0
춘천시,중앙로,2018-10-11,0.3
춘천시,석사동,2018-10-11,0.4
원주시,중앙동,2018-10-11,3108.3
원주시,반곡동,2018-10-11,0.4
원주시,문막읍,2018-10-11,0.4
강릉시,옥천동,2018-10-11,0
동해시,천곡동,2018-10-11,0.2
삼척시,남양동,2018-10-11,0.9
평창군,평창읍,2018-10-11,0.4
정선군,정선읍,2018-10-11,0
춘천시,중앙로,2018-10-12,0.3
