지역,측정소명,날짜,일산화탄소 농도
춘천시,중앙로,2018-02-01,0.8
춘천시,석사동,2018-02-01,0.9
원주시,중앙동,2018-02-01,0.8
원주시,반곡동,2018-02-01,1.0
강릉시,옥천동,2018-02-01,0.5
동해시,천곡동,2018-02-01,0.6
삼척시,남양동,2018-02-01,0.6
평창군,평창읍,2018-02-01,0.6
춘천시,중앙로,2018-02-02,0.9
춘천시,석사동,2018-02-02,1.0
원주시,중앙동,2018-02-02,1.0
원주시,반곡동,2018-02-02,1.0
강릉시,옥천동,2018-02-02,0.6
동해시,천곡동,2018-02-02,0.6
삼척시,남양동,2018-02-02,0.6
평창군,평창읍,2018-02-02,0.7
춘천시,중앙로,2018-02-03,0.5
춘천시,석사동,2018-02-03,0.7
원주시,중앙동,2018-02-03,0.9
원주시,반곡동,2018-02-03,0.6
강릉시,옥천동,2018-02-03,0.6
동해시,천곡동,2018-02-03,0.6
삼척시,남양동,2018-02-03,0.6
평창군,평창읍,2018-02-03,0.7
춘천시,중앙로,2018-02-04,0.5
춘천시,석사동,2018-02-04,0.7
원주시,중앙동,2018-02-04,0.8
원주시,반곡동,2018-02-04,0.6
강릉시,옥천동,2018-02-04,0.5
동해시,천곡동,2018-02-04,0.5
삼척시,남양동,2018-02-04,0.5
평창군,평창읍,2018-02-04,0.6
춘천시,중앙로,2018-02-05,0.5
춘천시,석사동,2018-02-05,0.6
원주시,중앙동,2018-02-05,0.7
원주시,반곡동,2018-02-05,0.7
강릉시,옥천동,2018-02-05,0.5
동해시,천곡동,2018-02-05,0.4
삼척시,남양동,2018-02-05,0.5
평창군,평창읍,2018-02-05,0.6
춘천시,중앙로,2018-02-06,0.5
춘천시,석사동,2018-02-06,0.5
원주시,중앙동,2018-02-06,0.7
원주시,반곡동,2018-02-06,0.6
강릉시,옥천동,2018-02-06,0.5
동해시,천곡동,2018-02-06,0.5
삼척시,남양동,2018-02-06,0.5
평창군,평창읍,2018-02-06,0.7
춘천시,중앙로,2018-02-07,0.7
춘천시,석사동,2018-02-07,0.7
원주시,중앙동,2018-02-07,0.8
원주시,반곡동,2018-02-07,0.8
강릉시,옥천동,2018-02-07,0.6
동해시,천곡동,2018-02-07,1.4
삼척시,남양동,2018-02-07,1.8
평창군,평창읍,2018-02-07,0.6
춘천시,중앙로,2018-02-08,1.0
춘천시,석사동,2018-02-08,1.0
원주시,중앙동,2018-02-08,1.0
원주시,반곡동,2018-02-08,1.1
강릉시,옥천동,2018-02-08,0.6
동해시,천곡동,2018-02-08,0.6
삼척시,남양동,2018-02-08,0.6
평창군,평창읍,2018-02-08,0.8
춘천시,중앙로,2018-02-09,1.3
춘천시,석사동,2018-02-09,1.1
원주시,중앙동,2018-02-09,1.3
원주시,반곡동,2018-02-09,1.4
강릉시,옥천동,2018-02-09,0.6
동해시,천곡동,2018-02-09,0.8
삼척시,남양동,2018-02-09,0.8
평창군,평창읍,2018-02-09,0.8
춘천시,중앙로,2018-02-10,0.8
춘천시,석사동,2018-02-10,0.9
원주시,중앙동,2018-02-10,1.0
원주시,반곡동,2018-02-10,1.2
강릉시,옥천동,2018-02-10,0.5
동해시,천곡동,2018-02-10,0.5
삼척시,남양동,2018-02-10,0.5
평창군,평창읍,2018-02-10,0.8
춘천시,중앙로,2018-02-11,0.4
춘천시,석사동,2018-02-11,0.5
원주시,중앙동,2018-02-11,0.6
원주시,반곡동,2018-02-11,0.5
강릉시,옥천동,2018-02-11,0.4
동해시,천곡동,2018-02-11,0.3
삼척시,남양동,2018-02-11,0.4
평창군,평창읍,2018-02-11,0.4
춘천시,중앙로,2018-02-12,0.4
춘천시,석사동,2018-02-12,0.5
원주시,중앙동,2018-02-12,0.6
원주시,반곡동,2018-02-12,0.5
강릉시,옥천동,2018-02-12,0.4
동해시,천곡동,2018-02-12,0.3
삼척시,남양동,2018-02-12,0.4
평창군,평창읍,2018-02-12,0.4
춘천시,중앙로,2018-02-13,0.5
춘천시,석사동,2018-02-13,0.6
원주시,중앙동,2018-02-13,1.0
원주시,반곡동,2018-02-13,0.7
강릉시,옥천동,2018-02-13,0.5
동해시,천곡동,2018-02-13,0.4
삼척시,남양동,2018-02-13,0.5
평창군,평창읍,2018-02-13,0.4
춘천시,중앙로,2018-02-14,0.5
춘천시,석사동,2018-02-14,0.7
원주시,중앙동,2018-02-14,1.0
원주시,반곡동,2018-02-14,0.6
강릉시,옥천동,2018-02-14,0.5
동해시,천곡동,2018-02-14,0.5
삼척시,남양동,2018-02-14,0.5
평창군,평창읍,2018-02-14,0.3
춘천시,중앙로,2018-02-15,0.6
춘천시,석사동,2018-02-15,0.7
원주시,중앙동,2018-02-15,1.0
원주시,반곡동,2018-02-15,0.6
강릉시,옥천동,2018-02-15,0.6
동해시,천곡동,2018-02-15,0.5
삼척시,남양동,2018-02-15,0.6
평창군,평창읍,2018-02-15,0.6
춘천시,중앙로,2018-02-16,0.6
춘천시,석사동,2018-02-16,0.7
원주시,중앙동,2018-02-16,0.8
원주시,반곡동,2018-02-16,0.8
강릉시,옥천동,2018-02-16,0.6
동해시,천곡동,2018-02-16,0.6
삼척시,남양동,2018-02-16,0.5
