지역,측정소명,날짜,일산화탄소 농도
춘천시,중앙로,2017-05-01,0.2
춘천시,석사동,2017-05-01,0.2
원주시,중앙동,2017-05-01,0.5
원주시,반곡동,2017-05-01,0.4
강릉시,옥천동,2017-05-01,0.3
동해시,천곡동,2017-05-01,0.4
삼척시,남양동,2017-05-01,0.4
춘천시,중앙로,2017-05-02,0.2
춘천시,석사동,2017-05-02,0.2
원주시,중앙동,2017-05-02,0.4
원주시,반곡동,2017-05-02,0.3
강릉시,옥천동,2017-05-02,0.4
동해시,천곡동,2017-05-02,0.6
삼척시,남양동,2017-05-02,0.4
춘천시,중앙로,2017-05-03,0.2
춘천시,석사동,2017-05-03,0.3
원주시,중앙동,2017-05-03,0.4
원주시,반곡동,2017-05-03,0.3
강릉시,옥천동,2017-05-03,0.4
동해시,천곡동,2017-05-03,0.7
삼척시,남양동,2017-05-03,0.6
춘천시,중앙로,2017-05-04,0.3
춘천시,석사동,2017-05-04,0.2
원주시,중앙동,2017-05-04,0.5
원주시,반곡동,2017-05-04,0.3
강릉시,옥천동,2017-05-04,0.5
동해시,천곡동,2017-05-04,0.6
삼척시,남양동,2017-05-04,0.7
춘천시,중앙로,2017-05-05,0.3
춘천시,석사동,2017-05-05,0.3
원주시,중앙동,2017-05-05,0.4
원주시,반곡동,2017-05-05,0.2
강릉시,옥천동,2017-05-05,0.3
동해시,천곡동,2017-05-05,0.5
삼척시,남양동,2017-05-05,0.5
춘천시,중앙로,2017-05-06,0.3
춘천시,석사동,2017-05-06,0.2
원주시,중앙동,2017-05-06,0.3
원주시,반곡동,2017-05-06,0.2
강릉시,옥천동,2017-05-06,0.6
동해시,천곡동,2017-05-06,0.2
삼척시,남양동,2017-05-06,0.2
춘천시,중앙로,2017-05-07,0.3
춘천시,석사동,2017-05-07,0.2
원주시,중앙동,2017-05-07,0.4
원주시,반곡동,2017-05-07,0.2
강릉시,옥천동,2017-05-07,0.5
동해시,천곡동,2017-05-07,0.2
삼척시,남양동,2017-05-07,0.3
춘천시,중앙로,2017-05-08,0.4
춘천시,석사동,2017-05-08,0.4
원주시,중앙동,2017-05-08,0.4
원주시,반곡동,2017-05-08,0.3
강릉시,옥천동,2017-05-08,0.4
동해시,천곡동,2017-05-08,0.2
삼척시,남양동,2017-05-08,0.3
춘천시,중앙로,2017-05-09,0.5
춘천시,석사동,2017-05-09,0.5
원주시,중앙동,2017-05-09,0.5
원주시,반곡동,2017-05-09,0.4
강릉시,옥천동,2017-05-09,0.3
동해시,천곡동,2017-05-09,0.2
삼척시,남양동,2017-05-09,0.3
춘천시,중앙로,2017-05-10,0.3
춘천시,석사동,2017-05-10,0.5
원주시,중앙동,2017-05-10,0.5
원주시,반곡동,2017-05-10,0.3
강릉시,옥천동,2017-05-10,0.3
동해시,천곡동,2017-05-10,0.3
삼척시,남양동,2017-05-10,0.3
춘천시,중앙로,2017-05-11,0.4
춘천시,석사동,2017-05-11,0.7
원주시,중앙동,2017-05-11,0.5
원주시,반곡동,2017-05-11,0.4
강릉시,옥천동,2017-05-11,0.4
동해시,천곡동,2017-05-11,0.5
삼척시,남양동,2017-05-11,0.4
춘천시,중앙로,2017-05-12,0.5
춘천시,석사동,2017-05-12,0.7
원주시,중앙동,2017-05-12,0.5
원주시,반곡동,2017-05-12,0.4
강릉시,옥천동,2017-05-12,0.4
동해시,천곡동,2017-05-12,0.4
삼척시,남양동,2017-05-12,0.4
춘천시,중앙로,2017-05-13,0.4
춘천시,석사동,2017-05-13,0.7
원주시,중앙동,2017-05-13,0.3
원주시,반곡동,2017-05-13,0.3
강릉시,옥천동,2017-05-13,0.4
동해시,천곡동,2017-05-13,0.4
삼척시,남양동,2017-05-13,0.4
춘천시,중앙로,2017-05-14,0.2
춘천시,석사동,2017-05-14,0.8
원주시,중앙동,2017-05-14,0.2
원주시,반곡동,2017-05-14,0.3
강릉시,옥천동,2017-05-14,0.2
동해시,천곡동,2017-05-14,0.2
삼척시,남양동,2017-05-14,0.2
춘천시,중앙로,2017-05-15,0.1
춘천시,석사동,2017-05-15,0.8
원주시,중앙동,2017-05-15,0.2
원주시,반곡동,2017-05-15,0.2
강릉시,옥천동,2017-05-15,0.3
동해시,천곡동,2017-05-15,0.2
삼척시,남양동,2017-05-15,0.1
춘천시,중앙로,2017-05-16,0.2
춘천시,석사동,2017-05-16,0.4
원주시,중앙동,2017-05-16,0.2
원주시,반곡동,2017-05-16,0.3
강릉시,옥천동,2017-05-16,0.3
동해시,천곡동,2017-05-16,0.3
삼척시,남양동,2017-05-16,0.1
춘천시,중앙로,2017-05-17,0.2
춘천시,석사동,2017-05-17,0.4
원주시,중앙동,2017-05-17,0.1
원주시,반곡동,2017-05-17,0.2
강릉시,옥천동,2017-05-17,0.3
동해시,천곡동,2017-05-17,0.3
삼척시,남양동,2017-05-17,0.4
춘천시,중앙로,2017-05-18,0.3
춘천시,석사동,2017-05-18,0.4
원주시,중앙동,2017-05-18,0.4
원주시,반곡동,2017-05-18,0.2
강릉시,옥천동,2017-05-18,0.2
동해시,천곡동,2017-05-18,0.2
삼척시,남양동,2017-05-18,0.4
춘천시,중앙로,2017-05-19,0.3
춘천시,석사동,2017-05-19,0.5
원주시,중앙동,2017-05-19,0.3
원주시,반곡동,2017-05-19,0.3
강릉시,옥천동,2017-05-19,0.1
동해시,천곡동,2017-05-19,0.2
삼척시,남양동,2017-05-19,0.3
춘천시,중앙로,2017-05-20,0.2
춘천시,석사동,2017-05-20,0.4
원주시,중앙동,2017-05-20,0.3
원주시,반곡동,2017-05-20,0.3
강릉시,옥천동,2017-05-20,0.3
동해시,천곡동,2017-05-20,0.3
삼척시,남양동,2017-05-20,0.3
춘천시,중앙로,2017-05-21,0.2
춘천시,석사동,2017-05-21,0.5
원주시,중앙동,2017-05-21,0.3
원주시,반곡동,2017-05-21,0.3
강릉시,옥천동,2017-05-21,0.3
동해시,천곡동,2017-05-21,0.6
삼척시,남양동,2017-05-21,0.4
춘천시,중앙로,2017-05-22,0.3
춘천시,석사동,2017-05-22,0.5
원주시,중앙동,2017-05-22,0.3
원주시,반곡동,2017-05-22,0.3
강릉시,옥천동,2017-05-22,0.2
동해시,천곡동,2017-05-22,0.3
삼척시,남양동,2017-05-22,0.2
춘천시,중앙로,2017-05-23,0.2
춘천시,석사동,2017-05-23,0.5
