지역,측정소명,날짜,일산화탄소 농도
춘천시,중앙로,2017-09-01,0.3
춘천시,석사동,2017-09-01,0.5
원주시,중앙동,2017-09-01,0.2
원주시,반곡동,2017-09-01,0.2
강릉시,옥천동,2017-09-01,0.3
동해시,천곡동,2017-09-01,0.0
삼척시,남양동,2017-09-01,0.0
춘천시,중앙로,2017-09-02,0.3
춘천시,석사동,2017-09-02,0.5
원주시,중앙동,2017-09-02,0.2
원주시,반곡동,2017-09-02,0.2
강릉시,옥천동,2017-09-02,0.3
동해시,천곡동,2017-09-02,0.0
삼척시,남양동,2017-09-02,0.0
춘천시,중앙로,2017-09-03,0.3
춘천시,석사동,2017-09-03,0.5
원주시,중앙동,2017-09-03,0.2
원주시,반곡동,2017-09-03,0.2
강릉시,옥천동,2017-09-03,0.4
동해시,천곡동,2017-09-03,0.0
삼척시,남양동,2017-09-03,0.0
춘천시,중앙로,2017-09-04,0.3
춘천시,석사동,2017-09-04,0.6
원주시,중앙동,2017-09-04,0.3
원주시,반곡동,2017-09-04,0.2
강릉시,옥천동,2017-09-04,0.4
동해시,천곡동,2017-09-04,0.0
삼척시,남양동,2017-09-04,0.0
춘천시,중앙로,2017-09-05,0.4
춘천시,석사동,2017-09-05,0.6
원주시,중앙동,2017-09-05,0.3
원주시,반곡동,2017-09-05,0.2
강릉시,옥천동,2017-09-05,0.5
동해시,천곡동,2017-09-05,0.0
삼척시,남양동,2017-09-05,0.0
춘천시,중앙로,2017-09-06,0.5
춘천시,석사동,2017-09-06,0.7
원주시,중앙동,2017-09-06,0.3
원주시,반곡동,2017-09-06,0.2
강릉시,옥천동,2017-09-06,0.5
동해시,천곡동,2017-09-06,0.0
삼척시,남양동,2017-09-06,0.0
춘천시,중앙로,2017-09-07,0.5
춘천시,석사동,2017-09-07,0.7
원주시,중앙동,2017-09-07,0.4
원주시,반곡동,2017-09-07,0.3
강릉시,옥천동,2017-09-07,0.5
동해시,천곡동,2017-09-07,0.0
삼척시,남양동,2017-09-07,0.0
춘천시,중앙로,2017-09-08,0.5
춘천시,석사동,2017-09-08,0.8
원주시,중앙동,2017-09-08,0.5
원주시,반곡동,2017-09-08,0.4
강릉시,옥천동,2017-09-08,0.7
동해시,천곡동,2017-09-08,0.0
삼척시,남양동,2017-09-08,0.0
춘천시,중앙로,2017-09-09,0.6
춘천시,석사동,2017-09-09,0.9
원주시,중앙동,2017-09-09,0.5
원주시,반곡동,2017-09-09,0.4
강릉시,옥천동,2017-09-09,0.7
동해시,천곡동,2017-09-09,0.0
삼척시,남양동,2017-09-09,0.0
춘천시,중앙로,2017-09-10,0.6
춘천시,석사동,2017-09-10,0.9
원주시,중앙동,2017-09-10,0.5
원주시,반곡동,2017-09-10,0.4
강릉시,옥천동,2017-09-10,0.7
동해시,천곡동,2017-09-10,0.0
삼척시,남양동,2017-09-10,0.0
춘천시,중앙로,2017-09-11,0.5
춘천시,석사동,2017-09-11,0.8
원주시,중앙동,2017-09-11,0.3
원주시,반곡동,2017-09-11,0.2
강릉시,옥천동,2017-09-11,0.6
동해시,천곡동,2017-09-11,0.0
삼척시,남양동,2017-09-11,0.0
춘천시,중앙로,2017-09-12,0.5
춘천시,석사동,2017-09-12,0.8
원주시,중앙동,2017-09-12,0.3
원주시,반곡동,2017-09-12,0.2
강릉시,옥천동,2017-09-12,0.5
동해시,천곡동,2017-09-12,0.4
삼척시,남양동,2017-09-12,0.0
춘천시,중앙로,2017-09-13,0.5
춘천시,석사동,2017-09-13,0.7
원주시,중앙동,2017-09-13,0.3
원주시,반곡동,2017-09-13,0.3
강릉시,옥천동,2017-09-13,0.4
동해시,천곡동,2017-09-13,0.0
