지역,측정소명,날짜,일산화탄소 농도
춘천시,중앙로,2017-03-01,0.8
춘천시,석사동,2017-03-01,1.6
원주시,중앙동,2017-03-01,0.8
원주시,반곡동,2017-03-01,0.8
강릉시,옥천동,2017-03-01,0.6
동해시,천곡동,2017-03-01,0.6
삼척시,남양동,2017-03-01,0.8
춘천시,중앙로,2017-03-02,0.5
춘천시,석사동,2017-03-02,1.3
원주시,중앙동,2017-03-02,0.6
원주시,반곡동,2017-03-02,0.4
강릉시,옥천동,2017-03-02,0.5
동해시,천곡동,2017-03-02,0.5
삼척시,남양동,2017-03-02,0.7
춘천시,중앙로,2017-03-03,0.6
춘천시,석사동,2017-03-03,1.2
원주시,중앙동,2017-03-03,0.9
원주시,반곡동,2017-03-03,0.6
강릉시,옥천동,2017-03-03,0.4
동해시,천곡동,2017-03-03,0.5
삼척시,남양동,2017-03-03,0.6
춘천시,중앙로,2017-03-04,0.6
춘천시,석사동,2017-03-04,0.7
원주시,중앙동,2017-03-04,0.9
원주시,반곡동,2017-03-04,0.8
강릉시,옥천동,2017-03-04,0.5
동해시,천곡동,2017-03-04,0.7
삼척시,남양동,2017-03-04,0.7
춘천시,중앙로,2017-03-05,0.6
춘천시,석사동,2017-03-05,0.7
원주시,중앙동,2017-03-05,0.8
원주시,반곡동,2017-03-05,0.7
강릉시,옥천동,2017-03-05,0.6
동해시,천곡동,2017-03-05,0.7
삼척시,남양동,2017-03-05,0.6
춘천시,중앙로,2017-03-06,0.4
춘천시,석사동,2017-03-06,0.4
원주시,중앙동,2017-03-06,0.6
원주시,반곡동,2017-03-06,0.3
강릉시,옥천동,2017-03-06,0.4
동해시,천곡동,2017-03-06,0.4
삼척시,남양동,2017-03-06,0.5
춘천시,중앙로,2017-03-07,0.3
춘천시,석사동,2017-03-07,0.4
원주시,중앙동,2017-03-07,0.6
원주시,반곡동,2017-03-07,0.3
강릉시,옥천동,2017-03-07,0.4
동해시,천곡동,2017-03-07,0.3
삼척시,남양동,2017-03-07,0.4
춘천시,중앙로,2017-03-08,0.4
춘천시,석사동,2017-03-08,0.4
원주시,중앙동,2017-03-08,0.5
원주시,반곡동,2017-03-08,0.3
강릉시,옥천동,2017-03-08,0.4
동해시,천곡동,2017-03-08,0.4
삼척시,남양동,2017-03-08,0.3
춘천시,중앙로,2017-03-09,0.3
춘천시,석사동,2017-03-09,0.5
원주시,중앙동,2017-03-09,0.4
원주시,반곡동,2017-03-09,0.3
강릉시,옥천동,2017-03-09,0.4
동해시,천곡동,2017-03-09,0.3
삼척시,남양동,2017-03-09,0.3
춘천시,중앙로,2017-03-10,0.5
춘천시,석사동,2017-03-10,0.7
원주시,중앙동,2017-03-10,0.6
원주시,반곡동,2017-03-10,0.5
강릉시,옥천동,2017-03-10,0.4
동해시,천곡동,2017-03-10,0.3
삼척시,남양동,2017-03-10,0.2
춘천시,중앙로,2017-03-11,0.5
춘천시,석사동,2017-03-11,0.9
원주시,중앙동,2017-03-11,0.6
원주시,반곡동,2017-03-11,0.6
강릉시,옥천동,2017-03-11,0.5
동해시,천곡동,2017-03-11,0.4
삼척시,남양동,2017-03-11,0.3
춘천시,중앙로,2017-03-12,0.6
춘천시,석사동,2017-03-12,1.0
원주시,중앙동,2017-03-12,0.7
원주시,반곡동,2017-03-12,0.7
강릉시,옥천동,2017-03-12,0.5
동해시,천곡동,2017-03-12,0.4
삼척시,남양동,2017-03-12,0.4
춘천시,중앙로,2017-03-13,0.5
춘천시,석사동,2017-03-13,0.9
원주시,중앙동,2017-03-13,0.6
원주시,반곡동,2017-03-13,0.3
강릉시,옥천동,2017-03-13,0.4
동해시,천곡동,2017-03-13,0.3
삼척시,남양동,2017-03-13,0.3
춘천시,중앙로,2017-03-14,0.4
춘천시,석사동,2017-03-14,0.6
원주시,중앙동,2017-03-14,0.5
원주시,반곡동,2017-03-14,0.6
강릉시,옥천동,2017-03-14,0.5
동해시,천곡동,2017-03-14,0.5
삼척시,남양동,2017-03-14,0.3
춘천시,중앙로,2017-03-15,0.4
춘천시,석사동,2017-03-15,0.7
원주시,중앙동,2017-03-15,0.6
원주시,반곡동,2017-03-15,0.5
강릉시,옥천동,2017-03-15,0.4
동해시,천곡동,2017-03-15,0.3
삼척시,남양동,2017-03-15,0.1
춘천시,중앙로,2017-03-16,0.5
춘천시,석사동,2017-03-16,0.8
원주시,중앙동,2017-03-16,0.6
원주시,반곡동,2017-03-16,0.7
강릉시,옥천동,2017-03-16,0.4
동해시,천곡동,2017-03-16,0.5
삼척시,남양동,2017-03-16,0.2
춘천시,중앙로,2017-03-17,0.5
춘천시,석사동,2017-03-17,0.8
원주시,중앙동,2017-03-17,0.7
원주시,반곡동,2017-03-17,0.7
강릉시,옥천동,2017-03-17,0.4
동해시,천곡동,2017-03-17,0.4
삼척시,남양동,2017-03-17,0.2
춘천시,중앙로,2017-03-18,0.4
춘천시,석사동,2017-03-18,0.6
원주시,중앙동,2017-03-18,0.7
원주시,반곡동,2017-03-18,0.7
강릉시,옥천동,2017-03-18,0.6
동해시,천곡동,2017-03-18,0.5
삼척시,남양동,2017-03-18,0.3
춘천시,중앙로,2017-03-19,0.5
춘천시,석사동,2017-03-19,0.7
원주시,중앙동,2017-03-19,0.7
원주시,반곡동,2017-03-19,0.7
강릉시,옥천동,2017-03-19,0.5
동해시,천곡동,2017-03-19,0.5
삼척시,남양동,2017-03-19,0.4
춘천시,중앙로,2017-03-20,0.7
춘천시,석사동,2017-03-20,0.9
원주시,중앙동,2017-03-20,0.7
원주시,반곡동,2017-03-20,0.7
강릉시,옥천동,2017-03-20,0.5
동해시,천곡동,2017-03-20,0.6
삼척시,남양동,2017-03-20,0.4
춘천시,중앙로,2017-03-21,0.4
춘천시,석사동,2017-03-21,0.7
원주시,중앙동,2017-03-21,0.7
원주시,반곡동,2017-03-21,0.6
강릉시,옥천동,2017-03-21,0.4
동해시,천곡동,2017-03-21,0.3
삼척시,남양동,2017-03-21,0.3
춘천시,중앙로,2017-03-22,0.4
춘천시,석사동,2017-03-22,0.5
원주시,중앙동,2017-03-22,0.6
원주시,반곡동,2017-03-22,0.6
강릉시,옥천동,2017-03-22,0.3
동해시,천곡동,2017-03-22,0.4
삼척시,남양동,2017-03-22,0.4
춘천시,중앙로,2017-03-23,0.5
춘천시,석사동,2017-03-23,0.5
원주시,중앙동,2017-03-23,0.6
원주시,반곡동,2017-03-23,0.6
강릉시,옥천동,2017-03-23,0.4
동해시,천곡동,2017-03-23,0.4
삼척시,남양동,2017-03-23,0.5
춘천시,중앙로,2017-03-24,0.4
춘천시,석사동,2017-03-24,0.6
원주시,중앙동,2017-03-24,0.6
원주시,반곡동,2017-03-24,0.5
강릉시,옥천동,2017-03-24,0.3
동해시,천곡동,2017-03-24,0.3
삼척시,남양동,2017-03-24,0.4
춘천시,중앙로,2017-03-25,0.4
춘천시,석사동,2017-03-25,0.6
원주시,중앙동,2017-03-25,0.6
원주시,반곡동,2017-03-25,0.4
강릉시,옥천동,2017-03-25,0.4
동해시,천곡동,2017-03-25,0.3
삼척시,남양동,2017-03-25,0.4
춘천시,중앙로,2017-03-26,0.3
춘천시,석사동,2017-03-26,0.6
원주시,중앙동,2017-03-26,0.6
원주시,반곡동,2017-03-26,0.5
강릉시,옥천동,2017-03-26,0.4
동해시,천곡동,2017-03-26,0.4
삼척시,남양동,2017-03-26,0.4
춘천시,중앙로,2017-03-27,0.4
춘천시,석사동,2017-03-27,0.8
원주시,중앙동,2017-03-27,0.8
원주시,반곡동,2017-03-27,0.6
강릉시,옥천동,2017-03-27,0.4
동해시,천곡동,2017-03-27,0.4
삼척시,남양동,2017-03-27,0.6
춘천시,중앙로,2017-03-28,0.6
춘천시,석사동,2017-03-28,1.0
원주시,중앙동,2017-03-28,0.8
원주시,반곡동,2017-03-28,0.7
강릉시,옥천동,2017-03-28,0.4
동해시,천곡동,2017-03-28,0.5
삼척시,남양동,2017-03-28,0.6
춘천시,중앙로,2017-03-29,0.6
춘천시,석사동,2017-03-29,0.9
원주시,중앙동,2017-03-29,0.9
원주시,반곡동,2017-03-29,0.7
강릉시,옥천동,2017-03-29,0.4
동해시,천곡동,2017-03-29,0.7
삼척시,남양동,2017-03-29,0.6
춘천시,중앙로,2017-03-30,0.6
춘천시,석사동,2017-03-30,0.7
원주시,중앙동,2017-03-30,0.8
원주시,반곡동,2017-03-30,0.7
강릉시,옥천동,2017-03-30,0.3
동해시,천곡동,2017-03-30,0.4
삼척시,남양동,2017-03-30,0.4
춘천시,중앙로,2017-03-31,0.4
춘천시,석사동,2017-03-31,0.6
원주시,중앙동,2017-03-31,0.6
원주시,반곡동,2017-03-31,0.5
강릉시,옥천동,2017-03-31,0.4
동해시,천곡동,2017-03-31,0.4
삼척시,남양동,2017-03-31,0.5
