지역,측정소명,날짜,일산화탄소 농도
춘천시,중앙로,2018-01-01,3.6
춘천시,석사동,2018-01-01,0.7
원주시,중앙동,2018-01-01,1.0
원주시,반곡동,2018-01-01,1.1
강릉시,옥천동,2018-01-01,0.4
동해시,천곡동,2018-01-01,0.5
삼척시,남양동,2018-01-01,0.5
평창군,평창읍,2018-01-01,1.1
춘천시,중앙로,2018-01-02,4.2
춘천시,석사동,2018-01-02,0.8
원주시,중앙동,2018-01-02,1.1
원주시,반곡동,2018-01-02,1.1
강릉시,옥천동,2018-01-02,0.6
동해시,천곡동,2018-01-02,0.6
삼척시,남양동,2018-01-02,0.7
평창군,평창읍,2018-01-02,1.1
춘천시,중앙로,2018-01-03,1.9
춘천시,석사동,2018-01-03,0.7
원주시,중앙동,2018-01-03,1.0
원주시,반곡동,2018-01-03,0.8
강릉시,옥천동,2018-01-03,0.5
동해시,천곡동,2018-01-03,0.6
삼척시,남양동,2018-01-03,0.6
평창군,평창읍,2018-01-03,1.0
춘천시,중앙로,2018-01-04,0.8
춘천시,석사동,2018-01-04,0.8
원주시,중앙동,2018-01-04,0.9
원주시,반곡동,2018-01-04,1.0
강릉시,옥천동,2018-01-04,0.6
동해시,천곡동,2018-01-04,0.7
삼척시,남양동,2018-01-04,0.6
평창군,평창읍,2018-01-04,1.0
춘천시,중앙로,2018-01-05,0.9
춘천시,석사동,2018-01-05,0.9
원주시,중앙동,2018-01-05,1.1
원주시,반곡동,2018-01-05,1.0
강릉시,옥천동,2018-01-05,0.6
동해시,천곡동,2018-01-05,0.8
삼척시,남양동,2018-01-05,0.7
평창군,평창읍,2018-01-05,1.2
춘천시,중앙로,2018-01-06,1.0
춘천시,석사동,2018-01-06,1.0
원주시,중앙동,2018-01-06,1.1
원주시,반곡동,2018-01-06,1.2
강릉시,옥천동,2018-01-06,0.6
동해시,천곡동,2018-01-06,0.7
삼척시,남양동,2018-01-06,0.7
평창군,평창읍,2018-01-06,1.2
춘천시,중앙로,2018-01-07,1.0
춘천시,석사동,2018-01-07,1.1
원주시,중앙동,2018-01-07,1.4
원주시,반곡동,2018-01-07,1.3
강릉시,옥천동,2018-01-07,0.7
동해시,천곡동,2018-01-07,1.1
삼척시,남양동,2018-01-07,0.8
평창군,평창읍,2018-01-07,1.1
춘천시,중앙로,2018-01-08,1.0
춘천시,석사동,2018-01-08,1.1
원주시,중앙동,2018-01-08,1.3
원주시,반곡동,2018-01-08,1.2
강릉시,옥천동,2018-01-08,0.5
동해시,천곡동,2018-01-08,1.5
삼척시,남양동,2018-01-08,0.7
평창군,평창읍,2018-01-08,1.2
춘천시,중앙로,2018-01-09,0.5
춘천시,석사동,2018-01-09,0.5
원주시,중앙동,2018-01-09,0.6
원주시,반곡동,2018-01-09,0.4
강릉시,옥천동,2018-01-09,0.4
동해시,천곡동,2018-01-09,0.3
삼척시,남양동,2018-01-09,0.3
평창군,평창읍,2018-01-09,0.7
춘천시,중앙로,2018-01-10,0.5
춘천시,석사동,2018-01-10,0.5
원주시,중앙동,2018-01-10,0.5
원주시,반곡동,2018-01-10,0.4
강릉시,옥천동,2018-01-10,0.3
동해시,천곡동,2018-01-10,0.2
삼척시,남양동,2018-01-10,0.3
평창군,평창읍,2018-01-10,0.7
춘천시,중앙로,2018-01-11,0.4
춘천시,석사동,2018-01-11,0.4
원주시,중앙동,2018-01-11,0.6
원주시,반곡동,2018-01-11,0.5
강릉시,옥천동,2018-01-11,0.4
동해시,천곡동,2018-01-11,0.3
삼척시,남양동,2018-01-11,0.3
평창군,평창읍,2018-01-11,0.8
춘천시,중앙로,2018-01-12,0.5
춘천시,석사동,2018-01-12,0.7
원주시,중앙동,2018-01-12,0.7
원주시,반곡동,2018-01-12,0.7
강릉시,옥천동,2018-01-12,0.4
동해시,천곡동,2018-01-12,0.3
삼척시,남양동,2018-01-12,0.3
평창군,평창읍,2018-01-12,0.9
춘천시,중앙로,2018-01-13,1.0
춘천시,석사동,2018-01-13,1.0
원주시,중앙동,2018-01-13,0.9
원주시,반곡동,2018-01-13,1.0
강릉시,옥천동,2018-01-13,0.6
동해시,천곡동,2018-01-13,0.4
삼척시,남양동,2018-01-13,0.5
평창군,평창읍,2018-01-13,1.1
춘천시,중앙로,2018-01-14,1.0
춘천시,석사동,2018-01-14,1.1
원주시,중앙동,2018-01-14,1.3
원주시,반곡동,2018-01-14,1.2
강릉시,옥천동,2018-01-14,0.6
동해시,천곡동,2018-01-14,0.7
삼척시,남양동,2018-01-14,0.5
평창군,평창읍,2018-01-14,0.9
춘천시,중앙로,2018-01-15,1.0
춘천시,석사동,2018-01-15,0.9
원주시,중앙동,2018-01-15,1.3
원주시,반곡동,2018-01-15,1.0
강릉시,옥천동,2018-01-15,0.5
동해시,천곡동,2018-01-15,0.5
삼척시,남양동,2018-01-15,0.5
평창군,평창읍,2018-01-15,0.9
춘천시,중앙로,2018-01-16,1.2
춘천시,석사동,2018-01-16,1.3
원주시,중앙동,2018-01-16,1.8
원주시,반곡동,2018-01-16,1.7
강릉시,옥천동,2018-01-16,0.7
동해시,천곡동,2018-01-16,0.6
삼척시,남양동,2018-01-16,0.5
평창군,평창읍,2018-01-16,1.3
춘천시,중앙로,2018-01-17,1.1
춘천시,석사동,2018-01-17,1.1
원주시,중앙동,2018-01-17,1.4
원주시,반곡동,2018-01-17,1.3
강릉시,옥천동,2018-01-17,0.8
동해시,천곡동,2018-01-17,0.7
삼척시,남양동,2018-01-17,0.7
평창군,평창읍,2018-01-17,130.5
춘천시,중앙로,2018-01-18,0.9
춘천시,석사동,2018-01-18,1.1
원주시,중앙동,2018-01-18,1.3
원주시,반곡동,2018-01-18,1.2
강릉시,옥천동,2018-01-18,0.6
동해시,천곡동,2018-01-18,0.6
삼척시,남양동,2018-01-18,0.9
평창군,평창읍,2018-01-18,1.1
춘천시,중앙로,2018-01-19,0.9
춘천시,석사동,2018-01-19,1.0
원주시,중앙동,2018-01-19,1.0
원주시,반곡동,2018-01-19,1.0
강릉시,옥천동,2018-01-19,0.5
동해시,천곡동,2018-01-19,0.6
삼척시,남양동,2018-01-19,0.5
평창군,평창읍,2018-01-19,0.9
춘천시,중앙로,2018-01-20,1.1
춘천시,석사동,2018-01-20,1.3
원주시,중앙동,2018-01-20,1.1
원주시,반곡동,2018-01-20,1.3
강릉시,옥천동,2018-01-20,0.7
동해시,천곡동,2018-01-20,0.7
삼척시,남양동,2018-01-20,0.7
평창군,평창읍,2018-01-20,1.0
춘천시,중앙로,2018-01-21,1.2
춘천시,석사동,2018-01-21,1.3
원주시,중앙동,2018-01-21,1.1
원주시,반곡동,2018-01-21,1.4
강릉시,옥천동,2018-01-21,0.6
동해시,천곡동,2018-01-21,0.6
삼척시,남양동,2018-01-21,0.6
평창군,평창읍,2018-01-21,1.1
춘천시,중앙로,2018-01-22,0.9
춘천시,석사동,2018-01-22,1.1
원주시,중앙동,2018-01-22,0.9
원주시,반곡동,2018-01-22,0.9
강릉시,옥천동,2018-01-22,0.8
동해시,천곡동,2018-01-22,1.4
삼척시,남양동,2018-01-22,2.5
평창군,평창읍,2018-01-22,0.9
춘천시,중앙로,2018-01-23,0.4
춘천시,석사동,2018-01-23,0.6
원주시,중앙동,2018-01-23,0.4
원주시,반곡동,2018-01-23,0.3
강릉시,옥천동,2018-01-23,0.3
동해시,천곡동,2018-01-23,0.3
삼척시,남양동,2018-01-23,0.3
평창군,평창읍,2018-01-23,0.5
춘천시,중앙로,2018-01-24,0.3
춘천시,석사동,2018-01-24,0.5
원주시,중앙동,2018-01-24,0.3
원주시,반곡동,2018-01-24,0.3
강릉시,옥천동,2018-01-24,0.3
동해시,천곡동,2018-01-24,0.3
삼척시,남양동,2018-01-24,0.3
평창군,평창읍,2018-01-24,0.6
춘천시,중앙로,2018-01-25,0.4
춘천시,석사동,2018-01-25,0.5
원주시,중앙동,2018-01-25,0.4
원주시,반곡동,2018-01-25,0.4
강릉시,옥천동,2018-01-25,0.3
동해시,천곡동,2018-01-25,0.4
삼척시,남양동,2018-01-25,0.3
평창군,평창읍,2018-01-25,0.7
춘천시,중앙로,2018-01-26,0.5
춘천시,석사동,2018-01-26,0.6
원주시,중앙동,2018-01-26,0.5
원주시,반곡동,2018-01-26,0.5
강릉시,옥천동,2018-01-26,0.4
동해시,천곡동,2018-01-26,0.4
삼척시,남양동,2018-01-26,0.4
평창군,평창읍,2018-01-26,0.7
춘천시,중앙로,2018-01-27,0.8
춘천시,석사동,2018-01-27,0.9
원주시,중앙동,2018-01-27,0.8
원주시,반곡동,2018-01-27,0.9
강릉시,옥천동,2018-01-27,0.5
동해시,천곡동,2018-01-27,0.6
삼척시,남양동,2018-01-27,0.5
평창군,평창읍,2018-01-27,0.8
춘천시,중앙로,2018-01-28,0.6
춘천시,석사동,2018-01-28,0.7
원주시,중앙동,2018-01-28,0.7
원주시,반곡동,2018-01-28,0.7
강릉시,옥천동,2018-01-28,0.4
동해시,천곡동,2018-01-28,0.5
삼척시,남양동,2018-01-28,0.5
평창군,평창읍,2018-01-28,0.8
춘천시,중앙로,2018-01-29,0.5
춘천시,석사동,2018-01-29,0.6
원주시,중앙동,2018-01-29,0.7
원주시,반곡동,2018-01-29,0.6
강릉시,옥천동,2018-01-29,0.4
동해시,천곡동,2018-01-29,0.4
삼척시,남양동,2018-01-29,0.4
평창군,평창읍,2018-01-29,0.6
춘천시,중앙로,2018-01-30,0.7
춘천시,석사동,2018-01-30,0.8
원주시,중앙동,2018-01-30,0.8
원주시,반곡동,2018-01-30,0.8
강릉시,옥천동,2018-01-30,0.4
동해시,천곡동,2018-01-30,0.4
삼척시,남양동,2018-01-30,0.4
평창군,평창읍,2018-01-30,0.7
춘천시,중앙로,2018-01-31,0.6
춘천시,석사동,2018-01-31,0.7
원주시,중앙동,2018-01-31,1.1
원주시,반곡동,2018-01-31,0.8
강릉시,옥천동,2018-01-31,0.5
동해시,천곡동,2018-01-31,0.5
삼척시,남양동,2018-01-31,0.8
평창군,평창읍,2018-01-31,0.6
