지역,측정소명,날짜,일산화탄소 농도
춘천시,중앙로,2018-07-01,0.2
춘천시,석사동,2018-07-01,0.5
원주시,중앙동,2018-07-01,0.1
원주시,반곡동,2018-07-01,0.2
강릉시,옥천동,2018-07-01,0.3
동해시,천곡동,2018-07-01,0.4
삼척시,남양동,2018-07-01,0.3
평창군,평창읍,2018-07-01,0.1
춘천시,중앙로,2018-07-02,0.3
춘천시,석사동,2018-07-02,0.5
원주시,중앙동,2018-07-02,0.2
원주시,반곡동,2018-07-02,0.2
강릉시,옥천동,2018-07-02,0.3
동해시,천곡동,2018-07-02,0.5
삼척시,남양동,2018-07-02,0.3
평창군,평창읍,2018-07-02,0.1
춘천시,중앙로,2018-07-03,0.2
춘천시,석사동,2018-07-03,0.5
원주시,중앙동,2018-07-03,0.1
원주시,반곡동,2018-07-03,0.2
강릉시,옥천동,2018-07-03,0.2
동해시,천곡동,2018-07-03,0.3
삼척시,남양동,2018-07-03,0.2
평창군,평창읍,2018-07-03,0.1
춘천시,중앙로,2018-07-04,0.2
춘천시,석사동,2018-07-04,0.4
원주시,중앙동,2018-07-04,0.2
원주시,반곡동,2018-07-04,0.2
강릉시,옥천동,2018-07-04,0.1
동해시,천곡동,2018-07-04,0.1
삼척시,남양동,2018-07-04,0.2
평창군,평창읍,2018-07-04,129.6
춘천시,중앙로,2018-07-05,0.2
춘천시,석사동,2018-07-05,0.4
원주시,중앙동,2018-07-05,0.2
원주시,반곡동,2018-07-05,0.2
강릉시,옥천동,2018-07-05,0.2
동해시,천곡동,2018-07-05,0.1
삼척시,남양동,2018-07-05,0.2
평창군,평창읍,2018-07-05,0.1
춘천시,중앙로,2018-07-06,0.2
춘천시,석사동,2018-07-06,0.2
원주시,중앙동,2018-07-06,0.1
원주시,반곡동,2018-07-06,0.1
강릉시,옥천동,2018-07-06,0.1
동해시,천곡동,2018-07-06,0.1
삼척시,남양동,2018-07-06,0.1
평창군,평창읍,2018-07-06,0.1
춘천시,중앙로,2018-07-07,0.1
춘천시,석사동,2018-07-07,0.1
원주시,중앙동,2018-07-07,0.1
원주시,반곡동,2018-07-07,0.1
강릉시,옥천동,2018-07-07,0.1
동해시,천곡동,2018-07-07,0.1
삼척시,남양동,2018-07-07,0.1
평창군,평창읍,2018-07-07,0.1
춘천시,중앙로,2018-07-08,0.1
춘천시,석사동,2018-07-08,0.1
원주시,중앙동,2018-07-08,0.1
원주시,반곡동,2018-07-08,0.1
강릉시,옥천동,2018-07-08,0.1
동해시,천곡동,2018-07-08,0.2
삼척시,남양동,2018-07-08,0.2
평창군,평창읍,2018-07-08,0.1
춘천시,중앙로,2018-07-09,0.2
춘천시,석사동,2018-07-09,0.2
원주시,중앙동,2018-07-09,0.2
원주시,반곡동,2018-07-09,0.1
강릉시,옥천동,2018-07-09,0.2
동해시,천곡동,2018-07-09,0.2
삼척시,남양동,2018-07-09,0.3
평창군,평창읍,2018-07-09,0.1
춘천시,중앙로,2018-07-10,0.2
춘천시,석사동,2018-07-10,0.3
원주시,중앙동,2018-07-10,0.3
원주시,반곡동,2018-07-10,0.3
강릉시,옥천동,2018-07-10,0.3
동해시,천곡동,2018-07-10,0.2
삼척시,남양동,2018-07-10,0.3
평창군,평창읍,2018-07-10,129.7
춘천시,중앙로,2018-07-11,0.3
춘천시,석사동,2018-07-11,0.5
원주시,중앙동,2018-07-11,0.2
원주시,반곡동,2018-07-11,0.3
강릉시,옥천동,2018-07-11,0.2
동해시,천곡동,2018-07-11,0.3
삼척시,남양동,2018-07-11,1.0
평창군,평창읍,2018-07-11,0.4
춘천시,중앙로,2018-07-12,0.2
춘천시,석사동,2018-07-12,0.4
원주시,중앙동,2018-07-12,0.1
원주시,반곡동,2018-07-12,0.2
강릉시,옥천동,2018-07-12,0.2
동해시,천곡동,2018-07-12,0.4
삼척시,남양동,2018-07-12,0.3
평창군,평창읍,2018-07-12,0.3
춘천시,중앙로,2018-07-13,0.2
춘천시,석사동,2018-07-13,0.4
원주시,중앙동,2018-07-13,0.1
원주시,반곡동,2018-07-13,0.2
강릉시,옥천동,2018-07-13,0.2
동해시,천곡동,2018-07-13,0.2
삼척시,남양동,2018-07-13,0.2
평창군,평창읍,2018-07-13,0.3
춘천시,중앙로,2018-07-14,0.2
춘천시,석사동,2018-07-14,0.4
원주시,중앙동,2018-07-14,0.1
원주시,반곡동,2018-07-14,0.2
강릉시,옥천동,2018-07-14,0.2
동해시,천곡동,2018-07-14,0.4
삼척시,남양동,2018-07-14,0.3
평창군,평창읍,2018-07-14,0.2
춘천시,중앙로,2018-07-15,0.2
춘천시,석사동,2018-07-15,0.3
원주시,중앙동,2018-07-15,0.1
원주시,반곡동,2018-07-15,0.2
강릉시,옥천동,2018-07-15,0.2
동해시,천곡동,2018-07-15,0.5
삼척시,남양동,2018-07-15,0.2
평창군,평창읍,2018-07-15,0.2
춘천시,중앙로,2018-07-16,0.2
춘천시,석사동,2018-07-16,0.4
원주시,중앙동,2018-07-16,0.1
원주시,반곡동,2018-07-16,0.2
강릉시,옥천동,2018-07-16,0.2
동해시,천곡동,2018-07-16,0.6
삼척시,남양동,2018-07-16,0.2
평창군,평창읍,2018-07-16,0.3
춘천시,중앙로,2018-07-17,0.2
춘천시,석사동,2018-07-17,0.4
원주시,중앙동,2018-07-17,0.1
원주시,반곡동,2018-07-17,0.3
강릉시,옥천동,2018-07-17,0.2
동해시,천곡동,2018-07-17,0.6
삼척시,남양동,2018-07-17,0.2
평창군,평창읍,2018-07-17,0.3
춘천시,중앙로,2018-07-18,0.2
춘천시,석사동,2018-07-18,0.4
원주시,중앙동,2018-07-18,0.1
원주시,반곡동,2018-07-18,0.2
강릉시,옥천동,2018-07-18,0.2
동해시,천곡동,2018-07-18,0.4
삼척시,남양동,2018-07-18,0.2
평창군,평창읍,2018-07-18,0.2
춘천시,중앙로,2018-07-19,0.2
춘천시,석사동,2018-07-19,0.4
원주시,중앙동,2018-07-19,0.2
원주시,반곡동,2018-07-19,0.2
강릉시,옥천동,2018-07-19,0.3
동해시,천곡동,2018-07-19,0.4
삼척시,남양동,2018-07-19,0.2
평창군,평창읍,2018-07-19,0.2
춘천시,중앙로,2018-07-20,0.3
춘천시,석사동,2018-07-20,0.4
원주시,중앙동,2018-07-20,0.2
원주시,반곡동,2018-07-20,0.2
강릉시,옥천동,2018-07-20,0.3
동해시,천곡동,2018-07-20,0.4
삼척시,남양동,2018-07-20,0.3
평창군,평창읍,2018-07-20,0.2
춘천시,중앙로,2018-07-21,0.3
춘천시,석사동,2018-07-21,0.5
원주시,중앙동,2018-07-21,0.2
원주시,반곡동,2018-07-21,0.2
강릉시,옥천동,2018-07-21,0.3
동해시,천곡동,2018-07-21,0.3
삼척시,남양동,2018-07-21,0.4
평창군,평창읍,2018-07-21,0.2
춘천시,중앙로,2018-07-22,0.2
춘천시,석사동,2018-07-22,0.4
원주시,중앙동,2018-07-22,0.2
원주시,반곡동,2018-07-22,0.2
강릉시,옥천동,2018-07-22,0.3
동해시,천곡동,2018-07-22,0.4
삼척시,남양동,2018-07-22,0.3
평창군,평창읍,2018-07-22,0.3
춘천시,중앙로,2018-07-23,0.2
춘천시,석사동,2018-07-23,0.4
원주시,중앙동,2018-07-23,0.2
원주시,반곡동,2018-07-23,0.2
강릉시,옥천동,2018-07-23,0.3
동해시,천곡동,2018-07-23,0.5
