¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,∆Ú±’ ¡ˆ∏Èø¬µµ(°∆C)
101,√·√µ,2020-12-18,-1.7
101,√·√µ,2020-12-19,-3.8
101,√·√µ,2020-12-20,-4.0
101,√·√µ,2020-12-21,-3.6
101,√·√µ,2020-12-22,-2.2
101,√·√µ,2020-12-23,-1.5
101,√·√µ,2020-12-24,-0.6
101,√·√µ,2020-12-25,-3.2
101,√·√µ,2020-12-26,-0.9
101,√·√µ,2020-12-27,0.5
101,√·√µ,2020-12-28,2.0
101,√·√µ,2020-12-29,-0.7
101,√·√µ,2020-12-30,-5.0
101,√·√µ,2020-12-31,-6.7
101,√·√µ,2021-01-01,-5.1
101,√·√µ,2021-01-02,-5.1
101,√·√µ,2021-01-03,-6.5
101,√·√µ,2021-01-04,-4.5
101,√·√µ,2021-01-05,-2.8
101,√·√µ,2021-01-06,-6.2
101,√·√µ,2021-01-07,-4.2
101,√·√µ,2021-01-08,-7.3
101,√·√µ,2021-01-09,-7.4
101,√·√µ,2021-01-10,-6.7
101,√·√µ,2021-01-11,-6.5
101,√·√µ,2021-01-12,-5.6
101,√·√µ,2021-01-13,-0.3
101,√·√µ,2021-01-14,-1.3
101,√·√µ,2021-01-15,-1.7
101,√·√µ,2021-01-16,-2.1
101,√·√µ,2021-01-17,-5.1
101,√·√µ,2021-01-18,-2.6
101,√·√µ,2021-01-19,-3.9
101,√·√µ,2021-01-20,-4.1
101,√·√µ,2021-01-21,-1.3
101,√·√µ,2021-01-22,0.8
101,√·√µ,2021-01-23,1.9
101,√·√µ,2021-01-24,3.2
101,√·√µ,2021-01-25,2.3
101,√·√µ,2021-01-26,0.5
101,√·√µ,2021-01-27,2.4
101,√·√µ,2021-01-28,-0.4
101,√·√µ,2021-01-29,-2.1
101,√·√µ,2021-01-30,-2.5
101,√·√µ,2021-01-31,-1.9
101,√·√µ,2021-02-01,1.3
101,√·√µ,2021-02-02,-0.9
101,√·√µ,2021-02-03,-2.0
101,√·√µ,2021-02-04,-0.1
101,√·√µ,2021-02-05,-0.3
101,√·√µ,2021-02-06,1.4
101,√·√µ,2021-02-07,2.0
101,√·√µ,2021-02-08,-0.2
101,√·√µ,2021-02-09,-0.1
101,√·√µ,2021-02-10,-0.1
101,√·√µ,2021-02-11,1.5
101,√·√µ,2021-02-12,2.5
101,√·√µ,2021-02-13,2.6
101,√·√µ,2021-02-14,2.7
101,√·√µ,2021-02-15,3.1
101,√·√µ,2021-02-16,-1.2
101,√·√µ,2021-02-17,-2.5
101,√·√µ,2021-02-18,-2.3
101,√·√µ,2021-02-19,-1.7
101,√·√µ,2021-02-20,3.7
101,√·√µ,2021-02-21,4.3
101,√·√µ,2021-02-22,3.9
101,√·√µ,2021-02-23,2.1
101,√·√µ,2021-02-24,2.0
101,√·√µ,2021-02-25,-0.2
101,√·√µ,2021-02-26,2.5
101,√·√µ,2021-02-27,4.4
101,√·√µ,2021-02-28,2.9
101,√·√µ,2021-03-01,2.0
101,√·√µ,2021-03-02,0.1
101,√·√µ,2021-03-03,0.2
101,√·√µ,2021-03-04,2.9
101,√·√µ,2021-03-05,5.8
101,√·√µ,2021-03-06,3.3
101,√·√µ,2021-03-07,4.9
101,√·√µ,2021-03-08,5.6
101,√·√µ,2021-03-09,5.2
101,√·√µ,2021-03-10,6.0
101,√·√µ,2021-03-11,7.7
101,√·√µ,2021-03-12,7.6
101,√·√µ,2021-03-13,9.2
101,√·√µ,2021-03-14,8.9
101,√·√µ,2021-03-15,8.7
101,√·√µ,2021-03-16,12.1
101,√·√µ,2021-03-17,9.8
101,√·√µ,2021-03-18,11.0
101,√·√µ,2021-03-19,14.5
101,√·√µ,2021-03-20,10.5
101,√·√µ,2021-03-21,9.8
101,√·√µ,2021-03-22,9.6
101,√·√µ,2021-03-23,9.0
101,√·√µ,2021-03-24,10.5
101,√·√µ,2021-03-25,12.8
101,√·√µ,2021-03-26,12.8
101,√·√µ,2021-03-27,9.9
101,√·√µ,2021-03-28,10.7
101,√·√µ,2021-03-29,11.5
101,√·√µ,2021-03-30,11.9
101,√·√µ,2021-03-31,13.8
101,√·√µ,2021-04-01,14.5
101,√·√µ,2021-04-02,17.6
101,√·√µ,2021-04-03,12.6
101,√·√µ,2021-04-04,11.7
101,√·√µ,2021-04-05,12.6
101,√·√µ,2021-04-06,12.9
101,√·√µ,2021-04-07,14.7
101,√·√µ,2021-04-08,14.7
101,√·√µ,2021-04-09,14.3
101,√·√µ,2021-04-10,14.9
101,√·√µ,2021-04-11,15.6
101,√·√µ,2021-04-12,13.5
101,√·√µ,2021-04-13,15.1
101,√·√µ,2021-04-14,12.8
101,√·√µ,2021-04-15,13.8
101,√·√µ,2021-04-16,11.6
101,√·√µ,2021-04-17,10.5
101,√·√µ,2021-04-18,13.1
101,√·√µ,2021-04-19,15.2
101,√·√µ,2021-04-20,17.6
101,√·√µ,2021-04-21,19.7
101,√·√µ,2021-04-22,19.2
101,√·√µ,2021-04-23,16.1
101,√·√µ,2021-04-24,16.2
101,√·√µ,2021-04-25,18.4
101,√·√µ,2021-04-26,18.3
101,√·√µ,2021-04-27,17.1
101,√·√µ,2021-04-28,16.8
101,√·√µ,2021-04-29,15.1
101,√·√µ,2021-04-30,13.9
101,√·√µ,2021-05-01,13.4
101,√·√µ,2021-05-02,16.7
101,√·√µ,2021-05-03,16.7
101,√·√µ,2021-05-04,13.4
101,√·√µ,2021-05-05,16.5
101,√·√µ,2021-05-06,16.4
101,√·√µ,2021-05-07,14.9
101,√·√µ,2021-05-08,16.3
101,√·√µ,2021-05-09,18.7
101,√·√µ,2021-05-10,14.1
101,√·√µ,2021-05-11,20.4
101,√·√µ,2021-05-12,21.6
101,√·√µ,2021-05-13,24.5
101,√·√µ,2021-05-14,26.2
101,√·√µ,2021-05-15,22.8
101,√·√µ,2021-05-16,18.6
101,√·√µ,2021-05-17,16.1
101,√·√µ,2021-05-18,20.6
101,√·√µ,2021-05-19,22.6
101,√·√µ,2021-05-20,17.7
101,√·√µ,2021-05-21,17.4
101,√·√µ,2021-05-22,21.3
101,√·√µ,2021-05-23,22.2
101,√·√µ,2021-05-24,23.8
101,√·√µ,2021-05-25,15.9
101,√·√µ,2021-05-26,19.2
101,√·√µ,2021-05-27,16.2
101,√·√µ,2021-05-28,17.1
101,√·√µ,2021-05-29,18.6
101,√·√µ,2021-05-30,21.2
101,√·√µ,2021-05-31,21.6
101,√·√µ,2021-06-01,20.8
101,√·√µ,2021-06-02,23.5
101,√·√µ,2021-06-03,21.2
101,√·√µ,2021-06-04,21.2
101,√·√µ,2021-06-05,20.9
101,√·√µ,2021-06-06,25.1
101,√·√µ,2021-06-07,22.8
101,√·√µ,2021-06-08,22.1
101,√·√µ,2021-06-09,26.1
101,√·√µ,2021-06-10,26.1
101,√·√µ,2021-06-11,23.3
101,√·√µ,2021-06-12,26.8
101,√·√µ,2021-06-13,29.4
101,√·√µ,2021-06-14,29.2
101,√·√µ,2021-06-15,22.8
101,√·√µ,2021-06-16,28.5
101,√·√µ,2021-06-17,23.2
101,√·√µ,2021-06-18,23.1
101,√·√µ,2021-06-19,28.3
101,√·√µ,2021-06-20,28.0
101,√·√µ,2021-06-21,28.3
101,√·√µ,2021-06-22,26.8
101,√·√µ,2021-06-23,26.9
101,√·√µ,2021-06-24,29.9
101,√·√µ,2021-06-25,30.6
101,√·√µ,2021-06-26,22.3
101,√·√µ,2021-06-27,26.8
101,√·√µ,2021-06-28,28.5
101,√·√µ,2021-06-29,25.7
101,√·√µ,2021-06-30,26.6
101,√·√µ,2021-07-01,31.1
101,√·√µ,2021-07-02,30.3
101,√·√µ,2021-07-03,20.9
101,√·√µ,2021-07-04,20.9
101,√·√µ,2021-07-05,26.5
101,√·√µ,2021-07-06,29.2
101,√·√µ,2021-07-07,29.9
101,√·√µ,2021-07-08,32.0
101,√·√µ,2021-07-09,30.7
101,√·√µ,2021-07-10,27.0
101,√·√µ,2021-07-11,28.3
101,√·√µ,2021-07-12,32.3
101,√·√µ,2021-07-13,31.9
101,√·√µ,2021-07-14,35.3
101,√·√µ,2021-07-15,35.2
101,√·√µ,2021-07-16,30.4
101,√·√µ,2021-07-17,29.1
101,√·√µ,2021-07-18,31.7
101,√·√µ,2021-07-19,30.8
101,√·√µ,2021-07-20,30.5
101,√·√µ,2021-07-21,33.3
101,√·√µ,2021-07-22,34.4
101,√·√µ,2021-07-23,34.8
101,√·√µ,2021-07-24,35.8
101,√·√µ,2021-07-25,35.8
101,√·√µ,2021-07-26,33.1
101,√·√µ,2021-07-27,34.0
101,√·√µ,2021-07-28,34.2
101,√·√µ,2021-07-29,32.4
101,√·√µ,2021-07-30,34.9
101,√·√µ,2021-07-31,31.8
101,√·√µ,2021-08-01,32.1
101,√·√µ,2021-08-02,28.2
101,√·√µ,2021-08-03,29.6
101,√·√µ,2021-08-04,31.3
101,√·√µ,2021-08-05,31.1
101,√·√µ,2021-08-06,32.4
101,√·√µ,2021-08-07,29.9
101,√·√µ,2021-08-08,28.6
101,√·√µ,2021-08-09,30.0
101,√·√µ,2021-08-10,30.3
101,√·√µ,2021-08-11,28.8
101,√·√µ,2021-08-12,31.1
101,√·√µ,2021-08-13,26.4
101,√·√µ,2021-08-14,27.6
101,√·√µ,2021-08-15,29.1
101,√·√µ,2021-08-16,32.7
101,√·√µ,2021-08-17,30.9
101,√·√µ,2021-08-18,27.5
101,√·√µ,2021-08-19,30.9
101,√·√µ,2021-08-20,28.8
101,√·√µ,2021-08-21,24.2
101,√·√µ,2021-08-22,24.9
101,√·√µ,2021-08-23,20.5
101,√·√µ,2021-08-24,23.0
101,√·√µ,2021-08-25,24.4
101,√·√µ,2021-08-26,25.8
101,√·√µ,2021-08-27,22.3
101,√·√µ,2021-08-28,26.1
101,√·√µ,2021-08-29,24.3
101,√·√µ,2021-08-30,22.9
101,√·√µ,2021-08-31,20.9
101,√·√µ,2021-09-01,22.1
101,√·√µ,2021-09-02,24.1
101,√·√µ,2021-09-03,27.6
101,√·√µ,2021-09-04,25.1
101,√·√µ,2021-09-05,24.2
101,√·√µ,2021-09-06,23.3
101,√·√µ,2021-09-07,20.1
101,√·√µ,2021-09-08,24.4
101,√·√µ,2021-09-09,25.1
101,√·√µ,2021-09-10,25.7
101,√·√µ,2021-09-11,25.8
101,√·√µ,2021-09-12,26.2
101,√·√µ,2021-09-13,26.6
101,√·√µ,2021-09-14,26.5
101,√·√µ,2021-09-15,25.8
101,√·√µ,2021-09-16,24.6
101,√·√µ,2021-09-17,25.7
101,√·√µ,2021-09-18,27.1
101,√·√µ,2021-09-19,25.3
101,√·√µ,2021-09-20,26.7
101,√·√µ,2021-09-21,23.5
101,√·√µ,2021-09-22,21.5
101,√·√µ,2021-09-23,22.4
101,√·√µ,2021-09-24,21.9
101,√·√µ,2021-09-25,19.8
101,√·√µ,2021-09-26,23.3
101,√·√µ,2021-09-27,20.6
101,√·√µ,2021-09-28,25.9
101,√·√µ,2021-09-29,20.3
101,√·√µ,2021-09-30,22.8
101,√·√µ,2021-10-01,23.8
101,√·√µ,2021-10-02,24.2
101,√·√µ,2021-10-03,22.7
101,√·√µ,2021-10-04,19.7
101,√·√µ,2021-10-05,21.7
101,√·√µ,2021-10-06,18.7
101,√·√µ,2021-10-07,20.0
101,√·√µ,2021-10-08,19.3
101,√·√µ,2021-10-09,20.2
101,√·√µ,2021-10-10,20.5
101,√·√µ,2021-10-11,17.8
101,√·√µ,2021-10-12,16.8
101,√·√µ,2021-10-13,18.0
101,√·√µ,2021-10-14,19.8
101,√·√µ,2021-10-15,18.8
101,√·√µ,2021-10-16,13.9
101,√·√µ,2021-10-17,7.9
101,√·√µ,2021-10-18,8.5
101,√·√µ,2021-10-19,11.1
101,√·√µ,2021-10-20,10.2
101,√·√µ,2021-10-21,9.5
101,√·√µ,2021-10-22,11.4
101,√·√µ,2021-10-23,10.8
101,√·√µ,2021-10-24,10.0
101,√·√µ,2021-10-25,10.2
101,√·√µ,2021-10-26,10.2
101,√·√µ,2021-10-27,11.5
101,√·√µ,2021-10-28,10.3
101,√·√µ,2021-10-29,10.0
101,√·√µ,2021-10-30,9.8
101,√·√µ,2021-10-31,11.2
101,√·√µ,2021-11-01,11.4
101,√·√µ,2021-11-02,11.1
101,√·√µ,2021-11-03,12.7
101,√·√µ,2021-11-04,9.1
101,√·√µ,2021-11-05,10.6
101,√·√µ,2021-11-06,9.1
101,√·√µ,2021-11-07,10.9
101,√·√µ,2021-11-08,9.7
101,√·√µ,2021-11-09,4.9
101,√·√µ,2021-11-10,4.3
101,√·√µ,2021-11-11,3.5
101,√·√µ,2021-11-12,3.0
101,√·√µ,2021-11-13,3.9
101,√·√µ,2021-11-14,7.2
101,√·√µ,2021-11-15,5.4
101,√·√µ,2021-11-16,4.4
101,√·√µ,2021-11-17,3.2
101,√·√µ,2021-11-18,7.2
101,√·√µ,2021-11-19,11.1
101,√·√µ,2021-11-20,6.8
101,√·√µ,2021-11-21,8.2
101,√·√µ,2021-11-22,2.9
101,√·√µ,2021-11-23,-0.7
101,√·√µ,2021-11-24,0.7
101,√·√µ,2021-11-25,2.3
101,√·√µ,2021-11-26,0.5
101,√·√µ,2021-11-27,0.3
101,√·√µ,2021-11-28,0.3
101,√·√µ,2021-11-29,3.0
101,√·√µ,2021-11-30,2.6
101,√·√µ,2021-12-01,-0.4
101,√·√µ,2021-12-02,-2.1
101,√·√µ,2021-12-03,0.3
101,√·√µ,2021-12-04,-1.1
101,√·√µ,2021-12-05,-0.6
101,√·√µ,2021-12-06,0.2
101,√·√µ,2021-12-07,1.2
101,√·√µ,2021-12-08,1.9
101,√·√µ,2021-12-09,1.3
101,√·√µ,2021-12-10,2.2
101,√·√µ,2021-12-11,3.6
101,√·√µ,2021-12-12,1.1
101,√·√µ,2021-12-13,-2.8
101,√·√µ,2021-12-14,0.1
101,√·√µ,2021-12-15,3.2
101,√·√µ,2021-12-16,3.8
101,√·√µ,2021-12-17,-2.1
101,√·√µ,2021-12-18,-4.7
101,√·√µ,2021-12-19,-1.0
101,√·√µ,2021-12-20,0.3
101,√·√µ,2021-12-21,1.4
101,√·√µ,2021-12-22,-1.0
101,√·√µ,2021-12-23,-1.1
101,√·√µ,2021-12-24,-0.5
101,√·√µ,2021-12-25,-4.5
101,√·√µ,2021-12-26,-7.8
101,√·√µ,2021-12-27,-8.1
101,√·√µ,2021-12-28,-4.2
101,√·√µ,2021-12-29,-2.0
101,√·√µ,2021-12-30,-3.7
101,√·√µ,2021-12-31,-6.2
101,√·√µ,2022-01-01,-6.6
101,√·√µ,2022-01-02,-2.0
101,√·√µ,2022-01-03,-4.6
101,√·√µ,2022-01-04,-3.6
101,√·√µ,2022-01-05,-4.4
101,√·√µ,2022-01-06,-4.4
101,√·√µ,2022-01-07,-5.0
101,√·√µ,2022-01-08,-3.8
101,√·√µ,2022-01-09,-0.6
101,√·√µ,2022-01-10,-1.6
101,√·√µ,2022-01-11,-3.2
101,√·√µ,2022-01-12,-6.8
101,√·√µ,2022-01-13,-7.5
101,√·√µ,2022-01-14,-7.0
101,√·√µ,2022-01-15,-3.6
101,√·√µ,2022-01-16,-1.4
101,√·√µ,2022-01-17,-7.1
101,√·√µ,2022-01-18,-6.3
101,√·√µ,2022-01-19,-4.7
101,√·√µ,2022-01-20,-4.9
101,√·√µ,2022-01-21,-5.7
101,√·√µ,2022-01-22,-4.3
101,√·√µ,2022-01-23,0.5
101,√·√µ,2022-01-24,0.2
101,√·√µ,2022-01-25,-0.1
101,√·√µ,2022-01-26,0.8
101,√·√µ,2022-01-27,-1.7
101,√·√µ,2022-01-28,-3.2
101,√·√µ,2022-01-29,-3.7
101,√·√µ,2022-01-30,-3.9
101,√·√µ,2022-01-31,-3.5
101,√·√µ,2022-02-01,0.2
101,√·√µ,2022-02-02,-2.2
101,√·√µ,2022-02-03,-3.2
101,√·√µ,2022-02-04,-4.2
101,√·√µ,2022-02-05,-5.4
101,√·√µ,2022-02-06,-3.6
101,√·√µ,2022-02-07,-3.5
101,√·√µ,2022-02-08,-0.7
101,√·√µ,2022-02-09,-0.9
101,√·√µ,2022-02-10,0.2
101,√·√µ,2022-02-11,0.2
101,√·√µ,2022-02-12,3.4
101,√·√µ,2022-02-13,1.1
101,√·√µ,2022-02-14,0.9
101,√·√µ,2022-02-15,0.0
101,√·√µ,2022-02-16,-3.6
101,√·√µ,2022-02-17,-3.7
101,√·√µ,2022-02-18,-1.4
101,√·√µ,2022-02-19,1.7
101,√·√µ,2022-02-20,-1.6
101,√·√µ,2022-02-21,-4.4
101,√·√µ,2022-02-22,-2.1
101,√·√µ,2022-02-23,-3.7
101,√·√µ,2022-02-24,-1.6
101,√·√µ,2022-02-25,0.4
101,√·√µ,2022-02-26,3.6
101,√·√µ,2022-02-27,2.6
101,√·√µ,2022-02-28,2.6
101,√·√µ,2022-03-01,3.5
101,√·√µ,2022-03-02,2.0
101,√·√µ,2022-03-03,3.3
101,√·√µ,2022-03-04,2.8
101,√·√µ,2022-03-05,3.6
101,√·√µ,2022-03-06,2.7
101,√·√µ,2022-03-07,0.9
101,√·√µ,2022-03-08,3.0
101,√·√µ,2022-03-09,4.9
101,√·√µ,2022-03-10,5.0
101,√·√µ,2022-03-11,6.4
101,√·√µ,2022-03-12,7.9
101,√·√µ,2022-03-13,10.8
101,√·√µ,2022-03-14,7.4
101,√·√µ,2022-03-15,7.7
101,√·√µ,2022-03-16,7.8
101,√·√µ,2022-03-17,9.0
101,√·√µ,2022-03-18,5.8
101,√·√µ,2022-03-19,3.8
101,√·√µ,2022-03-20,6.1
101,√·√µ,2022-03-21,4.8
101,√·√µ,2022-03-22,6.1
101,√·√µ,2022-03-23,4.5
101,√·√µ,2022-03-24,6.2
101,√·√µ,2022-03-25,8.7
101,√·√µ,2022-03-26,11.2
101,√·√µ,2022-03-27,7.8
101,√·√µ,2022-03-28,6.5
101,√·√µ,2022-03-29,7.3
101,√·√µ,2022-03-30,8.6
101,√·√µ,2022-03-31,10.5
101,√·√µ,2022-04-01,10.3
101,√·√µ,2022-04-02,10.0
101,√·√µ,2022-04-03,10.8
101,√·√µ,2022-04-04,11.7
101,√·√µ,2022-04-05,11.9
101,√·√µ,2022-04-06,12.7
101,√·√µ,2022-04-07,15.7
101,√·√µ,2022-04-08,14.5
101,√·√µ,2022-04-09,18.0
101,√·√µ,2022-04-10,18.7
101,√·√µ,2022-04-11,20.0
101,√·√µ,2022-04-12,22.1
101,√·√µ,2022-04-13,11.5
101,√·√µ,2022-04-14,11.4
101,√·√µ,2022-04-15,13.3
101,√·√µ,2022-04-16,15.4
101,√·√µ,2022-04-17,16.0
101,√·√µ,2022-04-18,17.7
101,√·√µ,2022-04-19,17.3
101,√·√µ,2022-04-20,18.2
101,√·√µ,2022-04-21,18.3
101,√·√µ,2022-04-22,16.3
101,√·√µ,2022-04-23,19.8
101,√·√µ,2022-04-24,20.7
101,√·√µ,2022-04-25,21.3
101,√·√µ,2022-04-26,25.1
101,√·√µ,2022-04-27,22.4
101,√·√µ,2022-04-28,21.0
101,√·√µ,2022-04-29,16.1
101,√·√µ,2022-04-30,12.4
101,√·√µ,2022-05-01,14.7
101,√·√µ,2022-05-02,14.3
101,√·√µ,2022-05-03,16.6
101,√·√µ,2022-05-04,19.2
101,√·√µ,2022-05-05,21.3
101,√·√µ,2022-05-06,22.4
101,√·√µ,2022-05-07,21.3
101,√·√µ,2022-05-08,15.7
101,√·√µ,2022-05-09,19.8
101,√·√µ,2022-05-10,20.6
101,√·√µ,2022-05-11,24.5
101,√·√µ,2022-05-12,24.9
101,√·√µ,2022-05-13,21.3
101,√·√µ,2022-05-14,19.9
101,√·√µ,2022-05-15,21.3
101,√·√µ,2022-05-16,21.4
101,√·√µ,2022-05-17,23.6
101,√·√µ,2022-05-18,21.1
101,√·√µ,2022-05-19,23.7
101,√·√µ,2022-05-20,23.8
101,√·√µ,2022-05-21,25.3
101,√·√µ,2022-05-22,23.2
101,√·√µ,2022-05-23,26.2
101,√·√µ,2022-05-24,28.0
101,√·√µ,2022-05-25,26.0
101,√·√µ,2022-05-26,21.1
101,√·√µ,2022-05-27,23.4
101,√·√µ,2022-05-28,25.2
101,√·√µ,2022-05-29,26.3
101,√·√µ,2022-05-30,21.9
101,√·√µ,2022-05-31,24.3
101,√·√µ,2022-06-01,25.3
101,√·√µ,2022-06-02,26.2
101,√·√µ,2022-06-03,29.3
101,√·√µ,2022-06-04,27.7
101,√·√µ,2022-06-05,22.5
101,√·√µ,2022-06-06,18.8
101,√·√µ,2022-06-07,19.6
101,√·√µ,2022-06-08,22.8
101,√·√µ,2022-06-09,20.1
101,√·√µ,2022-06-10,21.2
101,√·√µ,2022-06-11,24.3
101,√·√µ,2022-06-12,26.3
101,√·√µ,2022-06-13,22.4
101,√·√µ,2022-06-14,22.9
101,√·√µ,2022-06-15,19.4
101,√·√µ,2022-06-16,22.1
101,√·√µ,2022-06-17,24.3
101,√·√µ,2022-06-18,25.3
101,√·√µ,2022-06-19,26.1
101,√·√µ,2022-06-20,29.8
101,√·√µ,2022-06-21,30.9
101,√·√µ,2022-06-22,30.8
101,√·√µ,2022-06-23,24.8
101,√·√µ,2022-06-24,27.0
101,√·√µ,2022-06-25,27.8
101,√·√µ,2022-06-26,25.8
101,√·√µ,2022-06-27,26.9
101,√·√µ,2022-06-28,25.0
101,√·√µ,2022-06-29,25.3
101,√·√µ,2022-06-30,23.2
101,√·√µ,2022-07-01,28.0
101,√·√µ,2022-07-02,29.4
101,√·√µ,2022-07-03,31.4
101,√·√µ,2022-07-04,31.8
101,√·√µ,2022-07-05,31.5
101,√·√µ,2022-07-06,30.0
101,√·√µ,2022-07-07,29.8
101,√·√µ,2022-07-08,27.9
101,√·√µ,2022-07-09,30.4
101,√·√µ,2022-07-10,31.5
101,√·√µ,2022-07-11,28.6
101,√·√µ,2022-07-12,28.2
101,√·√µ,2022-07-13,25.5
101,√·√µ,2022-07-14,28.2
101,√·√µ,2022-07-15,28.5
101,√·√µ,2022-07-16,26.7
101,√·√µ,2022-07-17,27.6
101,√·√µ,2022-07-18,28.3
101,√·√µ,2022-07-19,29.2
101,√·√µ,2022-07-20,28.9
101,√·√µ,2022-07-21,24.9
101,√·√µ,2022-07-22,26.9
101,√·√µ,2022-07-23,27.3
101,√·√µ,2022-07-24,27.3
101,√·√µ,2022-07-25,29.7
101,√·√µ,2022-07-26,31.6
101,√·√µ,2022-07-27,31.6
101,√·√µ,2022-07-28,32.6
101,√·√µ,2022-07-29,34.9
101,√·√µ,2022-07-30,33.3
101,√·√µ,2022-07-31,28.2
101,√·√µ,2022-08-01,29.4
101,√·√µ,2022-08-02,28.3
101,√·√µ,2022-08-03,27.7
101,√·√µ,2022-08-04,31.2
101,√·√µ,2022-08-05,31.8
101,√·√µ,2022-08-06,30.9
101,√·√µ,2022-08-07,29.4
101,√·√µ,2022-08-08,26.4
101,√·√µ,2022-08-09,25.9
101,√·√µ,2022-08-10,29.1
101,√·√µ,2022-08-11,28.5
101,√·√µ,2022-08-12,30.7
101,√·√µ,2022-08-13,26.0
101,√·√µ,2022-08-14,28.0
101,√·√µ,2022-08-15,26.7
101,√·√µ,2022-08-16,29.7
101,√·√µ,2022-08-17,28.6
101,√·√µ,2022-08-18,28.3
101,√·√µ,2022-08-19,26.2
101,√·√µ,2022-08-20,30.4
101,√·√µ,2022-08-21,30.2
101,√·√µ,2022-08-22,27.8
101,√·√µ,2022-08-23,30.0
101,√·√µ,2022-08-24,26.7
101,√·√µ,2022-08-25,23.5
101,√·√µ,2022-08-26,28.0
101,√·√µ,2022-08-27,27.2
101,√·√µ,2022-08-28,26.6
101,√·√µ,2022-08-29,22.2
101,√·√µ,2022-08-30,20.9
101,√·√µ,2022-08-31,22.1
101,√·√µ,2022-09-01,24.7
101,√·√µ,2022-09-02,25.9
101,√·√µ,2022-09-03,23.9
101,√·√µ,2022-09-04,22.0
101,√·√µ,2022-09-05,20.7
101,√·√µ,2022-09-06,21.2
101,√·√µ,2022-09-07,22.7
101,√·√µ,2022-09-08,24.0
101,√·√µ,2022-09-09,24.8
101,√·√µ,2022-09-10,24.3
101,√·√µ,2022-09-11,24.3
101,√·√µ,2022-09-12,25.6
101,√·√µ,2022-09-13,24.0
101,√·√µ,2022-09-14,25.4
101,√·√µ,2022-09-15,25.8
101,√·√µ,2022-09-16,27.1
101,√·√µ,2022-09-17,28.2
101,√·√µ,2022-09-18,27.2
101,√·√µ,2022-09-19,24.9
101,√·√µ,2022-09-20,22.3
101,√·√µ,2022-09-21,22.1
101,√·√µ,2022-09-22,21.4
101,√·√µ,2022-09-23,19.1
101,√·√µ,2022-09-24,19.5
101,√·√µ,2022-09-25,21.0
101,√·√µ,2022-09-26,20.9
101,√·√µ,2022-09-27,22.0
101,√·√µ,2022-09-28,20.7
101,√·√µ,2022-09-29,22.4
101,√·√µ,2022-09-30,22.0
101,√·√µ,2022-10-01,21.7
101,√·√µ,2022-10-02,18.0
101,√·√µ,2022-10-03,18.5
101,√·√µ,2022-10-04,20.2
101,√·√µ,2022-10-05,17.7
101,√·√µ,2022-10-06,16.4
101,√·√µ,2022-10-07,16.0
101,√·√µ,2022-10-08,17.0
101,√·√µ,2022-10-09,14.3
101,√·√µ,2022-10-10,11.2
101,√·√µ,2022-10-11,13.4
101,√·√µ,2022-10-12,14.6
101,√·√µ,2022-10-13,16.1
101,√·√µ,2022-10-14,16.3
101,√·√µ,2022-10-15,18.3
101,√·√µ,2022-10-16,14.4
101,√·√µ,2022-10-17,14.9
101,√·√µ,2022-10-18,11.1
101,√·√µ,2022-10-19,10.7
101,√·√µ,2022-10-20,11.9
101,√·√µ,2022-10-21,13.3
101,√·√µ,2022-10-22,14.7
101,√·√µ,2022-10-23,12.5
101,√·√µ,2022-10-24,10.0
101,√·√µ,2022-10-25,10.5
101,√·√µ,2022-10-26,10.9
101,√·√µ,2022-10-27,12.2
101,√·√µ,2022-10-28,13.0
101,√·√µ,2022-10-29,13.4
101,√·√µ,2022-10-30,13.2
101,√·√µ,2022-10-31,13.1
101,√·√µ,2022-11-01,12.5
101,√·√µ,2022-11-02,10.8
101,√·√µ,2022-11-03,7.1
101,√·√µ,2022-11-04,5.2
101,√·√µ,2022-11-05,4.8
101,√·√µ,2022-11-06,6.2
101,√·√µ,2022-11-07,8.3
101,√·√µ,2022-11-08,10.1
101,√·√µ,2022-11-09,7.8
101,√·√µ,2022-11-10,10.1
101,√·√µ,2022-11-11,11.0
101,√·√µ,2022-11-12,11.9
101,√·√µ,2022-11-13,13.0
101,√·√µ,2022-11-14,8.9
101,√·√µ,2022-11-15,5.3
101,√·√µ,2022-11-16,8.8
101,√·√µ,2022-11-17,7.4
101,√·√µ,2022-11-18,7.1
101,√·√µ,2022-11-19,7.9
101,√·√µ,2022-11-20,8.9
101,√·√µ,2022-11-21,6.4
101,√·√µ,2022-11-22,7.6
101,√·√µ,2022-11-23,10.2
101,√·√µ,2022-11-24,6.4
101,√·√µ,2022-11-25,7.8
101,√·√µ,2022-11-26,5.3
101,√·√µ,2022-11-27,1.7
101,√·√µ,2022-11-28,4.0
101,√·√µ,2022-11-29,7.9
101,√·√µ,2022-11-30,-0.8
101,√·√µ,2022-12-01,-3.3
101,√·√µ,2022-12-02,-3.0
101,√·√µ,2022-12-03,-0.2
101,√·√µ,2022-12-04,-2.2
101,√·√µ,2022-12-05,-2.2
101,√·√µ,2022-12-06,-2.3
101,√·√µ,2022-12-07,-0.1
101,√·√µ,2022-12-08,-0.6
101,√·√µ,2022-12-09,-0.9
101,√·√µ,2022-12-10,-1.2
101,√·√µ,2022-12-11,-1.3
101,√·√µ,2022-12-12,-1.0
101,√·√µ,2022-12-13,0.0
