지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2018-09-01,15
춘천시,석사동,2018-09-01,16
원주시,중앙동,2018-09-01,28
원주시,반곡동,2018-09-01,25
원주시,문막읍,2018-09-01,0
강릉시,옥천동,2018-09-01,21
동해시,천곡동,2018-09-01,22
삼척시,남양동,2018-09-01,22
평창군,평창읍,2018-09-01,25
춘천시,중앙로,2018-09-02,14
춘천시,석사동,2018-09-02,16
원주시,중앙동,2018-09-02,18
원주시,반곡동,2018-09-02,16
원주시,문막읍,2018-09-02,0
강릉시,옥천동,2018-09-02,20
동해시,천곡동,2018-09-02,20
삼척시,남양동,2018-09-02,16
평창군,평창읍,2018-09-02,20
춘천시,중앙로,2018-09-03,16
춘천시,석사동,2018-09-03,19
원주시,중앙동,2018-09-03,19
원주시,반곡동,2018-09-03,15
원주시,문막읍,2018-09-03,0
강릉시,옥천동,2018-09-03,21
동해시,천곡동,2018-09-03,22
삼척시,남양동,2018-09-03,20
평창군,평창읍,2018-09-03,17
춘천시,중앙로,2018-09-04,12
춘천시,석사동,2018-09-04,27
원주시,중앙동,2018-09-04,17
원주시,반곡동,2018-09-04,10
원주시,문막읍,2018-09-04,0
강릉시,옥천동,2018-09-04,14
동해시,천곡동,2018-09-04,11
삼척시,남양동,2018-09-04,10
평창군,평창읍,2018-09-04,16
춘천시,중앙로,2018-09-05,23
춘천시,석사동,2018-09-05,28
원주시,중앙동,2018-09-05,35
원주시,반곡동,2018-09-05,29
원주시,문막읍,2018-09-05,0
강릉시,옥천동,2018-09-05,22
동해시,천곡동,2018-09-05,24
삼척시,남양동,2018-09-05,27
평창군,평창읍,2018-09-05,35
춘천시,중앙로,2018-09-06,30
춘천시,석사동,2018-09-06,35
원주시,중앙동,2018-09-06,40
원주시,반곡동,2018-09-06,35
원주시,문막읍,2018-09-06,0
강릉시,옥천동,2018-09-06,30
동해시,천곡동,2018-09-06,31
삼척시,남양동,2018-09-06,28
평창군,평창읍,2018-09-06,38
춘천시,중앙로,2018-09-07,27
춘천시,석사동,2018-09-07,29
원주시,중앙동,2018-09-07,33
원주시,반곡동,2018-09-07,30
원주시,문막읍,2018-09-07,0
강릉시,옥천동,2018-09-07,32
동해시,천곡동,2018-09-07,34
삼척시,남양동,2018-09-07,33
평창군,평창읍,2018-09-07,35
춘천시,중앙로,2018-09-08,18
춘천시,석사동,2018-09-08,24
원주시,중앙동,2018-09-08,26
원주시,반곡동,2018-09-08,21
원주시,문막읍,2018-09-08,0
강릉시,옥천동,2018-09-08,21
