지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2023-04-01,46
춘천시,석사동,2023-04-01,46
춘천시,신사우동,2023-04-01,46
양구군,양구읍,2023-04-01,36
원주시,중앙동,2023-04-01,54
원주시,반곡동,2023-04-01,62
원주시,문막읍,2023-04-01,63
원주시,지정면,2023-04-01,60
강릉시,주문진읍,2023-04-01,57
강릉시,옥천동,2023-04-01,57
동해시,천곡동,2023-04-01,63
삼척시,남양동,2023-04-01,46
평창군,평창읍,2023-04-01,34
정선군,정선읍,2023-04-01,45
횡성군,횡성읍,2023-04-01,40
고성군,상리,2023-04-01,48
양양군,양양읍,2023-04-01,49
속초시,금호동,2023-04-01,67
철원군,갈말읍,2023-04-01,64
홍천군,홍천읍,2023-04-01,46
영월군,영월읍,2023-04-01,42
화천군,화천읍,2023-04-01,46
태백시,황지동,2023-04-01,39
인제군,인제읍,2023-04-01,40
횡성군,우천면,2023-04-01,45
춘천시,중앙로,2023-04-02,33
춘천시,석사동,2023-04-02,31
춘천시,신사우동,2023-04-02,32
양구군,양구읍,2023-04-02,28
원주시,중앙동,2023-04-02,72
원주시,반곡동,2023-04-02,39
원주시,문막읍,2023-04-02,35
원주시,지정면,2023-04-02,37
강릉시,주문진읍,2023-04-02,34
강릉시,옥천동,2023-04-02,39
동해시,천곡동,2023-04-02,39
삼척시,남양동,2023-04-02,30
평창군,평창읍,2023-04-02,32
정선군,정선읍,2023-04-02,47
횡성군,횡성읍,2023-04-02,33
고성군,상리,2023-04-02,31
양양군,양양읍,2023-04-02,35
속초시,금호동,2023-04-02,45
철원군,갈말읍,2023-04-02,32
홍천군,홍천읍,2023-04-02,34
영월군,영월읍,2023-04-02,33
화천군,화천읍,2023-04-02,31
태백시,황지동,2023-04-02,35
인제군,인제읍,2023-04-02,37
횡성군,우천면,2023-04-02,34
춘천시,중앙로,2023-04-03,43
춘천시,석사동,2023-04-03,42
춘천시,신사우동,2023-04-03,39
양구군,양구읍,2023-04-03,34
원주시,중앙동,2023-04-03,43
원주시,반곡동,2023-04-03,49
원주시,문막읍,2023-04-03,45
원주시,지정면,2023-04-03,45
강릉시,주문진읍,2023-04-03,27
강릉시,옥천동,2023-04-03,37
동해시,천곡동,2023-04-03,35
삼척시,남양동,2023-04-03,26
평창군,평창읍,2023-04-03,38
정선군,정선읍,2023-04-03,46
횡성군,횡성읍,2023-04-03,40
고성군,상리,2023-04-03,32
양양군,양양읍,2023-04-03,31
속초시,금호동,2023-04-03,32
철원군,갈말읍,2023-04-03,35
홍천군,홍천읍,2023-04-03,41
영월군,영월읍,2023-04-03,39
화천군,화천읍,2023-04-03,40
태백시,황지동,2023-04-03,41
인제군,인제읍,2023-04-03,42
횡성군,우천면,2023-04-03,41
춘천시,중앙로,2023-04-04,32
춘천시,석사동,2023-04-04,35
춘천시,신사우동,2023-04-04,33
양구군,양구읍,2023-04-04,28
원주시,중앙동,2023-04-04,30
원주시,반곡동,2023-04-04,30
원주시,문막읍,2023-04-04,34
원주시,지정면,2023-04-04,32
강릉시,주문진읍,2023-04-04,26
강릉시,옥천동,2023-04-04,31
동해시,천곡동,2023-04-04,33
삼척시,남양동,2023-04-04,25
평창군,평창읍,2023-04-04,23
정선군,정선읍,2023-04-04,29
횡성군,횡성읍,2023-04-04,28
고성군,상리,2023-04-04,28
양양군,양양읍,2023-04-04,27
속초시,금호동,2023-04-04,31
철원군,갈말읍,2023-04-04,34
홍천군,홍천읍,2023-04-04,33
영월군,영월읍,2023-04-04,29
화천군,화천읍,2023-04-04,34
태백시,황지동,2023-04-04,20
인제군,인제읍,2023-04-04,28
횡성군,우천면,2023-04-04,22
춘천시,중앙로,2023-04-05,9
춘천시,석사동,2023-04-05,10
춘천시,신사우동,2023-04-05,10
양구군,양구읍,2023-04-05,9
원주시,중앙동,2023-04-05,11
원주시,반곡동,2023-04-05,10
원주시,문막읍,2023-04-05,15
원주시,지정면,2023-04-05,19
강릉시,주문진읍,2023-04-05,15
강릉시,옥천동,2023-04-05,24
동해시,천곡동,2023-04-05,27
삼척시,남양동,2023-04-05,18
평창군,평창읍,2023-04-05,0
정선군,정선읍,2023-04-05,10
횡성군,횡성읍,2023-04-05,13
고성군,상리,2023-04-05,9
양양군,양양읍,2023-04-05,10
속초시,금호동,2023-04-05,18
철원군,갈말읍,2023-04-05,10
홍천군,홍천읍,2023-04-05,13
영월군,영월읍,2023-04-05,11
화천군,화천읍,2023-04-05,9
태백시,황지동,2023-04-05,2
인제군,인제읍,2023-04-05,8
횡성군,우천면,2023-04-05,10
춘천시,중앙로,2023-04-06,16
춘천시,석사동,2023-04-06,16
춘천시,신사우동,2023-04-06,19
양구군,양구읍,2023-04-06,10
원주시,중앙동,2023-04-06,69
원주시,반곡동,2023-04-06,28
원주시,문막읍,2023-04-06,34
원주시,지정면,2023-04-06,39
강릉시,주문진읍,2023-04-06,7
강릉시,옥천동,2023-04-06,12
동해시,천곡동,2023-04-06,14
삼척시,남양동,2023-04-06,13
평창군,평창읍,2023-04-06,9
정선군,정선읍,2023-04-06,18
횡성군,횡성읍,2023-04-06,28
고성군,상리,2023-04-06,7
양양군,양양읍,2023-04-06,5
속초시,금호동,2023-04-06,12
철원군,갈말읍,2023-04-06,25
홍천군,홍천읍,2023-04-06,22
영월군,영월읍,2023-04-06,18
화천군,화천읍,2023-04-06,14
태백시,황지동,2023-04-06,5
인제군,인제읍,2023-04-06,10
횡성군,우천면,2023-04-06,26
춘천시,중앙로,2023-04-07,82
춘천시,석사동,2023-04-07,73
춘천시,신사우동,2023-04-07,86
양구군,양구읍,2023-04-07,50
원주시,중앙동,2023-04-07,100
원주시,반곡동,2023-04-07,99
원주시,문막읍,2023-04-07,90
원주시,지정면,2023-04-07,109
강릉시,주문진읍,2023-04-07,64
강릉시,옥천동,2023-04-07,63
동해시,천곡동,2023-04-07,65
삼척시,남양동,2023-04-07,50
평창군,평창읍,2023-04-07,61
정선군,정선읍,2023-04-07,77
횡성군,횡성읍,2023-04-07,100
고성군,상리,2023-04-07,61
양양군,양양읍,2023-04-07,57
속초시,금호동,2023-04-07,65
철원군,갈말읍,2023-04-07,89
홍천군,홍천읍,2023-04-07,88
영월군,영월읍,2023-04-07,83
화천군,화천읍,2023-04-07,65
태백시,황지동,2023-04-07,56
인제군,인제읍,2023-04-07,74
횡성군,우천면,2023-04-07,109
춘천시,중앙로,2023-04-08,25
춘천시,석사동,2023-04-08,25
춘천시,신사우동,2023-04-08,29
양구군,양구읍,2023-04-08,20
원주시,중앙동,2023-04-08,30
원주시,반곡동,2023-04-08,32
원주시,문막읍,2023-04-08,31
원주시,지정면,2023-04-08,34
강릉시,주문진읍,2023-04-08,36
강릉시,옥천동,2023-04-08,29
동해시,천곡동,2023-04-08,29
삼척시,남양동,2023-04-08,25
평창군,평창읍,2023-04-08,27
정선군,정선읍,2023-04-08,37
횡성군,횡성읍,2023-04-08,26
고성군,상리,2023-04-08,27
양양군,양양읍,2023-04-08,25
속초시,금호동,2023-04-08,34
철원군,갈말읍,2023-04-08,30
홍천군,홍천읍,2023-04-08,29
영월군,영월읍,2023-04-08,31
화천군,화천읍,2023-04-08,26
태백시,황지동,2023-04-08,28
인제군,인제읍,2023-04-08,24
횡성군,우천면,2023-04-08,31
춘천시,중앙로,2023-04-09,43
춘천시,석사동,2023-04-09,43
춘천시,신사우동,2023-04-09,50
양구군,양구읍,2023-04-09,34
원주시,중앙동,2023-04-09,48
원주시,반곡동,2023-04-09,52
원주시,문막읍,2023-04-09,47
원주시,지정면,2023-04-09,55
강릉시,주문진읍,2023-04-09,33
강릉시,옥천동,2023-04-09,38
동해시,천곡동,2023-04-09,32
삼척시,남양동,2023-04-09,27
평창군,평창읍,2023-04-09,40
정선군,정선읍,2023-04-09,49
횡성군,횡성읍,2023-04-09,45
고성군,상리,2023-04-09,38
양양군,양양읍,2023-04-09,35
속초시,금호동,2023-04-09,40
철원군,갈말읍,2023-04-09,49
홍천군,홍천읍,2023-04-09,50
영월군,영월읍,2023-04-09,44
화천군,화천읍,2023-04-09,42
태백시,황지동,2023-04-09,33
인제군,인제읍,2023-04-09,46
횡성군,우천면,2023-04-09,50
춘천시,중앙로,2023-04-10,44
춘천시,석사동,2023-04-10,41
춘천시,신사우동,2023-04-10,44
양구군,양구읍,2023-04-10,38
원주시,중앙동,2023-04-10,126
원주시,반곡동,2023-04-10,42
원주시,문막읍,2023-04-10,39
원주시,지정면,2023-04-10,44
강릉시,주문진읍,2023-04-10,46
강릉시,옥천동,2023-04-10,54
동해시,천곡동,2023-04-10,50
삼척시,남양동,2023-04-10,43
평창군,평창읍,2023-04-10,38
정선군,정선읍,2023-04-10,53
횡성군,횡성읍,2023-04-10,37
고성군,상리,2023-04-10,54
양양군,양양읍,2023-04-10,45
속초시,금호동,2023-04-10,52
철원군,갈말읍,2023-04-10,50
홍천군,홍천읍,2023-04-10,42
영월군,영월읍,2023-04-10,40
화천군,화천읍,2023-04-10,48
태백시,황지동,2023-04-10,49
인제군,인제읍,2023-04-10,44
횡성군,우천면,2023-04-10,41
춘천시,중앙로,2023-04-11,54
춘천시,석사동,2023-04-11,43
춘천시,신사우동,2023-04-11,51
양구군,양구읍,2023-04-11,58
원주시,중앙동,2023-04-11,63
원주시,반곡동,2023-04-11,44
원주시,문막읍,2023-04-11,45
원주시,지정면,2023-04-11,48
강릉시,주문진읍,2023-04-11,108
강릉시,옥천동,2023-04-11,105
동해시,천곡동,2023-04-11,145
삼척시,남양동,2023-04-11,90
평창군,평창읍,2023-04-11,61
정선군,정선읍,2023-04-11,75
횡성군,횡성읍,2023-04-11,37
고성군,상리,2023-04-11,128
양양군,양양읍,2023-04-11,97
속초시,금호동,2023-04-11,132
철원군,갈말읍,2023-04-11,61
홍천군,홍천읍,2023-04-11,49
영월군,영월읍,2023-04-11,46
화천군,화천읍,2023-04-11,70
태백시,황지동,2023-04-11,90
인제군,인제읍,2023-04-11,51
횡성군,우천면,2023-04-11,38
춘천시,중앙로,2023-04-12,226
춘천시,석사동,2023-04-12,207
춘천시,신사우동,2023-04-12,241
양구군,양구읍,2023-04-12,203
원주시,중앙동,2023-04-12,270
원주시,반곡동,2023-04-12,226
원주시,문막읍,2023-04-12,199
원주시,지정면,2023-04-12,233
강릉시,주문진읍,2023-04-12,291
강릉시,옥천동,2023-04-12,246
동해시,천곡동,2023-04-12,262
삼척시,남양동,2023-04-12,194
평창군,평창읍,2023-04-12,218
정선군,정선읍,2023-04-12,297
횡성군,횡성읍,2023-04-12,180
고성군,상리,2023-04-12,234
양양군,양양읍,2023-04-12,247
속초시,금호동,2023-04-12,289
철원군,갈말읍,2023-04-12,278
홍천군,홍천읍,2023-04-12,240
영월군,영월읍,2023-04-12,218
화천군,화천읍,2023-04-12,212
태백시,황지동,2023-04-12,247
인제군,인제읍,2023-04-12,239
횡성군,우천면,2023-04-12,230
춘천시,중앙로,2023-04-13,182
춘천시,석사동,2023-04-13,171
춘천시,신사우동,2023-04-13,190
양구군,양구읍,2023-04-13,141
원주시,중앙동,2023-04-13,237
원주시,반곡동,2023-04-13,193
원주시,문막읍,2023-04-13,156
원주시,지정면,2023-04-13,179
강릉시,주문진읍,2023-04-13,184
강릉시,옥천동,2023-04-13,197
동해시,천곡동,2023-04-13,191
삼척시,남양동,2023-04-13,153
평창군,평창읍,2023-04-13,177
정선군,정선읍,2023-04-13,212
횡성군,횡성읍,2023-04-13,150
고성군,상리,2023-04-13,205
양양군,양양읍,2023-04-13,199
속초시,금호동,2023-04-13,223
철원군,갈말읍,2023-04-13,195
홍천군,홍천읍,2023-04-13,168
영월군,영월읍,2023-04-13,172
화천군,화천읍,2023-04-13,176
태백시,황지동,2023-04-13,173
인제군,인제읍,2023-04-13,190
횡성군,우천면,2023-04-13,182
춘천시,중앙로,2023-04-14,95
춘천시,석사동,2023-04-14,92
춘천시,신사우동,2023-04-14,97
양구군,양구읍,2023-04-14,67
원주시,중앙동,2023-04-14,115
원주시,반곡동,2023-04-14,100
원주시,문막읍,2023-04-14,81
원주시,지정면,2023-04-14,94
강릉시,주문진읍,2023-04-14,163
강릉시,옥천동,2023-04-14,137
동해시,천곡동,2023-04-14,164
삼척시,남양동,2023-04-14,122
평창군,평창읍,2023-04-14,90
정선군,정선읍,2023-04-14,113
횡성군,횡성읍,2023-04-14,79
고성군,상리,2023-04-14,146
양양군,양양읍,2023-04-14,127
속초시,금호동,2023-04-14,167
철원군,갈말읍,2023-04-14,79
홍천군,홍천읍,2023-04-14,88
영월군,영월읍,2023-04-14,89
화천군,화천읍,2023-04-14,92
태백시,황지동,2023-04-14,77
인제군,인제읍,2023-04-14,101
횡성군,우천면,2023-04-14,87
춘천시,중앙로,2023-04-15,40
춘천시,석사동,2023-04-15,44
춘천시,신사우동,2023-04-15,43
양구군,양구읍,2023-04-15,32
원주시,중앙동,2023-04-15,72
원주시,반곡동,2023-04-15,49
원주시,문막읍,2023-04-15,42
원주시,지정면,2023-04-15,45
강릉시,주문진읍,2023-04-15,79
강릉시,옥천동,2023-04-15,78
동해시,천곡동,2023-04-15,98
삼척시,남양동,2023-04-15,79
평창군,평창읍,2023-04-15,40
정선군,정선읍,2023-04-15,59
횡성군,횡성읍,2023-04-15,38
고성군,상리,2023-04-15,67
양양군,양양읍,2023-04-15,68
속초시,금호동,2023-04-15,81
철원군,갈말읍,2023-04-15,47
홍천군,홍천읍,2023-04-15,42
영월군,영월읍,2023-04-15,42
화천군,화천읍,2023-04-15,36
태백시,황지동,2023-04-15,51
인제군,인제읍,2023-04-15,44
횡성군,우천면,2023-04-15,37
춘천시,중앙로,2023-04-16,72
춘천시,석사동,2023-04-16,71
춘천시,신사우동,2023-04-16,78
양구군,양구읍,2023-04-16,70
원주시,중앙동,2023-04-16,142
원주시,반곡동,2023-04-16,86
원주시,문막읍,2023-04-16,87
원주시,지정면,2023-04-16,95
강릉시,주문진읍,2023-04-16,57
강릉시,옥천동,2023-04-16,59
동해시,천곡동,2023-04-16,79
삼척시,남양동,2023-04-16,63
평창군,평창읍,2023-04-16,63
정선군,정선읍,2023-04-16,71
횡성군,횡성읍,2023-04-16,72
고성군,상리,2023-04-16,48
양양군,양양읍,2023-04-16,52
속초시,금호동,2023-04-16,54
철원군,갈말읍,2023-04-16,117
홍천군,홍천읍,2023-04-16,68
영월군,영월읍,2023-04-16,72
화천군,화천읍,2023-04-16,83
태백시,황지동,2023-04-16,94
인제군,인제읍,2023-04-16,84
횡성군,우천면,2023-04-16,87
춘천시,중앙로,2023-04-17,70
춘천시,석사동,2023-04-17,66
춘천시,신사우동,2023-04-17,72
양구군,양구읍,2023-04-17,45
원주시,중앙동,2023-04-17,83
원주시,반곡동,2023-04-17,80
원주시,문막읍,2023-04-17,65
원주시,지정면,2023-04-17,75
강릉시,주문진읍,2023-04-17,79
강릉시,옥천동,2023-04-17,80
동해시,천곡동,2023-04-17,101
삼척시,남양동,2023-04-17,72
평창군,평창읍,2023-04-17,59
정선군,정선읍,2023-04-17,75
횡성군,횡성읍,2023-04-17,63
고성군,상리,2023-04-17,65
양양군,양양읍,2023-04-17,69
속초시,금호동,2023-04-17,75
철원군,갈말읍,2023-04-17,73
홍천군,홍천읍,2023-04-17,65
영월군,영월읍,2023-04-17,63
화천군,화천읍,2023-04-17,62
태백시,황지동,2023-04-17,80
인제군,인제읍,2023-04-17,68
횡성군,우천면,2023-04-17,69
춘천시,중앙로,2023-04-18,34
춘천시,석사동,2023-04-18,34
춘천시,신사우동,2023-04-18,34
양구군,양구읍,2023-04-18,27
원주시,중앙동,2023-04-18,58
원주시,반곡동,2023-04-18,40
원주시,문막읍,2023-04-18,38
원주시,지정면,2023-04-18,43
강릉시,주문진읍,2023-04-18,48
강릉시,옥천동,2023-04-18,50
동해시,천곡동,2023-04-18,76
삼척시,남양동,2023-04-18,64
평창군,평창읍,2023-04-18,27
정선군,정선읍,2023-04-18,41
횡성군,횡성읍,2023-04-18,36
고성군,상리,2023-04-18,31
양양군,양양읍,2023-04-18,36
속초시,금호동,2023-04-18,123
철원군,갈말읍,2023-04-18,34
홍천군,홍천읍,2023-04-18,38
영월군,영월읍,2023-04-18,39
화천군,화천읍,2023-04-18,35
태백시,황지동,2023-04-18,37
인제군,인제읍,2023-04-18,33
횡성군,우천면,2023-04-18,39
춘천시,중앙로,2023-04-19,23
춘천시,석사동,2023-04-19,24
춘천시,신사우동,2023-04-19,23
양구군,양구읍,2023-04-19,18
원주시,중앙동,2023-04-19,81
원주시,반곡동,2023-04-19,26
원주시,문막읍,2023-04-19,24
원주시,지정면,2023-04-19,26
강릉시,주문진읍,2023-04-19,24
강릉시,옥천동,2023-04-19,31
동해시,천곡동,2023-04-19,37
삼척시,남양동,2023-04-19,33
평창군,평창읍,2023-04-19,14
정선군,정선읍,2023-04-19,27
횡성군,횡성읍,2023-04-19,21
고성군,상리,2023-04-19,25
양양군,양양읍,2023-04-19,36
속초시,금호동,2023-04-19,28
철원군,갈말읍,2023-04-19,27
홍천군,홍천읍,2023-04-19,23
영월군,영월읍,2023-04-19,-807
화천군,화천읍,2023-04-19,25
태백시,황지동,2023-04-19,22
인제군,인제읍,2023-04-19,24
횡성군,우천면,2023-04-19,19
춘천시,중앙로,2023-04-20,22
춘천시,석사동,2023-04-20,25
춘천시,신사우동,2023-04-20,24
양구군,양구읍,2023-04-20,22
원주시,중앙동,2023-04-20,50
원주시,반곡동,2023-04-20,31
원주시,문막읍,2023-04-20,35
원주시,지정면,2023-04-20,40
강릉시,주문진읍,2023-04-20,30
강릉시,옥천동,2023-04-20,37
동해시,천곡동,2023-04-20,42
삼척시,남양동,2023-04-20,33
평창군,평창읍,2023-04-20,20
정선군,정선읍,2023-04-20,34
횡성군,횡성읍,2023-04-20,27
고성군,상리,2023-04-20,34
양양군,양양읍,2023-04-20,34
속초시,금호동,2023-04-20,41
철원군,갈말읍,2023-04-20,113
홍천군,홍천읍,2023-04-20,31
영월군,영월읍,2023-04-20,30
화천군,화천읍,2023-04-20,31
태백시,황지동,2023-04-20,30
인제군,인제읍,2023-04-20,29
횡성군,우천면,2023-04-20,25
춘천시,중앙로,2023-04-21,58
춘천시,석사동,2023-04-21,54
춘천시,신사우동,2023-04-21,66
양구군,양구읍,2023-04-21,58
원주시,중앙동,2023-04-21,78
원주시,반곡동,2023-04-21,60
원주시,문막읍,2023-04-21,56
원주시,지정면,2023-04-21,63
강릉시,주문진읍,2023-04-21,261
강릉시,옥천동,2023-04-21,228
동해시,천곡동,2023-04-21,301
삼척시,남양동,2023-04-21,225
평창군,평창읍,2023-04-21,104
정선군,정선읍,2023-04-21,199
