0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
시군,측정소,평균,01일,02일,03일,04일,05일,06일,07일,08일,09일,10일,11일,12일,13일,14일,15일,16일,17일,18일,19일,20일,21일,22일,23일,24일,25일,26일,27일,28일,29일,30일,31일
통합,평균,110,38,-5,9,82,96,42,47,59,65,53,49,55,12,15,25,55,23,31,10,14,27,16,35,61,70,12,28,23,30,15,11
춘천시,중앙로,111,40,32,44,76,87,39,37,58,62,53,50,58,7,10,24,50,23,4,4,13,25,34,34,51,65,10,26,22,33,29,10
춘천시,석사동,100,35,28,39,74,75,36,34,55,59,54,48,50,8,9,20,42,18,4,5,12,23,30,30,45,58,10,22,20,28,27,7
춘천시,신사우동,119,40,36,46,81,99,42,39,64,71,58,53,59,8,9,26,51,23,5,5,13,26,32,36,65,74,11,25,23,31,29,10
양구군,양구읍,88,33,28,32,66,72,34,29,51,52,44,42,44,5,7,16,34,12,3,4,11,17,22,28,51,46,8,19,16,24,23,6
원주시,중앙동,139,48,32,50,89,104,78,38,65,72,61,62,64,19,16,36,64,41,6,6,17,32,37,39,56,61,14,29,61,34,39,20
원주시,반곡동,140,48,33,51,97,101,41,44,66,80,73,66,71,17,15,33,66,42,8,10,21,33,43,43,56,63,10,30,26,42,48,18
원주시,문막읍,121,42,29,41,81,88,34,36,58,68,58,55,58,17,17,32,52,39,7,9,21,29,35,38,46,55,12,27,20,48,33,21
원주시,지정면,104,35,25,37,68,71,30,30,50,61,49,46,48,14,12,26,44,31,4,6,16,24,32,37,51,58,12,29,20,32,32,15
강릉시,주문진읍,138,37,27,39,100,95,38,89,78,63,57,50,55,12,14,23,67,23,98,9,15,21,31,39,82,72,19,30,25,28,29,10
강릉시,옥천동,108,36,30,-299,95,90,32,76,59,64,50,44,56,17,15,25,73,19,15,93,18,107,32,37,74,74,26,31,23,27,29,12
동해시,천곡동,149,27,26,34,85,211,121,133,93,74,58,48,52,17,17,24,59,17,12,7,14,21,30,37,70,67,16,32,23,29,26,9
삼척시,남양동,100,25,23,29,69,69,30,80,46,47,53,40,47,15,17,20,45,15,10,6,12,18,25,31,59,53,14,29,19,26,20,10
평창군,평창읍,120,45,36,40,78,102,35,33,47,66,51,42,57,12,10,29,51,24,5,7,14,27,108,36,57,63,8,32,19,28,27,9
정선군,정선읍,62,50,-799,53,91,118,45,38,57,67,56,51,66,18,16,31,63,26,505,6,17,28,-387,43,69,70,11,41,19,31,114,10
횡성군,횡성읍,122,46,35,49,82,86,38,37,63,73,61,51,59,14,16,38,57,28,5,7,18,29,33,34,59,62,15,27,21,32,34,12
고성군,상리,96,27,21,33,78,80,35,36,50,50,40,44,42,10,7,13,55,15,11,6,9,13,24,29,61,55,9,23,27,21,22,10
양양군,양양읍,101,27,22,37,80,80,35,48,60,61,39,44,48,11,6,14,53,15,11,6,10,16,24,29,62,58,11,23,22,23,24,8
속초시,금호동,127,26,20,35,88,86,34,47,65,60,46,43,47,8,90,14,57,17,12,5,9,13,26,32,67,195,13,27,24,28,24,8
철원군,갈말읍,119,40,29,43,76,110,46,38,56,59,56,60,60,10,10,36,53,23,4,5,14,21,31,40,66,70,10,27,25,32,29,9
홍천군,홍천읍,131,48,39,52,89,100,42,39,62,70,62,54,55,12,12,32,52,27,7,6,19,28,32,38,61,141,12,23,20,31,34,10
영월군,영월읍,109,46,32,41,73,101,29,28,46,58,49,46,54,16,13,28,53,29,5,3,13,25,27,34,55,59,11,29,16,29,30,9
화천군,화천읍,116,42,34,39,79,90,38,42,64,70,62,55,61,9,11,26,50,20,5,5,13,22,31,34,65,69,10,23,20,30,31,10
태백시,황지동,27,35,25,-384,75,99,31,46,52,87,47,38,53,12,12,24,80,16,4,4,12,24,33,40,68,43,7,32,16,21,-393,7
인제군,인제읍,99,31,29,42,87,87,37,31,57,58,46,46,50,10,7,16,43,11,5,5,11,18,25,29,60,49,8,24,16,24,22,9
