지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2021-03-01,9
춘천시,석사동,2021-03-01,13
춘천시,신사우동,2021-03-01,106
양구군,양구읍,2021-03-01,11
원주시,중앙동,2021-03-01,15
원주시,반곡동,2021-03-01,15
원주시,문막읍,2021-03-01,12
강릉시,옥천동,2021-03-01,8
동해시,천곡동,2021-03-01,11
삼척시,남양동,2021-03-01,7
평창군,평창읍,2021-03-01,19
정선군,정선읍,2021-03-01,10
횡성군,횡성읍,2021-03-01,11
고성군,상리,2021-03-01,5
양양군,양양읍,2021-03-01,6
속초시,금호동,2021-03-01,6
철원군,갈말읍,2021-03-01,11
홍천군,홍천읍,2021-03-01,14
영월군,영월읍,2021-03-01,11
화천군,화천읍,2021-03-01,10
태백시,황지동,2021-03-01,5
인제군,인제읍,2021-03-01,8
춘천시,중앙로,2021-03-02,4
춘천시,석사동,2021-03-02,2
춘천시,신사우동,2021-03-02,98
양구군,양구읍,2021-03-02,9
원주시,중앙동,2021-03-02,5
원주시,반곡동,2021-03-02,7
원주시,문막읍,2021-03-02,6
강릉시,옥천동,2021-03-02,17
동해시,천곡동,2021-03-02,16
삼척시,남양동,2021-03-02,14
평창군,평창읍,2021-03-02,14
정선군,정선읍,2021-03-02,-826
횡성군,횡성읍,2021-03-02,6
고성군,상리,2021-03-02,14
양양군,양양읍,2021-03-02,14
속초시,금호동,2021-03-02,12
철원군,갈말읍,2021-03-02,87
홍천군,홍천읍,2021-03-02,6
영월군,영월읍,2021-03-02,9
화천군,화천읍,2021-03-02,6
태백시,황지동,2021-03-02,10
인제군,인제읍,2021-03-02,8
춘천시,중앙로,2021-03-03,22
춘천시,석사동,2021-03-03,22
춘천시,신사우동,2021-03-03,24
양구군,양구읍,2021-03-03,23
원주시,중앙동,2021-03-03,65
원주시,반곡동,2021-03-03,26
원주시,문막읍,2021-03-03,21
강릉시,옥천동,2021-03-03,66
동해시,천곡동,2021-03-03,25
삼척시,남양동,2021-03-03,15
평창군,평창읍,2021-03-03,33
정선군,정선읍,2021-03-03,27
횡성군,횡성읍,2021-03-03,27
고성군,상리,2021-03-03,23
양양군,양양읍,2021-03-03,23
속초시,금호동,2021-03-03,26
철원군,갈말읍,2021-03-03,42
홍천군,홍천읍,2021-03-03,25
영월군,영월읍,2021-03-03,24
화천군,화천읍,2021-03-03,21
태백시,황지동,2021-03-03,-400
인제군,인제읍,2021-03-03,17
춘천시,중앙로,2021-03-04,36
춘천시,석사동,2021-03-04,43
춘천시,신사우동,2021-03-04,42
양구군,양구읍,2021-03-04,35
원주시,중앙동,2021-03-04,37
원주시,반곡동,2021-03-04,37
원주시,문막읍,2021-03-04,31
강릉시,옥천동,2021-03-04,23
동해시,천곡동,2021-03-04,25
삼척시,남양동,2021-03-04,15
평창군,평창읍,2021-03-04,43
정선군,정선읍,2021-03-04,35
횡성군,횡성읍,2021-03-04,37
고성군,상리,2021-03-04,26
양양군,양양읍,2021-03-04,13
