지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2023-05-01,32
춘천시,석사동,2023-05-01,32
춘천시,신사우동,2023-05-01,35
양구군,양구읍,2023-05-01,24
원주시,중앙동,2023-05-01,68
원주시,반곡동,2023-05-01,50
원주시,문막읍,2023-05-01,46
원주시,지정면,2023-05-01,51
강릉시,주문진읍,2023-05-01,26
강릉시,옥천동,2023-05-01,28
동해시,천곡동,2023-05-01,30
삼척시,남양동,2023-05-01,25
평창군,평창읍,2023-05-01,26
정선군,정선읍,2023-05-01,41
횡성군,횡성읍,2023-05-01,37
고성군,상리,2023-05-01,35
양양군,양양읍,2023-05-01,24
속초시,금호동,2023-05-01,31
철원군,갈말읍,2023-05-01,44
홍천군,홍천읍,2023-05-01,31
영월군,영월읍,2023-05-01,44
화천군,화천읍,2023-05-01,34
태백시,황지동,2023-05-01,32
인제군,인제읍,2023-05-01,28
횡성군,우천면,2023-05-01,46
춘천시,중앙로,2023-05-02,29
춘천시,석사동,2023-05-02,26
춘천시,신사우동,2023-05-02,26
양구군,양구읍,2023-05-02,20
원주시,중앙동,2023-05-02,84
원주시,반곡동,2023-05-02,32
원주시,문막읍,2023-05-02,26
원주시,지정면,2023-05-02,29
강릉시,주문진읍,2023-05-02,29
강릉시,옥천동,2023-05-02,31
동해시,천곡동,2023-05-02,37
삼척시,남양동,2023-05-02,27
평창군,평창읍,2023-05-02,19
정선군,정선읍,2023-05-02,30
횡성군,횡성읍,2023-05-02,25
고성군,상리,2023-05-02,25
양양군,양양읍,2023-05-02,25
속초시,금호동,2023-05-02,35
철원군,갈말읍,2023-05-02,25
홍천군,홍천읍,2023-05-02,26
영월군,영월읍,2023-05-02,-390
화천군,화천읍,2023-05-02,26
태백시,황지동,2023-05-02,23
인제군,인제읍,2023-05-02,22
횡성군,우천면,2023-05-02,25
춘천시,중앙로,2023-05-03,33
춘천시,석사동,2023-05-03,32
춘천시,신사우동,2023-05-03,34
양구군,양구읍,2023-05-03,27
