지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2020-09-01,0
춘천시,석사동,2020-09-01,18
춘천시,신사우동,2020-09-01,14
양구군,양구읍,2020-09-01,12
원주시,중앙동,2020-09-01,16
원주시,반곡동,2020-09-01,14
원주시,문막읍,2020-09-01,18
강릉시,옥천동,2020-09-01,25
동해시,천곡동,2020-09-01,20
삼척시,남양동,2020-09-01,21
평창군,평창읍,2020-09-01,-812
정선군,정선읍,2020-09-01,9
횡성군,횡성읍,2020-09-01,14
고성군,상리,2020-09-01,20
양양군,양양읍,2020-09-01,19
속초시,금호동,2020-09-01,27
철원군,갈말읍,2020-09-01,17
홍천군,홍천읍,2020-09-01,18
영월군,영월읍,2020-09-01,-8747
화천군,화천읍,2020-09-01,14
태백시,황지동,2020-09-01,14
인제군,인제읍,2020-09-01,11
춘천시,중앙로,2020-09-02,0
춘천시,석사동,2020-09-02,10
춘천시,신사우동,2020-09-02,9
양구군,양구읍,2020-09-02,9
원주시,중앙동,2020-09-02,12
원주시,반곡동,2020-09-02,12
원주시,문막읍,2020-09-02,12
강릉시,옥천동,2020-09-02,15
동해시,천곡동,2020-09-02,21
삼척시,남양동,2020-09-02,19
평창군,평창읍,2020-09-02,16
정선군,정선읍,2020-09-02,-411
횡성군,횡성읍,2020-09-02,7
고성군,상리,2020-09-02,10
양양군,양양읍,2020-09-02,10
속초시,금호동,2020-09-02,17
철원군,갈말읍,2020-09-02,14
홍천군,홍천읍,2020-09-02,11
영월군,영월읍,2020-09-02,10
화천군,화천읍,2020-09-02,9
태백시,황지동,2020-09-02,-829
인제군,인제읍,2020-09-02,8
춘천시,중앙로,2020-09-03,0
춘천시,석사동,2020-09-03,14
춘천시,신사우동,2020-09-03,13
양구군,양구읍,2020-09-03,10
원주시,중앙동,2020-09-03,13
원주시,반곡동,2020-09-03,14
원주시,문막읍,2020-09-03,17
강릉시,옥천동,2020-09-03,65
동해시,천곡동,2020-09-03,22
삼척시,남양동,2020-09-03,20
평창군,평창읍,2020-09-03,23
정선군,정선읍,2020-09-03,13
횡성군,횡성읍,2020-09-03,12
고성군,상리,2020-09-03,16
양양군,양양읍,2020-09-03,19
속초시,금호동,2020-09-03,29
철원군,갈말읍,2020-09-03,14
홍천군,홍천읍,2020-09-03,16
영월군,영월읍,2020-09-03,14
화천군,화천읍,2020-09-03,10
태백시,황지동,2020-09-03,10
인제군,인제읍,2020-09-03,12
춘천시,중앙로,2020-09-04,0
춘천시,석사동,2020-09-04,27
춘천시,신사우동,2020-09-04,22
양구군,양구읍,2020-09-04,21
원주시,중앙동,2020-09-04,30
원주시,반곡동,2020-09-04,29
원주시,문막읍,2020-09-04,31
강릉시,옥천동,2020-09-04,31
동해시,천곡동,2020-09-04,28
삼척시,남양동,2020-09-04,28
평창군,평창읍,2020-09-04,41
정선군,정선읍,2020-09-04,37
횡성군,횡성읍,2020-09-04,28
고성군,상리,2020-09-04,20
양양군,양양읍,2020-09-04,21
속초시,금호동,2020-09-04,27
철원군,갈말읍,2020-09-04,21
홍천군,홍천읍,2020-09-04,31
영월군,영월읍,2020-09-04,34
화천군,화천읍,2020-09-04,19
태백시,황지동,2020-09-04,25
인제군,인제읍,2020-09-04,21
춘천시,중앙로,2020-09-05,0
춘천시,석사동,2020-09-05,30
춘천시,신사우동,2020-09-05,22
양구군,양구읍,2020-09-05,21
원주시,중앙동,2020-09-05,70
원주시,반곡동,2020-09-05,34
원주시,문막읍,2020-09-05,29
강릉시,옥천동,2020-09-05,38
동해시,천곡동,2020-09-05,34
삼척시,남양동,2020-09-05,30
평창군,평창읍,2020-09-05,37
정선군,정선읍,2020-09-05,26
횡성군,횡성읍,2020-09-05,25
고성군,상리,2020-09-05,29
양양군,양양읍,2020-09-05,27
속초시,금호동,2020-09-05,35
철원군,갈말읍,2020-09-05,27
홍천군,홍천읍,2020-09-05,29
영월군,영월읍,2020-09-05,29
화천군,화천읍,2020-09-05,20
태백시,황지동,2020-09-05,26
인제군,인제읍,2020-09-05,20
춘천시,중앙로,2020-09-06,0
춘천시,석사동,2020-09-06,18
춘천시,신사우동,2020-09-06,15
양구군,양구읍,2020-09-06,17
원주시,중앙동,2020-09-06,15
원주시,반곡동,2020-09-06,18
원주시,문막읍,2020-09-06,19
강릉시,옥천동,2020-09-06,17
동해시,천곡동,2020-09-06,14
삼척시,남양동,2020-09-06,14
평창군,평창읍,2020-09-06,22
정선군,정선읍,2020-09-06,11
횡성군,횡성읍,2020-09-06,11
고성군,상리,2020-09-06,16
양양군,양양읍,2020-09-06,12
속초시,금호동,2020-09-06,23
철원군,갈말읍,2020-09-06,22
홍천군,홍천읍,2020-09-06,22
영월군,영월읍,2020-09-06,11
화천군,화천읍,2020-09-06,18
태백시,황지동,2020-09-06,12
인제군,인제읍,2020-09-06,14
춘천시,중앙로,2020-09-07,0
춘천시,석사동,2020-09-07,5
춘천시,신사우동,2020-09-07,3
양구군,양구읍,2020-09-07,4
원주시,중앙동,2020-09-07,4
원주시,반곡동,2020-09-07,3
원주시,문막읍,2020-09-07,5
강릉시,옥천동,2020-09-07,11
동해시,천곡동,2020-09-07,15
삼척시,남양동,2020-09-07,12
평창군,평창읍,2020-09-07,15
정선군,정선읍,2020-09-07,2
횡성군,횡성읍,2020-09-07,4
고성군,상리,2020-09-07,10
양양군,양양읍,2020-09-07,6
속초시,금호동,2020-09-07,26
철원군,갈말읍,2020-09-07,5
홍천군,홍천읍,2020-09-07,8
영월군,영월읍,2020-09-07,3
화천군,화천읍,2020-09-07,4
태백시,황지동,2020-09-07,2
인제군,인제읍,2020-09-07,5
춘천시,중앙로,2020-09-08,0
춘천시,석사동,2020-09-08,20
춘천시,신사우동,2020-09-08,18
양구군,양구읍,2020-09-08,14
원주시,중앙동,2020-09-08,65
원주시,반곡동,2020-09-08,26
원주시,문막읍,2020-09-08,27
강릉시,옥천동,2020-09-08,22
동해시,천곡동,2020-09-08,21
삼척시,남양동,2020-09-08,21
평창군,평창읍,2020-09-08,37
정선군,정선읍,2020-09-08,28
횡성군,횡성읍,2020-09-08,22
고성군,상리,2020-09-08,11
양양군,양양읍,2020-09-08,16
속초시,금호동,2020-09-08,20
철원군,갈말읍,2020-09-08,16
홍천군,홍천읍,2020-09-08,25
영월군,영월읍,2020-09-08,28
화천군,화천읍,2020-09-08,14
태백시,황지동,2020-09-08,20
인제군,인제읍,2020-09-08,15
춘천시,중앙로,2020-09-09,0
춘천시,석사동,2020-09-09,22
춘천시,신사우동,2020-09-09,16
양구군,양구읍,2020-09-09,15
원주시,중앙동,2020-09-09,19
원주시,반곡동,2020-09-09,22
원주시,문막읍,2020-09-09,22
강릉시,옥천동,2020-09-09,27
동해시,천곡동,2020-09-09,24
삼척시,남양동,2020-09-09,25
평창군,평창읍,2020-09-09,30
정선군,정선읍,2020-09-09,25
횡성군,횡성읍,2020-09-09,15
고성군,상리,2020-09-09,19
양양군,양양읍,2020-09-09,18
속초시,금호동,2020-09-09,25
철원군,갈말읍,2020-09-09,21
홍천군,홍천읍,2020-09-09,24
영월군,영월읍,2020-09-09,20
화천군,화천읍,2020-09-09,14
태백시,황지동,2020-09-09,17
인제군,인제읍,2020-09-09,17
춘천시,중앙로,2020-09-10,0
춘천시,석사동,2020-09-10,22
춘천시,신사우동,2020-09-10,18
양구군,양구읍,2020-09-10,15
원주시,중앙동,2020-09-10,23
원주시,반곡동,2020-09-10,28
원주시,문막읍,2020-09-10,24
강릉시,옥천동,2020-09-10,28
동해시,천곡동,2020-09-10,25
삼척시,남양동,2020-09-10,25
평창군,평창읍,2020-09-10,37
정선군,정선읍,2020-09-10,22
횡성군,횡성읍,2020-09-10,19
고성군,상리,2020-09-10,18
양양군,양양읍,2020-09-10,18
속초시,금호동,2020-09-10,24
철원군,갈말읍,2020-09-10,25
홍천군,홍천읍,2020-09-10,23
영월군,영월읍,2020-09-10,22
화천군,화천읍,2020-09-10,16
태백시,황지동,2020-09-10,17
인제군,인제읍,2020-09-10,16
춘천시,중앙로,2020-09-11,0
춘천시,석사동,2020-09-11,21
춘천시,신사우동,2020-09-11,18
양구군,양구읍,2020-09-11,16
원주시,중앙동,2020-09-11,22
원주시,반곡동,2020-09-11,26
원주시,문막읍,2020-09-11,21
강릉시,옥천동,2020-09-11,30
동해시,천곡동,2020-09-11,22
삼척시,남양동,2020-09-11,23
평창군,평창읍,2020-09-11,29
