지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2023-12-01,16
춘천시,신사우동,2023-12-01,21
양구군,양구읍,2023-12-01,14
원주시,중앙동,2023-12-01,68
원주시,반곡동,2023-12-01,26
원주시,문막읍,2023-12-01,22
원주시,지정면,2023-12-01,22
강릉시,주문진읍,2023-12-01,17
강릉시,옥천동,2023-12-01,11
동해시,천곡동,2023-12-01,9
삼척시,남양동,2023-12-01,11
평창군,평창읍,2023-12-01,28
정선군,정선읍,2023-12-01,25
횡성군,횡성읍,2023-12-01,25
고성군,상리,2023-12-01,12
양양군,양양읍,2023-12-01,9
속초시,금호동,2023-12-01,13
철원군,갈말읍,2023-12-01,23
홍천군,홍천읍,2023-12-01,35
영월군,영월읍,2023-12-01,20
화천군,화천읍,2023-12-01,22
태백시,황지동,2023-12-01,14
인제군,인제읍,2023-12-01,16
횡성군,우천면,2023-12-01,0
춘천시,중앙로,2023-12-02,24
춘천시,신사우동,2023-12-02,29
양구군,양구읍,2023-12-02,20
원주시,중앙동,2023-12-02,39
원주시,반곡동,2023-12-02,39
원주시,문막읍,2023-12-02,28
원주시,지정면,2023-12-02,32
강릉시,주문진읍,2023-12-02,20
강릉시,옥천동,2023-12-02,18
동해시,천곡동,2023-12-02,15
삼척시,남양동,2023-12-02,16
평창군,평창읍,2023-12-02,40
정선군,정선읍,2023-12-02,30
횡성군,횡성읍,2023-12-02,33
고성군,상리,2023-12-02,18
양양군,양양읍,2023-12-02,16
속초시,금호동,2023-12-02,17
철원군,갈말읍,2023-12-02,29
홍천군,홍천읍,2023-12-02,39
영월군,영월읍,2023-12-02,28
화천군,화천읍,2023-12-02,29
태백시,황지동,2023-12-02,22
인제군,인제읍,2023-12-02,23
횡성군,우천면,2023-12-02,0
춘천시,중앙로,2023-12-03,26
춘천시,신사우동,2023-12-03,29
양구군,양구읍,2023-12-03,20
원주시,중앙동,2023-12-03,33
원주시,반곡동,2023-12-03,36
원주시,문막읍,2023-12-03,31
원주시,지정면,2023-12-03,32
강릉시,주문진읍,2023-12-03,24
강릉시,옥천동,2023-12-03,20
동해시,천곡동,2023-12-03,18
삼척시,남양동,2023-12-03,20
평창군,평창읍,2023-12-03,37
정선군,정선읍,2023-12-03,35
횡성군,횡성읍,2023-12-03,36
고성군,상리,2023-12-03,21
양양군,양양읍,2023-12-03,15
속초시,금호동,2023-12-03,22
철원군,갈말읍,2023-12-03,30
홍천군,홍천읍,2023-12-03,40
영월군,영월읍,2023-12-03,28
화천군,화천읍,2023-12-03,32
태백시,황지동,2023-12-03,26
인제군,인제읍,2023-12-03,22
횡성군,우천면,2023-12-03,0
춘천시,중앙로,2023-12-04,36
춘천시,신사우동,2023-12-04,39
양구군,양구읍,2023-12-04,25
원주시,중앙동,2023-12-04,39
원주시,반곡동,2023-12-04,45
원주시,문막읍,2023-12-04,34
원주시,지정면,2023-12-04,36
강릉시,주문진읍,2023-12-04,20
강릉시,옥천동,2023-12-04,14
동해시,천곡동,2023-12-04,14
삼척시,남양동,2023-12-04,11
평창군,평창읍,2023-12-04,36
정선군,정선읍,2023-12-04,34
횡성군,횡성읍,2023-12-04,42
고성군,상리,2023-12-04,22
양양군,양양읍,2023-12-04,15
속초시,금호동,2023-12-04,20
철원군,갈말읍,2023-12-04,31
홍천군,홍천읍,2023-12-04,57
영월군,영월읍,2023-12-04,28
화천군,화천읍,2023-12-04,39
태백시,황지동,2023-12-04,18
인제군,인제읍,2023-12-04,27
횡성군,우천면,2023-12-04,0
춘천시,중앙로,2023-12-05,38
춘천시,신사우동,2023-12-05,40
양구군,양구읍,2023-12-05,28
원주시,중앙동,2023-12-05,43
원주시,반곡동,2023-12-05,44
원주시,문막읍,2023-12-05,38
원주시,지정면,2023-12-05,37
강릉시,주문진읍,2023-12-05,27
강릉시,옥천동,2023-12-05,21
동해시,천곡동,2023-12-05,22
삼척시,남양동,2023-12-05,16
평창군,평창읍,2023-12-05,34
정선군,정선읍,2023-12-05,33
횡성군,횡성읍,2023-12-05,40
고성군,상리,2023-12-05,30
양양군,양양읍,2023-12-05,23
속초시,금호동,2023-12-05,33
철원군,갈말읍,2023-12-05,40
홍천군,홍천읍,2023-12-05,51
영월군,영월읍,2023-12-05,32
화천군,화천읍,2023-12-05,42
태백시,황지동,2023-12-05,21
인제군,인제읍,2023-12-05,32
횡성군,우천면,2023-12-05,0
춘천시,중앙로,2023-12-06,40
춘천시,신사우동,2023-12-06,45
양구군,양구읍,2023-12-06,34
원주시,중앙동,2023-12-06,60
원주시,반곡동,2023-12-06,67
원주시,문막읍,2023-12-06,52
원주시,지정면,2023-12-06,56
강릉시,주문진읍,2023-12-06,36
강릉시,옥천동,2023-12-06,34
동해시,천곡동,2023-12-06,29
삼척시,남양동,2023-12-06,30
평창군,평창읍,2023-12-06,46
정선군,정선읍,2023-12-06,47
횡성군,횡성읍,2023-12-06,55
고성군,상리,2023-12-06,33
양양군,양양읍,2023-12-06,30
속초시,금호동,2023-12-06,39
철원군,갈말읍,2023-12-06,62
홍천군,홍천읍,2023-12-06,116
영월군,영월읍,2023-12-06,-4138
화천군,화천읍,2023-12-06,44
태백시,황지동,2023-12-06,42
인제군,인제읍,2023-12-06,26
횡성군,우천면,2023-12-06,62
춘천시,중앙로,2023-12-07,57
춘천시,신사우동,2023-12-07,66
양구군,양구읍,2023-12-07,43
원주시,중앙동,2023-12-07,67
원주시,반곡동,2023-12-07,71
원주시,문막읍,2023-12-07,58
원주시,지정면,2023-12-07,60
강릉시,주문진읍,2023-12-07,78
강릉시,옥천동,2023-12-07,62
동해시,천곡동,2023-12-07,70
삼척시,남양동,2023-12-07,70
평창군,평창읍,2023-12-07,69
정선군,정선읍,2023-12-07,63
횡성군,횡성읍,2023-12-07,55
고성군,상리,2023-12-07,70
양양군,양양읍,2023-12-07,58
속초시,금호동,2023-12-07,82
철원군,갈말읍,2023-12-07,146
홍천군,홍천읍,2023-12-07,107
영월군,영월읍,2023-12-07,46
화천군,화천읍,2023-12-07,66
태백시,황지동,2023-12-07,73
인제군,인제읍,2023-12-07,0
횡성군,우천면,2023-12-07,107
춘천시,중앙로,2023-12-08,68
춘천시,신사우동,2023-12-08,82
양구군,양구읍,2023-12-08,54
원주시,중앙동,2023-12-08,76
원주시,반곡동,2023-12-08,83
원주시,문막읍,2023-12-08,67
원주시,지정면,2023-12-08,73
강릉시,주문진읍,2023-12-08,79
강릉시,옥천동,2023-12-08,73
동해시,천곡동,2023-12-08,71
삼척시,남양동,2023-12-08,69
평창군,평창읍,2023-12-08,74
정선군,정선읍,2023-12-08,74
횡성군,횡성읍,2023-12-08,70
고성군,상리,2023-12-08,86
양양군,양양읍,2023-12-08,70
속초시,금호동,2023-12-08,88
철원군,갈말읍,2023-12-08,86
홍천군,홍천읍,2023-12-08,77
영월군,영월읍,2023-12-08,54
화천군,화천읍,2023-12-08,78
태백시,황지동,2023-12-08,71
인제군,인제읍,2023-12-08,0
횡성군,우천면,2023-12-08,71
춘천시,중앙로,2023-12-09,67
춘천시,신사우동,2023-12-09,78
양구군,양구읍,2023-12-09,59
원주시,중앙동,2023-12-09,73
원주시,반곡동,2023-12-09,68
원주시,문막읍,2023-12-09,59
원주시,지정면,2023-12-09,59
강릉시,주문진읍,2023-12-09,70
강릉시,옥천동,2023-12-09,144
동해시,천곡동,2023-12-09,62
삼척시,남양동,2023-12-09,61
평창군,평창읍,2023-12-09,60
정선군,정선읍,2023-12-09,70
횡성군,횡성읍,2023-12-09,65
고성군,상리,2023-12-09,79
양양군,양양읍,2023-12-09,63
속초시,금호동,2023-12-09,90
철원군,갈말읍,2023-12-09,93
홍천군,홍천읍,2023-12-09,70
