지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2022-02-01,44
춘천시,석사동,2022-02-01,36
춘천시,신사우동,2022-02-01,43
양구군,양구읍,2022-02-01,45
원주시,중앙동,2022-02-01,41
원주시,반곡동,2022-02-01,46
원주시,문막읍,2022-02-01,44
원주시,지정면,2022-02-01,37
강릉시,주문진읍,2022-02-01,0
강릉시,옥천동,2022-02-01,36
동해시,천곡동,2022-02-01,33
삼척시,남양동,2022-02-01,31
평창군,평창읍,2022-02-01,44
정선군,정선읍,2022-02-01,40
횡성군,횡성읍,2022-02-01,48
고성군,상리,2022-02-01,32
양양군,양양읍,2022-02-01,34
속초시,금호동,2022-02-01,30
철원군,갈말읍,2022-02-01,44
홍천군,홍천읍,2022-02-01,50
영월군,영월읍,2022-02-01,33
화천군,화천읍,2022-02-01,57
태백시,황지동,2022-02-01,30
인제군,인제읍,2022-02-01,42
춘천시,중앙로,2022-02-02,34
춘천시,석사동,2022-02-02,30
춘천시,신사우동,2022-02-02,34
양구군,양구읍,2022-02-02,35
원주시,중앙동,2022-02-02,64
원주시,반곡동,2022-02-02,29
원주시,문막읍,2022-02-02,29
원주시,지정면,2022-02-02,24
강릉시,주문진읍,2022-02-02,0
강릉시,옥천동,2022-02-02,25
동해시,천곡동,2022-02-02,23
삼척시,남양동,2022-02-02,19
평창군,평창읍,2022-02-02,37
정선군,정선읍,2022-02-02,34
횡성군,횡성읍,2022-02-02,36
고성군,상리,2022-02-02,22
양양군,양양읍,2022-02-02,23
속초시,금호동,2022-02-02,14
철원군,갈말읍,2022-02-02,32
홍천군,홍천읍,2022-02-02,45
영월군,영월읍,2022-02-02,25
화천군,화천읍,2022-02-02,36
태백시,황지동,2022-02-02,25
인제군,인제읍,2022-02-02,30
춘천시,중앙로,2022-02-03,19
춘천시,석사동,2022-02-03,19
춘천시,신사우동,2022-02-03,20
양구군,양구읍,2022-02-03,20
원주시,중앙동,2022-02-03,21
원주시,반곡동,2022-02-03,25
원주시,문막읍,2022-02-03,22
원주시,지정면,2022-02-03,18
강릉시,주문진읍,2022-02-03,0
강릉시,옥천동,2022-02-03,14
