지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2020-01-01,31
춘천시,석사동,2020-01-01,32
양구군,양구읍,2020-01-01,23
원주시,중앙동,2020-01-01,61
원주시,반곡동,2020-01-01,30
원주시,문막읍,2020-01-01,28
강릉시,옥천동,2020-01-01,18
동해시,천곡동,2020-01-01,15
삼척시,남양동,2020-01-01,17
평창군,평창읍,2020-01-01,33
정선군,정선읍,2020-01-01,28
횡성군,횡성읍,2020-01-01,30
고성군,상리,2020-01-01,19
양양군,양양읍,2020-01-01,20
속초시,금호동,2020-01-01,18
철원군,갈말읍,2020-01-01,33
홍천군,홍천읍,2020-01-01,36
영월군,영월읍,2020-01-01,31
화천군,화천읍,2020-01-01,24
태백시,황지동,2020-01-01,27
인제군,인제읍,2020-01-01,24
춘천시,중앙로,2020-01-02,58
춘천시,석사동,2020-01-02,63
양구군,양구읍,2020-01-02,47
원주시,중앙동,2020-01-02,43
원주시,반곡동,2020-01-02,50
원주시,문막읍,2020-01-02,45
강릉시,옥천동,2020-01-02,36
동해시,천곡동,2020-01-02,30
삼척시,남양동,2020-01-02,33
평창군,평창읍,2020-01-02,53
정선군,정선읍,2020-01-02,46
횡성군,횡성읍,2020-01-02,54
고성군,상리,2020-01-02,33
양양군,양양읍,2020-01-02,35
속초시,금호동,2020-01-02,34
철원군,갈말읍,2020-01-02,54
홍천군,홍천읍,2020-01-02,64
영월군,영월읍,2020-01-02,52
화천군,화천읍,2020-01-02,40
태백시,황지동,2020-01-02,47
인제군,인제읍,2020-01-02,38
춘천시,중앙로,2020-01-03,69
춘천시,석사동,2020-01-03,78
양구군,양구읍,2020-01-03,57
원주시,중앙동,2020-01-03,102
원주시,반곡동,2020-01-03,67
원주시,문막읍,2020-01-03,59
강릉시,옥천동,2020-01-03,37
동해시,천곡동,2020-01-03,29
삼척시,남양동,2020-01-03,32
평창군,평창읍,2020-01-03,78
정선군,정선읍,2020-01-03,66
횡성군,횡성읍,2020-01-03,73
고성군,상리,2020-01-03,27
양양군,양양읍,2020-01-03,34
속초시,금호동,2020-01-03,28
철원군,갈말읍,2020-01-03,61
홍천군,홍천읍,2020-01-03,77
영월군,영월읍,2020-01-03,68
화천군,화천읍,2020-01-03,49
태백시,황지동,2020-01-03,44
인제군,인제읍,2020-01-03,50
춘천시,중앙로,2020-01-04,67
춘천시,석사동,2020-01-04,68
양구군,양구읍,2020-01-04,46
원주시,중앙동,2020-01-04,56
원주시,반곡동,2020-01-04,58
원주시,문막읍,2020-01-04,55
강릉시,옥천동,2020-01-04,26
동해시,천곡동,2020-01-04,21
삼척시,남양동,2020-01-04,24
평창군,평창읍,2020-01-04,57
정선군,정선읍,2020-01-04,49
횡성군,횡성읍,2020-01-04,57
고성군,상리,2020-01-04,25
양양군,양양읍,2020-01-04,26
속초시,금호동,2020-01-04,25
철원군,갈말읍,2020-01-04,46
홍천군,홍천읍,2020-01-04,68
영월군,영월읍,2020-01-04,62
화천군,화천읍,2020-01-04,38
태백시,황지동,2020-01-04,37
인제군,인제읍,2020-01-04,34
춘천시,중앙로,2020-01-05,69
춘천시,석사동,2020-01-05,74
양구군,양구읍,2020-01-05,42
원주시,중앙동,2020-01-05,52
원주시,반곡동,2020-01-05,56
원주시,문막읍,2020-01-05,48
강릉시,옥천동,2020-01-05,23
동해시,천곡동,2020-01-05,25
삼척시,남양동,2020-01-05,23
평창군,평창읍,2020-01-05,46
정선군,정선읍,2020-01-05,44
횡성군,횡성읍,2020-01-05,48
고성군,상리,2020-01-05,22
양양군,양양읍,2020-01-05,22
속초시,금호동,2020-01-05,24
철원군,갈말읍,2020-01-05,36
홍천군,홍천읍,2020-01-05,63
영월군,영월읍,2020-01-05,55
화천군,화천읍,2020-01-05,42
태백시,황지동,2020-01-05,36
인제군,인제읍,2020-01-05,29
춘천시,중앙로,2020-01-06,55
춘천시,석사동,2020-01-06,56
양구군,양구읍,2020-01-06,54
원주시,중앙동,2020-01-06,52
원주시,반곡동,2020-01-06,59
원주시,문막읍,2020-01-06,45
강릉시,옥천동,2020-01-06,30
동해시,천곡동,2020-01-06,29
삼척시,남양동,2020-01-06,25
평창군,평창읍,2020-01-06,39
정선군,정선읍,2020-01-06,44
횡성군,횡성읍,2020-01-06,44
고성군,상리,2020-01-06,24
양양군,양양읍,2020-01-06,18
속초시,금호동,2020-01-06,30
철원군,갈말읍,2020-01-06,46
홍천군,홍천읍,2020-01-06,66
영월군,영월읍,2020-01-06,46
화천군,화천읍,2020-01-06,36
태백시,황지동,2020-01-06,38
인제군,인제읍,2020-01-06,32
춘천시,중앙로,2020-01-07,15
춘천시,석사동,2020-01-07,19
양구군,양구읍,2020-01-07,31
