지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2023-06-01,31
춘천시,석사동,2023-06-01,29
춘천시,신사우동,2023-06-01,29
양구군,양구읍,2023-06-01,20
원주시,중앙동,2023-06-01,86
원주시,반곡동,2023-06-01,31
원주시,문막읍,2023-06-01,27
원주시,지정면,2023-06-01,30
강릉시,주문진읍,2023-06-01,23
강릉시,옥천동,2023-06-01,27
동해시,천곡동,2023-06-01,32
삼척시,남양동,2023-06-01,29
평창군,평창읍,2023-06-01,10
정선군,정선읍,2023-06-01,26
횡성군,횡성읍,2023-06-01,22
고성군,상리,2023-06-01,19
양양군,양양읍,2023-06-01,24
속초시,금호동,2023-06-01,34
철원군,갈말읍,2023-06-01,35
홍천군,홍천읍,2023-06-01,27
영월군,영월읍,2023-06-01,23
화천군,화천읍,2023-06-01,28
태백시,황지동,2023-06-01,20
인제군,인제읍,2023-06-01,24
횡성군,우천면,2023-06-01,22
춘천시,중앙로,2023-06-02,37
춘천시,석사동,2023-06-02,39
춘천시,신사우동,2023-06-02,34
양구군,양구읍,2023-06-02,27
원주시,중앙동,2023-06-02,67
원주시,반곡동,2023-06-02,52
원주시,문막읍,2023-06-02,46
원주시,지정면,2023-06-02,59
강릉시,주문진읍,2023-06-02,30
강릉시,옥천동,2023-06-02,40
동해시,천곡동,2023-06-02,36
삼척시,남양동,2023-06-02,33
평창군,평창읍,2023-06-02,24
정선군,정선읍,2023-06-02,40
횡성군,횡성읍,2023-06-02,33
고성군,상리,2023-06-02,30
양양군,양양읍,2023-06-02,32
속초시,금호동,2023-06-02,42
철원군,갈말읍,2023-06-02,37
홍천군,홍천읍,2023-06-02,35
영월군,영월읍,2023-06-02,42
화천군,화천읍,2023-06-02,35
태백시,황지동,2023-06-02,37
인제군,인제읍,2023-06-02,35
횡성군,우천면,2023-06-02,45
춘천시,중앙로,2023-06-03,29
춘천시,석사동,2023-06-03,26
춘천시,신사우동,2023-06-03,29
양구군,양구읍,2023-06-03,20
원주시,중앙동,2023-06-03,51
원주시,반곡동,2023-06-03,33
원주시,문막읍,2023-06-03,28
원주시,지정면,2023-06-03,34
강릉시,주문진읍,2023-06-03,21
강릉시,옥천동,2023-06-03,29
동해시,천곡동,2023-06-03,29
삼척시,남양동,2023-06-03,24
평창군,평창읍,2023-06-03,17
정선군,정선읍,2023-06-03,29
횡성군,횡성읍,2023-06-03,26
고성군,상리,2023-06-03,17
양양군,양양읍,2023-06-03,21
속초시,금호동,2023-06-03,32
철원군,갈말읍,2023-06-03,33
홍천군,홍천읍,2023-06-03,28
영월군,영월읍,2023-06-03,33
화천군,화천읍,2023-06-03,27
태백시,황지동,2023-06-03,20
인제군,인제읍,2023-06-03,24
횡성군,우천면,2023-06-03,34
춘천시,중앙로,2023-06-04,26
춘천시,석사동,2023-06-04,24
춘천시,신사우동,2023-06-04,26
양구군,양구읍,2023-06-04,18
원주시,중앙동,2023-06-04,44
원주시,반곡동,2023-06-04,31
원주시,문막읍,2023-06-04,34
원주시,지정면,2023-06-04,32
강릉시,주문진읍,2023-06-04,18
강릉시,옥천동,2023-06-04,25
동해시,천곡동,2023-06-04,24
삼척시,남양동,2023-06-04,19
평창군,평창읍,2023-06-04,14
정선군,정선읍,2023-06-04,28
횡성군,횡성읍,2023-06-04,25
고성군,상리,2023-06-04,18
양양군,양양읍,2023-06-04,21
속초시,금호동,2023-06-04,26
철원군,갈말읍,2023-06-04,31
홍천군,홍천읍,2023-06-04,25
영월군,영월읍,2023-06-04,27
화천군,화천읍,2023-06-04,22
태백시,황지동,2023-06-04,133
인제군,인제읍,2023-06-04,23
횡성군,우천면,2023-06-04,29
춘천시,중앙로,2023-06-05,26
춘천시,석사동,2023-06-05,26
춘천시,신사우동,2023-06-05,27
양구군,양구읍,2023-06-05,23
원주시,중앙동,2023-06-05,41
원주시,반곡동,2023-06-05,31
원주시,문막읍,2023-06-05,27
원주시,지정면,2023-06-05,28
강릉시,주문진읍,2023-06-05,23
강릉시,옥천동,2023-06-05,30
동해시,천곡동,2023-06-05,29
삼척시,남양동,2023-06-05,25
평창군,평창읍,2023-06-05,15
정선군,정선읍,2023-06-05,30
횡성군,횡성읍,2023-06-05,23
고성군,상리,2023-06-05,29
양양군,양양읍,2023-06-05,27
속초시,금호동,2023-06-05,35
철원군,갈말읍,2023-06-05,36
홍천군,홍천읍,2023-06-05,28
영월군,영월읍,2023-06-05,28
화천군,화천읍,2023-06-05,30
태백시,황지동,2023-06-05,-668
인제군,인제읍,2023-06-05,26
횡성군,우천면,2023-06-05,28
춘천시,중앙로,2023-06-06,19
춘천시,석사동,2023-06-06,18
춘천시,신사우동,2023-06-06,20
양구군,양구읍,2023-06-06,14
원주시,중앙동,2023-06-06,35
원주시,반곡동,2023-06-06,24
원주시,문막읍,2023-06-06,22
원주시,지정면,2023-06-06,24
강릉시,주문진읍,2023-06-06,24
강릉시,옥천동,2023-06-06,192
동해시,천곡동,2023-06-06,31
삼척시,남양동,2023-06-06,29
평창군,평창읍,2023-06-06,11
정선군,정선읍,2023-06-06,25
횡성군,횡성읍,2023-06-06,20
고성군,상리,2023-06-06,17
양양군,양양읍,2023-06-06,18
속초시,금호동,2023-06-06,29
철원군,갈말읍,2023-06-06,23
홍천군,홍천읍,2023-06-06,20
영월군,영월읍,2023-06-06,25
화천군,화천읍,2023-06-06,18
태백시,황지동,2023-06-06,25
인제군,인제읍,2023-06-06,18
횡성군,우천면,2023-06-06,23
춘천시,중앙로,2023-06-07,34
춘천시,석사동,2023-06-07,33
춘천시,신사우동,2023-06-07,32
양구군,양구읍,2023-06-07,23
원주시,중앙동,2023-06-07,54
원주시,반곡동,2023-06-07,39
원주시,문막읍,2023-06-07,33
원주시,지정면,2023-06-07,39
강릉시,주문진읍,2023-06-07,33
강릉시,옥천동,2023-06-07,38
동해시,천곡동,2023-06-07,40
삼척시,남양동,2023-06-07,36
평창군,평창읍,2023-06-07,21
정선군,정선읍,2023-06-07,40
횡성군,횡성읍,2023-06-07,30
고성군,상리,2023-06-07,68
양양군,양양읍,2023-06-07,27
속초시,금호동,2023-06-07,39
철원군,갈말읍,2023-06-07,47
홍천군,홍천읍,2023-06-07,197
영월군,영월읍,2023-06-07,35
화천군,화천읍,2023-06-07,36
태백시,황지동,2023-06-07,37
인제군,인제읍,2023-06-07,34
횡성군,우천면,2023-06-07,39
춘천시,중앙로,2023-06-08,30
춘천시,석사동,2023-06-08,29
춘천시,신사우동,2023-06-08,29
양구군,양구읍,2023-06-08,22
원주시,중앙동,2023-06-08,128
원주시,반곡동,2023-06-08,54
원주시,문막읍,2023-06-08,29
원주시,지정면,2023-06-08,34
강릉시,주문진읍,2023-06-08,32
강릉시,옥천동,2023-06-08,30
동해시,천곡동,2023-06-08,25
삼척시,남양동,2023-06-08,31
평창군,평창읍,2023-06-08,16
정선군,정선읍,2023-06-08,34
횡성군,횡성읍,2023-06-08,26
고성군,상리,2023-06-08,52
양양군,양양읍,2023-06-08,24
속초시,금호동,2023-06-08,34
철원군,갈말읍,2023-06-08,36
홍천군,홍천읍,2023-06-08,34
영월군,영월읍,2023-06-08,33
화천군,화천읍,2023-06-08,29
태백시,황지동,2023-06-08,25
인제군,인제읍,2023-06-08,26
횡성군,우천면,2023-06-08,36
춘천시,중앙로,2023-06-09,19
춘천시,석사동,2023-06-09,19
춘천시,신사우동,2023-06-09,17
양구군,양구읍,2023-06-09,15
원주시,중앙동,2023-06-09,77
원주시,반곡동,2023-06-09,23
원주시,문막읍,2023-06-09,29
원주시,지정면,2023-06-09,23
강릉시,주문진읍,2023-06-09,13
강릉시,옥천동,2023-06-09,20
동해시,천곡동,2023-06-09,12
삼척시,남양동,2023-06-09,20
평창군,평창읍,2023-06-09,10
정선군,정선읍,2023-06-09,22
횡성군,횡성읍,2023-06-09,17
고성군,상리,2023-06-09,12
양양군,양양읍,2023-06-09,13
속초시,금호동,2023-06-09,20
철원군,갈말읍,2023-06-09,103
홍천군,홍천읍,2023-06-09,20
영월군,영월읍,2023-06-09,21
화천군,화천읍,2023-06-09,18
태백시,황지동,2023-06-09,16
인제군,인제읍,2023-06-09,17
횡성군,우천면,2023-06-09,20
춘천시,중앙로,2023-06-10,28
춘천시,석사동,2023-06-10,26
춘천시,신사우동,2023-06-10,25
양구군,양구읍,2023-06-10,21
원주시,중앙동,2023-06-10,36
원주시,반곡동,2023-06-10,26
원주시,문막읍,2023-06-10,26
원주시,지정면,2023-06-10,27
강릉시,주문진읍,2023-06-10,19
강릉시,옥천동,2023-06-10,26
동해시,천곡동,2023-06-10,28
삼척시,남양동,2023-06-10,24
평창군,평창읍,2023-06-10,10
정선군,정선읍,2023-06-10,23
횡성군,횡성읍,2023-06-10,19
고성군,상리,2023-06-10,17
양양군,양양읍,2023-06-10,17
속초시,금호동,2023-06-10,30
철원군,갈말읍,2023-06-10,28
홍천군,홍천읍,2023-06-10,24
영월군,영월읍,2023-06-10,21
화천군,화천읍,2023-06-10,23
태백시,황지동,2023-06-10,21
인제군,인제읍,2023-06-10,20
횡성군,우천면,2023-06-10,22
춘천시,중앙로,2023-06-11,19
춘천시,석사동,2023-06-11,20
춘천시,신사우동,2023-06-11,18
양구군,양구읍,2023-06-11,16
원주시,중앙동,2023-06-11,37
원주시,반곡동,2023-06-11,26
원주시,문막읍,2023-06-11,21
원주시,지정면,2023-06-11,27
강릉시,주문진읍,2023-06-11,21
강릉시,옥천동,2023-06-11,26
동해시,천곡동,2023-06-11,26
삼척시,남양동,2023-06-11,19
평창군,평창읍,2023-06-11,10
정선군,정선읍,2023-06-11,22
횡성군,횡성읍,2023-06-11,20
고성군,상리,2023-06-11,15
양양군,양양읍,2023-06-11,18
속초시,금호동,2023-06-11,27
철원군,갈말읍,2023-06-11,20
홍천군,홍천읍,2023-06-11,21
영월군,영월읍,2023-06-11,22
화천군,화천읍,2023-06-11,18
태백시,황지동,2023-06-11,19
인제군,인제읍,2023-06-11,18
횡성군,우천면,2023-06-11,20
춘천시,중앙로,2023-06-12,22
춘천시,석사동,2023-06-12,19
춘천시,신사우동,2023-06-12,19
양구군,양구읍,2023-06-12,14
원주시,중앙동,2023-06-12,40
원주시,반곡동,2023-06-12,28
원주시,문막읍,2023-06-12,24
원주시,지정면,2023-06-12,26
강릉시,주문진읍,2023-06-12,20
강릉시,옥천동,2023-06-12,-2404
동해시,천곡동,2023-06-12,26
삼척시,남양동,2023-06-12,22
평창군,평창읍,2023-06-12,13
정선군,정선읍,2023-06-12,23
횡성군,횡성읍,2023-06-12,20
고성군,상리,2023-06-12,13
양양군,양양읍,2023-06-12,21
속초시,금호동,2023-06-12,26
철원군,갈말읍,2023-06-12,24
홍천군,홍천읍,2023-06-12,21
영월군,영월읍,2023-06-12,22
화천군,화천읍,2023-06-12,24
태백시,황지동,2023-06-12,22
인제군,인제읍,2023-06-12,17
횡성군,우천면,2023-06-12,23
춘천시,중앙로,2023-06-13,22
춘천시,석사동,2023-06-13,21
춘천시,신사우동,2023-06-13,20
양구군,양구읍,2023-06-13,14
원주시,중앙동,2023-06-13,48
원주시,반곡동,2023-06-13,31
원주시,문막읍,2023-06-13,28
원주시,지정면,2023-06-13,32
강릉시,주문진읍,2023-06-13,97
강릉시,옥천동,2023-06-13,-749
동해시,천곡동,2023-06-13,26
삼척시,남양동,2023-06-13,23
평창군,평창읍,2023-06-13,12
정선군,정선읍,2023-06-13,-809
횡성군,횡성읍,2023-06-13,23
고성군,상리,2023-06-13,9
양양군,양양읍,2023-06-13,20
속초시,금호동,2023-06-13,24
철원군,갈말읍,2023-06-13,26
홍천군,홍천읍,2023-06-13,23
영월군,영월읍,2023-06-13,25
화천군,화천읍,2023-06-13,23
태백시,황지동,2023-06-13,-317
인제군,인제읍,2023-06-13,16
횡성군,우천면,2023-06-13,29
춘천시,중앙로,2023-06-14,17
춘천시,석사동,2023-06-14,19
춘천시,신사우동,2023-06-14,17
양구군,양구읍,2023-06-14,13
원주시,중앙동,2023-06-14,45
원주시,반곡동,2023-06-14,26
원주시,문막읍,2023-06-14,27
원주시,지정면,2023-06-14,24
강릉시,주문진읍,2023-06-14,-409
강릉시,옥천동,2023-06-14,173
동해시,천곡동,2023-06-14,25
삼척시,남양동,2023-06-14,20
평창군,평창읍,2023-06-14,-825
정선군,정선읍,2023-06-14,19
횡성군,횡성읍,2023-06-14,18
고성군,상리,2023-06-14,14
양양군,양양읍,2023-06-14,16
속초시,금호동,2023-06-14,21
철원군,갈말읍,2023-06-14,19
홍천군,홍천읍,2023-06-14,21
영월군,영월읍,2023-06-14,21
화천군,화천읍,2023-06-14,16
태백시,황지동,2023-06-14,17
인제군,인제읍,2023-06-14,17
횡성군,우천면,2023-06-14,24
춘천시,중앙로,2023-06-15,21
춘천시,석사동,2023-06-15,24
춘천시,신사우동,2023-06-15,18
양구군,양구읍,2023-06-15,14
원주시,중앙동,2023-06-15,154
원주시,반곡동,2023-06-15,24
원주시,문막읍,2023-06-15,23
원주시,지정면,2023-06-15,26
강릉시,주문진읍,2023-06-15,12
강릉시,옥천동,2023-06-15,13
동해시,천곡동,2023-06-15,15
삼척시,남양동,2023-06-15,16
평창군,평창읍,2023-06-15,5
정선군,정선읍,2023-06-15,15
