지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2017-06-01,48
춘천시,석사동,2017-06-01,43
원주시,중앙동,2017-06-01,50
원주시,반곡동,2017-06-01,46
강릉시,옥천동,2017-06-01,30
동해시,천곡동,2017-06-01,6
삼척시,남양동,2017-06-01,49
춘천시,중앙로,2017-06-02,28
춘천시,석사동,2017-06-02,22
원주시,중앙동,2017-06-02,25
원주시,반곡동,2017-06-02,29
강릉시,옥천동,2017-06-02,22
동해시,천곡동,2017-06-02,27
삼척시,남양동,2017-06-02,23
춘천시,중앙로,2017-06-03,37
춘천시,석사동,2017-06-03,29
원주시,중앙동,2017-06-03,26
원주시,반곡동,2017-06-03,34
강릉시,옥천동,2017-06-03,25
동해시,천곡동,2017-06-03,31
삼척시,남양동,2017-06-03,26
춘천시,중앙로,2017-06-04,34
춘천시,석사동,2017-06-04,26
원주시,중앙동,2017-06-04,24
원주시,반곡동,2017-06-04,30
강릉시,옥천동,2017-06-04,27
동해시,천곡동,2017-06-04,29
삼척시,남양동,2017-06-04,25
춘천시,중앙로,2017-06-05,21
춘천시,석사동,2017-06-05,20
원주시,중앙동,2017-06-05,20
원주시,반곡동,2017-06-05,25
강릉시,옥천동,2017-06-05,18
동해시,천곡동,2017-06-05,22
삼척시,남양동,2017-06-05,19
춘천시,중앙로,2017-06-06,27
춘천시,석사동,2017-06-06,0
원주시,중앙동,2017-06-06,20
원주시,반곡동,2017-06-06,23
강릉시,옥천동,2017-06-06,23
동해시,천곡동,2017-06-06,29
삼척시,남양동,2017-06-06,24
춘천시,중앙로,2017-06-07,14
춘천시,석사동,2017-06-07,13
원주시,중앙동,2017-06-07,16
원주시,반곡동,2017-06-07,19
강릉시,옥천동,2017-06-07,20
동해시,천곡동,2017-06-07,31
삼척시,남양동,2017-06-07,31
춘천시,중앙로,2017-06-08,39
춘천시,석사동,2017-06-08,34
원주시,중앙동,2017-06-08,44
원주시,반곡동,2017-06-08,45
강릉시,옥천동,2017-06-08,27
동해시,천곡동,2017-06-08,30
삼척시,남양동,2017-06-08,28
춘천시,중앙로,2017-06-09,55
춘천시,석사동,2017-06-09,48
원주시,중앙동,2017-06-09,50
원주시,반곡동,2017-06-09,59
강릉시,옥천동,2017-06-09,44
동해시,천곡동,2017-06-09,41
삼척시,남양동,2017-06-09,38
춘천시,중앙로,2017-06-10,56
춘천시,석사동,2017-06-10,53
