지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2021-07-01,23
춘천시,석사동,2021-07-01,23
춘천시,신사우동,2021-07-01,19
양구군,양구읍,2021-07-01,17
원주시,중앙동,2021-07-01,27
원주시,반곡동,2021-07-01,29
원주시,문막읍,2021-07-01,23
강릉시,옥천동,2021-07-01,26
동해시,천곡동,2021-07-01,22
삼척시,남양동,2021-07-01,19
평창군,평창읍,2021-07-01,26
정선군,정선읍,2021-07-01,21
횡성군,횡성읍,2021-07-01,22
고성군,상리,2021-07-01,17
양양군,양양읍,2021-07-01,17
속초시,금호동,2021-07-01,21
철원군,갈말읍,2021-07-01,174
홍천군,홍천읍,2021-07-01,22
영월군,영월읍,2021-07-01,21
화천군,화천읍,2021-07-01,20
태백시,황지동,2021-07-01,23
인제군,인제읍,2021-07-01,19
춘천시,중앙로,2021-07-02,20
춘천시,석사동,2021-07-02,18
춘천시,신사우동,2021-07-02,17
양구군,양구읍,2021-07-02,17
원주시,중앙동,2021-07-02,25
원주시,반곡동,2021-07-02,26
원주시,문막읍,2021-07-02,20
강릉시,옥천동,2021-07-02,17
동해시,천곡동,2021-07-02,16
삼척시,남양동,2021-07-02,13
평창군,평창읍,2021-07-02,24
정선군,정선읍,2021-07-02,22
횡성군,횡성읍,2021-07-02,17
고성군,상리,2021-07-02,10
양양군,양양읍,2021-07-02,12
속초시,금호동,2021-07-02,14
철원군,갈말읍,2021-07-02,21
홍천군,홍천읍,2021-07-02,93
영월군,영월읍,2021-07-02,19
화천군,화천읍,2021-07-02,17
태백시,황지동,2021-07-02,18
인제군,인제읍,2021-07-02,15
춘천시,중앙로,2021-07-03,9
춘천시,석사동,2021-07-03,11
춘천시,신사우동,2021-07-03,11
양구군,양구읍,2021-07-03,10
원주시,중앙동,2021-07-03,14
원주시,반곡동,2021-07-03,12
원주시,문막읍,2021-07-03,13
강릉시,옥천동,2021-07-03,16
동해시,천곡동,2021-07-03,15
삼척시,남양동,2021-07-03,13
평창군,평창읍,2021-07-03,16
정선군,정선읍,2021-07-03,12
횡성군,횡성읍,2021-07-03,7
고성군,상리,2021-07-03,10
양양군,양양읍,2021-07-03,10
속초시,금호동,2021-07-03,14
철원군,갈말읍,2021-07-03,14
홍천군,홍천읍,2021-07-03,10
영월군,영월읍,2021-07-03,11
화천군,화천읍,2021-07-03,9
태백시,황지동,2021-07-03,10
인제군,인제읍,2021-07-03,10
춘천시,중앙로,2021-07-04,3
춘천시,석사동,2021-07-04,7
춘천시,신사우동,2021-07-04,5
양구군,양구읍,2021-07-04,5
원주시,중앙동,2021-07-04,12
원주시,반곡동,2021-07-04,7
원주시,문막읍,2021-07-04,6
강릉시,옥천동,2021-07-04,6
동해시,천곡동,2021-07-04,11
삼척시,남양동,2021-07-04,8
평창군,평창읍,2021-07-04,9
정선군,정선읍,2021-07-04,5
횡성군,횡성읍,2021-07-04,6
고성군,상리,2021-07-04,5
양양군,양양읍,2021-07-04,4
속초시,금호동,2021-07-04,10
철원군,갈말읍,2021-07-04,5
홍천군,홍천읍,2021-07-04,4
영월군,영월읍,2021-07-04,7
화천군,화천읍,2021-07-04,5
태백시,황지동,2021-07-04,4
인제군,인제읍,2021-07-04,5
춘천시,중앙로,2021-07-05,14
춘천시,석사동,2021-07-05,18
춘천시,신사우동,2021-07-05,15
양구군,양구읍,2021-07-05,14
원주시,중앙동,2021-07-05,63
원주시,반곡동,2021-07-05,21
원주시,문막읍,2021-07-05,20
강릉시,옥천동,2021-07-05,18
동해시,천곡동,2021-07-05,24
삼척시,남양동,2021-07-05,17
평창군,평창읍,2021-07-05,21
정선군,정선읍,2021-07-05,15
횡성군,횡성읍,2021-07-05,17
고성군,상리,2021-07-05,9
양양군,양양읍,2021-07-05,10
속초시,금호동,2021-07-05,15
철원군,갈말읍,2021-07-05,18
홍천군,홍천읍,2021-07-05,15
영월군,영월읍,2021-07-05,16
화천군,화천읍,2021-07-05,15
태백시,황지동,2021-07-05,9
인제군,인제읍,2021-07-05,13
춘천시,중앙로,2021-07-06,28
춘천시,석사동,2021-07-06,33
춘천시,신사우동,2021-07-06,25
양구군,양구읍,2021-07-06,20
원주시,중앙동,2021-07-06,33
원주시,반곡동,2021-07-06,35
원주시,문막읍,2021-07-06,30
강릉시,옥천동,2021-07-06,107
동해시,천곡동,2021-07-06,27
삼척시,남양동,2021-07-06,20
평창군,평창읍,2021-07-06,28
정선군,정선읍,2021-07-06,-813
횡성군,횡성읍,2021-07-06,31
고성군,상리,2021-07-06,20
양양군,양양읍,2021-07-06,20
속초시,금호동,2021-07-06,24
철원군,갈말읍,2021-07-06,26
홍천군,홍천읍,2021-07-06,25
영월군,영월읍,2021-07-06,24
화천군,화천읍,2021-07-06,25
태백시,황지동,2021-07-06,16
인제군,인제읍,2021-07-06,22
춘천시,중앙로,2021-07-07,35
춘천시,석사동,2021-07-07,37
춘천시,신사우동,2021-07-07,28
양구군,양구읍,2021-07-07,29
원주시,중앙동,2021-07-07,20
원주시,반곡동,2021-07-07,19
원주시,문막읍,2021-07-07,13
강릉시,옥천동,2021-07-07,30
동해시,천곡동,2021-07-07,22
삼척시,남양동,2021-07-07,19
평창군,평창읍,2021-07-07,24
정선군,정선읍,2021-07-07,20
횡성군,횡성읍,2021-07-07,22
고성군,상리,2021-07-07,19
양양군,양양읍,2021-07-07,20
속초시,금호동,2021-07-07,22
철원군,갈말읍,2021-07-07,37
홍천군,홍천읍,2021-07-07,23
영월군,영월읍,2021-07-07,15
화천군,화천읍,2021-07-07,31
태백시,황지동,2021-07-07,-822
인제군,인제읍,2021-07-07,28
춘천시,중앙로,2021-07-08,18
춘천시,석사동,2021-07-08,20
춘천시,신사우동,2021-07-08,16
양구군,양구읍,2021-07-08,33
원주시,중앙동,2021-07-08,17
원주시,반곡동,2021-07-08,15
원주시,문막읍,2021-07-08,13
강릉시,옥천동,2021-07-08,98
동해시,천곡동,2021-07-08,9
삼척시,남양동,2021-07-08,9
평창군,평창읍,2021-07-08,15
정선군,정선읍,2021-07-08,19
횡성군,횡성읍,2021-07-08,16
고성군,상리,2021-07-08,9
양양군,양양읍,2021-07-08,8
속초시,금호동,2021-07-08,12
철원군,갈말읍,2021-07-08,23
홍천군,홍천읍,2021-07-08,16
영월군,영월읍,2021-07-08,12
화천군,화천읍,2021-07-08,18
태백시,황지동,2021-07-08,12
인제군,인제읍,2021-07-08,18
춘천시,중앙로,2021-07-09,17
춘천시,석사동,2021-07-09,18
춘천시,신사우동,2021-07-09,13
양구군,양구읍,2021-07-09,17
원주시,중앙동,2021-07-09,17
원주시,반곡동,2021-07-09,13
원주시,문막읍,2021-07-09,27
강릉시,옥천동,2021-07-09,12
동해시,천곡동,2021-07-09,9
삼척시,남양동,2021-07-09,9
평창군,평창읍,2021-07-09,16
정선군,정선읍,2021-07-09,15
횡성군,횡성읍,2021-07-09,13
고성군,상리,2021-07-09,9
양양군,양양읍,2021-07-09,8
속초시,금호동,2021-07-09,9
철원군,갈말읍,2021-07-09,19
홍천군,홍천읍,2021-07-09,13
영월군,영월읍,2021-07-09,13
화천군,화천읍,2021-07-09,13
태백시,황지동,2021-07-09,10
인제군,인제읍,2021-07-09,13
춘천시,중앙로,2021-07-10,22
춘천시,석사동,2021-07-10,25
춘천시,신사우동,2021-07-10,18
양구군,양구읍,2021-07-10,18
원주시,중앙동,2021-07-10,29
원주시,반곡동,2021-07-10,27
원주시,문막읍,2021-07-10,24
강릉시,옥천동,2021-07-10,23
동해시,천곡동,2021-07-10,29
삼척시,남양동,2021-07-10,20
평창군,평창읍,2021-07-10,20
정선군,정선읍,2021-07-10,19
횡성군,횡성읍,2021-07-10,19
고성군,상리,2021-07-10,18
양양군,양양읍,2021-07-10,17
속초시,금호동,2021-07-10,22
철원군,갈말읍,2021-07-10,24
홍천군,홍천읍,2021-07-10,16
영월군,영월읍,2021-07-10,18
화천군,화천읍,2021-07-10,19
태백시,황지동,2021-07-10,16
인제군,인제읍,2021-07-10,20
춘천시,중앙로,2021-07-11,30
춘천시,석사동,2021-07-11,29
춘천시,신사우동,2021-07-11,23
양구군,양구읍,2021-07-11,26
원주시,중앙동,2021-07-11,65
원주시,반곡동,2021-07-11,23
원주시,문막읍,2021-07-11,17
강릉시,옥천동,2021-07-11,25
동해시,천곡동,2021-07-11,23
삼척시,남양동,2021-07-11,18
평창군,평창읍,2021-07-11,22
정선군,정선읍,2021-07-11,24
횡성군,횡성읍,2021-07-11,16
고성군,상리,2021-07-11,20
양양군,양양읍,2021-07-11,18
속초시,금호동,2021-07-11,23
철원군,갈말읍,2021-07-11,29
홍천군,홍천읍,2021-07-11,18
영월군,영월읍,2021-07-11,20
화천군,화천읍,2021-07-11,23
태백시,황지동,2021-07-11,13
인제군,인제읍,2021-07-11,23
춘천시,중앙로,2021-07-12,25
춘천시,석사동,2021-07-12,26
춘천시,신사우동,2021-07-12,20
양구군,양구읍,2021-07-12,25
원주시,중앙동,2021-07-12,26
원주시,반곡동,2021-07-12,25
원주시,문막읍,2021-07-12,20
강릉시,옥천동,2021-07-12,26
동해시,천곡동,2021-07-12,26
삼척시,남양동,2021-07-12,25
평창군,평창읍,2021-07-12,23
정선군,정선읍,2021-07-12,21
횡성군,횡성읍,2021-07-12,18
고성군,상리,2021-07-12,21
양양군,양양읍,2021-07-12,22
속초시,금호동,2021-07-12,23
철원군,갈말읍,2021-07-12,33
홍천군,홍천읍,2021-07-12,16
영월군,영월읍,2021-07-12,22
화천군,화천읍,2021-07-12,23
태백시,황지동,2021-07-12,14
인제군,인제읍,2021-07-12,22
춘천시,중앙로,2021-07-13,32
춘천시,석사동,2021-07-13,31
춘천시,신사우동,2021-07-13,24
양구군,양구읍,2021-07-13,23
원주시,중앙동,2021-07-13,81
원주시,반곡동,2021-07-13,31
원주시,문막읍,2021-07-13,27
강릉시,옥천동,2021-07-13,30
동해시,천곡동,2021-07-13,32
삼척시,남양동,2021-07-13,27
평창군,평창읍,2021-07-13,25
정선군,정선읍,2021-07-13,25
횡성군,횡성읍,2021-07-13,23
고성군,상리,2021-07-13,22
양양군,양양읍,2021-07-13,19
속초시,금호동,2021-07-13,25
철원군,갈말읍,2021-07-13,30
홍천군,홍천읍,2021-07-13,21
영월군,영월읍,2021-07-13,22
화천군,화천읍,2021-07-13,24
태백시,황지동,2021-07-13,21
인제군,인제읍,2021-07-13,21
춘천시,중앙로,2021-07-14,29
춘천시,석사동,2021-07-14,26
춘천시,신사우동,2021-07-14,21
양구군,양구읍,2021-07-14,20
원주시,중앙동,2021-07-14,24
원주시,반곡동,2021-07-14,24
원주시,문막읍,2021-07-14,21
강릉시,옥천동,2021-07-14,31
동해시,천곡동,2021-07-14,29
삼척시,남양동,2021-07-14,33
평창군,평창읍,2021-07-14,23
정선군,정선읍,2021-07-14,28
횡성군,횡성읍,2021-07-14,18
고성군,상리,2021-07-14,22
양양군,양양읍,2021-07-14,22
속초시,금호동,2021-07-14,28
철원군,갈말읍,2021-07-14,25
홍천군,홍천읍,2021-07-14,20
영월군,영월읍,2021-07-14,22
화천군,화천읍,2021-07-14,20
태백시,황지동,2021-07-14,24
인제군,인제읍,2021-07-14,22
춘천시,중앙로,2021-07-15,20
춘천시,석사동,2021-07-15,20
춘천시,신사우동,2021-07-15,15
양구군,양구읍,2021-07-15,15
원주시,중앙동,2021-07-15,22
원주시,반곡동,2021-07-15,20
원주시,문막읍,2021-07-15,19
강릉시,옥천동,2021-07-15,30
동해시,천곡동,2021-07-15,24
삼척시,남양동,2021-07-15,20
평창군,평창읍,2021-07-15,17
정선군,정선읍,2021-07-15,21
횡성군,횡성읍,2021-07-15,14
고성군,상리,2021-07-15,21
양양군,양양읍,2021-07-15,18
속초시,금호동,2021-07-15,24
철원군,갈말읍,2021-07-15,19
홍천군,홍천읍,2021-07-15,15
영월군,영월읍,2021-07-15,18
화천군,화천읍,2021-07-15,14
태백시,황지동,2021-07-15,17
인제군,인제읍,2021-07-15,17
춘천시,중앙로,2021-07-16,17
춘천시,석사동,2021-07-16,21
춘천시,신사우동,2021-07-16,13
양구군,양구읍,2021-07-16,14
원주시,중앙동,2021-07-16,23
원주시,반곡동,2021-07-16,22
원주시,문막읍,2021-07-16,17
강릉시,옥천동,2021-07-16,23
동해시,천곡동,2021-07-16,21
삼척시,남양동,2021-07-16,15
평창군,평창읍,2021-07-16,16
정선군,정선읍,2021-07-16,17
횡성군,횡성읍,2021-07-16,14
고성군,상리,2021-07-16,16
양양군,양양읍,2021-07-16,14
속초시,금호동,2021-07-16,19
철원군,갈말읍,2021-07-16,14
홍천군,홍천읍,2021-07-16,15
영월군,영월읍,2021-07-16,18
화천군,화천읍,2021-07-16,14
태백시,황지동,2021-07-16,12
인제군,인제읍,2021-07-16,16
춘천시,중앙로,2021-07-17,14
춘천시,석사동,2021-07-17,15
춘천시,신사우동,2021-07-17,12
양구군,양구읍,2021-07-17,12
원주시,중앙동,2021-07-17,18
원주시,반곡동,2021-07-17,18
원주시,문막읍,2021-07-17,13
강릉시,옥천동,2021-07-17,13
동해시,천곡동,2021-07-17,14
삼척시,남양동,2021-07-17,10
평창군,평창읍,2021-07-17,12
정선군,정선읍,2021-07-17,13
횡성군,횡성읍,2021-07-17,10
고성군,상리,2021-07-17,10
양양군,양양읍,2021-07-17,10
속초시,금호동,2021-07-17,13
철원군,갈말읍,2021-07-17,11
홍천군,홍천읍,2021-07-17,10
영월군,영월읍,2021-07-17,13
화천군,화천읍,2021-07-17,11
태백시,황지동,2021-07-17,5
인제군,인제읍,2021-07-17,14
춘천시,중앙로,2021-07-18,12
춘천시,석사동,2021-07-18,16
춘천시,신사우동,2021-07-18,11
양구군,양구읍,2021-07-18,9
원주시,중앙동,2021-07-18,13
원주시,반곡동,2021-07-18,12
원주시,문막읍,2021-07-18,11
강릉시,옥천동,2021-07-18,14
동해시,천곡동,2021-07-18,16
삼척시,남양동,2021-07-18,12
평창군,평창읍,2021-07-18,10
정선군,정선읍,2021-07-18,10
횡성군,횡성읍,2021-07-18,8
고성군,상리,2021-07-18,10
양양군,양양읍,2021-07-18,11
속초시,금호동,2021-07-18,14
철원군,갈말읍,2021-07-18,11
홍천군,홍천읍,2021-07-18,8
영월군,영월읍,2021-07-18,11
화천군,화천읍,2021-07-18,12
태백시,황지동,2021-07-18,6
인제군,인제읍,2021-07-18,11
춘천시,중앙로,2021-07-19,12
춘천시,석사동,2021-07-19,16
춘천시,신사우동,2021-07-19,11
양구군,양구읍,2021-07-19,11
원주시,중앙동,2021-07-19,18
원주시,반곡동,2021-07-19,14
원주시,문막읍,2021-07-19,13
강릉시,옥천동,2021-07-19,14
동해시,천곡동,2021-07-19,16
삼척시,남양동,2021-07-19,12
평창군,평창읍,2021-07-19,11
정선군,정선읍,2021-07-19,10
횡성군,횡성읍,2021-07-19,9
고성군,상리,2021-07-19,11
양양군,양양읍,2021-07-19,12
속초시,금호동,2021-07-19,14
철원군,갈말읍,2021-07-19,13
홍천군,홍천읍,2021-07-19,9
영월군,영월읍,2021-07-19,14
화천군,화천읍,2021-07-19,11
태백시,황지동,2021-07-19,10
인제군,인제읍,2021-07-19,10
춘천시,중앙로,2021-07-20,11
춘천시,석사동,2021-07-20,17
춘천시,신사우동,2021-07-20,13
양구군,양구읍,2021-07-20,10
원주시,중앙동,2021-07-20,100
원주시,반곡동,2021-07-20,19
원주시,문막읍,2021-07-20,15
강릉시,옥천동,2021-07-20,16
동해시,천곡동,2021-07-20,19
삼척시,남양동,2021-07-20,14
평창군,평창읍,2021-07-20,94
정선군,정선읍,2021-07-20,14
횡성군,횡성읍,2021-07-20,10
고성군,상리,2021-07-20,9
양양군,양양읍,2021-07-20,9
속초시,금호동,2021-07-20,12
철원군,갈말읍,2021-07-20,15
홍천군,홍천읍,2021-07-20,11
영월군,영월읍,2021-07-20,14
화천군,화천읍,2021-07-20,10
태백시,황지동,2021-07-20,-407
인제군,인제읍,2021-07-20,10
춘천시,중앙로,2021-07-21,16
춘천시,석사동,2021-07-21,18
춘천시,신사우동,2021-07-21,13
양구군,양구읍,2021-07-21,12
원주시,중앙동,2021-07-21,18
원주시,반곡동,2021-07-21,20
원주시,문막읍,2021-07-21,16
강릉시,옥천동,2021-07-21,19
동해시,천곡동,2021-07-21,21
삼척시,남양동,2021-07-21,11
평창군,평창읍,2021-07-21,10
정선군,정선읍,2021-07-21,16
횡성군,횡성읍,2021-07-21,12
고성군,상리,2021-07-21,11
양양군,양양읍,2021-07-21,10
속초시,금호동,2021-07-21,12
철원군,갈말읍,2021-07-21,13
홍천군,홍천읍,2021-07-21,9
영월군,영월읍,2021-07-21,18
화천군,화천읍,2021-07-21,12
태백시,황지동,2021-07-21,10
인제군,인제읍,2021-07-21,11
춘천시,중앙로,2021-07-22,17
춘천시,석사동,2021-07-22,19
춘천시,신사우동,2021-07-22,12
양구군,양구읍,2021-07-22,13
원주시,중앙동,2021-07-22,20
원주시,반곡동,2021-07-22,20
원주시,문막읍,2021-07-22,20
강릉시,옥천동,2021-07-22,98
동해시,천곡동,2021-07-22,16
삼척시,남양동,2021-07-22,10
평창군,평창읍,2021-07-22,9
정선군,정선읍,2021-07-22,97
횡성군,횡성읍,2021-07-22,14
고성군,상리,2021-07-22,10
양양군,양양읍,2021-07-22,10
속초시,금호동,2021-07-22,13
철원군,갈말읍,2021-07-22,30
홍천군,홍천읍,2021-07-22,13
영월군,영월읍,2021-07-22,18
화천군,화천읍,2021-07-22,12
태백시,황지동,2021-07-22,11
인제군,인제읍,2021-07-22,13
춘천시,중앙로,2021-07-23,20
