0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
시군,측정소,평균,01일,02일,03일,04일,05일,06일,07일,08일,09일,10일,11일,12일,13일,14일,15일,16일,17일,18일,19일,20일,21일,22일,23일,24일,25일,26일,27일,28일,29일,30일,31일
통합,평균,-46,96,68,40,19,-67,-317,44,54,33,29,25,36,32,-59,24,30,28,62,28,23,35,44,-246,-452,-145,17,38,-20,12,27,-
춘천시,중앙로,137,134,88,43,19,33,50,54,60,46,46,32,48,39,21,28,33,27,89,34,33,48,69,66,47,16,24,38,32,33,41,-
춘천시,석사동,133,122,82,43,22,36,50,53,61,46,45,29,42,33,26,27,29,26,85,35,36,46,63,56,49,17,25,38,32,34,40,-
양구군,양구읍,105,92,67,38,18,30,38,46,47,41,37,26,36,33,17,27,29,32,63,31,29,34,50,44,28,11,18,28,21,17,24,-
원주시,중앙동,152,122,86,52,50,72,51,53,91,45,38,70,75,109,51,19,29,22,58,23,23,38,62,41,27,21,18,73,34,32,33,-
원주시,반곡동,115,124,89,53,15,-,32,52,110,3,3,12,33,29,18,26,33,29,68,32,32,42,51,38,28,23,27,33,38,39,42,-
원주시,문막읍,105,88,69,39,15,34,45,48,52,46,40,22,30,27,17,19,25,22,55,28,26,33,39,30,24,23,20,30,30,36,37,-
강릉시,옥천동,-35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-365,17,-
동해시,천곡동,71,79,58,32,17,21,34,28,37,19,18,13,32,19,16,26,30,35,46,19,18,24,32,-,-,-,6,15,6,13,14,-
삼척시,남양동,78,80,50,37,17,23,35,33,36,21,21,19,30,20,17,29,28,36,49,21,17,22,25,16,20,11,13,20,9,16,13,-
평창군,평창읍,119,95,79,45,21,33,50,50,57,48,39,30,41,37,25,28,46,35,72,31,28,39,44,32,32,18,20,39,26,28,26,-
정선군,정선읍,-928,128,66,41,19,-1984,-7487,46,50,37,23,23,36,36,-396,28,48,37,64,29,28,37,47,34,27,14,17,31,-405,29,22,-
횡성군,횡성읍,124,106,88,47,17,40,50,55,61,53,45,30,44,31,20,23,27,24,68,31,30,40,50,37,26,26,20,37,33,37,40,-
고성군,상리,85,90,62,40,15,27,41,43,36,23,21,21,30,29,17,29,26,32,49,25,15,35,45,25,15,5,8,17,4,12,13,-
양양군,양양읍,82,94,63,39,17,24,36,37,39,24,17,18,30,22,15,24,23,34,56,25,13,32,38,22,16,6,11,15,5,12,13,-
속초시,금호동,100,91,64,40,21,25,39,34,44,22,25,18,34,29,17,29,28,38,55,27,16,40,56,31,21,8,12,102,5,14,15,-
철원군,갈말읍,134,108,72,44,14,37,49,53,124,36,38,30,29,35,21,29,21,21,93,37,21,35,42,39,35,23,21,124,27,43,42,-
홍천군,홍천읍,138,85,78,49,21,34,51,55,59,47,42,38,41,37,27,27,34,25,85,40,35,47,58,49,35,23,24,44,37,112,41,-
영월군,영월읍,112,92,71,42,17,32,53,52,56,47,32,25,47,35,20,21,43,33,66,29,27,36,36,29,29,21,13,32,24,32,31,-
화천군,화천읍,90,79,58,35,16,22,38,45,43,26,30,25,34,27,18,24,18,17,67,28,21,23,35,30,31,14,14,25,20,16,23,-
태백시,황지동,-1977,109,70,40,22,34,47,47,40,30,27,23,33,28,-1229,33,56,49,56,29,24,46,39,-5818,-9998,-3325,23,32,-403,38,28,-
인제군,인제읍,87,93,60,35,19,21,35,38,38,36,29,21,30,24,16,18,21,20,65,29,20,31,39,31,17,8,13,20,6,16,21,-
