지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2020-04-01,53
춘천시,석사동,2020-04-01,55
춘천시,신사우동,2020-04-01,47
양구군,양구읍,2020-04-01,40
원주시,중앙동,2020-04-01,59
원주시,반곡동,2020-04-01,69
원주시,문막읍,2020-04-01,61
강릉시,옥천동,2020-04-01,45
동해시,천곡동,2020-04-01,34
삼척시,남양동,2020-04-01,35
평창군,평창읍,2020-04-01,47
정선군,정선읍,2020-04-01,35
횡성군,횡성읍,2020-04-01,65
고성군,상리,2020-04-01,40
양양군,양양읍,2020-04-01,39
속초시,금호동,2020-04-01,778
철원군,갈말읍,2020-04-01,72
홍천군,홍천읍,2020-04-01,56
영월군,영월읍,2020-04-01,49
화천군,화천읍,2020-04-01,49
태백시,황지동,2020-04-01,50
인제군,인제읍,2020-04-01,34
춘천시,중앙로,2020-04-02,36
춘천시,석사동,2020-04-02,36
춘천시,신사우동,2020-04-02,34
양구군,양구읍,2020-04-02,29
원주시,중앙동,2020-04-02,20
원주시,반곡동,2020-04-02,32
원주시,문막읍,2020-04-02,31
강릉시,옥천동,2020-04-02,29
동해시,천곡동,2020-04-02,30
삼척시,남양동,2020-04-02,30
평창군,평창읍,2020-04-02,35
정선군,정선읍,2020-04-02,35
횡성군,횡성읍,2020-04-02,31
고성군,상리,2020-04-02,29
양양군,양양읍,2020-04-02,28
속초시,금호동,2020-04-02,33
철원군,갈말읍,2020-04-02,35
홍천군,홍천읍,2020-04-02,37
영월군,영월읍,2020-04-02,33
화천군,화천읍,2020-04-02,30
태백시,황지동,2020-04-02,33
인제군,인제읍,2020-04-02,29
춘천시,중앙로,2020-04-03,45
춘천시,석사동,2020-04-03,44
춘천시,신사우동,2020-04-03,46
양구군,양구읍,2020-04-03,39
원주시,중앙동,2020-04-03,35
원주시,반곡동,2020-04-03,45
원주시,문막읍,2020-04-03,43
강릉시,옥천동,2020-04-03,35
동해시,천곡동,2020-04-03,27
삼척시,남양동,2020-04-03,32
평창군,평창읍,2020-04-03,45
정선군,정선읍,2020-04-03,46
횡성군,횡성읍,2020-04-03,48
고성군,상리,2020-04-03,34
양양군,양양읍,2020-04-03,33
속초시,금호동,2020-04-03,39
철원군,갈말읍,2020-04-03,46
홍천군,홍천읍,2020-04-03,51
영월군,영월읍,2020-04-03,45
화천군,화천읍,2020-04-03,39
태백시,황지동,2020-04-03,38
인제군,인제읍,2020-04-03,36
춘천시,중앙로,2020-04-04,68
춘천시,석사동,2020-04-04,69
춘천시,신사우동,2020-04-04,75
양구군,양구읍,2020-04-04,52
원주시,중앙동,2020-04-04,63
원주시,반곡동,2020-04-04,76
원주시,문막읍,2020-04-04,57
강릉시,옥천동,2020-04-04,47
동해시,천곡동,2020-04-04,34
삼척시,남양동,2020-04-04,37
평창군,평창읍,2020-04-04,70
정선군,정선읍,2020-04-04,60
횡성군,횡성읍,2020-04-04,73
고성군,상리,2020-04-04,44
양양군,양양읍,2020-04-04,39
속초시,금호동,2020-04-04,51
철원군,갈말읍,2020-04-04,81
홍천군,홍천읍,2020-04-04,81
영월군,영월읍,2020-04-04,69
화천군,화천읍,2020-04-04,55
태백시,황지동,2020-04-04,58
인제군,인제읍,2020-04-04,49
춘천시,중앙로,2020-04-05,40
춘천시,석사동,2020-04-05,43
춘천시,신사우동,2020-04-05,40
양구군,양구읍,2020-04-05,30
원주시,중앙동,2020-04-05,71
원주시,반곡동,2020-04-05,41
원주시,문막읍,2020-04-05,37
강릉시,옥천동,2020-04-05,34
동해시,천곡동,2020-04-05,31
삼척시,남양동,2020-04-05,29
