0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
시군,측정소,평균,01일,02일,03일,04일,05일,06일,07일,08일,09일,10일,11일,12일,13일,14일,15일,16일,17일,18일,19일,20일,21일,22일,23일,24일,25일,26일,27일,28일,29일,30일,31일
통합,평균,-22,16,25,-104,-214,41,39,26,12,11,13,20,17,21,45,-111,-404,-212,57,71,75,73,43,26,8,44,25,29,26,36,20,-
춘천시,중앙로,119,35,27,31,44,48,56,37,12,8,12,17,17,25,52,58,52,43,55,75,80,84,47,23,25,45,29,40,35,54,24,-
춘천시,석사동,105,29,24,9,30,51,52,40,15,10,13,19,19,24,43,48,48,36,47,68,70,76,38,21,20,38,24,36,33,48,24,-
춘천시,신사우동,123,20,24,29,45,47,48,34,11,8,12,18,19,31,58,66,52,39,67,90,87,97,50,24,27,52,33,37,37,48,23,-
양구군,양구읍,100,26,22,18,34,34,38,26,14,8,11,17,16,21,44,46,42,40,65,77,66,70,48,20,22,39,24,27,24,35,26,-
원주시,중앙동,161,45,37,43,54,51,44,26,10,88,56,18,19,29,53,95,56,50,60,83,112,138,83,28,29,95,36,42,48,52,27,-
원주시,반곡동,137,42,38,47,57,66,51,30,11,6,15,19,21,31,54,61,64,53,66,76,104,96,46,31,30,52,35,48,43,52,22,-
원주시,문막읍,123,36,38,42,49,48,46,31,13,7,17,20,22,26,48,50,51,46,55,67,100,99,43,29,28,46,34,35,38,43,25,-
원주시,지정면,97,29,28,32,39,34,35,22,8,7,11,14,16,22,39,39,42,39,45,54,78,81,39,24,18,36,29,28,28,33,19,-
강릉시,옥천동,105,34,19,15,46,40,34,26,14,6,13,17,18,17,50,47,123,44,65,70,66,61,40,21,22,50,21,23,17,16,19,-
동해시,천곡동,68,23,12,12,31,29,27,16,10,5,7,10,10,14,30,28,28,37,43,45,51,42,25,16,15,33,16,19,17,12,15,-
삼척시,남양동,72,28,17,11,30,31,28,18,11,6,9,11,13,12,31,29,30,39,49,48,49,45,30,17,16,36,19,17,13,10,13,-
평창군,평창읍,-1797,37,35,29,47,44,38,26,20,14,19,23,25,27,46,-3214,-9998,-5738,52,70,82,67,39,24,23,45,30,34,26,37,25,-
정선군,정선읍,-14,-302,30,23,41,40,34,23,11,7,11,15,17,20,48,-362,49,45,54,72,73,60,43,24,-394,51,30,26,23,32,19,-
횡성군,횡성읍,128,38,37,42,55,48,40,26,9,6,13,17,21,27,51,60,54,47,58,86,117,105,44,26,25,53,32,35,34,49,24,-
고성군,상리,78,18,11,7,32,31,34,22,18,7,9,14,13,14,38,33,27,28,63,70,45,44,47,19,21,36,12,20,17,20,10,-
양양군,양양읍,77,22,12,8,30,31,37,18,11,5,9,15,12,13,41,40,33,30,61,67,46,38,40,27,21,37,14,21,11,14,10,-
속초시,금호동,84,21,7,8,33,38,40,25,10,3,5,11,9,10,41,36,30,28,61,68,49,46,40,95,15,38,12,21,15,20,9,-
철원군,갈말읍,127,33,26,32,47,45,45,37,11,8,15,24,20,25,55,48,123,32,73,96,79,96,48,28,27,35,24,28,35,46,26,-
홍천군,홍천읍,139,36,26,22,42,42,42,30,14,8,13,100,20,26,46,57,50,47,59,78,87,81,45,25,109,46,33,33,30,114,25,-
영월군,영월읍,97,32,33,31,44,38,29,20,10,5,9,13,16,20,40,46,43,38,42,62,79,68,38,20,17,45,28,30,23,28,21,-
화천군,화천읍,106,27,22,20,38,38,47,28,15,9,13,20,20,23,45,52,38,34,56,83,83,76,48,22,26,37,26,29,29,36,22,-
태백시,황지동,-838,30,23,-2912,-5813,35,29,19,7,5,8,11,14,13,45,43,-376,41,50,57,63,49,30,19,16,40,20,20,14,9,10,-
인제군,인제읍,90,25,18,14,31,35,34,24,11,8,10,15,14,16,37,44,38,30,59,80,70,61,47,19,20,38,19,23,19,25,16,-
