지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2023-08-01,31
춘천시,신사우동,2023-08-01,21
양구군,양구읍,2023-08-01,16
원주시,중앙동,2023-08-01,-348
원주시,반곡동,2023-08-01,36
원주시,문막읍,2023-08-01,33
원주시,지정면,2023-08-01,34
강릉시,주문진읍,2023-08-01,24
강릉시,옥천동,2023-08-01,28
동해시,천곡동,2023-08-01,32
삼척시,남양동,2023-08-01,27
평창군,평창읍,2023-08-01,22
정선군,정선읍,2023-08-01,16
횡성군,횡성읍,2023-08-01,22
고성군,상리,2023-08-01,49
양양군,양양읍,2023-08-01,21
속초시,금호동,2023-08-01,32
철원군,갈말읍,2023-08-01,25
홍천군,홍천읍,2023-08-01,20
영월군,영월읍,2023-08-01,26
화천군,화천읍,2023-08-01,20
태백시,황지동,2023-08-01,11
인제군,인제읍,2023-08-01,20
횡성군,우천면,2023-08-01,17
춘천시,중앙로,2023-08-02,39
춘천시,신사우동,2023-08-02,26
양구군,양구읍,2023-08-02,17
원주시,중앙동,2023-08-02,79
원주시,반곡동,2023-08-02,45
원주시,문막읍,2023-08-02,40
원주시,지정면,2023-08-02,43
강릉시,주문진읍,2023-08-02,27
강릉시,옥천동,2023-08-02,27
동해시,천곡동,2023-08-02,32
삼척시,남양동,2023-08-02,29
평창군,평창읍,2023-08-02,27
정선군,정선읍,2023-08-02,20
횡성군,횡성읍,2023-08-02,26
고성군,상리,2023-08-02,26
양양군,양양읍,2023-08-02,19
속초시,금호동,2023-08-02,31
철원군,갈말읍,2023-08-02,26
홍천군,홍천읍,2023-08-02,25
영월군,영월읍,2023-08-02,28
화천군,화천읍,2023-08-02,24
태백시,황지동,2023-08-02,15
인제군,인제읍,2023-08-02,24
횡성군,우천면,2023-08-02,26
춘천시,중앙로,2023-08-03,29
춘천시,신사우동,2023-08-03,21
양구군,양구읍,2023-08-03,15
원주시,중앙동,2023-08-03,29
원주시,반곡동,2023-08-03,31
원주시,문막읍,2023-08-03,31
원주시,지정면,2023-08-03,35
강릉시,주문진읍,2023-08-03,20
강릉시,옥천동,2023-08-03,18
동해시,천곡동,2023-08-03,23
삼척시,남양동,2023-08-03,19
