0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
시군,측정소,평균,01일,02일,03일,04일,05일,06일,07일,08일,09일,10일,11일,12일,13일,14일,15일,16일,17일,18일,19일,20일,21일,22일,23일,24일,25일,26일,27일,28일,29일,30일,31일
통합,평균,90,31,29,37,14,-20,59,38,38,25,7,2,42,43,40,46,-0,50,46,43,39,-47,64,64,39,54,9,19,26,30,27,-
춘천시,중앙로,116,33,32,41,44,75,60,32,43,23,8,21,43,43,43,51,44,47,46,38,41,33,79,31,36,53,9,20,26,28,32,-
춘천시,석사동,117,29,34,39,43,69,56,31,42,28,6,24,41,42,41,47,42,51,44,39,42,32,78,70,47,46,5,20,25,28,31,-
양구군,양구읍,123,37,32,42,61,75,58,34,40,27,11,28,42,45,41,45,45,51,44,39,42,31,67,66,45,57,12,21,29,31,35,-
원주시,중앙동,194,76,41,46,92,93,70,38,54,69,11,73,103,94,56,63,52,65,60,99,59,59,105,116,48,58,15,63,40,82,39,-
원주시,반곡동,144,36,40,46,50,91,67,37,50,16,8,30,57,50,53,60,53,64,51,57,54,46,92,96,40,50,10,21,38,40,37,-
원주시,문막읍,99,23,29,35,38,62,44,28,34,21,7,19,35,35,38,40,37,41,36,34,36,33,74,58,29,36,6,11,24,22,21,-
강릉시,옥천동,113,24,25,34,58,79,55,53,31,17,3,15,37,37,35,40,35,52,49,38,35,33,36,94,34,69,15,17,21,32,27,-
동해시,천곡동,115,27,27,33,52,94,77,49,40,23,8,18,34,42,38,39,36,56,52,41,39,34,32,55,32,66,14,18,27,23,23,-
삼척시,남양동,105,27,28,33,43,78,68,46,34,22,8,14,27,37,35,39,33,46,49,37,35,32,29,47,34,66,15,17,23,23,22,-
평창군,평창읍,130,36,36,43,54,86,63,37,39,24,16,25,46,47,45,53,43,57,55,50,47,41,83,60,35,48,13,19,30,34,32,-
정선군,정선읍,-28,28,26,32,40,-770,60,32,30,15,3,11,30,36,34,47,-386,45,45,41,36,29,58,45,30,48,4,8,19,22,22,-
횡성군,횡성읍,126,37,32,42,46,83,58,27,37,21,8,24,55,47,49,46,41,51,50,45,45,49,100,73,38,46,5,16,29,30,28,-
고성군,상리,106,32,25,33,68,74,49,53,32,21,6,16,32,35,36,41,34,51,38,38,34,35,33,41,37,64,11,20,23,23,21,-
양양군,양양읍,107,26,23,30,68,72,60,54,30,21,6,18,33,34,29,42,37,50,40,42,32,35,35,46,34,68,13,21,23,24,20,-
속초시,금호동,133,29,28,35,98,107,64,68,42,25,10,22,39,42,42,47,39,61,47,46,38,36,37,88,41,80,12,23,26,32,26,-
철원군,갈말읍,116,28,29,42,47,82,49,28,36,20,4,18,41,40,39,48,43,37,35,33,39,41,79,90,79,37,5,13,28,23,30,-
홍천군,홍천읍,104,37,29,39,42,72,52,21,31,59,5,17,40,39,39,39,33,41,40,33,35,29,68,46,28,39,4,9,21,28,21,-
영월군,영월읍,-2,39,38,44,-791,88,60,35,39,21,9,-398,41,44,44,58,40,56,50,49,41,39,81,55,25,54,7,18,29,30,30,-
화천군,화천읍,107,27,26,45,40,71,50,27,31,21,10,18,34,37,36,42,34,36,39,35,32,33,71,70,52,52,12,15,25,23,22,-
태백시,황지동,-234,24,28,36,51,-1188,65,48,45,16,5,17,37,40,35,48,-380,55,49,37,30,-1713,54,52,24,52,4,11,16,26,32,-
인제군,인제읍,97,-,7,17,49,79,60,29,30,19,5,18,33,36,34,40,36,44,40,39,35,32,51,54,41,54,6,13,22,24,25,-
