지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2023-11-01,53
춘천시,신사우동,2023-11-01,49
양구군,양구읍,2023-11-01,34
원주시,중앙동,2023-11-01,63
원주시,반곡동,2023-11-01,61
원주시,문막읍,2023-11-01,53
원주시,지정면,2023-11-01,61
강릉시,주문진읍,2023-11-01,42
강릉시,옥천동,2023-11-01,35
동해시,천곡동,2023-11-01,35
삼척시,남양동,2023-11-01,35
평창군,평창읍,2023-11-01,44
정선군,정선읍,2023-11-01,50
횡성군,횡성읍,2023-11-01,49
고성군,상리,2023-11-01,44
양양군,양양읍,2023-11-01,37
속초시,금호동,2023-11-01,172
철원군,갈말읍,2023-11-01,62
홍천군,홍천읍,2023-11-01,63
영월군,영월읍,2023-11-01,37
화천군,화천읍,2023-11-01,45
태백시,황지동,2023-11-01,39
인제군,인제읍,2023-11-01,42
춘천시,중앙로,2023-11-02,39
춘천시,신사우동,2023-11-02,39
양구군,양구읍,2023-11-02,28
원주시,중앙동,2023-11-02,48
원주시,반곡동,2023-11-02,48
원주시,문막읍,2023-11-02,42
원주시,지정면,2023-11-02,43
강릉시,주문진읍,2023-11-02,43
강릉시,옥천동,2023-11-02,36
동해시,천곡동,2023-11-02,32
삼척시,남양동,2023-11-02,37
평창군,평창읍,2023-11-02,46
정선군,정선읍,2023-11-02,44
횡성군,횡성읍,2023-11-02,35
고성군,상리,2023-11-02,42
양양군,양양읍,2023-11-02,32
속초시,금호동,2023-11-02,39
철원군,갈말읍,2023-11-02,59
홍천군,홍천읍,2023-11-02,55
영월군,영월읍,2023-11-02,35
화천군,화천읍,2023-11-02,40
태백시,황지동,2023-11-02,40
인제군,인제읍,2023-11-02,40
춘천시,중앙로,2023-11-03,25
춘천시,신사우동,2023-11-03,27
양구군,양구읍,2023-11-03,18
원주시,중앙동,2023-11-03,37
원주시,반곡동,2023-11-03,30
원주시,문막읍,2023-11-03,33
원주시,지정면,2023-11-03,43
강릉시,주문진읍,2023-11-03,28
강릉시,옥천동,2023-11-03,23
동해시,천곡동,2023-11-03,26
삼척시,남양동,2023-11-03,26
평창군,평창읍,2023-11-03,36
정선군,정선읍,2023-11-03,33
횡성군,횡성읍,2023-11-03,28
고성군,상리,2023-11-03,21
양양군,양양읍,2023-11-03,18
속초시,금호동,2023-11-03,25
철원군,갈말읍,2023-11-03,39
홍천군,홍천읍,2023-11-03,37
영월군,영월읍,2023-11-03,28
화천군,화천읍,2023-11-03,30
태백시,황지동,2023-11-03,25
인제군,인제읍,2023-11-03,22
춘천시,중앙로,2023-11-04,25
춘천시,신사우동,2023-11-04,36
양구군,양구읍,2023-11-04,17
원주시,중앙동,2023-11-04,32
원주시,반곡동,2023-11-04,32
원주시,문막읍,2023-11-04,27
원주시,지정면,2023-11-04,31
강릉시,주문진읍,2023-11-04,22
강릉시,옥천동,2023-11-04,15
동해시,천곡동,2023-11-04,18
삼척시,남양동,2023-11-04,18
평창군,평창읍,2023-11-04,23
정선군,정선읍,2023-11-04,19
횡성군,횡성읍,2023-11-04,20
고성군,상리,2023-11-04,18
양양군,양양읍,2023-11-04,13
속초시,금호동,2023-11-04,26
철원군,갈말읍,2023-11-04,34
홍천군,홍천읍,2023-11-04,25
영월군,영월읍,2023-11-04,15
화천군,화천읍,2023-11-04,30
태백시,황지동,2023-11-04,15
인제군,인제읍,2023-11-04,16
춘천시,중앙로,2023-11-05,6
춘천시,신사우동,2023-11-05,8
양구군,양구읍,2023-11-05,9
원주시,중앙동,2023-11-05,15
원주시,반곡동,2023-11-05,16
원주시,문막읍,2023-11-05,16
원주시,지정면,2023-11-05,18
강릉시,주문진읍,2023-11-05,15
강릉시,옥천동,2023-11-05,11
동해시,천곡동,2023-11-05,20
삼척시,남양동,2023-11-05,17
평창군,평창읍,2023-11-05,16
정선군,정선읍,2023-11-05,16
횡성군,횡성읍,2023-11-05,12
고성군,상리,2023-11-05,7
양양군,양양읍,2023-11-05,7
속초시,금호동,2023-11-05,17
철원군,갈말읍,2023-11-05,10
홍천군,홍천읍,2023-11-05,13
영월군,영월읍,2023-11-05,15
화천군,화천읍,2023-11-05,8
태백시,황지동,2023-11-05,16
인제군,인제읍,2023-11-05,4
춘천시,중앙로,2023-11-06,16
춘천시,신사우동,2023-11-06,12
양구군,양구읍,2023-11-06,9
원주시,중앙동,2023-11-06,16
원주시,반곡동,2023-11-06,17
원주시,문막읍,2023-11-06,17
원주시,지정면,2023-11-06,19
강릉시,주문진읍,2023-11-06,19
강릉시,옥천동,2023-11-06,13
동해시,천곡동,2023-11-06,21
삼척시,남양동,2023-11-06,19
평창군,평창읍,2023-11-06,17
정선군,정선읍,2023-11-06,18
횡성군,횡성읍,2023-11-06,13
고성군,상리,2023-11-06,19
양양군,양양읍,2023-11-06,9
속초시,금호동,2023-11-06,21
철원군,갈말읍,2023-11-06,17
홍천군,홍천읍,2023-11-06,13
영월군,영월읍,2023-11-06,15
화천군,화천읍,2023-11-06,14
태백시,황지동,2023-11-06,15
인제군,인제읍,2023-11-06,10
춘천시,중앙로,2023-11-07,15
춘천시,신사우동,2023-11-07,17
양구군,양구읍,2023-11-07,12
원주시,중앙동,2023-11-07,18
원주시,반곡동,2023-11-07,19
원주시,문막읍,2023-11-07,15
원주시,지정면,2023-11-07,18
강릉시,주문진읍,2023-11-07,14
강릉시,옥천동,2023-11-07,9
동해시,천곡동,2023-11-07,10
삼척시,남양동,2023-11-07,11
평창군,평창읍,2023-11-07,18
정선군,정선읍,2023-11-07,17
횡성군,횡성읍,2023-11-07,14
고성군,상리,2023-11-07,13
양양군,양양읍,2023-11-07,12
속초시,금호동,2023-11-07,14
철원군,갈말읍,2023-11-07,160
홍천군,홍천읍,2023-11-07,17
영월군,영월읍,2023-11-07,-822
화천군,화천읍,2023-11-07,17
태백시,황지동,2023-11-07,12
인제군,인제읍,2023-11-07,14
춘천시,중앙로,2023-11-08,20
춘천시,신사우동,2023-11-08,16
양구군,양구읍,2023-11-08,14
원주시,중앙동,2023-11-08,30
원주시,반곡동,2023-11-08,30
원주시,문막읍,2023-11-08,22
원주시,지정면,2023-11-08,24
강릉시,주문진읍,2023-11-08,18
강릉시,옥천동,2023-11-08,12
동해시,천곡동,2023-11-08,15
삼척시,남양동,2023-11-08,14
평창군,평창읍,2023-11-08,-398
정선군,정선읍,2023-11-08,-816
횡성군,횡성읍,2023-11-08,21
고성군,상리,2023-11-08,16
양양군,양양읍,2023-11-08,13
속초시,금호동,2023-11-08,20
철원군,갈말읍,2023-11-08,10
홍천군,홍천읍,2023-11-08,22
영월군,영월읍,2023-11-08,18
화천군,화천읍,2023-11-08,19
태백시,황지동,2023-11-08,16
인제군,인제읍,2023-11-08,17
춘천시,중앙로,2023-11-09,25
춘천시,신사우동,2023-11-09,29
양구군,양구읍,2023-11-09,19
원주시,중앙동,2023-11-09,30
원주시,반곡동,2023-11-09,28
원주시,문막읍,2023-11-09,23
원주시,지정면,2023-11-09,26
강릉시,주문진읍,2023-11-09,-393
강릉시,옥천동,2023-11-09,99
동해시,천곡동,2023-11-09,20
삼척시,남양동,2023-11-09,19
평창군,평창읍,2023-11-09,25
정선군,정선읍,2023-11-09,22
