지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2017-07-01,51
춘천시,석사동,2017-07-01,48
원주시,중앙동,2017-07-01,55
원주시,반곡동,2017-07-01,53
강릉시,옥천동,2017-07-01,58
동해시,천곡동,2017-07-01,47
삼척시,남양동,2017-07-01,49
춘천시,중앙로,2017-07-02,17
춘천시,석사동,2017-07-02,14
원주시,중앙동,2017-07-02,17
원주시,반곡동,2017-07-02,23
강릉시,옥천동,2017-07-02,22
동해시,천곡동,2017-07-02,33
삼척시,남양동,2017-07-02,47
춘천시,중앙로,2017-07-03,16
춘천시,석사동,2017-07-03,15
원주시,중앙동,2017-07-03,14
원주시,반곡동,2017-07-03,17
강릉시,옥천동,2017-07-03,21
동해시,천곡동,2017-07-03,27
삼척시,남양동,2017-07-03,37
춘천시,중앙로,2017-07-04,21
춘천시,석사동,2017-07-04,25
원주시,중앙동,2017-07-04,14
원주시,반곡동,2017-07-04,19
강릉시,옥천동,2017-07-04,23
동해시,천곡동,2017-07-04,25
삼척시,남양동,2017-07-04,34
춘천시,중앙로,2017-07-05,28
춘천시,석사동,2017-07-05,32
원주시,중앙동,2017-07-05,35
원주시,반곡동,2017-07-05,38
강릉시,옥천동,2017-07-05,28
동해시,천곡동,2017-07-05,27
삼척시,남양동,2017-07-05,43
춘천시,중앙로,2017-07-06,34
춘천시,석사동,2017-07-06,34
원주시,중앙동,2017-07-06,31
원주시,반곡동,2017-07-06,40
강릉시,옥천동,2017-07-06,46
동해시,천곡동,2017-07-06,34
삼척시,남양동,2017-07-06,45
춘천시,중앙로,2017-07-07,32
춘천시,석사동,2017-07-07,29
원주시,중앙동,2017-07-07,15
원주시,반곡동,2017-07-07,24
강릉시,옥천동,2017-07-07,41
동해시,천곡동,2017-07-07,42
삼척시,남양동,2017-07-07,49
춘천시,중앙로,2017-07-08,20
춘천시,석사동,2017-07-08,20
원주시,중앙동,2017-07-08,14
원주시,반곡동,2017-07-08,23
강릉시,옥천동,2017-07-08,32
동해시,천곡동,2017-07-08,32
삼척시,남양동,2017-07-08,40
춘천시,중앙로,2017-07-09,32
춘천시,석사동,2017-07-09,30
원주시,중앙동,2017-07-09,19
원주시,반곡동,2017-07-09,28
강릉시,옥천동,2017-07-09,27
동해시,천곡동,2017-07-09,34
삼척시,남양동,2017-07-09,40
춘천시,중앙로,2017-07-10,11
춘천시,석사동,2017-07-10,12
원주시,중앙동,2017-07-10,9
원주시,반곡동,2017-07-10,17
강릉시,옥천동,2017-07-10,26
동해시,천곡동,2017-07-10,50
삼척시,남양동,2017-07-10,52
춘천시,중앙로,2017-07-11,25
춘천시,석사동,2017-07-11,27
원주시,중앙동,2017-07-11,20
원주시,반곡동,2017-07-11,22
강릉시,옥천동,2017-07-11,25
동해시,천곡동,2017-07-11,32
삼척시,남양동,2017-07-11,52
춘천시,중앙로,2017-07-12,49
춘천시,석사동,2017-07-12,55
원주시,중앙동,2017-07-12,64
