지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2020-02-01,66
춘천시,석사동,2020-02-01,76
양구군,양구읍,2020-02-01,51
원주시,중앙동,2020-02-01,99
원주시,반곡동,2020-02-01,68
원주시,문막읍,2020-02-01,62
강릉시,옥천동,2020-02-01,48
동해시,천곡동,2020-02-01,39
삼척시,남양동,2020-02-01,40
평창군,평창읍,2020-02-01,66
정선군,정선읍,2020-02-01,63
횡성군,횡성읍,2020-02-01,76
고성군,상리,2020-02-01,38
양양군,양양읍,2020-02-01,42
속초시,금호동,2020-02-01,40
철원군,갈말읍,2020-02-01,61
홍천군,홍천읍,2020-02-01,75
영월군,영월읍,2020-02-01,65
화천군,화천읍,2020-02-01,55
태백시,황지동,2020-02-01,50
인제군,인제읍,2020-02-01,50
춘천시,중앙로,2020-02-02,66
춘천시,석사동,2020-02-02,71
양구군,양구읍,2020-02-02,58
원주시,중앙동,2020-02-02,70
원주시,반곡동,2020-02-02,85
원주시,문막읍,2020-02-02,74
강릉시,옥천동,2020-02-02,55
동해시,천곡동,2020-02-02,47
삼척시,남양동,2020-02-02,51
평창군,평창읍,2020-02-02,78
정선군,정선읍,2020-02-02,78
횡성군,횡성읍,2020-02-02,94
고성군,상리,2020-02-02,42
양양군,양양읍,2020-02-02,50
속초시,금호동,2020-02-02,38
철원군,갈말읍,2020-02-02,57
홍천군,홍천읍,2020-02-02,88
영월군,영월읍,2020-02-02,81
화천군,화천읍,2020-02-02,56
태백시,황지동,2020-02-02,56
인제군,인제읍,2020-02-02,53
춘천시,중앙로,2020-02-03,27
춘천시,석사동,2020-02-03,27
양구군,양구읍,2020-02-03,22
원주시,중앙동,2020-02-03,20
원주시,반곡동,2020-02-03,32
원주시,문막읍,2020-02-03,29
강릉시,옥천동,2020-02-03,30
동해시,천곡동,2020-02-03,25
삼척시,남양동,2020-02-03,29
평창군,평창읍,2020-02-03,39
정선군,정선읍,2020-02-03,38
횡성군,횡성읍,2020-02-03,37
고성군,상리,2020-02-03,20
양양군,양양읍,2020-02-03,23
속초시,금호동,2020-02-03,25
철원군,갈말읍,2020-02-03,24
홍천군,홍천읍,2020-02-03,35
영월군,영월읍,2020-02-03,37
화천군,화천읍,2020-02-03,26
태백시,황지동,2020-02-03,33
인제군,인제읍,2020-02-03,24
춘천시,중앙로,2020-02-04,29
춘천시,석사동,2020-02-04,33
양구군,양구읍,2020-02-04,26
원주시,중앙동,2020-02-04,24
원주시,반곡동,2020-02-04,35
원주시,문막읍,2020-02-04,32
강릉시,옥천동,2020-02-04,28
동해시,천곡동,2020-02-04,25
삼척시,남양동,2020-02-04,26
평창군,평창읍,2020-02-04,40
정선군,정선읍,2020-02-04,42
횡성군,횡성읍,2020-02-04,36
