지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2020-07-01,15
춘천시,석사동,2020-07-01,16
춘천시,신사우동,2020-07-01,14
양구군,양구읍,2020-07-01,13
원주시,중앙동,2020-07-01,6
원주시,반곡동,2020-07-01,11
원주시,문막읍,2020-07-01,17
강릉시,옥천동,2020-07-01,12
동해시,천곡동,2020-07-01,11
삼척시,남양동,2020-07-01,13
평창군,평창읍,2020-07-01,20
정선군,정선읍,2020-07-01,10
횡성군,횡성읍,2020-07-01,14
고성군,상리,2020-07-01,12
양양군,양양읍,2020-07-01,11
속초시,금호동,2020-07-01,17
철원군,갈말읍,2020-07-01,19
홍천군,홍천읍,2020-07-01,13
영월군,영월읍,2020-07-01,22
화천군,화천읍,2020-07-01,14
태백시,황지동,2020-07-01,8
인제군,인제읍,2020-07-01,10
춘천시,중앙로,2020-07-02,26
춘천시,석사동,2020-07-02,27
춘천시,신사우동,2020-07-02,21
양구군,양구읍,2020-07-02,14
원주시,중앙동,2020-07-02,14
원주시,반곡동,2020-07-02,21
원주시,문막읍,2020-07-02,20
강릉시,옥천동,2020-07-02,56
동해시,천곡동,2020-07-02,22
삼척시,남양동,2020-07-02,20
평창군,평창읍,2020-07-02,24
정선군,정선읍,2020-07-02,15
횡성군,횡성읍,2020-07-02,19
고성군,상리,2020-07-02,18
양양군,양양읍,2020-07-02,18
속초시,금호동,2020-07-02,28
철원군,갈말읍,2020-07-02,28
홍천군,홍천읍,2020-07-02,23
영월군,영월읍,2020-07-02,27
화천군,화천읍,2020-07-02,17
태백시,황지동,2020-07-02,16
인제군,인제읍,2020-07-02,12
춘천시,중앙로,2020-07-03,18
춘천시,석사동,2020-07-03,23
춘천시,신사우동,2020-07-03,18
양구군,양구읍,2020-07-03,14
원주시,중앙동,2020-07-03,11
원주시,반곡동,2020-07-03,15
원주시,문막읍,2020-07-03,17
강릉시,옥천동,2020-07-03,23
동해시,천곡동,2020-07-03,16
삼척시,남양동,2020-07-03,14
평창군,평창읍,2020-07-03,22
정선군,정선읍,2020-07-03,15
횡성군,횡성읍,2020-07-03,16
고성군,상리,2020-07-03,15
양양군,양양읍,2020-07-03,15
속초시,금호동,2020-07-03,26
철원군,갈말읍,2020-07-03,28
홍천군,홍천읍,2020-07-03,18
영월군,영월읍,2020-07-03,20
화천군,화천읍,2020-07-03,16
태백시,황지동,2020-07-03,-405
인제군,인제읍,2020-07-03,14
춘천시,중앙로,2020-07-04,14
춘천시,석사동,2020-07-04,16
춘천시,신사우동,2020-07-04,14
양구군,양구읍,2020-07-04,13
원주시,중앙동,2020-07-04,6
원주시,반곡동,2020-07-04,13
원주시,문막읍,2020-07-04,15
강릉시,옥천동,2020-07-04,14
동해시,천곡동,2020-07-04,11
