지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2023-01-01,39
춘천시,석사동,2023-01-01,39
춘천시,신사우동,2023-01-01,47
양구군,양구읍,2023-01-01,31
원주시,중앙동,2023-01-01,43
원주시,반곡동,2023-01-01,51
원주시,문막읍,2023-01-01,42
원주시,지정면,2023-01-01,48
강릉시,주문진읍,2023-01-01,34
강릉시,옥천동,2023-01-01,38
동해시,천곡동,2023-01-01,26
삼척시,남양동,2023-01-01,24
평창군,평창읍,2023-01-01,48
정선군,정선읍,2023-01-01,49
횡성군,횡성읍,2023-01-01,43
고성군,상리,2023-01-01,22
양양군,양양읍,2023-01-01,27
속초시,금호동,2023-01-01,22
철원군,갈말읍,2023-01-01,59
홍천군,홍천읍,2023-01-01,52
영월군,영월읍,2023-01-01,41
화천군,화천읍,2023-01-01,45
태백시,황지동,2023-01-01,34
인제군,인제읍,2023-01-01,42
횡성군,우천면,2023-01-01,45
춘천시,중앙로,2023-01-02,22
춘천시,석사동,2023-01-02,23
춘천시,신사우동,2023-01-02,24
양구군,양구읍,2023-01-02,23
원주시,중앙동,2023-01-02,21
원주시,반곡동,2023-01-02,29
원주시,문막읍,2023-01-02,26
원주시,지정면,2023-01-02,28
강릉시,주문진읍,2023-01-02,17
강릉시,옥천동,2023-01-02,21
동해시,천곡동,2023-01-02,12
삼척시,남양동,2023-01-02,12
평창군,평창읍,2023-01-02,32
정선군,정선읍,2023-01-02,28
횡성군,횡성읍,2023-01-02,28
고성군,상리,2023-01-02,11
양양군,양양읍,2023-01-02,13
속초시,금호동,2023-01-02,9
철원군,갈말읍,2023-01-02,26
홍천군,홍천읍,2023-01-02,38
영월군,영월읍,2023-01-02,26
화천군,화천읍,2023-01-02,28
태백시,황지동,2023-01-02,16
인제군,인제읍,2023-01-02,26
횡성군,우천면,2023-01-02,28
춘천시,중앙로,2023-01-03,23
춘천시,석사동,2023-01-03,25
춘천시,신사우동,2023-01-03,26
양구군,양구읍,2023-01-03,22
원주시,중앙동,2023-01-03,33
원주시,반곡동,2023-01-03,37
원주시,문막읍,2023-01-03,33
원주시,지정면,2023-01-03,35
강릉시,주문진읍,2023-01-03,15
강릉시,옥천동,2023-01-03,22
동해시,천곡동,2023-01-03,14
삼척시,남양동,2023-01-03,12
평창군,평창읍,2023-01-03,36
정선군,정선읍,2023-01-03,34
횡성군,횡성읍,2023-01-03,34
고성군,상리,2023-01-03,12
양양군,양양읍,2023-01-03,12
속초시,금호동,2023-01-03,8
철원군,갈말읍,2023-01-03,29
홍천군,홍천읍,2023-01-03,43
영월군,영월읍,2023-01-03,31
화천군,화천읍,2023-01-03,29
태백시,황지동,2023-01-03,11
인제군,인제읍,2023-01-03,26
횡성군,우천면,2023-01-03,34
춘천시,중앙로,2023-01-04,23
춘천시,석사동,2023-01-04,28
춘천시,신사우동,2023-01-04,26
양구군,양구읍,2023-01-04,23
원주시,중앙동,2023-01-04,36
원주시,반곡동,2023-01-04,41
원주시,문막읍,2023-01-04,35
원주시,지정면,2023-01-04,38
강릉시,주문진읍,2023-01-04,14
강릉시,옥천동,2023-01-04,20
동해시,천곡동,2023-01-04,12
삼척시,남양동,2023-01-04,11
평창군,평창읍,2023-01-04,37
정선군,정선읍,2023-01-04,30
횡성군,횡성읍,2023-01-04,34
고성군,상리,2023-01-04,11
양양군,양양읍,2023-01-04,10
속초시,금호동,2023-01-04,5
철원군,갈말읍,2023-01-04,27
홍천군,홍천읍,2023-01-04,41
영월군,영월읍,2023-01-04,34
화천군,화천읍,2023-01-04,30
태백시,황지동,2023-01-04,15
인제군,인제읍,2023-01-04,24
횡성군,우천면,2023-01-04,32
춘천시,중앙로,2023-01-05,38
춘천시,석사동,2023-01-05,38
춘천시,신사우동,2023-01-05,35
양구군,양구읍,2023-01-05,31
원주시,중앙동,2023-01-05,49
원주시,반곡동,2023-01-05,60
원주시,문막읍,2023-01-05,48
원주시,지정면,2023-01-05,51
강릉시,주문진읍,2023-01-05,28
강릉시,옥천동,2023-01-05,95
동해시,천곡동,2023-01-05,30
삼척시,남양동,2023-01-05,27
평창군,평창읍,2023-01-05,53
정선군,정선읍,2023-01-05,52
횡성군,횡성읍,2023-01-05,46
고성군,상리,2023-01-05,18
양양군,양양읍,2023-01-05,19
속초시,금호동,2023-01-05,91
철원군,갈말읍,2023-01-05,32
홍천군,홍천읍,2023-01-05,134
영월군,영월읍,2023-01-05,59
화천군,화천읍,2023-01-05,35
태백시,황지동,2023-01-05,40
인제군,인제읍,2023-01-05,29
횡성군,우천면,2023-01-05,50
춘천시,중앙로,2023-01-06,55
춘천시,석사동,2023-01-06,52
춘천시,신사우동,2023-01-06,53
양구군,양구읍,2023-01-06,41
원주시,중앙동,2023-01-06,75
원주시,반곡동,2023-01-06,86
원주시,문막읍,2023-01-06,73
원주시,지정면,2023-01-06,83
강릉시,주문진읍,2023-01-06,35
강릉시,옥천동,2023-01-06,22
동해시,천곡동,2023-01-06,35
삼척시,남양동,2023-01-06,26
평창군,평창읍,2023-01-06,69
정선군,정선읍,2023-01-06,77
횡성군,횡성읍,2023-01-06,71
고성군,상리,2023-01-06,29
양양군,양양읍,2023-01-06,33
속초시,금호동,2023-01-06,34
철원군,갈말읍,2023-01-06,58
홍천군,홍천읍,2023-01-06,70
영월군,영월읍,2023-01-06,81
화천군,화천읍,2023-01-06,56
태백시,황지동,2023-01-06,120
인제군,인제읍,2023-01-06,46
횡성군,우천면,2023-01-06,74
춘천시,중앙로,2023-01-07,84
춘천시,석사동,2023-01-07,75
춘천시,신사우동,2023-01-07,85
양구군,양구읍,2023-01-07,58
원주시,중앙동,2023-01-07,114
원주시,반곡동,2023-01-07,129
원주시,문막읍,2023-01-07,105
원주시,지정면,2023-01-07,121
강릉시,주문진읍,2023-01-07,58
강릉시,옥천동,2023-01-07,58
동해시,천곡동,2023-01-07,61
삼척시,남양동,2023-01-07,51
평창군,평창읍,2023-01-07,82
정선군,정선읍,2023-01-07,77
횡성군,횡성읍,2023-01-07,89
고성군,상리,2023-01-07,46
양양군,양양읍,2023-01-07,52
속초시,금호동,2023-01-07,48
철원군,갈말읍,2023-01-07,92
홍천군,홍천읍,2023-01-07,93
영월군,영월읍,2023-01-07,76
화천군,화천읍,2023-01-07,89
태백시,황지동,2023-01-07,73
인제군,인제읍,2023-01-07,66
횡성군,우천면,2023-01-07,104
춘천시,중앙로,2023-01-08,117
춘천시,석사동,2023-01-08,104
춘천시,신사우동,2023-01-08,118
양구군,양구읍,2023-01-08,96
원주시,중앙동,2023-01-08,101
원주시,반곡동,2023-01-08,118
원주시,문막읍,2023-01-08,92
원주시,지정면,2023-01-08,101
강릉시,주문진읍,2023-01-08,48
강릉시,옥천동,2023-01-08,54
동해시,천곡동,2023-01-08,59
삼척시,남양동,2023-01-08,44
평창군,평창읍,2023-01-08,100
정선군,정선읍,2023-01-08,90
횡성군,횡성읍,2023-01-08,89
고성군,상리,2023-01-08,56
양양군,양양읍,2023-01-08,64
속초시,금호동,2023-01-08,60
철원군,갈말읍,2023-01-08,106
홍천군,홍천읍,2023-01-08,98
영월군,영월읍,2023-01-08,98
화천군,화천읍,2023-01-08,117
태백시,황지동,2023-01-08,55
인제군,인제읍,2023-01-08,102
횡성군,우천면,2023-01-08,95
춘천시,중앙로,2023-01-09,87
춘천시,석사동,2023-01-09,80
춘천시,신사우동,2023-01-09,92
양구군,양구읍,2023-01-09,60
원주시,중앙동,2023-01-09,69
원주시,반곡동,2023-01-09,81
원주시,문막읍,2023-01-09,70
원주시,지정면,2023-01-09,78
강릉시,주문진읍,2023-01-09,55
강릉시,옥천동,2023-01-09,59
동해시,천곡동,2023-01-09,53
삼척시,남양동,2023-01-09,46
평창군,평창읍,2023-01-09,80
정선군,정선읍,2023-01-09,66
횡성군,횡성읍,2023-01-09,64
고성군,상리,2023-01-09,43
양양군,양양읍,2023-01-09,55
속초시,금호동,2023-01-09,57
철원군,갈말읍,2023-01-09,102
홍천군,홍천읍,2023-01-09,77
영월군,영월읍,2023-01-09,91
화천군,화천읍,2023-01-09,93
태백시,황지동,2023-01-09,50
인제군,인제읍,2023-01-09,66
횡성군,우천면,2023-01-09,67
춘천시,중앙로,2023-01-10,51
춘천시,석사동,2023-01-10,49
춘천시,신사우동,2023-01-10,51
양구군,양구읍,2023-01-10,41
원주시,중앙동,2023-01-10,121
원주시,반곡동,2023-01-10,64
원주시,문막읍,2023-01-10,51
원주시,지정면,2023-01-10,50
강릉시,주문진읍,2023-01-10,34
강릉시,옥천동,2023-01-10,31
동해시,천곡동,2023-01-10,37
삼척시,남양동,2023-01-10,28
평창군,평창읍,2023-01-10,36
정선군,정선읍,2023-01-10,37
횡성군,횡성읍,2023-01-10,40
고성군,상리,2023-01-10,27
양양군,양양읍,2023-01-10,23
속초시,금호동,2023-01-10,36
철원군,갈말읍,2023-01-10,54
홍천군,홍천읍,2023-01-10,45
영월군,영월읍,2023-01-10,50
화천군,화천읍,2023-01-10,57
태백시,황지동,2023-01-10,28
인제군,인제읍,2023-01-10,35
횡성군,우천면,2023-01-10,44
춘천시,중앙로,2023-01-11,54
춘천시,석사동,2023-01-11,50
춘천시,신사우동,2023-01-11,54
양구군,양구읍,2023-01-11,38
원주시,중앙동,2023-01-11,79
원주시,반곡동,2023-01-11,58
원주시,문막읍,2023-01-11,53
원주시,지정면,2023-01-11,56
강릉시,주문진읍,2023-01-11,24
강릉시,옥천동,2023-01-11,24
동해시,천곡동,2023-01-11,27
삼척시,남양동,2023-01-11,17
평창군,평창읍,2023-01-11,48
정선군,정선읍,2023-01-11,46
횡성군,횡성읍,2023-01-11,49
고성군,상리,2023-01-11,26
양양군,양양읍,2023-01-11,24
속초시,금호동,2023-01-11,30
철원군,갈말읍,2023-01-11,55
홍천군,홍천읍,2023-01-11,54
영월군,영월읍,2023-01-11,41
화천군,화천읍,2023-01-11,61
태백시,황지동,2023-01-11,26
인제군,인제읍,2023-01-11,38
횡성군,우천면,2023-01-11,50
춘천시,중앙로,2023-01-12,63
춘천시,석사동,2023-01-12,56
