지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2017-10-01,33
춘천시,석사동,2017-10-01,38
원주시,중앙동,2017-10-01,37
원주시,반곡동,2017-10-01,39
강릉시,옥천동,2017-10-01,41
동해시,천곡동,2017-10-01,24
삼척시,남양동,2017-10-01,24
춘천시,중앙로,2017-10-02,15
춘천시,석사동,2017-10-02,15
원주시,중앙동,2017-10-02,10
원주시,반곡동,2017-10-02,15
강릉시,옥천동,2017-10-02,32
동해시,천곡동,2017-10-02,13
삼척시,남양동,2017-10-02,15
춘천시,중앙로,2017-10-03,16
춘천시,석사동,2017-10-03,14
원주시,중앙동,2017-10-03,11
원주시,반곡동,2017-10-03,16
강릉시,옥천동,2017-10-03,36
동해시,천곡동,2017-10-03,20
삼척시,남양동,2017-10-03,17
춘천시,중앙로,2017-10-04,13
춘천시,석사동,2017-10-04,14
원주시,중앙동,2017-10-04,8
원주시,반곡동,2017-10-04,14
강릉시,옥천동,2017-10-04,30
동해시,천곡동,2017-10-04,16
삼척시,남양동,2017-10-04,14
춘천시,중앙로,2017-10-05,15
춘천시,석사동,2017-10-05,20
원주시,중앙동,2017-10-05,11
원주시,반곡동,2017-10-05,17
강릉시,옥천동,2017-10-05,33
동해시,천곡동,2017-10-05,16
삼척시,남양동,2017-10-05,14
춘천시,중앙로,2017-10-06,15
춘천시,석사동,2017-10-06,12
원주시,중앙동,2017-10-06,9
원주시,반곡동,2017-10-06,15
강릉시,옥천동,2017-10-06,25
동해시,천곡동,2017-10-06,8
삼척시,남양동,2017-10-06,8
춘천시,중앙로,2017-10-07,8
춘천시,석사동,2017-10-07,10
원주시,중앙동,2017-10-07,6
원주시,반곡동,2017-10-07,14
강릉시,옥천동,2017-10-07,24
동해시,천곡동,2017-10-07,9
삼척시,남양동,2017-10-07,10
춘천시,중앙로,2017-10-08,14
춘천시,석사동,2017-10-08,19
원주시,중앙동,2017-10-08,9
원주시,반곡동,2017-10-08,0
강릉시,옥천동,2017-10-08,37
동해시,천곡동,2017-10-08,15
삼척시,남양동,2017-10-08,13
춘천시,중앙로,2017-10-09,24
춘천시,석사동,2017-10-09,27
원주시,중앙동,2017-10-09,23
원주시,반곡동,2017-10-09,0
강릉시,옥천동,2017-10-09,46
동해시,천곡동,2017-10-09,17
삼척시,남양동,2017-10-09,20
춘천시,중앙로,2017-10-10,26
춘천시,석사동,2017-10-10,26
원주시,중앙동,2017-10-10,35
원주시,반곡동,2017-10-10,122
강릉시,옥천동,2017-10-10,39
동해시,천곡동,2017-10-10,16
삼척시,남양동,2017-10-10,19
춘천시,중앙로,2017-10-11,8
춘천시,석사동,2017-10-11,8
원주시,중앙동,2017-10-11,14
원주시,반곡동,2017-10-11,68
강릉시,옥천동,2017-10-11,25
동해시,천곡동,2017-10-11,11
삼척시,남양동,2017-10-11,14
춘천시,중앙로,2017-10-12,18
춘천시,석사동,2017-10-12,21
원주시,중앙동,2017-10-12,20
원주시,반곡동,2017-10-12,26
강릉시,옥천동,2017-10-12,29
동해시,천곡동,2017-10-12,12
삼척시,남양동,2017-10-12,15
춘천시,중앙로,2017-10-13,22
춘천시,석사동,2017-10-13,26
원주시,중앙동,2017-10-13,24
원주시,반곡동,2017-10-13,26
강릉시,옥천동,2017-10-13,33
동해시,천곡동,2017-10-13,12
삼척시,남양동,2017-10-13,14
춘천시,중앙로,2017-10-14,24
춘천시,석사동,2017-10-14,27
원주시,중앙동,2017-10-14,18
원주시,반곡동,2017-10-14,22
강릉시,옥천동,2017-10-14,34
동해시,천곡동,2017-10-14,18
삼척시,남양동,2017-10-14,17
춘천시,중앙로,2017-10-15,22
춘천시,석사동,2017-10-15,26
원주시,중앙동,2017-10-15,18
원주시,반곡동,2017-10-15,24
강릉시,옥천동,2017-10-15,35
동해시,천곡동,2017-10-15,19
삼척시,남양동,2017-10-15,17
춘천시,중앙로,2017-10-16,32
춘천시,석사동,2017-10-16,35
원주시,중앙동,2017-10-16,26
원주시,반곡동,2017-10-16,28
강릉시,옥천동,2017-10-16,40
동해시,천곡동,2017-10-16,23
삼척시,남양동,2017-10-16,20
춘천시,중앙로,2017-10-17,36
춘천시,석사동,2017-10-17,40
원주시,중앙동,2017-10-17,35
원주시,반곡동,2017-10-17,36
강릉시,옥천동,2017-10-17,44
동해시,천곡동,2017-10-17,22
삼척시,남양동,2017-10-17,22
춘천시,중앙로,2017-10-18,28
춘천시,석사동,2017-10-18,48
원주시,중앙동,2017-10-18,24
원주시,반곡동,2017-10-18,29
강릉시,옥천동,2017-10-18,41
동해시,천곡동,2017-10-18,23
삼척시,남양동,2017-10-18,24
춘천시,중앙로,2017-10-19,16
춘천시,석사동,2017-10-19,20
원주시,중앙동,2017-10-19,17
원주시,반곡동,2017-10-19,19
강릉시,옥천동,2017-10-19,33
동해시,천곡동,2017-10-19,16
삼척시,남양동,2017-10-19,13
춘천시,중앙로,2017-10-20,24
춘천시,석사동,2017-10-20,25
원주시,중앙동,2017-10-20,22
원주시,반곡동,2017-10-20,24
강릉시,옥천동,2017-10-20,32
동해시,천곡동,2017-10-20,15
삼척시,남양동,2017-10-20,13
춘천시,중앙로,2017-10-21,32
춘천시,석사동,2017-10-21,31
원주시,중앙동,2017-10-21,24
원주시,반곡동,2017-10-21,28
강릉시,옥천동,2017-10-21,36
동해시,천곡동,2017-10-21,16
삼척시,남양동,2017-10-21,13
춘천시,중앙로,2017-10-22,21
춘천시,석사동,2017-10-22,19
원주시,중앙동,2017-10-22,22
원주시,반곡동,2017-10-22,25
강릉시,옥천동,2017-10-22,45
동해시,천곡동,2017-10-22,26
삼척시,남양동,2017-10-22,25
춘천시,중앙로,2017-10-23,26
춘천시,석사동,2017-10-23,30
원주시,중앙동,2017-10-23,27
원주시,반곡동,2017-10-23,28
강릉시,옥천동,2017-10-23,48
동해시,천곡동,2017-10-23,32
삼척시,남양동,2017-10-23,30
춘천시,중앙로,2017-10-24,29
춘천시,석사동,2017-10-24,32
원주시,중앙동,2017-10-24,32
원주시,반곡동,2017-10-24,33
강릉시,옥천동,2017-10-24,42
동해시,천곡동,2017-10-24,28
삼척시,남양동,2017-10-24,24
춘천시,중앙로,2017-10-25,38
춘천시,석사동,2017-10-25,38
원주시,중앙동,2017-10-25,41
원주시,반곡동,2017-10-25,44
강릉시,옥천동,2017-10-25,40
동해시,천곡동,2017-10-25,26
삼척시,남양동,2017-10-25,23
춘천시,중앙로,2017-10-26,48
춘천시,석사동,2017-10-26,49
원주시,중앙동,2017-10-26,56
원주시,반곡동,2017-10-26,56
강릉시,옥천동,2017-10-26,50
동해시,천곡동,2017-10-26,28
삼척시,남양동,2017-10-26,28
춘천시,중앙로,2017-10-27,46
춘천시,석사동,2017-10-27,50
원주시,중앙동,2017-10-27,57
원주시,반곡동,2017-10-27,51
강릉시,옥천동,2017-10-27,59
동해시,천곡동,2017-10-27,33
삼척시,남양동,2017-10-27,29
춘천시,중앙로,2017-10-28,42
춘천시,석사동,2017-10-28,45
원주시,중앙동,2017-10-28,84
원주시,반곡동,2017-10-28,48
강릉시,옥천동,2017-10-28,57
동해시,천곡동,2017-10-28,33
삼척시,남양동,2017-10-28,30
춘천시,중앙로,2017-10-29,59
춘천시,석사동,2017-10-29,58
원주시,중앙동,2017-10-29,66
원주시,반곡동,2017-10-29,68
강릉시,옥천동,2017-10-29,45
동해시,천곡동,2017-10-29,25
삼척시,남양동,2017-10-29,28
춘천시,중앙로,2017-10-30,45
춘천시,석사동,2017-10-30,49
원주시,중앙동,2017-10-30,47
원주시,반곡동,2017-10-30,48
강릉시,옥천동,2017-10-30,49
동해시,천곡동,2017-10-30,35
삼척시,남양동,2017-10-30,31
춘천시,중앙로,2017-10-31,46
