0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
시군,측정소,평균,01일,02일,03일,04일,05일,06일,07일,08일,09일,10일,11일,12일,13일,14일,15일,16일,17일,18일,19일,20일,21일,22일,23일,24일,25일,26일,27일,28일,29일,30일,31일
통합,평균,70,38,-0,29,22,37,45,39,30,30,37,22,21,16,16,-5,10,15,16,26,37,32,14,13,18,28,21,21,21,21,26,-
춘천시,중앙로,76,35,44,41,21,37,44,41,30,29,40,25,18,16,14,10,8,11,12,28,44,37,12,12,17,32,24,16,20,20,27,-
춘천시,석사동,86,39,47,43,23,39,49,44,32,32,44,25,23,21,20,11,9,15,14,32,50,40,15,13,24,34,26,18,23,24,29,-
춘천시,신사우동,72,31,40,37,22,37,43,38,28,32,39,21,16,14,13,10,9,13,11,27,41,34,13,13,17,27,22,14,19,18,23,-
양구군,양구읍,62,27,33,32,21,35,36,38,21,23,35,19,15,11,10,10,7,11,10,20,34,25,9,12,12,19,17,20,19,16,18,-
원주시,중앙동,118,39,38,26,20,37,36,23,61,31,38,23,66,28,37,61,15,19,61,48,95,54,20,22,29,81,24,26,25,27,71,-
원주시,반곡동,92,44,47,32,23,37,46,41,31,33,43,24,25,30,41,18,7,16,15,41,42,47,17,20,23,45,21,26,26,27,28,-
원주시,문막읍,80,36,41,30,23,33,41,35,26,18,35,23,22,27,36,22,10,13,17,35,38,39,18,14,23,35,18,23,23,25,25,-
강릉시,옥천동,93,128,40,31,25,42,51,46,38,44,41,25,20,16,10,14,20,25,20,21,31,25,19,14,19,29,26,29,26,26,33,-
동해시,천곡동,71,29,36,24,21,31,46,40,34,31,32,24,21,12,10,10,14,20,20,18,24,22,15,11,31,22,26,23,21,21,24,-
삼척시,남양동,66,28,35,26,21,30,44,39,32,30,31,21,17,13,12,8,12,18,16,17,23,22,13,10,14,19,23,21,20,19,22,-
평창군,평창읍,92,43,49,29,30,46,54,49,34,35,44,28,25,22,18,16,15,25,20,32,41,33,21,21,22,27,27,26,29,28,30,-
정선군,정선읍,37,38,-380,27,24,47,65,46,34,34,39,25,19,15,10,13,7,17,15,24,31,40,12,17,17,22,16,23,27,24,26,-
횡성군,횡성읍,76,41,45,31,22,38,47,39,23,27,36,24,17,20,25,11,8,12,13,31,39,38,14,14,18,28,17,20,18,20,22,-
고성군,상리,52,26,18,15,18,30,31,33,25,26,36,15,13,8,7,7,7,13,17,11,17,12,12,10,12,17,18,20,15,16,18,-
양양군,양양읍,52,25,20,14,18,30,34,34,27,26,31,14,13,8,5,6,11,13,9,12,18,14,13,9,11,16,16,18,17,18,20,-
속초시,금호동,65,30,22,18,22,34,40,41,28,33,38,20,17,10,9,8,15,16,21,15,23,25,16,10,13,22,23,21,20,20,24,-
철원군,갈말읍,88,37,50,38,31,48,54,51,29,32,45,18,17,19,20,13,11,16,20,32,48,44,18,13,22,39,26,20,20,22,27,-
홍천군,홍천읍,73,33,42,33,21,37,48,41,26,27,35,24,18,14,13,9,11,12,15,27,43,39,12,11,15,27,19,18,20,19,23,-
영월군,영월읍,75,36,39,28,22,34,48,39,33,34,38,24,23,21,17,15,11,13,11,28,34,32,15,13,18,21,19,19,22,23,23,-
화천군,화천읍,64,28,37,33,21,32,34,36,23,24,32,18,14,12,11,11,8,9,10,22,34,26,12,20,14,22,24,18,19,18,20,-
태백시,황지동,-21,34,-387,18,17,35,51,35,31,33,32,14,19,13,12,-410,4,18,6,19,24,26,9,7,14,16,15,21,24,23,17,-
인제군,인제읍,63,28,36,30,22,37,40,36,21,27,35,20,15,9,10,8,8,10,10,21,36,26,8,10,13,19,18,20,19,17,18,-
