지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2021-01-01,21
춘천시,석사동,2021-01-01,26
춘천시,신사우동,2021-01-01,25
양구군,양구읍,2021-01-01,13
원주시,중앙동,2021-01-01,29
원주시,반곡동,2021-01-01,32
원주시,문막읍,2021-01-01,27
강릉시,옥천동,2021-01-01,19
동해시,천곡동,2021-01-01,13
삼척시,남양동,2021-01-01,10
평창군,평창읍,2021-01-01,34
정선군,정선읍,2021-01-01,25
횡성군,횡성읍,2021-01-01,30
고성군,상리,2021-01-01,13
양양군,양양읍,2021-01-01,14
속초시,금호동,2021-01-01,18
철원군,갈말읍,2021-01-01,24
홍천군,홍천읍,2021-01-01,34
영월군,영월읍,2021-01-01,25
화천군,화천읍,2021-01-01,19
태백시,황지동,2021-01-01,14
인제군,인제읍,2021-01-01,19
춘천시,중앙로,2021-01-02,33
춘천시,석사동,2021-01-02,37
춘천시,신사우동,2021-01-02,35
양구군,양구읍,2021-01-02,19
원주시,중앙동,2021-01-02,80
원주시,반곡동,2021-01-02,38
원주시,문막읍,2021-01-02,35
강릉시,옥천동,2021-01-02,30
동해시,천곡동,2021-01-02,23
삼척시,남양동,2021-01-02,19
평창군,평창읍,2021-01-02,41
정선군,정선읍,2021-01-02,36
횡성군,횡성읍,2021-01-02,43
고성군,상리,2021-01-02,13
양양군,양양읍,2021-01-02,21
속초시,금호동,2021-01-02,21
철원군,갈말읍,2021-01-02,24
홍천군,홍천읍,2021-01-02,43
영월군,영월읍,2021-01-02,34
화천군,화천읍,2021-01-02,21
태백시,황지동,2021-01-02,26
인제군,인제읍,2021-01-02,26
춘천시,중앙로,2021-01-03,36
춘천시,석사동,2021-01-03,41
춘천시,신사우동,2021-01-03,40
양구군,양구읍,2021-01-03,24
원주시,중앙동,2021-01-03,40
원주시,반곡동,2021-01-03,40
원주시,문막읍,2021-01-03,38
강릉시,옥천동,2021-01-03,27
동해시,천곡동,2021-01-03,20
삼척시,남양동,2021-01-03,19
평창군,평창읍,2021-01-03,43
정선군,정선읍,2021-01-03,40
횡성군,횡성읍,2021-01-03,39
고성군,상리,2021-01-03,13
양양군,양양읍,2021-01-03,26
속초시,금호동,2021-01-03,19
철원군,갈말읍,2021-01-03,33
홍천군,홍천읍,2021-01-03,49
영월군,영월읍,2021-01-03,33
화천군,화천읍,2021-01-03,26
태백시,황지동,2021-01-03,24
인제군,인제읍,2021-01-03,37
춘천시,중앙로,2021-01-04,35
춘천시,석사동,2021-01-04,38
춘천시,신사우동,2021-01-04,39
양구군,양구읍,2021-01-04,24
원주시,중앙동,2021-01-04,38
원주시,반곡동,2021-01-04,42
원주시,문막읍,2021-01-04,35
강릉시,옥천동,2021-01-04,22
동해시,천곡동,2021-01-04,18
삼척시,남양동,2021-01-04,15
평창군,평창읍,2021-01-04,43
정선군,정선읍,2021-01-04,34
횡성군,횡성읍,2021-01-04,36
고성군,상리,2021-01-04,16
양양군,양양읍,2021-01-04,16
속초시,금호동,2021-01-04,19
철원군,갈말읍,2021-01-04,32
홍천군,홍천읍,2021-01-04,45
영월군,영월읍,2021-01-04,34
화천군,화천읍,2021-01-04,27
태백시,황지동,2021-01-04,24
인제군,인제읍,2021-01-04,24
춘천시,중앙로,2021-01-05,20
춘천시,석사동,2021-01-05,26
춘천시,신사우동,2021-01-05,26
양구군,양구읍,2021-01-05,15
원주시,중앙동,2021-01-05,28
원주시,반곡동,2021-01-05,28
원주시,문막읍,2021-01-05,24
강릉시,옥천동,2021-01-05,24
동해시,천곡동,2021-01-05,18
삼척시,남양동,2021-01-05,16
평창군,평창읍,2021-01-05,41
정선군,정선읍,2021-01-05,36
횡성군,횡성읍,2021-01-05,30
고성군,상리,2021-01-05,18
양양군,양양읍,2021-01-05,15
속초시,금호동,2021-01-05,19
철원군,갈말읍,2021-01-05,21
홍천군,홍천읍,2021-01-05,34
영월군,영월읍,2021-01-05,32
화천군,화천읍,2021-01-05,19
태백시,황지동,2021-01-05,25
인제군,인제읍,2021-01-05,21
춘천시,중앙로,2021-01-06,20
