지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2019-08-01,19
춘천시,석사동,2019-08-01,19
양구군,양구읍,2019-08-01,20
원주시,중앙동,2019-08-01,109
원주시,반곡동,2019-08-01,23
원주시,문막읍,2019-08-01,21
강릉시,옥천동,2019-08-01,20
동해시,천곡동,2019-08-01,16
삼척시,남양동,2019-08-01,15
평창군,평창읍,2019-08-01,24
정선군,정선읍,2019-08-01,-398
횡성군,횡성읍,2019-08-01,21
고성군,상리,2019-08-01,14
양양군,양양읍,2019-08-01,14
속초시,금호동,2019-08-01,19
철원군,갈말읍,2019-08-01,12
홍천군,홍천읍,2019-08-01,8
영월군,영월읍,2019-08-01,21
화천군,화천읍,2019-08-01,21
태백시,황지동,2019-08-01,23
인제군,인제읍,2019-08-01,15
춘천시,중앙로,2019-08-02,24
춘천시,석사동,2019-08-02,22
양구군,양구읍,2019-08-02,25
원주시,중앙동,2019-08-02,72
원주시,반곡동,2019-08-02,29
원주시,문막읍,2019-08-02,24
강릉시,옥천동,2019-08-02,23
동해시,천곡동,2019-08-02,22
삼척시,남양동,2019-08-02,23
평창군,평창읍,2019-08-02,25
정선군,정선읍,2019-08-02,25
횡성군,횡성읍,2019-08-02,27
고성군,상리,2019-08-02,22
양양군,양양읍,2019-08-02,20
속초시,금호동,2019-08-02,25
철원군,갈말읍,2019-08-02,87
홍천군,홍천읍,2019-08-02,10
영월군,영월읍,2019-08-02,28
화천군,화천읍,2019-08-02,26
태백시,황지동,2019-08-02,28
인제군,인제읍,2019-08-02,24
춘천시,중앙로,2019-08-03,27
춘천시,석사동,2019-08-03,23
양구군,양구읍,2019-08-03,20
원주시,중앙동,2019-08-03,40
원주시,반곡동,2019-08-03,29
원주시,문막읍,2019-08-03,26
강릉시,옥천동,2019-08-03,31
동해시,천곡동,2019-08-03,27
삼척시,남양동,2019-08-03,25
평창군,평창읍,2019-08-03,23
정선군,정선읍,2019-08-03,22
횡성군,횡성읍,2019-08-03,22
고성군,상리,2019-08-03,26
양양군,양양읍,2019-08-03,24
속초시,금호동,2019-08-03,31
철원군,갈말읍,2019-08-03,15
홍천군,홍천읍,2019-08-03,9
영월군,영월읍,2019-08-03,26
화천군,화천읍,2019-08-03,22
태백시,황지동,2019-08-03,32
인제군,인제읍,2019-08-03,22
춘천시,중앙로,2019-08-04,35
춘천시,석사동,2019-08-04,32
양구군,양구읍,2019-08-04,30
원주시,중앙동,2019-08-04,38
원주시,반곡동,2019-08-04,33
원주시,문막읍,2019-08-04,33
강릉시,옥천동,2019-08-04,34
동해시,천곡동,2019-08-04,28
삼척시,남양동,2019-08-04,28
평창군,평창읍,2019-08-04,30
정선군,정선읍,2019-08-04,23
횡성군,횡성읍,2019-08-04,19
고성군,상리,2019-08-04,29
양양군,양양읍,2019-08-04,25
속초시,금호동,2019-08-04,34
철원군,갈말읍,2019-08-04,21
홍천군,홍천읍,2019-08-04,19
영월군,영월읍,2019-08-04,30
화천군,화천읍,2019-08-04,25
태백시,황지동,2019-08-04,36
인제군,인제읍,2019-08-04,29
춘천시,중앙로,2019-08-05,39
춘천시,석사동,2019-08-05,38
양구군,양구읍,2019-08-05,41
원주시,중앙동,2019-08-05,46
원주시,반곡동,2019-08-05,41
원주시,문막읍,2019-08-05,42
강릉시,옥천동,2019-08-05,36
동해시,천곡동,2019-08-05,26
삼척시,남양동,2019-08-05,27
평창군,평창읍,2019-08-05,38
정선군,정선읍,2019-08-05,31
횡성군,횡성읍,2019-08-05,19
고성군,상리,2019-08-05,46
양양군,양양읍,2019-08-05,34
속초시,금호동,2019-08-05,38
철원군,갈말읍,2019-08-05,31
홍천군,홍천읍,2019-08-05,24
영월군,영월읍,2019-08-05,38
화천군,화천읍,2019-08-05,36
태백시,황지동,2019-08-05,43
인제군,인제읍,2019-08-05,46
춘천시,중앙로,2019-08-06,31
춘천시,석사동,2019-08-06,25
양구군,양구읍,2019-08-06,34
원주시,중앙동,2019-08-06,41
원주시,반곡동,2019-08-06,28
원주시,문막읍,2019-08-06,27
강릉시,옥천동,2019-08-06,31
동해시,천곡동,2019-08-06,25
삼척시,남양동,2019-08-06,24
평창군,평창읍,2019-08-06,25
정선군,정선읍,2019-08-06,-394
횡성군,횡성읍,2019-08-06,19
고성군,상리,2019-08-06,51
양양군,양양읍,2019-08-06,25
속초시,금호동,2019-08-06,28
철원군,갈말읍,2019-08-06,24
홍천군,홍천읍,2019-08-06,20
영월군,영월읍,2019-08-06,29
화천군,화천읍,2019-08-06,32
태백시,황지동,2019-08-06,-386
인제군,인제읍,2019-08-06,32
춘천시,중앙로,2019-08-07,20
춘천시,석사동,2019-08-07,20
양구군,양구읍,2019-08-07,18
원주시,중앙동,2019-08-07,24
원주시,반곡동,2019-08-07,17
원주시,문막읍,2019-08-07,15
강릉시,옥천동,2019-08-07,20
동해시,천곡동,2019-08-07,22
삼척시,남양동,2019-08-07,16
평창군,평창읍,2019-08-07,14
정선군,정선읍,2019-08-07,12
횡성군,횡성읍,2019-08-07,13
고성군,상리,2019-08-07,33
양양군,양양읍,2019-08-07,13
속초시,금호동,2019-08-07,20
철원군,갈말읍,2019-08-07,19
홍천군,홍천읍,2019-08-07,50
영월군,영월읍,2019-08-07,19
화천군,화천읍,2019-08-07,22
태백시,황지동,2019-08-07,21
인제군,인제읍,2019-08-07,16
춘천시,중앙로,2019-08-08,37
춘천시,석사동,2019-08-08,33
양구군,양구읍,2019-08-08,32
원주시,중앙동,2019-08-08,39
원주시,반곡동,2019-08-08,31
원주시,문막읍,2019-08-08,28
강릉시,옥천동,2019-08-08,39
동해시,천곡동,2019-08-08,37
삼척시,남양동,2019-08-08,36
평창군,평창읍,2019-08-08,32
정선군,정선읍,2019-08-08,28
횡성군,횡성읍,2019-08-08,29
고성군,상리,2019-08-08,32
양양군,양양읍,2019-08-08,27
속초시,금호동,2019-08-08,34
철원군,갈말읍,2019-08-08,32
홍천군,홍천읍,2019-08-08,20
영월군,영월읍,2019-08-08,39
화천군,화천읍,2019-08-08,32
태백시,황지동,2019-08-08,38
인제군,인제읍,2019-08-08,23
춘천시,중앙로,2019-08-09,33
춘천시,석사동,2019-08-09,30
양구군,양구읍,2019-08-09,31
원주시,중앙동,2019-08-09,73
원주시,반곡동,2019-08-09,26
원주시,문막읍,2019-08-09,24
강릉시,옥천동,2019-08-09,25
동해시,천곡동,2019-08-09,23
삼척시,남양동,2019-08-09,22
평창군,평창읍,2019-08-09,25
정선군,정선읍,2019-08-09,27
횡성군,횡성읍,2019-08-09,24
고성군,상리,2019-08-09,27
양양군,양양읍,2019-08-09,23
속초시,금호동,2019-08-09,34
철원군,갈말읍,2019-08-09,20
홍천군,홍천읍,2019-08-09,20
영월군,영월읍,2019-08-09,33
화천군,화천읍,2019-08-09,32
태백시,황지동,2019-08-09,28
인제군,인제읍,2019-08-09,27
춘천시,중앙로,2019-08-10,26
춘천시,석사동,2019-08-10,24
양구군,양구읍,2019-08-10,24
원주시,중앙동,2019-08-10,34
원주시,반곡동,2019-08-10,24
원주시,문막읍,2019-08-10,24
강릉시,옥천동,2019-08-10,31
동해시,천곡동,2019-08-10,27
삼척시,남양동,2019-08-10,23
평창군,평창읍,2019-08-10,26
정선군,정선읍,2019-08-10,24
횡성군,횡성읍,2019-08-10,25
고성군,상리,2019-08-10,28
양양군,양양읍,2019-08-10,24
속초시,금호동,2019-08-10,36
철원군,갈말읍,2019-08-10,17
홍천군,홍천읍,2019-08-10,19
영월군,영월읍,2019-08-10,24
화천군,화천읍,2019-08-10,23
태백시,황지동,2019-08-10,30
인제군,인제읍,2019-08-10,24
춘천시,중앙로,2019-08-11,20
춘천시,석사동,2019-08-11,17
양구군,양구읍,2019-08-11,18
원주시,중앙동,2019-08-11,28
원주시,반곡동,2019-08-11,15
원주시,문막읍,2019-08-11,19
강릉시,옥천동,2019-08-11,29
동해시,천곡동,2019-08-11,26
삼척시,남양동,2019-08-11,25
평창군,평창읍,2019-08-11,23
정선군,정선읍,2019-08-11,21
횡성군,횡성읍,2019-08-11,19
고성군,상리,2019-08-11,24
양양군,양양읍,2019-08-11,22
속초시,금호동,2019-08-11,30
철원군,갈말읍,2019-08-11,12
홍천군,홍천읍,2019-08-11,17
영월군,영월읍,2019-08-11,25
화천군,화천읍,2019-08-11,19
태백시,황지동,2019-08-11,27
인제군,인제읍,2019-08-11,17
춘천시,중앙로,2019-08-12,18
춘천시,석사동,2019-08-12,18
양구군,양구읍,2019-08-12,18
원주시,중앙동,2019-08-12,34
원주시,반곡동,2019-08-12,20
원주시,문막읍,2019-08-12,19
강릉시,옥천동,2019-08-12,33
동해시,천곡동,2019-08-12,36
삼척시,남양동,2019-08-12,32
평창군,평창읍,2019-08-12,25
정선군,정선읍,2019-08-12,22
횡성군,횡성읍,2019-08-12,22
고성군,상리,2019-08-12,23
양양군,양양읍,2019-08-12,22
속초시,금호동,2019-08-12,31
철원군,갈말읍,2019-08-12,10
홍천군,홍천읍,2019-08-12,17
영월군,영월읍,2019-08-12,30
화천군,화천읍,2019-08-12,13
태백시,황지동,2019-08-12,28
인제군,인제읍,2019-08-12,19
춘천시,중앙로,2019-08-13,19
춘천시,석사동,2019-08-13,20
양구군,양구읍,2019-08-13,15
원주시,중앙동,2019-08-13,29
원주시,반곡동,2019-08-13,17
원주시,문막읍,2019-08-13,20
강릉시,옥천동,2019-08-13,60
동해시,천곡동,2019-08-13,22
삼척시,남양동,2019-08-13,19
평창군,평창읍,2019-08-13,24
정선군,정선읍,2019-08-13,22
횡성군,횡성읍,2019-08-13,19
고성군,상리,2019-08-13,16
양양군,양양읍,2019-08-13,15
속초시,금호동,2019-08-13,98
철원군,갈말읍,2019-08-13,16
홍천군,홍천읍,2019-08-13,14
영월군,영월읍,2019-08-13,25
화천군,화천읍,2019-08-13,19
태백시,황지동,2019-08-13,29
인제군,인제읍,2019-08-13,15
춘천시,중앙로,2019-08-14,20
춘천시,석사동,2019-08-14,17
양구군,양구읍,2019-08-14,20
원주시,중앙동,2019-08-14,24
원주시,반곡동,2019-08-14,12
원주시,문막읍,2019-08-14,17
강릉시,옥천동,2019-08-14,22
동해시,천곡동,2019-08-14,17
삼척시,남양동,2019-08-14,22
평창군,평창읍,2019-08-14,19
정선군,정선읍,2019-08-14,17
횡성군,횡성읍,2019-08-14,17
고성군,상리,2019-08-14,20
양양군,양양읍,2019-08-14,18
속초시,금호동,2019-08-14,20
철원군,갈말읍,2019-08-14,13
홍천군,홍천읍,2019-08-14,13
영월군,영월읍,2019-08-14,21
화천군,화천읍,2019-08-14,22
