0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
시군,측정소,평균,01일,02일,03일,04일,05일,06일,07일,08일,09일,10일,11일,12일,13일,14일,15일,16일,17일,18일,19일,20일,21일,22일,23일,24일,25일,26일,27일,28일,29일,30일,31일
통합,평균,30,20,25,26,28,32,-127,68,71,68,48,22,46,56,-11,-24,14,11,13,16,-232,-211,16,20,20,33,35,48,45,44,50,23
춘천시,중앙로,94,16,24,26,36,38,40,57,68,67,47,3,4,10,5,3,41,12,11,12,42,16,18,23,22,35,37,55,51,43,50,27
춘천시,신사우동,105,21,29,29,39,40,45,66,82,78,53,5,5,9,6,4,40,14,12,15,43,18,21,26,21,44,44,54,50,45,56,32
양구군,양구읍,71,14,20,20,25,28,34,43,54,59,32,3,4,10,8,3,16,10,10,10,32,13,14,15,16,23,28,38,30,31,42,24
원주시,중앙동,118,68,39,33,39,43,60,67,76,73,57,4,7,16,14,3,9,7,16,23,113,7,9,20,21,38,40,90,26,62,69,31
원주시,반곡동,118,26,39,36,45,44,67,71,83,68,63,3,6,18,15,3,9,12,21,29,44,19,20,30,33,44,44,66,61,55,76,26
원주시,문막읍,100,22,28,31,34,38,52,58,67,59,47,8,7,13,13,3,11,13,17,24,40,18,22,32,29,39,40,52,54,47,59,26
원주시,지정면,99,22,32,32,36,37,56,60,73,59,44,2,2,9,9,1,9,10,16,19,41,15,17,29,28,41,41,56,54,48,67,24
강릉시,주문진읍,94,17,20,24,20,27,36,78,79,70,53,16,9,14,95,6,12,10,10,16,34,14,14,16,15,27,29,37,48,40,32,17
강릉시,옥천동,119,11,18,20,14,21,34,62,73,144,43,11,4,11,92,168,7,9,6,9,194,12,12,8,11,21,25,34,40,32,30,11
동해시,천곡동,68,9,15,18,14,22,29,70,71,62,55,18,4,11,12,3,7,6,7,14,22,8,9,9,11,18,18,32,36,37,26,10
삼척시,남양동,70,11,16,20,11,16,30,70,69,61,56,15,6,11,14,3,8,8,8,12,28,10,11,10,13,21,22,29,41,34,20,12
평창군,평창읍,25,28,40,37,36,34,46,69,74,60,45,9,11,18,20,-408,17,16,22,22,-376,24,24,30,26,38,38,45,50,53,63,35
정선군,정선읍,-1070,25,30,35,34,33,47,63,74,70,46,7,11,16,-1235,7,14,14,17,21,-4982,-5408,18,25,21,35,33,40,43,51,62,32
횡성군,횡성읍,104,25,33,36,42,40,55,55,70,65,44,3,7,13,9,4,15,13,16,19,41,18,20,30,28,47,47,58,55,49,65,23
고성군,상리,76,12,18,21,22,30,33,70,86,79,46,6,5,12,6,4,7,8,6,13,31,10,12,10,13,19,27,33,33,35,35,14
양양군,양양읍,67,9,16,15,15,23,30,58,70,63,43,4,3,11,8,3,9,8,4,9,31,12,12,7,12,19,26,36,36,29,31,14
속초시,금호동,86,13,17,22,20,33,39,82,88,90,56,13,6,15,8,6,11,10,10,12,33,15,16,12,15,22,28,38,42,38,37,18
철원군,갈말읍,100,23,29,30,31,40,62,146,86,93,46,4,5,14,7,2,14,15,14,10,-,-,7,18,20,40,47,52,43,40,40,17
홍천군,홍천읍,141,35,39,40,57,51,116,107,77,70,56,88,7,95,10,3,11,13,15,19,45,19,22,27,27,45,51,57,58,47,64,36
영월군,영월읍,-134,20,28,28,28,32,-4138,46,54,45,39,292,985,985,579,3,10,9,16,22,-802,14,15,24,23,32,34,46,45,52,60,29
화천군,화천읍,108,22,29,32,39,42,44,66,78,85,65,7,7,11,9,6,21,15,15,17,49,23,24,26,23,40,46,60,43,45,59,34
태백시,황지동,-0,14,22,26,18,21,42,73,71,54,68,6,6,16,18,-411,11,11,11,15,-388,15,16,14,18,24,25,33,48,44,35,20
인제군,인제읍,60,16,23,22,27,32,26,-,-,-,-,-,1,8,6,4,11,11,9,12,42,30,18,18,18,37,35,45,41,40,52,14
횡성군,우천면,98,-,-,-,-,-,62,107,71,67,51,2,3,8,9,3,12,13,16,20,80,21,22,28,25,44,44,64,59,49,72,24
