지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2022-07-01,16
춘천시,석사동,2022-07-01,16
춘천시,신사우동,2022-07-01,12
양구군,양구읍,2022-07-01,10
원주시,중앙동,2022-07-01,18
원주시,반곡동,2022-07-01,22
원주시,문막읍,2022-07-01,21
원주시,지정면,2022-07-01,20
강릉시,주문진읍,2022-07-01,11
강릉시,옥천동,2022-07-01,21
동해시,천곡동,2022-07-01,21
삼척시,남양동,2022-07-01,22
평창군,평창읍,2022-07-01,5
정선군,정선읍,2022-07-01,14
횡성군,횡성읍,2022-07-01,16
고성군,상리,2022-07-01,11
양양군,양양읍,2022-07-01,13
속초시,금호동,2022-07-01,17
철원군,갈말읍,2022-07-01,16
홍천군,홍천읍,2022-07-01,13
영월군,영월읍,2022-07-01,15
화천군,화천읍,2022-07-01,14
태백시,황지동,2022-07-01,9
인제군,인제읍,2022-07-01,13
춘천시,중앙로,2022-07-02,22
춘천시,석사동,2022-07-02,20
춘천시,신사우동,2022-07-02,16
양구군,양구읍,2022-07-02,13
원주시,중앙동,2022-07-02,27
원주시,반곡동,2022-07-02,32
원주시,문막읍,2022-07-02,27
원주시,지정면,2022-07-02,29
강릉시,주문진읍,2022-07-02,15
강릉시,옥천동,2022-07-02,30
동해시,천곡동,2022-07-02,29
삼척시,남양동,2022-07-02,29
평창군,평창읍,2022-07-02,10
정선군,정선읍,2022-07-02,17
횡성군,횡성읍,2022-07-02,17
고성군,상리,2022-07-02,18
양양군,양양읍,2022-07-02,16
속초시,금호동,2022-07-02,18
철원군,갈말읍,2022-07-02,17
홍천군,홍천읍,2022-07-02,17
영월군,영월읍,2022-07-02,20
화천군,화천읍,2022-07-02,18
태백시,황지동,2022-07-02,16
인제군,인제읍,2022-07-02,17
춘천시,중앙로,2022-07-03,27
춘천시,석사동,2022-07-03,24
춘천시,신사우동,2022-07-03,21
양구군,양구읍,2022-07-03,16
원주시,중앙동,2022-07-03,29
원주시,반곡동,2022-07-03,38
원주시,문막읍,2022-07-03,34
원주시,지정면,2022-07-03,39
강릉시,주문진읍,2022-07-03,16
강릉시,옥천동,2022-07-03,33
동해시,천곡동,2022-07-03,34
삼척시,남양동,2022-07-03,30
평창군,평창읍,2022-07-03,15
정선군,정선읍,2022-07-03,26
횡성군,횡성읍,2022-07-03,23
고성군,상리,2022-07-03,20
양양군,양양읍,2022-07-03,21
속초시,금호동,2022-07-03,31
철원군,갈말읍,2022-07-03,26
홍천군,홍천읍,2022-07-03,20
영월군,영월읍,2022-07-03,24
화천군,화천읍,2022-07-03,23
태백시,황지동,2022-07-03,17
인제군,인제읍,2022-07-03,19
춘천시,중앙로,2022-07-04,35
춘천시,석사동,2022-07-04,28
춘천시,신사우동,2022-07-04,27
양구군,양구읍,2022-07-04,18
원주시,중앙동,2022-07-04,35
원주시,반곡동,2022-07-04,41
원주시,문막읍,2022-07-04,34
원주시,지정면,2022-07-04,38
강릉시,주문진읍,2022-07-04,22
강릉시,옥천동,2022-07-04,37
동해시,천곡동,2022-07-04,36
삼척시,남양동,2022-07-04,32
평창군,평창읍,2022-07-04,18
정선군,정선읍,2022-07-04,30
횡성군,횡성읍,2022-07-04,23
고성군,상리,2022-07-04,28
양양군,양양읍,2022-07-04,27
속초시,금호동,2022-07-04,32
철원군,갈말읍,2022-07-04,30
홍천군,홍천읍,2022-07-04,25
영월군,영월읍,2022-07-04,26
화천군,화천읍,2022-07-04,25
태백시,황지동,2022-07-04,20
인제군,인제읍,2022-07-04,21
춘천시,중앙로,2022-07-05,26
춘천시,석사동,2022-07-05,25
춘천시,신사우동,2022-07-05,18
양구군,양구읍,2022-07-05,14
원주시,중앙동,2022-07-05,26
원주시,반곡동,2022-07-05,36
원주시,문막읍,2022-07-05,23
원주시,지정면,2022-07-05,28
강릉시,주문진읍,2022-07-05,15
강릉시,옥천동,2022-07-05,110
동해시,천곡동,2022-07-05,16
삼척시,남양동,2022-07-05,17
평창군,평창읍,2022-07-05,9
정선군,정선읍,2022-07-05,-397
횡성군,횡성읍,2022-07-05,19
고성군,상리,2022-07-05,24
양양군,양양읍,2022-07-05,20
속초시,금호동,2022-07-05,27
철원군,갈말읍,2022-07-05,22
홍천군,홍천읍,2022-07-05,17
영월군,영월읍,2022-07-05,20
화천군,화천읍,2022-07-05,18
태백시,황지동,2022-07-05,12
인제군,인제읍,2022-07-05,20
춘천시,중앙로,2022-07-06,26
춘천시,석사동,2022-07-06,23
춘천시,신사우동,2022-07-06,18
양구군,양구읍,2022-07-06,13
원주시,중앙동,2022-07-06,25
원주시,반곡동,2022-07-06,37
원주시,문막읍,2022-07-06,24
