지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2019-04-01,33
춘천시,석사동,2019-04-01,29
양구군,양구읍,2019-04-01,37
원주시,중앙동,2019-04-01,76
원주시,반곡동,2019-04-01,36
원주시,문막읍,2019-04-01,23
강릉시,옥천동,2019-04-01,24
동해시,천곡동,2019-04-01,27
삼척시,남양동,2019-04-01,27
평창군,평창읍,2019-04-01,36
정선군,정선읍,2019-04-01,28
횡성군,횡성읍,2019-04-01,37
고성군,상리,2019-04-01,32
양양군,양양읍,2019-04-01,26
속초시,금호동,2019-04-01,29
철원군,갈말읍,2019-04-01,28
홍천군,홍천읍,2019-04-01,37
영월군,영월읍,2019-04-01,39
화천군,화천읍,2019-04-01,27
태백시,황지동,2019-04-01,24
인제군,인제읍,2019-04-01,0
춘천시,중앙로,2019-04-02,32
춘천시,석사동,2019-04-02,34
양구군,양구읍,2019-04-02,32
원주시,중앙동,2019-04-02,41
원주시,반곡동,2019-04-02,40
원주시,문막읍,2019-04-02,29
강릉시,옥천동,2019-04-02,25
동해시,천곡동,2019-04-02,27
삼척시,남양동,2019-04-02,28
평창군,평창읍,2019-04-02,36
정선군,정선읍,2019-04-02,26
횡성군,횡성읍,2019-04-02,32
고성군,상리,2019-04-02,25
양양군,양양읍,2019-04-02,23
속초시,금호동,2019-04-02,28
철원군,갈말읍,2019-04-02,29
홍천군,홍천읍,2019-04-02,29
영월군,영월읍,2019-04-02,38
화천군,화천읍,2019-04-02,26
태백시,황지동,2019-04-02,28
인제군,인제읍,2019-04-02,7
춘천시,중앙로,2019-04-03,41
춘천시,석사동,2019-04-03,39
양구군,양구읍,2019-04-03,42
원주시,중앙동,2019-04-03,46
원주시,반곡동,2019-04-03,46
원주시,문막읍,2019-04-03,35
강릉시,옥천동,2019-04-03,34
동해시,천곡동,2019-04-03,33
삼척시,남양동,2019-04-03,33
평창군,평창읍,2019-04-03,43
정선군,정선읍,2019-04-03,32
횡성군,횡성읍,2019-04-03,42
고성군,상리,2019-04-03,33
양양군,양양읍,2019-04-03,30
속초시,금호동,2019-04-03,35
철원군,갈말읍,2019-04-03,42
홍천군,홍천읍,2019-04-03,39
영월군,영월읍,2019-04-03,44
화천군,화천읍,2019-04-03,45
태백시,황지동,2019-04-03,36
인제군,인제읍,2019-04-03,17
춘천시,중앙로,2019-04-04,44
춘천시,석사동,2019-04-04,43
양구군,양구읍,2019-04-04,61
원주시,중앙동,2019-04-04,92
원주시,반곡동,2019-04-04,50
원주시,문막읍,2019-04-04,38
강릉시,옥천동,2019-04-04,58
동해시,천곡동,2019-04-04,52
삼척시,남양동,2019-04-04,43
평창군,평창읍,2019-04-04,54
정선군,정선읍,2019-04-04,40
횡성군,횡성읍,2019-04-04,46
고성군,상리,2019-04-04,68
양양군,양양읍,2019-04-04,68
속초시,금호동,2019-04-04,98
철원군,갈말읍,2019-04-04,47
홍천군,홍천읍,2019-04-04,42
영월군,영월읍,2019-04-04,-791
화천군,화천읍,2019-04-04,40
태백시,황지동,2019-04-04,51
인제군,인제읍,2019-04-04,49
춘천시,중앙로,2019-04-05,75
춘천시,석사동,2019-04-05,69
양구군,양구읍,2019-04-05,75
원주시,중앙동,2019-04-05,93
원주시,반곡동,2019-04-05,91
원주시,문막읍,2019-04-05,62
강릉시,옥천동,2019-04-05,79
동해시,천곡동,2019-04-05,94
삼척시,남양동,2019-04-05,78
평창군,평창읍,2019-04-05,86
정선군,정선읍,2019-04-05,-770
횡성군,횡성읍,2019-04-05,83
고성군,상리,2019-04-05,74
양양군,양양읍,2019-04-05,72
속초시,금호동,2019-04-05,107
철원군,갈말읍,2019-04-05,82
홍천군,홍천읍,2019-04-05,72
영월군,영월읍,2019-04-05,88
화천군,화천읍,2019-04-05,71
태백시,황지동,2019-04-05,-1188
인제군,인제읍,2019-04-05,79
춘천시,중앙로,2019-04-06,60
춘천시,석사동,2019-04-06,56
양구군,양구읍,2019-04-06,58
원주시,중앙동,2019-04-06,70
원주시,반곡동,2019-04-06,67
원주시,문막읍,2019-04-06,44
강릉시,옥천동,2019-04-06,55
동해시,천곡동,2019-04-06,77
삼척시,남양동,2019-04-06,68
평창군,평창읍,2019-04-06,63
정선군,정선읍,2019-04-06,60
횡성군,횡성읍,2019-04-06,58
고성군,상리,2019-04-06,49
양양군,양양읍,2019-04-06,60
속초시,금호동,2019-04-06,64
철원군,갈말읍,2019-04-06,49
홍천군,홍천읍,2019-04-06,52
영월군,영월읍,2019-04-06,60
화천군,화천읍,2019-04-06,50
태백시,황지동,2019-04-06,65
인제군,인제읍,2019-04-06,60
춘천시,중앙로,2019-04-07,32
춘천시,석사동,2019-04-07,31
양구군,양구읍,2019-04-07,34
원주시,중앙동,2019-04-07,38
원주시,반곡동,2019-04-07,37
원주시,문막읍,2019-04-07,28
강릉시,옥천동,2019-04-07,53
동해시,천곡동,2019-04-07,49
삼척시,남양동,2019-04-07,46
평창군,평창읍,2019-04-07,37
정선군,정선읍,2019-04-07,32
횡성군,횡성읍,2019-04-07,27
고성군,상리,2019-04-07,53
양양군,양양읍,2019-04-07,54
속초시,금호동,2019-04-07,68
철원군,갈말읍,2019-04-07,28
