지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2022-12-01,19
춘천시,석사동,2022-12-01,20
춘천시,신사우동,2022-12-01,22
양구군,양구읍,2022-12-01,16
원주시,중앙동,2022-12-01,16
원주시,반곡동,2022-12-01,22
원주시,문막읍,2022-12-01,20
원주시,지정면,2022-12-01,23
강릉시,주문진읍,2022-12-01,21
강릉시,옥천동,2022-12-01,19
동해시,천곡동,2022-12-01,11
삼척시,남양동,2022-12-01,11
평창군,평창읍,2022-12-01,28
정선군,정선읍,2022-12-01,19
횡성군,횡성읍,2022-12-01,19
고성군,상리,2022-12-01,14
양양군,양양읍,2022-12-01,16
속초시,금호동,2022-12-01,11
철원군,갈말읍,2022-12-01,32
홍천군,홍천읍,2022-12-01,22
영월군,영월읍,2022-12-01,14
화천군,화천읍,2022-12-01,24
태백시,황지동,2022-12-01,10
인제군,인제읍,2022-12-01,19
횡성군,우천면,2022-12-01,18
춘천시,중앙로,2022-12-02,20
춘천시,석사동,2022-12-02,22
춘천시,신사우동,2022-12-02,20
양구군,양구읍,2022-12-02,13
원주시,중앙동,2022-12-02,24
원주시,반곡동,2022-12-02,31
원주시,문막읍,2022-12-02,22
원주시,지정면,2022-12-02,26
강릉시,주문진읍,2022-12-02,19
강릉시,옥천동,2022-12-02,19
동해시,천곡동,2022-12-02,13
삼척시,남양동,2022-12-02,12
평창군,평창읍,2022-12-02,32
정선군,정선읍,2022-12-02,-813
횡성군,횡성읍,2022-12-02,24
고성군,상리,2022-12-02,9
양양군,양양읍,2022-12-02,8
속초시,금호동,2022-12-02,4
철원군,갈말읍,2022-12-02,22
홍천군,홍천읍,2022-12-02,25
영월군,영월읍,2022-12-02,19
화천군,화천읍,2022-12-02,18
태백시,황지동,2022-12-02,11
인제군,인제읍,2022-12-02,15
횡성군,우천면,2022-12-02,20
춘천시,중앙로,2022-12-03,30
춘천시,석사동,2022-12-03,28
춘천시,신사우동,2022-12-03,35
양구군,양구읍,2022-12-03,22
원주시,중앙동,2022-12-03,32
원주시,반곡동,2022-12-03,38
원주시,문막읍,2022-12-03,29
원주시,지정면,2022-12-03,31
강릉시,주문진읍,2022-12-03,11
강릉시,옥천동,2022-12-03,30
동해시,천곡동,2022-12-03,26
삼척시,남양동,2022-12-03,22
평창군,평창읍,2022-12-03,40
정선군,정선읍,2022-12-03,31
횡성군,횡성읍,2022-12-03,27
고성군,상리,2022-12-03,23
양양군,양양읍,2022-12-03,22
속초시,금호동,2022-12-03,19
철원군,갈말읍,2022-12-03,34
홍천군,홍천읍,2022-12-03,33
영월군,영월읍,2022-12-03,23
화천군,화천읍,2022-12-03,28
태백시,황지동,2022-12-03,20
인제군,인제읍,2022-12-03,23
횡성군,우천면,2022-12-03,26
춘천시,중앙로,2022-12-04,14
춘천시,석사동,2022-12-04,14
춘천시,신사우동,2022-12-04,15
양구군,양구읍,2022-12-04,13
원주시,중앙동,2022-12-04,18
원주시,반곡동,2022-12-04,22
원주시,문막읍,2022-12-04,18
원주시,지정면,2022-12-04,20
강릉시,주문진읍,2022-12-04,-746
강릉시,옥천동,2022-12-04,22
동해시,천곡동,2022-12-04,15
삼척시,남양동,2022-12-04,16
평창군,평창읍,2022-12-04,35
정선군,정선읍,2022-12-04,26
횡성군,횡성읍,2022-12-04,23
고성군,상리,2022-12-04,7
양양군,양양읍,2022-12-04,11
속초시,금호동,2022-12-04,7
철원군,갈말읍,2022-12-04,21
홍천군,홍천읍,2022-12-04,28
영월군,영월읍,2022-12-04,22
화천군,화천읍,2022-12-04,18
태백시,황지동,2022-12-04,15
인제군,인제읍,2022-12-04,15
횡성군,우천면,2022-12-04,24
춘천시,중앙로,2022-12-05,17
춘천시,석사동,2022-12-05,20
춘천시,신사우동,2022-12-05,19
양구군,양구읍,2022-12-05,14
원주시,중앙동,2022-12-05,17
원주시,반곡동,2022-12-05,25
원주시,문막읍,2022-12-05,23
원주시,지정면,2022-12-05,22
강릉시,주문진읍,2022-12-05,21
강릉시,옥천동,2022-12-05,100
동해시,천곡동,2022-12-05,11
삼척시,남양동,2022-12-05,10
평창군,평창읍,2022-12-05,29
정선군,정선읍,2022-12-05,23
횡성군,횡성읍,2022-12-05,21
고성군,상리,2022-12-05,11
양양군,양양읍,2022-12-05,9
속초시,금호동,2022-12-05,6
철원군,갈말읍,2022-12-05,33
홍천군,홍천읍,2022-12-05,21
영월군,영월읍,2022-12-05,19
화천군,화천읍,2022-12-05,22
태백시,황지동,2022-12-05,10
인제군,인제읍,2022-12-05,15
횡성군,우천면,2022-12-05,20
춘천시,중앙로,2022-12-06,24
춘천시,석사동,2022-12-06,23
춘천시,신사우동,2022-12-06,29
양구군,양구읍,2022-12-06,19
원주시,중앙동,2022-12-06,30
원주시,반곡동,2022-12-06,32
