지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2020-12-01,36
춘천시,석사동,2020-12-01,42
춘천시,신사우동,2020-12-01,41
양구군,양구읍,2020-12-01,21
원주시,중앙동,2020-12-01,35
원주시,반곡동,2020-12-01,39
원주시,문막읍,2020-12-01,33
강릉시,옥천동,2020-12-01,15
동해시,천곡동,2020-12-01,9
삼척시,남양동,2020-12-01,12
평창군,평창읍,2020-12-01,-2475
정선군,정선읍,2020-12-01,28
횡성군,횡성읍,2020-12-01,32
고성군,상리,2020-12-01,15
양양군,양양읍,2020-12-01,17
속초시,금호동,2020-12-01,23
철원군,갈말읍,2020-12-01,34
홍천군,홍천읍,2020-12-01,37
영월군,영월읍,2020-12-01,32
화천군,화천읍,2020-12-01,26
태백시,황지동,2020-12-01,22
인제군,인제읍,2020-12-01,24
춘천시,중앙로,2020-12-02,29
춘천시,석사동,2020-12-02,35
춘천시,신사우동,2020-12-02,33
양구군,양구읍,2020-12-02,22
원주시,중앙동,2020-12-02,72
원주시,반곡동,2020-12-02,31
원주시,문막읍,2020-12-02,27
강릉시,옥천동,2020-12-02,14
동해시,천곡동,2020-12-02,6
삼척시,남양동,2020-12-02,9
평창군,평창읍,2020-12-02,-3278
정선군,정선읍,2020-12-02,24
횡성군,횡성읍,2020-12-02,24
고성군,상리,2020-12-02,14
양양군,양양읍,2020-12-02,10
속초시,금호동,2020-12-02,20
철원군,갈말읍,2020-12-02,35
홍천군,홍천읍,2020-12-02,35
영월군,영월읍,2020-12-02,22
화천군,화천읍,2020-12-02,21
태백시,황지동,2020-12-02,19
인제군,인제읍,2020-12-02,17
춘천시,중앙로,2020-12-03,28
춘천시,석사동,2020-12-03,35
춘천시,신사우동,2020-12-03,34
양구군,양구읍,2020-12-03,19
원주시,중앙동,2020-12-03,33
원주시,반곡동,2020-12-03,31
원주시,문막읍,2020-12-03,29
강릉시,옥천동,2020-12-03,16
동해시,천곡동,2020-12-03,6
삼척시,남양동,2020-12-03,11
평창군,평창읍,2020-12-03,28
정선군,정선읍,2020-12-03,20
횡성군,횡성읍,2020-12-03,28
고성군,상리,2020-12-03,11
양양군,양양읍,2020-12-03,10
속초시,금호동,2020-12-03,15
철원군,갈말읍,2020-12-03,35
홍천군,홍천읍,2020-12-03,36
영월군,영월읍,2020-12-03,21
화천군,화천읍,2020-12-03,24
태백시,황지동,2020-12-03,14
인제군,인제읍,2020-12-03,18
춘천시,중앙로,2020-12-04,30
춘천시,석사동,2020-12-04,40
춘천시,신사우동,2020-12-04,34
양구군,양구읍,2020-12-04,25
원주시,중앙동,2020-12-04,39
원주시,반곡동,2020-12-04,39
원주시,문막읍,2020-12-04,35
강릉시,옥천동,2020-12-04,21
동해시,천곡동,2020-12-04,10
삼척시,남양동,2020-12-04,12
평창군,평창읍,2020-12-04,38
정선군,정선읍,2020-12-04,31
