지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2017-01-평균,200
춘천시,석사동,2017-01-평균,141
원주시,중앙동,2017-01-평균,240
원주시,반곡동,2017-01-평균,237
강릉시,옥천동,2017-01-평균,149
동해시,천곡동,2017-01-평균,108
삼척시,남양동,2017-01-평균,107
춘천시,중앙로,2017-01-01,89
춘천시,석사동,2017-01-01,0
원주시,중앙동,2017-01-01,95
원주시,반곡동,2017-01-01,99
강릉시,옥천동,2017-01-01,69
동해시,천곡동,2017-01-01,53
삼척시,남양동,2017-01-01,52
춘천시,중앙로,2017-01-02,105
춘천시,석사동,2017-01-02,0
원주시,중앙동,2017-01-02,117
원주시,반곡동,2017-01-02,116
강릉시,옥천동,2017-01-02,64
동해시,천곡동,2017-01-02,43
삼척시,남양동,2017-01-02,47
춘천시,중앙로,2017-01-03,106
춘천시,석사동,2017-01-03,0
원주시,중앙동,2017-01-03,125
원주시,반곡동,2017-01-03,136
강릉시,옥천동,2017-01-03,72
동해시,천곡동,2017-01-03,55
삼척시,남양동,2017-01-03,63
춘천시,중앙로,2017-01-04,74
춘천시,석사동,2017-01-04,92
원주시,중앙동,2017-01-04,91
원주시,반곡동,2017-01-04,86
강릉시,옥천동,2017-01-04,58
동해시,천곡동,2017-01-04,44
삼척시,남양동,2017-01-04,46
춘천시,중앙로,2017-01-05,48
춘천시,석사동,2017-01-05,36
원주시,중앙동,2017-01-05,67
원주시,반곡동,2017-01-05,68
강릉시,옥천동,2017-01-05,31
동해시,천곡동,2017-01-05,16
삼척시,남양동,2017-01-05,21
춘천시,중앙로,2017-01-06,35
춘천시,석사동,2017-01-06,33
원주시,중앙동,2017-01-06,29
원주시,반곡동,2017-01-06,30
강릉시,옥천동,2017-01-06,34
동해시,천곡동,2017-01-06,20
삼척시,남양동,2017-01-06,18
춘천시,중앙로,2017-01-07,56
춘천시,석사동,2017-01-07,49
원주시,중앙동,2017-01-07,64
원주시,반곡동,2017-01-07,65
강릉시,옥천동,2017-01-07,45
동해시,천곡동,2017-01-07,30
삼척시,남양동,2017-01-07,25
춘천시,중앙로,2017-01-08,43
춘천시,석사동,2017-01-08,32
원주시,중앙동,2017-01-08,52
원주시,반곡동,2017-01-08,55
강릉시,옥천동,2017-01-08,24
동해시,천곡동,2017-01-08,14
삼척시,남양동,2017-01-08,18
춘천시,중앙로,2017-01-09,55
춘천시,석사동,2017-01-09,43
원주시,중앙동,2017-01-09,60
원주시,반곡동,2017-01-09,60
강릉시,옥천동,2017-01-09,44
동해시,천곡동,2017-01-09,29
삼척시,남양동,2017-01-09,36
춘천시,중앙로,2017-01-10,41
춘천시,석사동,2017-01-10,30
원주시,중앙동,2017-01-10,49
원주시,반곡동,2017-01-10,52
강릉시,옥천동,2017-01-10,47
동해시,천곡동,2017-01-10,38
삼척시,남양동,2017-01-10,39
춘천시,중앙로,2017-01-11,32
춘천시,석사동,2017-01-11,26
원주시,중앙동,2017-01-11,39
원주시,반곡동,2017-01-11,41
강릉시,옥천동,2017-01-11,31
동해시,천곡동,2017-01-11,21
삼척시,남양동,2017-01-11,18
춘천시,중앙로,2017-01-12,40
춘천시,석사동,2017-01-12,27
원주시,중앙동,2017-01-12,45
원주시,반곡동,2017-01-12,47
강릉시,옥천동,2017-01-12,46
동해시,천곡동,2017-01-12,36
삼척시,남양동,2017-01-12,36
춘천시,중앙로,2017-01-13,32
춘천시,석사동,2017-01-13,21
원주시,중앙동,2017-01-13,30
원주시,반곡동,2017-01-13,32
강릉시,옥천동,2017-01-13,27
동해시,천곡동,2017-01-13,22
삼척시,남양동,2017-01-13,22
춘천시,중앙로,2017-01-14,55
춘천시,석사동,2017-01-14,41
원주시,중앙동,2017-01-14,58
원주시,반곡동,2017-01-14,58
강릉시,옥천동,2017-01-14,39
동해시,천곡동,2017-01-14,31
삼척시,남양동,2017-01-14,29
춘천시,중앙로,2017-01-15,45
춘천시,석사동,2017-01-15,40
원주시,중앙동,2017-01-15,53
원주시,반곡동,2017-01-15,52
강릉시,옥천동,2017-01-15,28
동해시,천곡동,2017-01-15,19
삼척시,남양동,2017-01-15,18
춘천시,중앙로,2017-01-16,58
춘천시,석사동,2017-01-16,50
원주시,중앙동,2017-01-16,64
원주시,반곡동,2017-01-16,63
강릉시,옥천동,2017-01-16,32
동해시,천곡동,2017-01-16,20
삼척시,남양동,2017-01-16,19
춘천시,중앙로,2017-01-17,61
춘천시,석사동,2017-01-17,49
원주시,중앙동,2017-01-17,82
원주시,반곡동,2017-01-17,78
강릉시,옥천동,2017-01-17,28
동해시,천곡동,2017-01-17,22
삼척시,남양동,2017-01-17,14
춘천시,중앙로,2017-01-18,95
춘천시,석사동,2017-01-18,84
원주시,중앙동,2017-01-18,118
원주시,반곡동,2017-01-18,113
강릉시,옥천동,2017-01-18,85
동해시,천곡동,2017-01-18,59
삼척시,남양동,2017-01-18,65
춘천시,중앙로,2017-01-19,130
춘천시,석사동,2017-01-19,52
원주시,중앙동,2017-01-19,164
원주시,반곡동,2017-01-19,159
강릉시,옥천동,2017-01-19,73
동해시,천곡동,2017-01-19,62
삼척시,남양동,2017-01-19,58
춘천시,중앙로,2017-01-20,76
춘천시,석사동,2017-01-20,21
원주시,중앙동,2017-01-20,97
원주시,반곡동,2017-01-20,91
강릉시,옥천동,2017-01-20,56
동해시,천곡동,2017-01-20,47
삼척시,남양동,2017-01-20,47
춘천시,중앙로,2017-01-21,66
춘천시,석사동,2017-01-21,49
원주시,중앙동,2017-01-21,90
원주시,반곡동,2017-01-21,77
강릉시,옥천동,2017-01-21,46
동해시,천곡동,2017-01-21,36
삼척시,남양동,2017-01-21,32
춘천시,중앙로,2017-01-22,94
춘천시,석사동,2017-01-22,71
원주시,중앙동,2017-01-22,82
원주시,반곡동,2017-01-22,85
강릉시,옥천동,2017-01-22,61
동해시,천곡동,2017-01-22,45
삼척시,남양동,2017-01-22,42
춘천시,중앙로,2017-01-23,66
춘천시,석사동,2017-01-23,57
원주시,중앙동,2017-01-23,83
원주시,반곡동,2017-01-23,74
강릉시,옥천동,2017-01-23,51
동해시,천곡동,2017-01-23,37
삼척시,남양동,2017-01-23,36
춘천시,중앙로,2017-01-24,49
춘천시,석사동,2017-01-24,51
원주시,중앙동,2017-01-24,86
원주시,반곡동,2017-01-24,77
강릉시,옥천동,2017-01-24,35
동해시,천곡동,2017-01-24,25
삼척시,남양동,2017-01-24,25
춘천시,중앙로,2017-01-25,60
춘천시,석사동,2017-01-25,62
원주시,중앙동,2017-01-25,81
원주시,반곡동,2017-01-25,75
강릉시,옥천동,2017-01-25,38
동해시,천곡동,2017-01-25,32
삼척시,남양동,2017-01-25,29
춘천시,중앙로,2017-01-26,69
춘천시,석사동,2017-01-26,66
원주시,중앙동,2017-01-26,97
원주시,반곡동,2017-01-26,92
강릉시,옥천동,2017-01-26,62
동해시,천곡동,2017-01-26,39
삼척시,남양동,2017-01-26,37
춘천시,중앙로,2017-01-27,117
춘천시,석사동,2017-01-27,112
원주시,중앙동,2017-01-27,124
원주시,반곡동,2017-01-27,132
강릉시,옥천동,2017-01-27,76
동해시,천곡동,2017-01-27,55
삼척시,남양동,2017-01-27,52
춘천시,중앙로,2017-01-28,51
춘천시,석사동,2017-01-28,58
원주시,중앙동,2017-01-28,77
원주시,반곡동,2017-01-28,77
강릉시,옥천동,2017-01-28,61
동해시,천곡동,2017-01-28,44
삼척시,남양동,2017-01-28,39
춘천시,중앙로,2017-01-29,41
춘천시,석사동,2017-01-29,41
원주시,중앙동,2017-01-29,50
원주시,반곡동,2017-01-29,55
강릉시,옥천동,2017-01-29,51
동해시,천곡동,2017-01-29,24
삼척시,남양동,2017-01-29,26
춘천시,중앙로,2017-01-30,60
춘천시,석사동,2017-01-30,63
원주시,중앙동,2017-01-30,62
원주시,반곡동,2017-01-30,62
강릉시,옥천동,2017-01-30,38
동해시,천곡동,2017-01-30,23
삼척시,남양동,2017-01-30,27
춘천시,중앙로,2017-01-31,49
춘천시,석사동,2017-01-31,55
원주시,중앙동,2017-01-31,72
원주시,반곡동,2017-01-31,64
강릉시,옥천동,2017-01-31,41
동해시,천곡동,2017-01-31,34
삼척시,남양동,2017-01-31,36
