지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2022-01-01,28
춘천시,석사동,2022-01-01,30
춘천시,신사우동,2022-01-01,27
양구군,양구읍,2022-01-01,22
원주시,중앙동,2022-01-01,28
원주시,반곡동,2022-01-01,32
원주시,문막읍,2022-01-01,25
원주시,지정면,2022-01-01,20
강릉시,옥천동,2022-01-01,20
동해시,천곡동,2022-01-01,22
삼척시,남양동,2022-01-01,12
평창군,평창읍,2022-01-01,26
정선군,정선읍,2022-01-01,27
횡성군,횡성읍,2022-01-01,26
고성군,상리,2022-01-01,24
양양군,양양읍,2022-01-01,17
속초시,금호동,2022-01-01,18
철원군,갈말읍,2022-01-01,21
홍천군,홍천읍,2022-01-01,34
영월군,영월읍,2022-01-01,20
화천군,화천읍,2022-01-01,25
태백시,황지동,2022-01-01,14
인제군,인제읍,2022-01-01,18
춘천시,중앙로,2022-01-02,32
춘천시,석사동,2022-01-02,31
춘천시,신사우동,2022-01-02,34
양구군,양구읍,2022-01-02,28
원주시,중앙동,2022-01-02,37
원주시,반곡동,2022-01-02,40
원주시,문막읍,2022-01-02,36
원주시,지정면,2022-01-02,28
강릉시,옥천동,2022-01-02,29
동해시,천곡동,2022-01-02,28
삼척시,남양동,2022-01-02,23
평창군,평창읍,2022-01-02,37
정선군,정선읍,2022-01-02,36
횡성군,횡성읍,2022-01-02,38
고성군,상리,2022-01-02,26
양양군,양양읍,2022-01-02,22
속초시,금호동,2022-01-02,22
철원군,갈말읍,2022-01-02,30
홍천군,홍천읍,2022-01-02,38
영월군,영월읍,2022-01-02,32
화천군,화천읍,2022-01-02,31
태백시,황지동,2022-01-02,31
인제군,인제읍,2022-01-02,28
춘천시,중앙로,2022-01-03,25
춘천시,석사동,2022-01-03,22
춘천시,신사우동,2022-01-03,25
양구군,양구읍,2022-01-03,24
원주시,중앙동,2022-01-03,41
원주시,반곡동,2022-01-03,35
원주시,문막읍,2022-01-03,38
원주시,지정면,2022-01-03,27
