지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2017-04-01,23
춘천시,석사동,2017-04-01,18
원주시,중앙동,2017-04-01,23
원주시,반곡동,2017-04-01,26
강릉시,옥천동,2017-04-01,29
동해시,천곡동,2017-04-01,19
삼척시,남양동,2017-04-01,21
춘천시,중앙로,2017-04-02,38
춘천시,석사동,2017-04-02,38
원주시,중앙동,2017-04-02,44
원주시,반곡동,2017-04-02,43
강릉시,옥천동,2017-04-02,37
동해시,천곡동,2017-04-02,24
삼척시,남양동,2017-04-02,27
춘천시,중앙로,2017-04-03,70
춘천시,석사동,2017-04-03,72
원주시,중앙동,2017-04-03,92
원주시,반곡동,2017-04-03,82
강릉시,옥천동,2017-04-03,63
동해시,천곡동,2017-04-03,50
삼척시,남양동,2017-04-03,48
춘천시,중앙로,2017-04-04,76
춘천시,석사동,2017-04-04,79
원주시,중앙동,2017-04-04,91
원주시,반곡동,2017-04-04,83
강릉시,옥천동,2017-04-04,81
동해시,천곡동,2017-04-04,63
삼척시,남양동,2017-04-04,73
춘천시,중앙로,2017-04-05,57
춘천시,석사동,2017-04-05,57
원주시,중앙동,2017-04-05,76
원주시,반곡동,2017-04-05,69
강릉시,옥천동,2017-04-05,65
동해시,천곡동,2017-04-05,52
삼척시,남양동,2017-04-05,55
춘천시,중앙로,2017-04-06,24
춘천시,석사동,2017-04-06,19
원주시,중앙동,2017-04-06,41
원주시,반곡동,2017-04-06,32
강릉시,옥천동,2017-04-06,40
동해시,천곡동,2017-04-06,32
삼척시,남양동,2017-04-06,46
춘천시,중앙로,2017-04-07,36
춘천시,석사동,2017-04-07,30
원주시,중앙동,2017-04-07,66
원주시,반곡동,2017-04-07,55
강릉시,옥천동,2017-04-07,32
동해시,천곡동,2017-04-07,27
삼척시,남양동,2017-04-07,32
춘천시,중앙로,2017-04-08,54
춘천시,석사동,2017-04-08,55
원주시,중앙동,2017-04-08,104
원주시,반곡동,2017-04-08,81
강릉시,옥천동,2017-04-08,45
동해시,천곡동,2017-04-08,42
