지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2018-01-01,43
춘천시,석사동,2018-01-01,47
원주시,중앙동,2018-01-01,46
원주시,반곡동,2018-01-01,50
강릉시,옥천동,2018-01-01,18
동해시,천곡동,2018-01-01,20
삼척시,남양동,2018-01-01,20
평창군,평창읍,2018-01-01,32
춘천시,중앙로,2018-01-02,45
춘천시,석사동,2018-01-02,50
원주시,중앙동,2018-01-02,63
원주시,반곡동,2018-01-02,61
강릉시,옥천동,2018-01-02,36
동해시,천곡동,2018-01-02,40
삼척시,남양동,2018-01-02,42
평창군,평창읍,2018-01-02,46
춘천시,중앙로,2018-01-03,40
춘천시,석사동,2018-01-03,49
원주시,중앙동,2018-01-03,45
원주시,반곡동,2018-01-03,42
강릉시,옥천동,2018-01-03,17
동해시,천곡동,2018-01-03,21
삼척시,남양동,2018-01-03,22
평창군,평창읍,2018-01-03,32
춘천시,중앙로,2018-01-04,53
춘천시,석사동,2018-01-04,62
원주시,중앙동,2018-01-04,55
원주시,반곡동,2018-01-04,56
강릉시,옥천동,2018-01-04,22
동해시,천곡동,2018-01-04,23
삼척시,남양동,2018-01-04,22
평창군,평창읍,2018-01-04,43
춘천시,중앙로,2018-01-05,56
춘천시,석사동,2018-01-05,64
원주시,중앙동,2018-01-05,66
원주시,반곡동,2018-01-05,65
강릉시,옥천동,2018-01-05,21
동해시,천곡동,2018-01-05,27
삼척시,남양동,2018-01-05,26
평창군,평창읍,2018-01-05,49
춘천시,중앙로,2018-01-06,61
춘천시,석사동,2018-01-06,74
원주시,중앙동,2018-01-06,65
원주시,반곡동,2018-01-06,62
강릉시,옥천동,2018-01-06,26
동해시,천곡동,2018-01-06,23
삼척시,남양동,2018-01-06,25
평창군,평창읍,2018-01-06,63
춘천시,중앙로,2018-01-07,62
춘천시,석사동,2018-01-07,69
원주시,중앙동,2018-01-07,73
원주시,반곡동,2018-01-07,72
강릉시,옥천동,2018-01-07,27
동해시,천곡동,2018-01-07,24
삼척시,남양동,2018-01-07,20
평창군,평창읍,2018-01-07,46
춘천시,중앙로,2018-01-08,59
춘천시,석사동,2018-01-08,64
원주시,중앙동,2018-01-08,70
원주시,반곡동,2018-01-08,66
강릉시,옥천동,2018-01-08,16
동해시,천곡동,2018-01-08,20
삼척시,남양동,2018-01-08,20
평창군,평창읍,2018-01-08,44
춘천시,중앙로,2018-01-09,43
춘천시,석사동,2018-01-09,47
원주시,중앙동,2018-01-09,37
원주시,반곡동,2018-01-09,41
강릉시,옥천동,2018-01-09,41
동해시,천곡동,2018-01-09,33
삼척시,남양동,2018-01-09,38
평창군,평창읍,2018-01-09,35
춘천시,중앙로,2018-01-10,34
춘천시,석사동,2018-01-10,35
원주시,중앙동,2018-01-10,34
원주시,반곡동,2018-01-10,35
강릉시,옥천동,2018-01-10,18
동해시,천곡동,2018-01-10,16
삼척시,남양동,2018-01-10,19
평창군,평창읍,2018-01-10,21
춘천시,중앙로,2018-01-11,37
춘천시,석사동,2018-01-11,38
원주시,중앙동,2018-01-11,34
원주시,반곡동,2018-01-11,33
강릉시,옥천동,2018-01-11,20
동해시,천곡동,2018-01-11,19
삼척시,남양동,2018-01-11,22
평창군,평창읍,2018-01-11,25
춘천시,중앙로,2018-01-12,36
춘천시,석사동,2018-01-12,43
원주시,중앙동,2018-01-12,39
원주시,반곡동,2018-01-12,39
강릉시,옥천동,2018-01-12,17
동해시,천곡동,2018-01-12,16
삼척시,남양동,2018-01-12,22
평창군,평창읍,2018-01-12,35
춘천시,중앙로,2018-01-13,56
춘천시,석사동,2018-01-13,57
원주시,중앙동,2018-01-13,58
원주시,반곡동,2018-01-13,57
강릉시,옥천동,2018-01-13,28
동해시,천곡동,2018-01-13,28
