0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
시군,측정소,평균,01일,02일,03일,04일,05일,06일,07일,08일,09일,10일,11일,12일,13일,14일,15일,16일,17일,18일,19일,20일,21일,22일,23일,24일,25일,26일,27일,28일,29일,30일,31일
통합,평균,-8,28,39,28,30,-,29,43,35,24,23,21,-75,-51,-24,32,-4,24,29,34,24,10,15,16,14,20,16,21,-237,-228,-16,-
춘천시,중앙로,74,31,37,29,26,26,19,34,30,19,28,19,22,22,17,21,28,21,30,44,35,11,20,19,21,32,16,19,28,24,8,-
춘천시,석사동,70,29,39,26,24,26,18,33,29,19,26,20,19,21,19,24,29,22,28,37,23,9,16,17,20,29,17,19,28,24,14,-
춘천시,신사우동,65,29,34,29,26,27,20,32,29,17,25,18,19,20,17,18,26,20,26,37,24,8,13,15,19,26,14,17,24,16,9,-
양구군,양구읍,51,20,27,20,18,23,14,23,22,15,21,16,14,14,13,14,17,16,25,28,18,9,11,11,11,16,11,13,21,17,9,-
원주시,중앙동,174,86,67,51,44,41,35,54,128,77,36,37,40,48,45,154,73,42,43,52,42,22,30,53,30,35,102,69,74,54,74,-
원주시,반곡동,87,31,52,33,31,31,24,39,54,23,26,26,28,31,26,24,36,29,34,45,28,11,19,23,23,27,14,28,24,26,26,-
원주시,문막읍,81,27,46,28,34,27,22,33,29,29,26,21,24,28,27,23,32,25,27,39,26,11,21,21,20,23,14,51,22,24,27,-
원주시,지정면,88,30,59,34,32,28,24,39,34,23,27,27,26,32,24,26,34,28,32,44,31,14,20,25,21,27,17,28,26,30,33,-
강릉시,주문진읍,38,23,30,21,18,23,24,33,32,13,19,21,20,97,-409,12,23,23,27,25,20,8,8,9,6,13,9,15,181,24,10,-
강릉시,옥천동,-224,27,40,29,25,30,192,38,30,20,26,26,-2404,-749,173,13,27,19,26,25,19,9,11,9,9,15,10,16,15,20,17,-
동해시,천곡동,75,32,36,29,24,29,31,40,25,12,28,26,26,26,25,15,32,29,38,29,26,13,22,15,11,18,18,25,21,32,17,-
삼척시,남양동,68,29,33,24,19,25,29,36,31,20,24,19,22,23,20,16,32,26,31,28,19,12,18,11,11,17,18,20,19,29,17,-
평창군,평창읍,-1220,10,24,17,14,15,11,21,16,10,10,10,13,12,-825,5,15,12,13,21,8,2,3,2,2,4,2,5,-5827,-5831,3,-
정선군,정선읍,-102,26,40,29,28,30,25,40,34,22,23,22,23,-809,19,15,28,26,28,32,20,9,9,7,8,13,6,14,-818,22,10,-
횡성군,횡성읍,65,22,33,26,25,23,20,30,26,17,19,20,20,23,18,18,28,23,27,34,23,11,14,18,16,19,21,24,19,16,18,-
고성군,상리,63,19,30,17,18,29,17,68,52,12,17,15,13,9,14,10,29,19,27,25,25,7,13,12,16,17,8,15,29,29,17,-
양양군,양양읍,54,24,32,21,21,27,18,27,24,13,17,18,21,20,16,15,29,19,31,23,17,6,10,12,9,14,10,15,19,1,8,-
속초시,금호동,106,34,42,32,26,35,29,39,34,20,30,27,26,24,21,265,32,34,39,33,32,12,21,20,16,22,15,23,26,29,19,-
철원군,갈말읍,88,35,37,33,31,36,23,47,36,103,28,20,24,26,19,20,28,19,33,42,31,10,16,18,22,30,19,22,30,28,12,-
홍천군,홍천읍,85,27,35,28,25,28,20,197,34,20,24,21,21,23,21,17,26,38,26,37,24,9,16,17,14,21,15,18,23,18,11,-
영월군,영월읍,-96,23,42,33,27,28,25,35,33,21,21,22,22,25,21,19,-806,31,31,33,18,11,19,20,13,17,10,17,21,21,-817,-
화천군,화천읍,69,28,35,27,22,30,18,36,29,18,23,18,24,23,16,21,31,21,32,42,24,9,15,16,16,24,13,20,28,18,10,-
태백시,황지동,-83,20,37,20,133,-668,25,37,25,16,21,19,22,-317,17,11,19,16,22,29,10,7,5,7,3,9,3,9,8,-404,10,-
인제군,인제읍,60,24,35,24,23,26,18,34,26,17,20,18,17,16,17,18,24,20,30,31,20,8,12,9,12,18,15,14,22,18,10,-
횡성군,우천면,70,22,45,34,29,28,23,39,36,20,22,20,23,29,24,18,30,24,28,34,28,5,12,15,11,17,7,17,19,17,21,-
