지역,측정소명,날짜,미세먼지 농도
춘천시,중앙로,2020-05-01,52
춘천시,석사동,2020-05-01,53
춘천시,신사우동,2020-05-01,48
양구군,양구읍,2020-05-01,47
원주시,중앙동,2020-05-01,39
원주시,문막읍,2020-05-01,44
강릉시,옥천동,2020-05-01,51
동해시,천곡동,2020-05-01,44
삼척시,남양동,2020-05-01,46
평창군,평창읍,2020-05-01,53
정선군,정선읍,2020-05-01,57
횡성군,횡성읍,2020-05-01,46
고성군,상리,2020-05-01,51
양양군,양양읍,2020-05-01,49
속초시,금호동,2020-05-01,56
철원군,갈말읍,2020-05-01,54
홍천군,홍천읍,2020-05-01,52
영월군,영월읍,2020-05-01,51
화천군,화천읍,2020-05-01,45
태백시,황지동,2020-05-01,49
인제군,인제읍,2020-05-01,47
춘천시,중앙로,2020-05-02,56
춘천시,석사동,2020-05-02,57
춘천시,신사우동,2020-05-02,52
양구군,양구읍,2020-05-02,44
원주시,중앙동,2020-05-02,42
원주시,문막읍,2020-05-02,45
강릉시,옥천동,2020-05-02,48
동해시,천곡동,2020-05-02,49
삼척시,남양동,2020-05-02,52
평창군,평창읍,2020-05-02,56
정선군,정선읍,2020-05-02,58
횡성군,횡성읍,2020-05-02,51
고성군,상리,2020-05-02,47
양양군,양양읍,2020-05-02,39
속초시,금호동,2020-05-02,50
철원군,갈말읍,2020-05-02,55
홍천군,홍천읍,2020-05-02,48
영월군,영월읍,2020-05-02,50
화천군,화천읍,2020-05-02,44
태백시,황지동,2020-05-02,51
인제군,인제읍,2020-05-02,41
춘천시,중앙로,2020-05-03,30
춘천시,석사동,2020-05-03,32
춘천시,신사우동,2020-05-03,29
양구군,양구읍,2020-05-03,27
원주시,중앙동,2020-05-03,14
원주시,문막읍,2020-05-03,23
강릉시,옥천동,2020-05-03,38
동해시,천곡동,2020-05-03,39
삼척시,남양동,2020-05-03,41
평창군,평창읍,2020-05-03,36
정선군,정선읍,2020-05-03,35
횡성군,횡성읍,2020-05-03,25
고성군,상리,2020-05-03,34
양양군,양양읍,2020-05-03,33
속초시,금호동,2020-05-03,38
철원군,갈말읍,2020-05-03,26
홍천군,홍천읍,2020-05-03,31
영월군,영월읍,2020-05-03,30
화천군,화천읍,2020-05-03,25
태백시,황지동,2020-05-03,23
인제군,인제읍,2020-05-03,21
춘천시,중앙로,2020-05-04,29
춘천시,석사동,2020-05-04,31
춘천시,신사우동,2020-05-04,26
양구군,양구읍,2020-05-04,20
원주시,중앙동,2020-05-04,23
원주시,문막읍,2020-05-04,29
강릉시,옥천동,2020-05-04,36
동해시,천곡동,2020-05-04,23
삼척시,남양동,2020-05-04,26
평창군,평창읍,2020-05-04,31
정선군,정선읍,2020-05-04,29
횡성군,횡성읍,2020-05-04,30
고성군,상리,2020-05-04,29
양양군,양양읍,2020-05-04,25
속초시,금호동,2020-05-04,37
철원군,갈말읍,2020-05-04,35
홍천군,홍천읍,2020-05-04,29
영월군,영월읍,2020-05-04,29
화천군,화천읍,2020-05-04,20
태백시,황지동,2020-05-04,21
인제군,인제읍,2020-05-04,15
춘천시,중앙로,2020-05-05,25
춘천시,석사동,2020-05-05,24
춘천시,신사우동,2020-05-05,23
양구군,양구읍,2020-05-05,19
원주시,중앙동,2020-05-05,22
원주시,문막읍,2020-05-05,27
강릉시,옥천동,2020-05-05,31
동해시,천곡동,2020-05-05,22
삼척시,남양동,2020-05-05,24
평창군,평창읍,2020-05-05,27
정선군,정선읍,2020-05-05,24
횡성군,횡성읍,2020-05-05,30
고성군,상리,2020-05-05,24
양양군,양양읍,2020-05-05,22
속초시,금호동,2020-05-05,32
철원군,갈말읍,2020-05-05,34
홍천군,홍천읍,2020-05-05,21
영월군,영월읍,2020-05-05,21
화천군,화천읍,2020-05-05,20
태백시,황지동,2020-05-05,20
인제군,인제읍,2020-05-05,16
춘천시,중앙로,2020-05-06,25
춘천시,석사동,2020-05-06,26
춘천시,신사우동,2020-05-06,23
양구군,양구읍,2020-05-06,21
원주시,중앙동,2020-05-06,16
원주시,문막읍,2020-05-06,23
강릉시,옥천동,2020-05-06,25
동해시,천곡동,2020-05-06,17
삼척시,남양동,2020-05-06,17
평창군,평창읍,2020-05-06,28
정선군,정선읍,2020-05-06,25
횡성군,횡성읍,2020-05-06,17
고성군,상리,2020-05-06,20
양양군,양양읍,2020-05-06,18
속초시,금호동,2020-05-06,24
철원군,갈말읍,2020-05-06,22
홍천군,홍천읍,2020-05-06,24
영월군,영월읍,2020-05-06,26
화천군,화천읍,2020-05-06,30
태백시,황지동,2020-05-06,24
인제군,인제읍,2020-05-06,18
춘천시,중앙로,2020-05-07,24
춘천시,석사동,2020-05-07,26
춘천시,신사우동,2020-05-07,21
양구군,양구읍,2020-05-07,15
원주시,중앙동,2020-05-07,10
원주시,문막읍,2020-05-07,17
강릉시,옥천동,2020-05-07,19
동해시,천곡동,2020-05-07,16
삼척시,남양동,2020-05-07,16
평창군,평창읍,2020-05-07,22
정선군,정선읍,2020-05-07,21
횡성군,횡성읍,2020-05-07,18
고성군,상리,2020-05-07,16
양양군,양양읍,2020-05-07,14
속초시,금호동,2020-05-07,20
철원군,갈말읍,2020-05-07,24
홍천군,홍천읍,2020-05-07,23
영월군,영월읍,2020-05-07,18
화천군,화천읍,2020-05-07,16
태백시,황지동,2020-05-07,20
인제군,인제읍,2020-05-07,16
춘천시,중앙로,2020-05-08,24
춘천시,석사동,2020-05-08,33
춘천시,신사우동,2020-05-08,24
양구군,양구읍,2020-05-08,18
원주시,중앙동,2020-05-08,14
원주시,문막읍,2020-05-08,18
강릉시,옥천동,2020-05-08,28
동해시,천곡동,2020-05-08,22
삼척시,남양동,2020-05-08,24
평창군,평창읍,2020-05-08,23
정선군,정선읍,2020-05-08,24
횡성군,횡성읍,2020-05-08,22
고성군,상리,2020-05-08,23
양양군,양양읍,2020-05-08,19
속초시,금호동,2020-05-08,25
철원군,갈말읍,2020-05-08,34
홍천군,홍천읍,2020-05-08,26
영월군,영월읍,2020-05-08,21
화천군,화천읍,2020-05-08,19
태백시,황지동,2020-05-08,19
인제군,인제읍,2020-05-08,15
춘천시,중앙로,2020-05-09,9
춘천시,석사동,2020-05-09,10
춘천시,신사우동,2020-05-09,8
양구군,양구읍,2020-05-09,9
원주시,중앙동,2020-05-09,3
원주시,문막읍,2020-05-09,10
강릉시,옥천동,2020-05-09,18
동해시,천곡동,2020-05-09,18
삼척시,남양동,2020-05-09,18
평창군,평창읍,2020-05-09,18
정선군,정선읍,2020-05-09,16
횡성군,횡성읍,2020-05-09,7
고성군,상리,2020-05-09,12
양양군,양양읍,2020-05-09,9
속초시,금호동,2020-05-09,17
철원군,갈말읍,2020-05-09,10
홍천군,홍천읍,2020-05-09,87
영월군,영월읍,2020-05-09,15
화천군,화천읍,2020-05-09,8
