지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2019-01-01,0.024
춘천시,석사동,2019-01-01,0.033
원주시,중앙동,2019-01-01,0.024
원주시,반곡동,2019-01-01,0.025
원주시,문막읍,2019-01-01,0.016
강릉시,옥천동,2019-01-01,0.016
동해시,천곡동,2019-01-01,0.016
삼척시,남양동,2019-01-01,0.018
속초시,금호동,2019-01-01,0.013
태백시,황지동,2019-01-01,0
춘천시,중앙로,2019-01-02,0.022
춘천시,석사동,2019-01-02,0.031
원주시,중앙동,2019-01-02,0.030
원주시,반곡동,2019-01-02,0.029
원주시,문막읍,2019-01-02,0.022
강릉시,옥천동,2019-01-02,0.012
동해시,천곡동,2019-01-02,0.013
삼척시,남양동,2019-01-02,0.015
속초시,금호동,2019-01-02,0.010
태백시,황지동,2019-01-02,0
춘천시,중앙로,2019-01-03,0.032
춘천시,석사동,2019-01-03,0.037
원주시,중앙동,2019-01-03,0.032
원주시,반곡동,2019-01-03,0.033
원주시,문막읍,2019-01-03,0.024
강릉시,옥천동,2019-01-03,0.021
동해시,천곡동,2019-01-03,0.029
삼척시,남양동,2019-01-03,0.025
속초시,금호동,2019-01-03,0.017
태백시,황지동,2019-01-03,0
춘천시,중앙로,2019-01-04,0.040
춘천시,석사동,2019-01-04,0.045
원주시,중앙동,2019-01-04,0.039
원주시,반곡동,2019-01-04,0.040
원주시,문막읍,2019-01-04,0.034
강릉시,옥천동,2019-01-04,0.019
동해시,천곡동,2019-01-04,0.032
삼척시,남양동,2019-01-04,0.024
속초시,금호동,2019-01-04,0.022
태백시,황지동,2019-01-04,0
춘천시,중앙로,2019-01-05,0.028
춘천시,석사동,2019-01-05,0.034
원주시,중앙동,2019-01-05,0.036
원주시,반곡동,2019-01-05,0.034
원주시,문막읍,2019-01-05,0.028
강릉시,옥천동,2019-01-05,0.018
동해시,천곡동,2019-01-05,0.018
삼척시,남양동,2019-01-05,0.018
속초시,금호동,2019-01-05,0.018
태백시,황지동,2019-01-05,0
춘천시,중앙로,2019-01-06,0.027
춘천시,석사동,2019-01-06,0.034
원주시,중앙동,2019-01-06,0.027
원주시,반곡동,2019-01-06,0.030
원주시,문막읍,2019-01-06,0.025
강릉시,옥천동,2019-01-06,0.017
동해시,천곡동,2019-01-06,0.029
삼척시,남양동,2019-01-06,0.022
속초시,금호동,2019-01-06,0.025
태백시,황지동,2019-01-06,0
춘천시,중앙로,2019-01-07,0.033
춘천시,석사동,2019-01-07,0.043
원주시,중앙동,2019-01-07,0.037
원주시,반곡동,2019-01-07,0.037
원주시,문막읍,2019-01-07,0.032
강릉시,옥천동,2019-01-07,0.018
동해시,천곡동,2019-01-07,0.019
삼척시,남양동,2019-01-07,0.024
속초시,금호동,2019-01-07,0.015
태백시,황지동,2019-01-07,0
춘천시,중앙로,2019-01-08,0.017
춘천시,석사동,2019-01-08,0.022
원주시,중앙동,2019-01-08,0.025
원주시,반곡동,2019-01-08,0.026
원주시,문막읍,2019-01-08,0.023
강릉시,옥천동,2019-01-08,0.014
동해시,천곡동,2019-01-08,0.014
삼척시,남양동,2019-01-08,0.019
속초시,금호동,2019-01-08,0.008
태백시,황지동,2019-01-08,0
춘천시,중앙로,2019-01-09,0.028
춘천시,석사동,2019-01-09,0.030
원주시,중앙동,2019-01-09,0.025
원주시,반곡동,2019-01-09,0.025
원주시,문막읍,2019-01-09,0.021
강릉시,옥천동,2019-01-09,0.011
동해시,천곡동,2019-01-09,0.020
삼척시,남양동,2019-01-09,0.015
속초시,금호동,2019-01-09,0.019
태백시,황지동,2019-01-09,0
춘천시,중앙로,2019-01-10,0.030
춘천시,석사동,2019-01-10,0.035
원주시,중앙동,2019-01-10,0.035
원주시,반곡동,2019-01-10,0.036
원주시,문막읍,2019-01-10,0.032
강릉시,옥천동,2019-01-10,0.011
동해시,천곡동,2019-01-10,0.016
삼척시,남양동,2019-01-10,0.013
속초시,금호동,2019-01-10,0.010
태백시,황지동,2019-01-10,0
춘천시,중앙로,2019-01-11,0.039
춘천시,석사동,2019-01-11,0.044
원주시,중앙동,2019-01-11,0.038
원주시,반곡동,2019-01-11,0.039
원주시,문막읍,2019-01-11,0.032
강릉시,옥천동,2019-01-11,0.020
동해시,천곡동,2019-01-11,0.031
삼척시,남양동,2019-01-11,0.020
속초시,금호동,2019-01-11,0.022
태백시,황지동,2019-01-11,0
춘천시,중앙로,2019-01-12,0.041
춘천시,석사동,2019-01-12,0.043
원주시,중앙동,2019-01-12,0.039
원주시,반곡동,2019-01-12,0.042
원주시,문막읍,2019-01-12,0.033
강릉시,옥천동,2019-01-12,0.025
동해시,천곡동,2019-01-12,0.035
삼척시,남양동,2019-01-12,0.025
속초시,금호동,2019-01-12,0.023
태백시,황지동,2019-01-12,0
춘천시,중앙로,2019-01-13,0.041
춘천시,석사동,2019-01-13,0.043
원주시,중앙동,2019-01-13,0.037
원주시,반곡동,2019-01-13,0.039
원주시,문막읍,2019-01-13,0.032
강릉시,옥천동,2019-01-13,0.019
동해시,천곡동,2019-01-13,0.024
삼척시,남양동,2019-01-13,0.019
속초시,금호동,2019-01-13,0.029
태백시,황지동,2019-01-13,0
춘천시,중앙로,2019-01-14,0.046
춘천시,석사동,2019-01-14,0.050
원주시,중앙동,2019-01-14,0.040
원주시,반곡동,2019-01-14,0.040
원주시,문막읍,2019-01-14,0.033
강릉시,옥천동,2019-01-14,0.029
동해시,천곡동,2019-01-14,0.041
삼척시,남양동,2019-01-14,0.027
속초시,금호동,2019-01-14,0.034
태백시,황지동,2019-01-14,0
춘천시,중앙로,2019-01-15,0.023
춘천시,석사동,2019-01-15,0.031
원주시,중앙동,2019-01-15,0.031
원주시,반곡동,2019-01-15,0.030
원주시,문막읍,2019-01-15,0.026
강릉시,옥천동,2019-01-15,0.015
동해시,천곡동,2019-01-15,0.019
삼척시,남양동,2019-01-15,0.021
속초시,금호동,2019-01-15,0.011
태백시,황지동,2019-01-15,0
춘천시,중앙로,2019-01-16,0.019
춘천시,석사동,2019-01-16,0.024
원주시,중앙동,2019-01-16,0.025
원주시,반곡동,2019-01-16,0.025
원주시,문막읍,2019-01-16,0.025
강릉시,옥천동,2019-01-16,0.011
동해시,천곡동,2019-01-16,0.012
삼척시,남양동,2019-01-16,0.014
속초시,금호동,2019-01-16,0.009
태백시,황지동,2019-01-16,0
춘천시,중앙로,2019-01-17,0.027
춘천시,석사동,2019-01-17,0.033
원주시,중앙동,2019-01-17,7.019
원주시,반곡동,2019-01-17,0.025
원주시,문막읍,2019-01-17,0.027
강릉시,옥천동,2019-01-17,0.012
동해시,천곡동,2019-01-17,0.010
삼척시,남양동,2019-01-17,0.015
속초시,금호동,2019-01-17,0.009
태백시,황지동,2019-01-17,0
춘천시,중앙로,2019-01-18,0.035
춘천시,석사동,2019-01-18,0.041
원주시,중앙동,2019-01-18,10.525
원주시,반곡동,2019-01-18,0.030
원주시,문막읍,2019-01-18,0.030
강릉시,옥천동,2019-01-18,0.015
동해시,천곡동,2019-01-18,0.020
삼척시,남양동,2019-01-18,0.022
속초시,금호동,2019-01-18,0.026
태백시,황지동,2019-01-18,0
춘천시,중앙로,2019-01-19,0.040
춘천시,석사동,2019-01-19,0.049
원주시,중앙동,2019-01-19,0.033
원주시,반곡동,2019-01-19,0.030
원주시,문막읍,2019-01-19,0.031
강릉시,옥천동,2019-01-19,0.022
동해시,천곡동,2019-01-19,0.038
삼척시,남양동,2019-01-19,0.025
속초시,금호동,2019-01-19,0.034
태백시,황지동,2019-01-19,0
춘천시,중앙로,2019-01-20,0.015
춘천시,석사동,2019-01-20,0.023
원주시,중앙동,2019-01-20,0.022
원주시,반곡동,2019-01-20,0.019
원주시,문막읍,2019-01-20,0.021
강릉시,옥천동,2019-01-20,0.012
동해시,천곡동,2019-01-20,0.010
삼척시,남양동,2019-01-20,0.015
속초시,금호동,2019-01-20,0.009
태백시,황지동,2019-01-20,0
춘천시,중앙로,2019-01-21,0.024
춘천시,석사동,2019-01-21,0.030
원주시,중앙동,2019-01-21,0.028
원주시,반곡동,2019-01-21,0.021
원주시,문막읍,2019-01-21,0.025
강릉시,옥천동,2019-01-21,0.010
동해시,천곡동,2019-01-21,0.009
삼척시,남양동,2019-01-21,0.014
속초시,금호동,2019-01-21,0.010
태백시,황지동,2019-01-21,0
춘천시,중앙로,2019-01-22,0.031
춘천시,석사동,2019-01-22,0.033
원주시,중앙동,2019-01-22,0.026
원주시,반곡동,2019-01-22,0.025
원주시,문막읍,2019-01-22,0.023
강릉시,옥천동,2019-01-22,0.015
동해시,천곡동,2019-01-22,0.014
삼척시,남양동,2019-01-22,0.016
속초시,금호동,2019-01-22,0.015
태백시,황지동,2019-01-22,0
춘천시,중앙로,2019-01-23,0.031
