지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2017-04-01,0.010
춘천시,석사동,2017-04-01,0.012
원주시,중앙동,2017-04-01,0.018
원주시,반곡동,2017-04-01,0.011
강릉시,옥천동,2017-04-01,0.012
동해시,천곡동,2017-04-01,0.015
삼척시,남양동,2017-04-01,0.015
춘천시,중앙로,2017-04-02,0.008
춘천시,석사동,2017-04-02,0.011
원주시,중앙동,2017-04-02,0.017
원주시,반곡동,2017-04-02,0.009
강릉시,옥천동,2017-04-02,0.010
동해시,천곡동,2017-04-02,0.010
삼척시,남양동,2017-04-02,0.015
춘천시,중앙로,2017-04-03,0.018
춘천시,석사동,2017-04-03,0.024
원주시,중앙동,2017-04-03,0.027
원주시,반곡동,2017-04-03,0.018
강릉시,옥천동,2017-04-03,0.010
동해시,천곡동,2017-04-03,0.007
삼척시,남양동,2017-04-03,0.012
춘천시,중앙로,2017-04-04,0.020
춘천시,석사동,2017-04-04,0.025
원주시,중앙동,2017-04-04,0.031
원주시,반곡동,2017-04-04,0.021
강릉시,옥천동,2017-04-04,0.014
동해시,천곡동,2017-04-04,0.020
삼척시,남양동,2017-04-04,0.021
춘천시,중앙로,2017-04-05,0.022
춘천시,석사동,2017-04-05,0.025
원주시,중앙동,2017-04-05,0.032
원주시,반곡동,2017-04-05,0.020
강릉시,옥천동,2017-04-05,0.013
동해시,천곡동,2017-04-05,0.024
삼척시,남양동,2017-04-05,0.018
춘천시,중앙로,2017-04-06,0.016
춘천시,석사동,2017-04-06,0.017
원주시,중앙동,2017-04-06,0.016
원주시,반곡동,2017-04-06,0.009
강릉시,옥천동,2017-04-06,0.008
동해시,천곡동,2017-04-06,0.021
삼척시,남양동,2017-04-06,0.018
춘천시,중앙로,2017-04-07,0.020
춘천시,석사동,2017-04-07,0.016
원주시,중앙동,2017-04-07,0.026
원주시,반곡동,2017-04-07,0.017
강릉시,옥천동,2017-04-07,0.007
동해시,천곡동,2017-04-07,0.017
삼척시,남양동,2017-04-07,0.011
춘천시,중앙로,2017-04-08,0.018
춘천시,석사동,2017-04-08,0.019
원주시,중앙동,2017-04-08,0.027
원주시,반곡동,2017-04-08,0.018
강릉시,옥천동,2017-04-08,0.009
동해시,천곡동,2017-04-08,0.020
삼척시,남양동,2017-04-08,0.016
춘천시,중앙로,2017-04-09,0.009
춘천시,석사동,2017-04-09,0.005
원주시,중앙동,2017-04-09,0.015
원주시,반곡동,2017-04-09,0.011
강릉시,옥천동,2017-04-09,0.005
동해시,천곡동,2017-04-09,0.011
삼척시,남양동,2017-04-09,0.006
춘천시,중앙로,2017-04-10,0.012
춘천시,석사동,2017-04-10,0.011
원주시,중앙동,2017-04-10,0.017
원주시,반곡동,2017-04-10,0.009
강릉시,옥천동,2017-04-10,0.007
동해시,천곡동,2017-04-10,0.012
삼척시,남양동,2017-04-10,0.010
춘천시,중앙로,2017-04-11,0.010
춘천시,석사동,2017-04-11,0.011
원주시,중앙동,2017-04-11,0.020
원주시,반곡동,2017-04-11,0.011
강릉시,옥천동,2017-04-11,0.009
동해시,천곡동,2017-04-11,0.015
삼척시,남양동,2017-04-11,0.010
춘천시,중앙로,2017-04-12,0.009
춘천시,석사동,2017-04-12,0.011
원주시,중앙동,2017-04-12,0.015
원주시,반곡동,2017-04-12,0.011
강릉시,옥천동,2017-04-12,0.004
동해시,천곡동,2017-04-12,0.011
삼척시,남양동,2017-04-12,0.009
춘천시,중앙로,2017-04-13,0.014
춘천시,석사동,2017-04-13,0.019
원주시,중앙동,2017-04-13,0.013
원주시,반곡동,2017-04-13,0.013
강릉시,옥천동,2017-04-13,0.005
동해시,천곡동,2017-04-13,0.007
삼척시,남양동,2017-04-13,0.009
춘천시,중앙로,2017-04-14,0.017
춘천시,석사동,2017-04-14,0.017
원주시,중앙동,2017-04-14,0.016
원주시,반곡동,2017-04-14,0.017
강릉시,옥천동,2017-04-14,0.007
동해시,천곡동,2017-04-14,0.008
삼척시,남양동,2017-04-14,0.010
춘천시,중앙로,2017-04-15,0.017
춘천시,석사동,2017-04-15,0.020
원주시,중앙동,2017-04-15,0.015
원주시,반곡동,2017-04-15,0.018
강릉시,옥천동,2017-04-15,0.003
동해시,천곡동,2017-04-15,0.005
삼척시,남양동,2017-04-15,0.009
춘천시,중앙로,2017-04-16,0.018
춘천시,석사동,2017-04-16,0.021
원주시,중앙동,2017-04-16,0.018
원주시,반곡동,2017-04-16,0.020
강릉시,옥천동,2017-04-16,0.007
동해시,천곡동,2017-04-16,0.016
삼척시,남양동,2017-04-16,0.016
춘천시,중앙로,2017-04-17,0.018
춘천시,석사동,2017-04-17,0.017
원주시,중앙동,2017-04-17,0.022
원주시,반곡동,2017-04-17,0.025
강릉시,옥천동,2017-04-17,0.006
동해시,천곡동,2017-04-17,0.020
삼척시,남양동,2017-04-17,0.013
춘천시,중앙로,2017-04-18,0.012
춘천시,석사동,2017-04-18,0.016
원주시,중앙동,2017-04-18,0.013
원주시,반곡동,2017-04-18,0.014
강릉시,옥천동,2017-04-18,0.008
동해시,천곡동,2017-04-18,0.013
삼척시,남양동,2017-04-18,0.012
춘천시,중앙로,2017-04-19,0.008
춘천시,석사동,2017-04-19,0.013
원주시,중앙동,2017-04-19,0.014
원주시,반곡동,2017-04-19,0.012
강릉시,옥천동,2017-04-19,0.011
동해시,천곡동,2017-04-19,0.012
삼척시,남양동,2017-04-19,0.009
춘천시,중앙로,2017-04-20,0.017
춘천시,석사동,2017-04-20,0.025
원주시,중앙동,2017-04-20,0.021
원주시,반곡동,2017-04-20,0.020
강릉시,옥천동,2017-04-20,0.009
동해시,천곡동,2017-04-20,0.027
삼척시,남양동,2017-04-20,0.023
춘천시,중앙로,2017-04-21,0.013
춘천시,석사동,2017-04-21,0.015
원주시,중앙동,2017-04-21,0.019
원주시,반곡동,2017-04-21,0.020
강릉시,옥천동,2017-04-21,0.005
동해시,천곡동,2017-04-21,0.011
삼척시,남양동,2017-04-21,0.009
춘천시,중앙로,2017-04-22,0.009
