지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2020-01-01,0.013
춘천시,석사동,2020-01-01,0.019
원주시,중앙동,2020-01-01,0.027
원주시,반곡동,2020-01-01,0.030
원주시,문막읍,2020-01-01,0.023
강릉시,옥천동,2020-01-01,0.006
동해시,천곡동,2020-01-01,0.005
삼척시,남양동,2020-01-01,0.008
속초시,금호동,2020-01-01,0.008
태백시,황지동,2020-01-01,0.003
춘천시,중앙로,2020-01-02,0.022
춘천시,석사동,2020-01-02,0.029
원주시,중앙동,2020-01-02,0.027
원주시,반곡동,2020-01-02,0.031
원주시,문막읍,2020-01-02,0.022
강릉시,옥천동,2020-01-02,0.010
동해시,천곡동,2020-01-02,0.011
삼척시,남양동,2020-01-02,0.012
속초시,금호동,2020-01-02,0.012
태백시,황지동,2020-01-02,0.011
춘천시,중앙로,2020-01-03,0.022
춘천시,석사동,2020-01-03,0.032
원주시,중앙동,2020-01-03,0.033
원주시,반곡동,2020-01-03,0.037
원주시,문막읍,2020-01-03,0.032
강릉시,옥천동,2020-01-03,0.013
동해시,천곡동,2020-01-03,0.011
삼척시,남양동,2020-01-03,0.018
속초시,금호동,2020-01-03,0.008
태백시,황지동,2020-01-03,0.010
춘천시,중앙로,2020-01-04,0.025
춘천시,석사동,2020-01-04,0.030
원주시,중앙동,2020-01-04,0.032
원주시,반곡동,2020-01-04,0.037
원주시,문막읍,2020-01-04,0.032
강릉시,옥천동,2020-01-04,0.012
동해시,천곡동,2020-01-04,0.008
삼척시,남양동,2020-01-04,0.014
속초시,금호동,2020-01-04,0.009
태백시,황지동,2020-01-04,0.008
춘천시,중앙로,2020-01-05,0.025
춘천시,석사동,2020-01-05,0.030
원주시,중앙동,2020-01-05,0.028
원주시,반곡동,2020-01-05,0.033
원주시,문막읍,2020-01-05,0.025
강릉시,옥천동,2020-01-05,0.013
동해시,천곡동,2020-01-05,0.023
삼척시,남양동,2020-01-05,0.014
속초시,금호동,2020-01-05,0.021
태백시,황지동,2020-01-05,0.011
춘천시,중앙로,2020-01-06,0.026
춘천시,석사동,2020-01-06,0.031
원주시,중앙동,2020-01-06,0.032
원주시,반곡동,2020-01-06,0.037
원주시,문막읍,2020-01-06,0.031
강릉시,옥천동,2020-01-06,0.025
동해시,천곡동,2020-01-06,0.037
삼척시,남양동,2020-01-06,0.023
속초시,금호동,2020-01-06,0.030
태백시,황지동,2020-01-06,0.017
춘천시,중앙로,2020-01-07,0.017
춘천시,석사동,2020-01-07,0.023
원주시,중앙동,2020-01-07,0.025
원주시,반곡동,2020-01-07,0.028
원주시,문막읍,2020-01-07,0.020
강릉시,옥천동,2020-01-07,0.022
동해시,천곡동,2020-01-07,0.031
삼척시,남양동,2020-01-07,0.023
속초시,금호동,2020-01-07,0.013
태백시,황지동,2020-01-07,0.019
춘천시,중앙로,2020-01-08,0.013
춘천시,석사동,2020-01-08,0.017
원주시,중앙동,2020-01-08,0.018
원주시,반곡동,2020-01-08,0.018
원주시,문막읍,2020-01-08,0.018
강릉시,옥천동,2020-01-08,0.010
동해시,천곡동,2020-01-08,0.014
삼척시,남양동,2020-01-08,0.013
속초시,금호동,2020-01-08,0.010
태백시,황지동,2020-01-08,0.003
춘천시,중앙로,2020-01-09,0.010
춘천시,석사동,2020-01-09,0.015
원주시,중앙동,2020-01-09,0.020
원주시,반곡동,2020-01-09,0.021
원주시,문막읍,2020-01-09,0.020
강릉시,옥천동,2020-01-09,0.008
동해시,천곡동,2020-01-09,0.007
삼척시,남양동,2020-01-09,0.010
속초시,금호동,2020-01-09,0.008
태백시,황지동,2020-01-09,0.003
춘천시,중앙로,2020-01-10,0.020
춘천시,석사동,2020-01-10,0.024
원주시,중앙동,2020-01-10,0.029
원주시,반곡동,2020-01-10,0.031
원주시,문막읍,2020-01-10,0.026
강릉시,옥천동,2020-01-10,0.012
동해시,천곡동,2020-01-10,0.015
삼척시,남양동,2020-01-10,0.016
속초시,금호동,2020-01-10,0.015
태백시,황지동,2020-01-10,0.010
춘천시,중앙로,2020-01-11,0.019
춘천시,석사동,2020-01-11,0.030
원주시,중앙동,2020-01-11,0.033
원주시,반곡동,2020-01-11,0.037
원주시,문막읍,2020-01-11,0.032
강릉시,옥천동,2020-01-11,0.016
동해시,천곡동,2020-01-11,0.016
삼척시,남양동,2020-01-11,0.019
속초시,금호동,2020-01-11,0.011
태백시,황지동,2020-01-11,0.009
춘천시,중앙로,2020-01-12,0.013
춘천시,석사동,2020-01-12,0.021
원주시,중앙동,2020-01-12,0.025
원주시,반곡동,2020-01-12,0.021
원주시,문막읍,2020-01-12,0.019
강릉시,옥천동,2020-01-12,0.014
동해시,천곡동,2020-01-12,0.014
삼척시,남양동,2020-01-12,0.017
속초시,금호동,2020-01-12,0.010
태백시,황지동,2020-01-12,0.008
춘천시,중앙로,2020-01-13,0.011
춘천시,석사동,2020-01-13,0.018
원주시,중앙동,2020-01-13,0.024
원주시,반곡동,2020-01-13,0.022
원주시,문막읍,2020-01-13,0.022
강릉시,옥천동,2020-01-13,0.010
동해시,천곡동,2020-01-13,0.008
삼척시,남양동,2020-01-13,0.011
속초시,금호동,2020-01-13,0.006
태백시,황지동,2020-01-13,0.007
춘천시,중앙로,2020-01-14,0.019
춘천시,석사동,2020-01-14,0.024
원주시,중앙동,2020-01-14,0.027
원주시,반곡동,2020-01-14,0.026
원주시,문막읍,2020-01-14,0.023
강릉시,옥천동,2020-01-14,0.013
동해시,천곡동,2020-01-14,0.010
삼척시,남양동,2020-01-14,0.014
속초시,금호동,2020-01-14,0.011
태백시,황지동,2020-01-14,0.007
춘천시,중앙로,2020-01-15,0.019
춘천시,석사동,2020-01-15,0.026
원주시,중앙동,2020-01-15,0.028
원주시,반곡동,2020-01-15,0.034
원주시,문막읍,2020-01-15,0.029
강릉시,옥천동,2020-01-15,0.015
동해시,천곡동,2020-01-15,0.012
삼척시,남양동,2020-01-15,0.017
속초시,금호동,2020-01-15,0.011
태백시,황지동,2020-01-15,1.180
춘천시,중앙로,2020-01-16,0.024
춘천시,석사동,2020-01-16,0.029
원주시,중앙동,2020-01-16,0.029
원주시,반곡동,2020-01-16,0.032
원주시,문막읍,2020-01-16,0.025
강릉시,옥천동,2020-01-16,0.019
동해시,천곡동,2020-01-16,0.026
삼척시,남양동,2020-01-16,0.018
속초시,금호동,2020-01-16,0.015
태백시,황지동,2020-01-16,0.020
춘천시,중앙로,2020-01-17,0.027
춘천시,석사동,2020-01-17,0.030
원주시,중앙동,2020-01-17,0.030
원주시,반곡동,2020-01-17,0.036
원주시,문막읍,2020-01-17,0.029
강릉시,옥천동,2020-01-17,0.019
동해시,천곡동,2020-01-17,0.021
삼척시,남양동,2020-01-17,0.020
속초시,금호동,2020-01-17,0.013
태백시,황지동,2020-01-17,0.022
춘천시,중앙로,2020-01-18,0.025
춘천시,석사동,2020-01-18,0.030
원주시,중앙동,2020-01-18,0.036
원주시,반곡동,2020-01-18,0.039
원주시,문막읍,2020-01-18,0.032
강릉시,옥천동,2020-01-18,0.021
동해시,천곡동,2020-01-18,0.022
삼척시,남양동,2020-01-18,0.019
속초시,금호동,2020-01-18,0.014
태백시,황지동,2020-01-18,0.023
춘천시,중앙로,2020-01-19,0.020
춘천시,석사동,2020-01-19,0.031
원주시,중앙동,2020-01-19,0.034
원주시,반곡동,2020-01-19,0.032
원주시,문막읍,2020-01-19,0.025
강릉시,옥천동,2020-01-19,0.013
동해시,천곡동,2020-01-19,0.013
삼척시,남양동,2020-01-19,0.016
속초시,금호동,2020-01-19,0.008
태백시,황지동,2020-01-19,0.012
춘천시,중앙로,2020-01-20,0.013
춘천시,석사동,2020-01-20,0.019
원주시,중앙동,2020-01-20,0.025
원주시,반곡동,2020-01-20,0.023
원주시,문막읍,2020-01-20,0.020
강릉시,옥천동,2020-01-20,0.014
동해시,천곡동,2020-01-20,0.011
삼척시,남양동,2020-01-20,0.020
속초시,금호동,2020-01-20,0.006
태백시,황지동,2020-01-20,0.010
춘천시,중앙로,2020-01-21,0.019
춘천시,석사동,2020-01-21,0.025
원주시,중앙동,2020-01-21,0.025
원주시,반곡동,2020-01-21,0.027
원주시,문막읍,2020-01-21,0.019
