지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2021-06-01,0.008
춘천시,석사동,2021-06-01,0.010
춘천시,신사우동,2021-06-01,0.005
원주시,중앙동,2021-06-01,0.011
원주시,반곡동,2021-06-01,0.010
원주시,문막읍,2021-06-01,0.009
강릉시,옥천동,2021-06-01,0.017
동해시,천곡동,2021-06-01,0.016
삼척시,남양동,2021-06-01,0.014
속초시,금호동,2021-06-01,0.010
태백시,황지동,2021-06-01,0.006
춘천시,중앙로,2021-06-02,0.007
춘천시,석사동,2021-06-02,0.009
춘천시,신사우동,2021-06-02,0.005
원주시,중앙동,2021-06-02,0.011
원주시,반곡동,2021-06-02,0.010
원주시,문막읍,2021-06-02,0.009
강릉시,옥천동,2021-06-02,0.012
동해시,천곡동,2021-06-02,0.015
삼척시,남양동,2021-06-02,0.012
속초시,금호동,2021-06-02,0.006
태백시,황지동,2021-06-02,1.174
춘천시,중앙로,2021-06-03,0.009
춘천시,석사동,2021-06-03,0.010
춘천시,신사우동,2021-06-03,0.007
원주시,중앙동,2021-06-03,0.012
원주시,반곡동,2021-06-03,0.010
원주시,문막읍,2021-06-03,0.010
강릉시,옥천동,2021-06-03,0.015
동해시,천곡동,2021-06-03,0.018
삼척시,남양동,2021-06-03,0.022
속초시,금호동,2021-06-03,0.006
태백시,황지동,2021-06-03,0.007
춘천시,중앙로,2021-06-04,0.007
춘천시,석사동,2021-06-04,0.008
춘천시,신사우동,2021-06-04,0.006
원주시,중앙동,2021-06-04,0.008
원주시,반곡동,2021-06-04,0.008
원주시,문막읍,2021-06-04,0.009
강릉시,옥천동,2021-06-04,0.008
동해시,천곡동,2021-06-04,0.011
삼척시,남양동,2021-06-04,0.013
속초시,금호동,2021-06-04,0.005
태백시,황지동,2021-06-04,0.006
춘천시,중앙로,2021-06-05,0.007
춘천시,석사동,2021-06-05,0.009
춘천시,신사우동,2021-06-05,0.007
원주시,중앙동,2021-06-05,0.011
원주시,반곡동,2021-06-05,0.009
원주시,문막읍,2021-06-05,0.010
강릉시,옥천동,2021-06-05,0.007
동해시,천곡동,2021-06-05,0.008
삼척시,남양동,2021-06-05,0.008
속초시,금호동,2021-06-05,0.006
태백시,황지동,2021-06-05,0.006
춘천시,중앙로,2021-06-06,0.006
춘천시,석사동,2021-06-06,0.007
춘천시,신사우동,2021-06-06,0.005
원주시,중앙동,2021-06-06,0.007
원주시,반곡동,2021-06-06,0.007
원주시,문막읍,2021-06-06,0.006
강릉시,옥천동,2021-06-06,0.011
동해시,천곡동,2021-06-06,0.011
삼척시,남양동,2021-06-06,0.009
속초시,금호동,2021-06-06,0.008
태백시,황지동,2021-06-06,0.007
춘천시,중앙로,2021-06-07,0.008
춘천시,석사동,2021-06-07,0.012
춘천시,신사우동,2021-06-07,0.006
원주시,중앙동,2021-06-07,0.013
원주시,반곡동,2021-06-07,0.011
원주시,문막읍,2021-06-07,0.010
강릉시,옥천동,2021-06-07,0.010
동해시,천곡동,2021-06-07,0.015
삼척시,남양동,2021-06-07,0.014
속초시,금호동,2021-06-07,0.008
태백시,황지동,2021-06-07,0.007
춘천시,중앙로,2021-06-08,0.008
춘천시,석사동,2021-06-08,0.013
춘천시,신사우동,2021-06-08,0.006
원주시,중앙동,2021-06-08,0.011
원주시,반곡동,2021-06-08,0.009
원주시,문막읍,2021-06-08,0.009
강릉시,옥천동,2021-06-08,0.012
동해시,천곡동,2021-06-08,0.011
삼척시,남양동,2021-06-08,0.010
속초시,금호동,2021-06-08,0.004
태백시,황지동,2021-06-08,0.010
춘천시,중앙로,2021-06-09,0.007
춘천시,석사동,2021-06-09,0.010
춘천시,신사우동,2021-06-09,0.004
원주시,중앙동,2021-06-09,0.011
원주시,반곡동,2021-06-09,0.010
원주시,문막읍,2021-06-09,0.008
강릉시,옥천동,2021-06-09,0.012
동해시,천곡동,2021-06-09,0.010
삼척시,남양동,2021-06-09,0.009
속초시,금호동,2021-06-09,0.004
태백시,황지동,2021-06-09,0.008
춘천시,중앙로,2021-06-10,0.008
춘천시,석사동,2021-06-10,0.011
춘천시,신사우동,2021-06-10,0.006
원주시,중앙동,2021-06-10,0.011
원주시,반곡동,2021-06-10,0.009
원주시,문막읍,2021-06-10,0.010
강릉시,옥천동,2021-06-10,0.009
동해시,천곡동,2021-06-10,0.012
삼척시,남양동,2021-06-10,0.013
속초시,금호동,2021-06-10,0.003
태백시,황지동,2021-06-10,0.007
춘천시,중앙로,2021-06-11,0.005
춘천시,석사동,2021-06-11,0.007
춘천시,신사우동,2021-06-11,0.005
원주시,중앙동,2021-06-11,0.009
원주시,반곡동,2021-06-11,0.007
원주시,문막읍,2021-06-11,0.007
강릉시,옥천동,2021-06-11,0.008
동해시,천곡동,2021-06-11,0.011
삼척시,남양동,2021-06-11,0.014
속초시,금호동,2021-06-11,0.005
태백시,황지동,2021-06-11,0.005
춘천시,중앙로,2021-06-12,0.004
춘천시,석사동,2021-06-12,0.008
춘천시,신사우동,2021-06-12,0.004
원주시,중앙동,2021-06-12,0.008
원주시,반곡동,2021-06-12,0.008
원주시,문막읍,2021-06-12,0.006
강릉시,옥천동,2021-06-12,0.011
동해시,천곡동,2021-06-12,0.009
삼척시,남양동,2021-06-12,0.008
속초시,금호동,2021-06-12,0.008
태백시,황지동,2021-06-12,0.007
춘천시,중앙로,2021-06-13,0.003
춘천시,석사동,2021-06-13,0.006
춘천시,신사우동,2021-06-13,0.003
원주시,중앙동,2021-06-13,0.007
원주시,반곡동,2021-06-13,0.007
원주시,문막읍,2021-06-13,0.006
강릉시,옥천동,2021-06-13,0.010
동해시,천곡동,2021-06-13,0.010
삼척시,남양동,2021-06-13,0.009
속초시,금호동,2021-06-13,0.005
태백시,황지동,2021-06-13,0.007
춘천시,중앙로,2021-06-14,0.005
춘천시,석사동,2021-06-14,0.009
춘천시,신사우동,2021-06-14,0.004
원주시,중앙동,2021-06-14,0.010
원주시,반곡동,2021-06-14,0.009
원주시,문막읍,2021-06-14,0.008
강릉시,옥천동,2021-06-14,0.008
동해시,천곡동,2021-06-14,0.009
삼척시,남양동,2021-06-14,0.011
속초시,금호동,2021-06-14,0.005
태백시,황지동,2021-06-14,0.009
춘천시,중앙로,2021-06-15,0.006
춘천시,석사동,2021-06-15,0.004
춘천시,신사우동,2021-06-15,0.003
원주시,중앙동,2021-06-15,0.009
원주시,반곡동,2021-06-15,0.009
원주시,문막읍,2021-06-15,0.009
강릉시,옥천동,2021-06-15,0.010
동해시,천곡동,2021-06-15,0.007
삼척시,남양동,2021-06-15,0.010
속초시,금호동,2021-06-15,0.006
태백시,황지동,2021-06-15,1.173
춘천시,중앙로,2021-06-16,0.003
춘천시,석사동,2021-06-16,0.002
춘천시,신사우동,2021-06-16,0.002
원주시,중앙동,2021-06-16,0.005
원주시,반곡동,2021-06-16,0.004
원주시,문막읍,2021-06-16,0.008
강릉시,옥천동,2021-06-16,0.007
동해시,천곡동,2021-06-16,0.005
삼척시,남양동,2021-06-16,0.006
속초시,금호동,2021-06-16,0.003
태백시,황지동,2021-06-16,0.005
춘천시,중앙로,2021-06-17,0.005
춘천시,석사동,2021-06-17,0.007
춘천시,신사우동,2021-06-17,0.004
원주시,중앙동,2021-06-17,0.009
원주시,반곡동,2021-06-17,0.008
원주시,문막읍,2021-06-17,0.008
강릉시,옥천동,2021-06-17,0.012
동해시,천곡동,2021-06-17,0.009
삼척시,남양동,2021-06-17,0.008
