지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2018-04-01,0.015
춘천시,석사동,2018-04-01,0.019
원주시,중앙동,2018-04-01,0.017
원주시,반곡동,2018-04-01,0.015
강릉시,옥천동,2018-04-01,0.010
동해시,천곡동,2018-04-01,0.024
삼척시,남양동,2018-04-01,0.029
춘천시,중앙로,2018-04-02,0.015
춘천시,석사동,2018-04-02,0.018
원주시,중앙동,2018-04-02,0.018
원주시,반곡동,2018-04-02,0.014
강릉시,옥천동,2018-04-02,0.009
동해시,천곡동,2018-04-02,0.018
삼척시,남양동,2018-04-02,0.014
춘천시,중앙로,2018-04-03,0.017
춘천시,석사동,2018-04-03,0.021
원주시,중앙동,2018-04-03,0.018
원주시,반곡동,2018-04-03,0.016
강릉시,옥천동,2018-04-03,0.007
동해시,천곡동,2018-04-03,0.007
삼척시,남양동,2018-04-03,0.007
춘천시,중앙로,2018-04-04,0.004
춘천시,석사동,2018-04-04,0.007
원주시,중앙동,2018-04-04,0.012
원주시,반곡동,2018-04-04,0.009
강릉시,옥천동,2018-04-04,0.011
동해시,천곡동,2018-04-04,0.005
삼척시,남양동,2018-04-04,0.007
춘천시,중앙로,2018-04-05,0.008
춘천시,석사동,2018-04-05,0.009
원주시,중앙동,2018-04-05,0.016
원주시,반곡동,2018-04-05,0.013
강릉시,옥천동,2018-04-05,0.016
동해시,천곡동,2018-04-05,0.016
삼척시,남양동,2018-04-05,0.022
춘천시,중앙로,2018-04-06,0.008
춘천시,석사동,2018-04-06,0.009
원주시,중앙동,2018-04-06,0.011
원주시,반곡동,2018-04-06,0.009
강릉시,옥천동,2018-04-06,0.009
동해시,천곡동,2018-04-06,0.010
삼척시,남양동,2018-04-06,0.011
춘천시,중앙로,2018-04-07,0.005
춘천시,석사동,2018-04-07,0.006
원주시,중앙동,2018-04-07,0.010
원주시,반곡동,2018-04-07,0.007
강릉시,옥천동,2018-04-07,0.008
동해시,천곡동,2018-04-07,0.006
삼척시,남양동,2018-04-07,0.009
춘천시,중앙로,2018-04-08,0.010
춘천시,석사동,2018-04-08,0.012
원주시,중앙동,2018-04-08,0.009
원주시,반곡동,2018-04-08,0.007
강릉시,옥천동,2018-04-08,0.008
동해시,천곡동,2018-04-08,0.007
삼척시,남양동,2018-04-08,0.008
춘천시,중앙로,2018-04-09,0.013
춘천시,석사동,2018-04-09,0.016
원주시,중앙동,2018-04-09,0.017
원주시,반곡동,2018-04-09,0.015
강릉시,옥천동,2018-04-09,0.019
동해시,천곡동,2018-04-09,0.021
삼척시,남양동,2018-04-09,0.015
춘천시,중앙로,2018-04-10,0.012
춘천시,석사동,2018-04-10,0.014
원주시,중앙동,2018-04-10,0.009
원주시,반곡동,2018-04-10,0.014
강릉시,옥천동,2018-04-10,0.021
동해시,천곡동,2018-04-10,0.028
삼척시,남양동,2018-04-10,0.022
