지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2018-09-01,0.007
춘천시,석사동,2018-09-01,0.003
원주시,중앙동,2018-09-01,0.011
원주시,반곡동,2018-09-01,0.010
원주시,문막읍,2018-09-01,0
강릉시,옥천동,2018-09-01,0.011
동해시,천곡동,2018-09-01,0.013
삼척시,남양동,2018-09-01,0.007
춘천시,중앙로,2018-09-02,0.007
춘천시,석사동,2018-09-02,0.006
원주시,중앙동,2018-09-02,0.009
원주시,반곡동,2018-09-02,0.009
원주시,문막읍,2018-09-02,0
강릉시,옥천동,2018-09-02,0.009
동해시,천곡동,2018-09-02,0.011
삼척시,남양동,2018-09-02,0.006
춘천시,중앙로,2018-09-03,0.011
춘천시,석사동,2018-09-03,0.011
원주시,중앙동,2018-09-03,0.015
원주시,반곡동,2018-09-03,0.013
원주시,문막읍,2018-09-03,0
강릉시,옥천동,2018-09-03,0.015
동해시,천곡동,2018-09-03,0.014
삼척시,남양동,2018-09-03,0.011
춘천시,중앙로,2018-09-04,0.007
춘천시,석사동,2018-09-04,0.005
원주시,중앙동,2018-09-04,0.010
원주시,반곡동,2018-09-04,0.009
원주시,문막읍,2018-09-04,0
강릉시,옥천동,2018-09-04,0.013
동해시,천곡동,2018-09-04,0.013
삼척시,남양동,2018-09-04,0.012
춘천시,중앙로,2018-09-05,0.009
춘천시,석사동,2018-09-05,0.008
원주시,중앙동,2018-09-05,0.015
원주시,반곡동,2018-09-05,0.013
원주시,문막읍,2018-09-05,0
강릉시,옥천동,2018-09-05,0.008
동해시,천곡동,2018-09-05,0.007
삼척시,남양동,2018-09-05,0.012
춘천시,중앙로,2018-09-06,0.013
춘천시,석사동,2018-09-06,0.011
원주시,중앙동,2018-09-06,0.015
원주시,반곡동,2018-09-06,0.014
원주시,문막읍,2018-09-06,0
강릉시,옥천동,2018-09-06,0.010
동해시,천곡동,2018-09-06,0.016
삼척시,남양동,2018-09-06,0.013
춘천시,중앙로,2018-09-07,0.011
춘천시,석사동,2018-09-07,0.009
원주시,중앙동,2018-09-07,0.015
원주시,반곡동,2018-09-07,0.013
원주시,문막읍,2018-09-07,0
강릉시,옥천동,2018-09-07,0.009
동해시,천곡동,2018-09-07,0.015
삼척시,남양동,2018-09-07,0.011
춘천시,중앙로,2018-09-08,0.009
춘천시,석사동,2018-09-08,0.009
원주시,중앙동,2018-09-08,0.013
원주시,반곡동,2018-09-08,0.013
원주시,문막읍,2018-09-08,0
강릉시,옥천동,2018-09-08,0.007
동해시,천곡동,2018-09-08,0.014
삼척시,남양동,2018-09-08,0.008
춘천시,중앙로,2018-09-09,0.006
춘천시,석사동,2018-09-09,0.004
원주시,중앙동,2018-09-09,0.008
원주시,반곡동,2018-09-09,0.009
원주시,문막읍,2018-09-09,0
강릉시,옥천동,2018-09-09,0.005
동해시,천곡동,2018-09-09,0.006
삼척시,남양동,2018-09-09,0.008
춘천시,중앙로,2018-09-10,0.009
춘천시,석사동,2018-09-10,0.004
원주시,중앙동,2018-09-10,0.008
원주시,반곡동,2018-09-10,0.009
원주시,문막읍,2018-09-10,0
강릉시,옥천동,2018-09-10,0.008
동해시,천곡동,2018-09-10,0.008
삼척시,남양동,2018-09-10,0.007
춘천시,중앙로,2018-09-11,0.009
춘천시,석사동,2018-09-11,0.004
원주시,중앙동,2018-09-11,0.010
원주시,반곡동,2018-09-11,0.009
원주시,문막읍,2018-09-11,0
강릉시,옥천동,2018-09-11,0.007
동해시,천곡동,2018-09-11,0.007
삼척시,남양동,2018-09-11,0.009
춘천시,중앙로,2018-09-12,0.008
춘천시,석사동,2018-09-12,0.010
원주시,중앙동,2018-09-12,0.014
원주시,반곡동,2018-09-12,0.012
원주시,문막읍,2018-09-12,0
강릉시,옥천동,2018-09-12,0.009
동해시,천곡동,2018-09-12,0.014
삼척시,남양동,2018-09-12,0.011
춘천시,중앙로,2018-09-13,0.010
춘천시,석사동,2018-09-13,0.011
원주시,중앙동,2018-09-13,0.017
원주시,반곡동,2018-09-13,0.015
원주시,문막읍,2018-09-13,0
강릉시,옥천동,2018-09-13,0.015
동해시,천곡동,2018-09-13,0.024
삼척시,남양동,2018-09-13,0.013
춘천시,중앙로,2018-09-14,0.010
춘천시,석사동,2018-09-14,0.007
원주시,중앙동,2018-09-14,0.015
원주시,반곡동,2018-09-14,0.014
원주시,문막읍,2018-09-14,0
강릉시,옥천동,2018-09-14,0.018
동해시,천곡동,2018-09-14,0.020
삼척시,남양동,2018-09-14,0.015
춘천시,중앙로,2018-09-15,0.009
춘천시,석사동,2018-09-15,0.008
원주시,중앙동,2018-09-15,0.012
원주시,반곡동,2018-09-15,0.012
원주시,문막읍,2018-09-15,0
강릉시,옥천동,2018-09-15,0.020
동해시,천곡동,2018-09-15,0.016
삼척시,남양동,2018-09-15,0.011
춘천시,중앙로,2018-09-16,0.009
춘천시,석사동,2018-09-16,0.007
원주시,중앙동,2018-09-16,0.013
원주시,반곡동,2018-09-16,0.014
원주시,문막읍,2018-09-16,0
강릉시,옥천동,2018-09-16,0.014
동해시,천곡동,2018-09-16,0.015
삼척시,남양동,2018-09-16,0.009
춘천시,중앙로,2018-09-17,0.012
춘천시,석사동,2018-09-17,0.012
원주시,중앙동,2018-09-17,0.016
원주시,반곡동,2018-09-17,0.013
원주시,문막읍,2018-09-17,0
강릉시,옥천동,2018-09-17,0.013
동해시,천곡동,2018-09-17,0.019
삼척시,남양동,2018-09-17,0.010
춘천시,중앙로,2018-09-18,0.012
춘천시,석사동,2018-09-18,0.013
원주시,중앙동,2018-09-18,0.018
원주시,반곡동,2018-09-18,0.016
원주시,문막읍,2018-09-18,0
강릉시,옥천동,2018-09-18,0.011
동해시,천곡동,2018-09-18,0.017
삼척시,남양동,2018-09-18,0.009
춘천시,중앙로,2018-09-19,0.013
춘천시,석사동,2018-09-19,0.012
원주시,중앙동,2018-09-19,0.021
원주시,반곡동,2018-09-19,0.019
원주시,문막읍,2018-09-19,0
강릉시,옥천동,2018-09-19,0.012
동해시,천곡동,2018-09-19,0.016
삼척시,남양동,2018-09-19,0.010
춘천시,중앙로,2018-09-20,0.009
춘천시,석사동,2018-09-20,0.006
원주시,중앙동,2018-09-20,0.014
원주시,반곡동,2018-09-20,0.016
원주시,문막읍,2018-09-20,0
강릉시,옥천동,2018-09-20,0.015
동해시,천곡동,2018-09-20,0.020
삼척시,남양동,2018-09-20,0.013
춘천시,중앙로,2018-09-21,0.009
춘천시,석사동,2018-09-21,0.008
원주시,중앙동,2018-09-21,0.015
원주시,반곡동,2018-09-21,0.013
원주시,문막읍,2018-09-21,0
강릉시,옥천동,2018-09-21,0.017
동해시,천곡동,2018-09-21,0.015
삼척시,남양동,2018-09-21,0.018
춘천시,중앙로,2018-09-22,0.010
춘천시,석사동,2018-09-22,0.010
원주시,중앙동,2018-09-22,0.017
원주시,반곡동,2018-09-22,0.014
원주시,문막읍,2018-09-22,0
강릉시,옥천동,2018-09-22,0.022
동해시,천곡동,2018-09-22,0.016
삼척시,남양동,2018-09-22,0.013
춘천시,중앙로,2018-09-23,0.007
춘천시,석사동,2018-09-23,0.008
원주시,중앙동,2018-09-23,0.015
원주시,반곡동,2018-09-23,0.014
원주시,문막읍,2018-09-23,0
강릉시,옥천동,2018-09-23,0.018
동해시,천곡동,2018-09-23,0.018
삼척시,남양동,2018-09-23,0.010
춘천시,중앙로,2018-09-24,0.006
춘천시,석사동,2018-09-24,0.007
원주시,중앙동,2018-09-24,0.011
원주시,반곡동,2018-09-24,0.011
원주시,문막읍,2018-09-24,0
강릉시,옥천동,2018-09-24,0.010
동해시,천곡동,2018-09-24,0.010
삼척시,남양동,2018-09-24,0.008
춘천시,중앙로,2018-09-25,0.008
춘천시,석사동,2018-09-25,0.004
원주시,중앙동,2018-09-25,0.009
원주시,반곡동,2018-09-25,0.009
원주시,문막읍,2018-09-25,0
강릉시,옥천동,2018-09-25,0.007
동해시,천곡동,2018-09-25,0.005
삼척시,남양동,2018-09-25,0.007
춘천시,중앙로,2018-09-26,0.008
춘천시,석사동,2018-09-26,0.005
원주시,중앙동,2018-09-26,0.010
원주시,반곡동,2018-09-26,0.010
원주시,문막읍,2018-09-26,0
강릉시,옥천동,2018-09-26,0.012
동해시,천곡동,2018-09-26,0.014
삼척시,남양동,2018-09-26,0.015
춘천시,중앙로,2018-09-27,0.009
춘천시,석사동,2018-09-27,0.007
원주시,중앙동,2018-09-27,0.012
원주시,반곡동,2018-09-27,0.011
원주시,문막읍,2018-09-27,0.014
강릉시,옥천동,2018-09-27,0.009
동해시,천곡동,2018-09-27,0.010
삼척시,남양동,2018-09-27,0.012
춘천시,중앙로,2018-09-28,0.012
춘천시,석사동,2018-09-28,0.011
원주시,중앙동,2018-09-28,0.018
원주시,반곡동,2018-09-28,0.016
원주시,문막읍,2018-09-28,0.013
강릉시,옥천동,2018-09-28,0.013
동해시,천곡동,2018-09-28,0.019
삼척시,남양동,2018-09-28,0.012
춘천시,중앙로,2018-09-29,0.009
춘천시,석사동,2018-09-29,0.010
원주시,중앙동,2018-09-29,0.015
원주시,반곡동,2018-09-29,0.014
원주시,문막읍,2018-09-29,0.009
강릉시,옥천동,2018-09-29,0.009
동해시,천곡동,2018-09-29,0.013
삼척시,남양동,2018-09-29,0.008
춘천시,중앙로,2018-09-30,0.007
춘천시,석사동,2018-09-30,0.006
원주시,중앙동,2018-09-30,0.011
원주시,반곡동,2018-09-30,0.010
원주시,문막읍,2018-09-30,0.009
강릉시,옥천동,2018-09-30,0.005
동해시,천곡동,2018-09-30,0.007
삼척시,남양동,2018-09-30,0.006
춘천시,중앙로,2018-09-31,0
춘천시,석사동,2018-09-31,0
원주시,중앙동,2018-09-31,0
