지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2021-08-01,0.005
춘천시,석사동,2021-08-01,0.005
춘천시,신사우동,2021-08-01,0.004
원주시,중앙동,2021-08-01,0.006
원주시,반곡동,2021-08-01,0.006
원주시,문막읍,2021-08-01,0.005
강릉시,옥천동,2021-08-01,0.010
동해시,천곡동,2021-08-01,0.011
삼척시,남양동,2021-08-01,0.006
속초시,금호동,2021-08-01,0.007
태백시,황지동,2021-08-01,0.002
춘천시,중앙로,2021-08-02,0.005
춘천시,석사동,2021-08-02,0.006
춘천시,신사우동,2021-08-02,0.004
원주시,중앙동,2021-08-02,0.008
원주시,반곡동,2021-08-02,0.007
원주시,문막읍,2021-08-02,0.006
강릉시,옥천동,2021-08-02,0.012
동해시,천곡동,2021-08-02,0.010
삼척시,남양동,2021-08-02,0.008
속초시,금호동,2021-08-02,0.010
태백시,황지동,2021-08-02,0.002
춘천시,중앙로,2021-08-03,0.006
춘천시,석사동,2021-08-03,0.007
춘천시,신사우동,2021-08-03,0.004
원주시,중앙동,2021-08-03,0.008
원주시,반곡동,2021-08-03,0.006
원주시,문막읍,2021-08-03,0.007
강릉시,옥천동,2021-08-03,0.012
동해시,천곡동,2021-08-03,0.012
삼척시,남양동,2021-08-03,0.006
속초시,금호동,2021-08-03,0.007
태백시,황지동,2021-08-03,1.170
춘천시,중앙로,2021-08-04,0.006
춘천시,석사동,2021-08-04,0.008
춘천시,신사우동,2021-08-04,0.005
원주시,중앙동,2021-08-04,0.008
원주시,반곡동,2021-08-04,0.006
원주시,문막읍,2021-08-04,0.006
강릉시,옥천동,2021-08-04,0.011
동해시,천곡동,2021-08-04,0.014
삼척시,남양동,2021-08-04,0.008
속초시,금호동,2021-08-04,0.009
태백시,황지동,2021-08-04,0.003
춘천시,중앙로,2021-08-05,0.007
춘천시,석사동,2021-08-05,0.008
춘천시,신사우동,2021-08-05,0.005
원주시,중앙동,2021-08-05,0.008
원주시,반곡동,2021-08-05,0.006
원주시,문막읍,2021-08-05,0.006
강릉시,옥천동,2021-08-05,0.011
