지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2020-09-01,0.006
춘천시,석사동,2020-09-01,0.007
춘천시,신사우동,2020-09-01,0.003
원주시,중앙동,2020-09-01,0.010
원주시,반곡동,2020-09-01,0.007
원주시,문막읍,2020-09-01,0.006
강릉시,옥천동,2020-09-01,0.010
동해시,천곡동,2020-09-01,0.006
삼척시,남양동,2020-09-01,0.007
속초시,금호동,2020-09-01,0.006
태백시,황지동,2020-09-01,0.007
춘천시,중앙로,2020-09-02,0.007
춘천시,석사동,2020-09-02,0.006
춘천시,신사우동,2020-09-02,0.003
원주시,중앙동,2020-09-02,0.008
원주시,반곡동,2020-09-02,0.006
원주시,문막읍,2020-09-02,0.007
강릉시,옥천동,2020-09-02,0.010
동해시,천곡동,2020-09-02,0.009
삼척시,남양동,2020-09-02,0.008
속초시,금호동,2020-09-02,0.005
태백시,황지동,2020-09-02,2.341
춘천시,중앙로,2020-09-03,0.004
춘천시,석사동,2020-09-03,0.004
춘천시,신사우동,2020-09-03,0.002
원주시,중앙동,2020-09-03,0.006
원주시,반곡동,2020-09-03,0.005
원주시,문막읍,2020-09-03,0.005
강릉시,옥천동,2020-09-03,0.005
동해시,천곡동,2020-09-03,0.005
삼척시,남양동,2020-09-03,0.005
속초시,금호동,2020-09-03,0.004
태백시,황지동,2020-09-03,0.003
춘천시,중앙로,2020-09-04,0.008
춘천시,석사동,2020-09-04,0.009
춘천시,신사우동,2020-09-04,0.005
원주시,중앙동,2020-09-04,0.009
원주시,반곡동,2020-09-04,0.008
원주시,문막읍,2020-09-04,0.007
강릉시,옥천동,2020-09-04,0.008
동해시,천곡동,2020-09-04,0.011
삼척시,남양동,2020-09-04,0.009
속초시,금호동,2020-09-04,0.007
태백시,황지동,2020-09-04,0.005
춘천시,중앙로,2020-09-05,0.008
춘천시,석사동,2020-09-05,0.009
춘천시,신사우동,2020-09-05,0.004
원주시,중앙동,2020-09-05,0.015
원주시,반곡동,2020-09-05,0.014
원주시,문막읍,2020-09-05,0.011
강릉시,옥천동,2020-09-05,0.013
동해시,천곡동,2020-09-05,0.021
삼척시,남양동,2020-09-05,0.014
속초시,금호동,2020-09-05,0.011
태백시,황지동,2020-09-05,0.008
춘천시,중앙로,2020-09-06,0.005
춘천시,석사동,2020-09-06,0.004
춘천시,신사우동,2020-09-06,0.002
원주시,중앙동,2020-09-06,0.006
원주시,반곡동,2020-09-06,0.006
원주시,문막읍,2020-09-06,0.006
강릉시,옥천동,2020-09-06,0.007
동해시,천곡동,2020-09-06,0.007
삼척시,남양동,2020-09-06,0.007
속초시,금호동,2020-09-06,0.006
태백시,황지동,2020-09-06,0.007
춘천시,중앙로,2020-09-07,0.005
춘천시,석사동,2020-09-07,0.003
춘천시,신사우동,2020-09-07,0.002
원주시,중앙동,2020-09-07,0.007
원주시,반곡동,2020-09-07,0.004
원주시,문막읍,2020-09-07,0.005
강릉시,옥천동,2020-09-07,0.005
동해시,천곡동,2020-09-07,0.004
삼척시,남양동,2020-09-07,0.006
속초시,금호동,2020-09-07,0.004
태백시,황지동,2020-09-07,0.004
춘천시,중앙로,2020-09-08,0.006
춘천시,석사동,2020-09-08,0.006
춘천시,신사우동,2020-09-08,0.003
원주시,중앙동,2020-09-08,0.008
원주시,반곡동,2020-09-08,0.006
원주시,문막읍,2020-09-08,0.006
강릉시,옥천동,2020-09-08,0.006
동해시,천곡동,2020-09-08,0.009
