지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2018-03-01,0.010
춘천시,석사동,2018-03-01,0.012
원주시,중앙동,2018-03-01,0.013
원주시,반곡동,2018-03-01,0.011
강릉시,옥천동,2018-03-01,0.008
동해시,천곡동,2018-03-01,0.011
삼척시,남양동,2018-03-01,0.014
춘천시,중앙로,2018-03-02,0.023
춘천시,석사동,2018-03-02,0.026
원주시,중앙동,2018-03-02,0.023
원주시,반곡동,2018-03-02,0.022
강릉시,옥천동,2018-03-02,0.011
동해시,천곡동,2018-03-02,0.024
삼척시,남양동,2018-03-02,0.018
춘천시,중앙로,2018-03-03,0.031
춘천시,석사동,2018-03-03,0.040
원주시,중앙동,2018-03-03,0.025
원주시,반곡동,2018-03-03,0.031
강릉시,옥천동,2018-03-03,0.016
동해시,천곡동,2018-03-03,0.025
삼척시,남양동,2018-03-03,0.019
춘천시,중앙로,2018-03-04,0.017
춘천시,석사동,2018-03-04,0.023
원주시,중앙동,2018-03-04,0.018
원주시,반곡동,2018-03-04,0.025
강릉시,옥천동,2018-03-04,0.009
동해시,천곡동,2018-03-04,0.011
삼척시,남양동,2018-03-04,0.016
춘천시,중앙로,2018-03-05,0.011
춘천시,석사동,2018-03-05,0.008
원주시,중앙동,2018-03-05,0.008
원주시,반곡동,2018-03-05,0.006
강릉시,옥천동,2018-03-05,0.010
동해시,천곡동,2018-03-05,0.011
삼척시,남양동,2018-03-05,0.011
춘천시,중앙로,2018-03-06,0.013
춘천시,석사동,2018-03-06,0.016
원주시,중앙동,2018-03-06,0.020
원주시,반곡동,2018-03-06,0.020
강릉시,옥천동,2018-03-06,0.010
동해시,천곡동,2018-03-06,0.022
삼척시,남양동,2018-03-06,0.011
춘천시,중앙로,2018-03-07,0.018
춘천시,석사동,2018-03-07,0.017
원주시,중앙동,2018-03-07,0.018
원주시,반곡동,2018-03-07,0.013
강릉시,옥천동,2018-03-07,0.016
동해시,천곡동,2018-03-07,0.013
삼척시,남양동,2018-03-07,0.014
춘천시,중앙로,2018-03-08,0.012
춘천시,석사동,2018-03-08,0.010
원주시,중앙동,2018-03-08,0.020
원주시,반곡동,2018-03-08,0.020
강릉시,옥천동,2018-03-08,0.014
동해시,천곡동,2018-03-08,0.012
삼척시,남양동,2018-03-08,0.016
춘천시,중앙로,2018-03-09,0.017
춘천시,석사동,2018-03-09,0.016
원주시,중앙동,2018-03-09,0.025
원주시,반곡동,2018-03-09,0.023
강릉시,옥천동,2018-03-09,0.016
동해시,천곡동,2018-03-09,0.013
삼척시,남양동,2018-03-09,0.015
춘천시,중앙로,2018-03-10,0.022
춘천시,석사동,2018-03-10,0.029
원주시,중앙동,2018-03-10,0.022
원주시,반곡동,2018-03-10,0.022
강릉시,옥천동,2018-03-10,0.019
동해시,천곡동,2018-03-10,0.024
삼척시,남양동,2018-03-10,0.021
춘천시,중앙로,2018-03-11,0.016
춘천시,석사동,2018-03-11,0.021
원주시,중앙동,2018-03-11,0.019
원주시,반곡동,2018-03-11,0.017
강릉시,옥천동,2018-03-11,0.014
동해시,천곡동,2018-03-11,0.012
삼척시,남양동,2018-03-11,0.011
춘천시,중앙로,2018-03-12,0.033
춘천시,석사동,2018-03-12,0.040
원주시,중앙동,2018-03-12,0.031
원주시,반곡동,2018-03-12,0.033
강릉시,옥천동,2018-03-12,0.027
동해시,천곡동,2018-03-12,0.035
삼척시,남양동,2018-03-12,0.022
춘천시,중앙로,2018-03-13,0.030
춘천시,석사동,2018-03-13,0.038
원주시,중앙동,2018-03-13,0.027
원주시,반곡동,2018-03-13,0.026
강릉시,옥천동,2018-03-13,0.008
동해시,천곡동,2018-03-13,0.017
삼척시,남양동,2018-03-13,0.009
춘천시,중앙로,2018-03-14,0.024
춘천시,석사동,2018-03-14,0.028
원주시,중앙동,2018-03-14,0.025
원주시,반곡동,2018-03-14,0.027
강릉시,옥천동,2018-03-14,0.011
동해시,천곡동,2018-03-14,0.025
삼척시,남양동,2018-03-14,0.019
춘천시,중앙로,2018-03-15,0.020
춘천시,석사동,2018-03-15,0.022
원주시,중앙동,2018-03-15,0.025
원주시,반곡동,2018-03-15,0.022
강릉시,옥천동,2018-03-15,0.009
동해시,천곡동,2018-03-15,0.017
삼척시,남양동,2018-03-15,0.014
춘천시,중앙로,2018-03-16,0.010
춘천시,석사동,2018-03-16,0.007
원주시,중앙동,2018-03-16,0.010
원주시,반곡동,2018-03-16,0.008
강릉시,옥천동,2018-03-16,0.011
동해시,천곡동,2018-03-16,0.006
삼척시,남양동,2018-03-16,0.007
춘천시,중앙로,2018-03-17,0.015
춘천시,석사동,2018-03-17,0.022
원주시,중앙동,2018-03-17,0.020
원주시,반곡동,2018-03-17,0.020
강릉시,옥천동,2018-03-17,0.020
동해시,천곡동,2018-03-17,0.026
삼척시,남양동,2018-03-17,0.017
춘천시,중앙로,2018-03-18,0.017
춘천시,석사동,2018-03-18,0.027
원주시,중앙동,2018-03-18,0.023
원주시,반곡동,2018-03-18,0.025
강릉시,옥천동,2018-03-18,0.030
동해시,천곡동,2018-03-18,0.037
삼척시,남양동,2018-03-18,0.029
춘천시,중앙로,2018-03-19,0.011
춘천시,석사동,2018-03-19,0.010
원주시,중앙동,2018-03-19,0.012
원주시,반곡동,2018-03-19,0.013
강릉시,옥천동,2018-03-19,0.018
동해시,천곡동,2018-03-19,0.015
삼척시,남양동,2018-03-19,0.020
춘천시,중앙로,2018-03-20,0.008
춘천시,석사동,2018-03-20,0.003
원주시,중앙동,2018-03-20,0.006
원주시,반곡동,2018-03-20,0.004
강릉시,옥천동,2018-03-20,0.010
동해시,천곡동,2018-03-20,0.004
삼척시,남양동,2018-03-20,0.005
춘천시,중앙로,2018-03-21,0.011
춘천시,석사동,2018-03-21,0.004
원주시,중앙동,2018-03-21,0.008
원주시,반곡동,2018-03-21,0.004
강릉시,옥천동,2018-03-21,0.011
동해시,천곡동,2018-03-21,0.005
삼척시,남양동,2018-03-21,0.008
춘천시,중앙로,2018-03-22,0.020
춘천시,석사동,2018-03-22,0.020
원주시,중앙동,2018-03-22,0.022
원주시,반곡동,2018-03-22,0.015
강릉시,옥천동,2018-03-22,0.019
동해시,천곡동,2018-03-22,0.022
삼척시,남양동,2018-03-22,0.014
춘천시,중앙로,2018-03-23,0.026
춘천시,석사동,2018-03-23,0.031
원주시,중앙동,2018-03-23,0.028
원주시,반곡동,2018-03-23,0.024
강릉시,옥천동,2018-03-23,0.029
동해시,천곡동,2018-03-23,0.030
삼척시,남양동,2018-03-23,0.024
춘천시,중앙로,2018-03-24,0.025
춘천시,석사동,2018-03-24,0.029
원주시,중앙동,2018-03-24,0.030
원주시,반곡동,2018-03-24,0.027
강릉시,옥천동,2018-03-24,0.014
동해시,천곡동,2018-03-24,0.012
삼척시,남양동,2018-03-24,0.028
춘천시,중앙로,2018-03-25,0.020
춘천시,석사동,2018-03-25,0.025
원주시,중앙동,2018-03-25,0.022
원주시,반곡동,2018-03-25,0.020
강릉시,옥천동,2018-03-25,0.010
동해시,천곡동,2018-03-25,0.009
삼척시,남양동,2018-03-25,0.013
춘천시,중앙로,2018-03-26,0.025
춘천시,석사동,2018-03-26,0.033
원주시,중앙동,2018-03-26,0.027
원주시,반곡동,2018-03-26,0.026
강릉시,옥천동,2018-03-26,0.016
동해시,천곡동,2018-03-26,0.014
삼척시,남양동,2018-03-26,0.019
춘천시,중앙로,2018-03-27,0.022
춘천시,석사동,2018-03-27,0.029
원주시,중앙동,2018-03-27,0.024
원주시,반곡동,2018-03-27,0.021
강릉시,옥천동,2018-03-27,0.012
동해시,천곡동,2018-03-27,0.011
삼척시,남양동,2018-03-27,0.021
춘천시,중앙로,2018-03-28,0.019
춘천시,석사동,2018-03-28,0.024
원주시,중앙동,2018-03-28,0.024
원주시,반곡동,2018-03-28,0.021
강릉시,옥천동,2018-03-28,0.012
동해시,천곡동,2018-03-28,0.013
